MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
WITCH-GLOBIOM,SSP1-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9528869,3.2826564,3.4823977,3.606869,3.689433,3.7359677,3.7438538,3.7142757,3.6376294
WITCH-GLOBIOM,SSP1-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19104331,0.21195757,0.22881604,0.24175667,0.25023669,0.25504271,0.2565243,0.2547403,0.2505726
WITCH-GLOBIOM,SSP1-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98921657,1.255903,1.5403497,1.7686633,1.9214066,2.0251765,2.1009893,2.1511251,2.1788767,2.1794892
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1900.0929,1960.9439,1938.2903,1821.5266,1692.8418,1597.416,1525.4081,1460.4596,1385.7132
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.23974,441.7512,467.64472,491.70126,513.44468,531.89726,547.13754,557.63794,561.34541
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.11125,338.43858,345.1509,350.77395,355.32533,358.64865,360.70152,361.49972,360.884
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1387558,2.6645991,3.1552767,3.5691217,3.8138903,3.9852252,4.1158485,4.2152489,4.2769273,4.2641576
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05225786,-0.92863696,-0.79496786,-0.6637078,-0.56725736,-0.51373787,-0.47324355,-0.44338236,-0.40698808,-0.37232899
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.625443186,0.65085489,0.641442569,0.592007356,0.535601082,0.492336837,0.458803836,0.427853814,0.39134619
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1665739,2.4978379,2.8027215,3.071211,3.3028145,3.4917973,3.6430018,3.7447492,3.780217
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058864247,0.09395247,0.1267793,0.14509433,0.14652489,0.13472633,0.12068727,0.10908135,0.099016684
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9504474,3.3611208,3.7113346,3.9730194,4.1716312,4.3218472,4.4365188,4.5026233,4.4950378
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19100546,0.21365432,0.23418483,0.2512283,0.26492234,0.27486533,0.28098395,0.28335824,0.28152697
WITCH-GLOBIOM,SSP1-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98924423,1.2558257,1.5482974,1.8433833,2.0736199,2.2508932,2.3951477,2.5163709,2.6150139,2.6714703
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1900.7823,1981.7352,2038.5825,2037.2517,2022.5967,2015.1863,1983.1944,1904.2102,1807.8621
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.17839,442.41884,471.3835,501.67353,532.54558,562.49879,591.39743,619.15884,643.78142
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.10223,338.44314,345.67953,352.56156,358.81814,364.253,368.71843,372.24722,374.76302
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1387438,2.6628798,3.1742589,3.6726286,4.0751964,4.4355554,4.7574817,5.0462474,5.2855832,5.4766533
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05224536,-0.92872999,-0.80503636,-0.69126961,-0.6002756,-0.55363213,-0.52400562,-0.4917808,-0.45922629,-0.41988446
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.625733403,0.659444415,0.682696418,0.682155888,0.676191805,0.67316758,0.660045498,0.627175669,0.586117028
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1657829,2.5059212,2.8453433,3.1786777,3.4983172,3.7912031,4.0593544,4.3048882,4.5136178
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058865771,0.10253269,0.15816227,0.20994278,0.25089188,0.2803073,0.30417125,0.32334471,0.3372809
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9498775,3.3851235,3.8221284,4.2276068,4.6018632,4.9377421,5.2317505,5.4787863,5.6737886
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19097744,0.21366833,0.23579306,0.25661748,0.27537116,0.29152766,0.30471105,0.31507202,0.32242836
WITCH-GLOBIOM,SSP1-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98924134,1.2554286,1.5527456,1.8770277,2.1748211,2.4446293,2.6922692,2.9229599,3.1281289,3.3024238
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1938.6198,2052.8497,2121.0588,2128.5752,2116.2895,2119.1175,2091.0479,2005.4439,1896.475
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.06202,444.78802,476.35444,509.4279,542.18247,574.98208,607.13819,637.5884,663.47754
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.17009,338.61695,345.90745,352.82986,359.14361,364.70227,369.3428,372.98179,375.50764
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1381205,2.6915451,3.250555,3.7848565,4.2481772,4.6377242,4.9984887,5.3270847,5.5949843,5.7973357
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05289164,-0.94203458,-0.81885903,-0.72110573,-0.61333859,-0.56762907,-0.53875363,-0.50307421,-0.46575091,-0.42237832
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.641579875,0.68847961,0.71584724,0.71883521,0.71394848,0.71507464,0.70386245,0.669182955,0.623919262
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1771624,2.5345071,2.9014911,3.260777,3.5943078,3.9086877,4.1999521,4.4618798,4.6749164
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.06678022,0.1262076,0.19845079,0.26691224,0.3230672,0.36521736,0.40018502,0.4296895,0.45267627
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9828971,3.4626785,3.9475254,4.3987594,4.8031955,5.1772014,5.5075634,5.7800979,5.9848976
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19118834,0.21420255,0.23648608,0.25742515,0.27634218,0.29285775,0.30654794,0.31722254,0.32460089
WITCH-GLOBIOM,SSP1-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98913165,1.2623661,1.5827581,1.924557,2.2554823,2.5469749,2.8179391,3.0740137,3.3010379,3.4895466
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1900.138,1763.1225,1512.6585,1374.1261,1298.6034,1253.1771,1219.0631,1193.3582,1174.1846
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,414.23149,428.43895,432.86252,437.20852,440.08586,440.95288,439.48966,436.11022,430.70346
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.50992,338.34983,342.8767,346.33006,349.02238,351.05313,352.55892,353.51306,353.85574
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1399489,2.6923946,2.9979496,2.9598528,2.933056,2.9212614,2.864403,2.7928001,2.7230265,2.6360376
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.0514712,-0.90912614,-0.67714808,-0.6120322,-0.55134517,-0.4977639,-0.49472697,-0.48871068,-0.45941051,-0.42929641
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.625462167,0.56666959,0.452782437,0.385597033,0.347498595,0.32403215,0.306120512,0.292453162,0.282159612
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1535618,2.3340622,2.3890416,2.4425125,2.477622,2.4881566,2.470366,2.4290499,2.3622777
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058885981,0.08951047,0.11258208,0.1227676,0.11978157,0.10672436,0.094055701,0.08632483,0.081464098
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9387121,3.1208271,3.1155831,3.1324208,3.1401882,3.1237696,3.0825572,3.0247121,2.9453204
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19224427,0.21338149,0.22725176,0.23777047,0.24593425,0.25207089,0.25660953,0.25948037,0.26051046
WITCH-GLOBIOM,SSP2-26,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98947476,1.264328,1.5157413,1.6124408,1.671704,1.7199511,1.7409351,1.7466028,1.7470078,1.7328152
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1908.0221,1862.8251,1712.7687,1597.115,1512.2511,1436.5634,1383.316,1346.5886,1313.4627
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.32132,436.36812,450.74627,462.77137,472.70822,480.557,486.08989,488.13205,485.96654
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.55519,339.23074,345.62871,351.14579,355.577,358.337,359.89343,360.9843,361.37662
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.138357,2.6805467,3.0744368,3.2663076,3.376115,3.4393602,3.4484445,3.4467549,3.4213269,3.3773339
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05315648,-0.94715287,-0.78818601,-0.67569638,-0.5838649,-0.53349853,-0.52065483,-0.50897521,-0.49846672,-0.45623619
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.628777917,0.609673271,0.544476254,0.492198302,0.452589592,0.416289079,0.390158789,0.37183306,0.355082776
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1676253,2.4322143,2.6057304,2.7466512,2.860364,2.9485047,3.0097774,3.0322169,3.0084191
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058865661,0.090902442,0.11646778,0.12697731,0.12280856,0.10850004,0.095074013,0.086775536,0.081513235
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9557238,3.2597583,3.4227775,3.546319,3.6353926,3.6865047,3.7166927,3.71844,3.6762489
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19238488,0.21608791,0.2356385,0.25235046,0.26567695,0.27393491,0.27857753,0.28182541,0.28299224
WITCH-GLOBIOM,SSP2-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98919198,1.2576098,1.5253549,1.720403,1.8637844,1.9697049,2.0394756,2.0919909,2.1286372,2.1477655
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1912.8204,1930.338,1884.9787,1808.1605,1730.7532,1675.2097,1618.7236,1574.6462,1523.6994
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.79841,442.02653,466.96856,489.41593,508.25498,524.88376,539.42983,551.27217,558.54365
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.55714,339.63318,347.28704,354.31944,360.42126,365.42498,368.76712,370.81894,371.548
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1376244,2.6733024,3.124406,3.4926949,3.7647855,3.9467095,4.068768,4.1577624,4.2296982,4.2632472
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05388773,-0.96484014,-0.8647536,-0.76739075,-0.65696952,-0.58591524,-0.5586839,-0.54132379,-0.51931294,-0.48673512
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.630792408,0.638125104,0.619066924,0.586245908,0.55244087,0.527703217,0.502109975,0.481818795,0.457998336
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1737702,2.5011729,2.794977,3.0462762,3.2484392,3.4207521,3.5670646,3.6832969,3.7534355
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058857777,0.092443898,0.1220663,0.13726302,0.13587144,0.12142896,0.10546198,0.094107195,0.086549798
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9635849,3.3557597,3.6862848,3.9460142,4.1361955,4.2878085,4.4061776,4.4997725,4.5441667
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19239094,0.21732316,0.24067595,0.26190355,0.28014967,0.29499562,0.30485435,0.31088446,0.31302299
WITCH-GLOBIOM,SSP2-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98906116,1.2542874,1.532092,1.7950617,2.0244018,2.2030774,2.3440783,2.4593459,2.557768,2.6320777
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1914.7768,2010.2963,2096.5818,2092.6152,2029.9963,1984.8745,1924.1855,1865.5809,1818.6343
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.89642,445.41965,478.76199,513.75686,548.68369,583.78963,618.07549,650.24755,678.27939
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.55157,340.14615,349.16876,357.70263,365.09257,371.75513,377.30257,381.45692,384.13937
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1374113,2.6686375,3.1584502,3.6799169,4.1349436,4.4809513,4.7885421,5.0578968,5.3000621,5.5054466
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.0540892,-0.97171816,-0.92797048,-0.8515167,-0.73799733,-0.6767449,-0.64015174,-0.60691578,-0.56682815,-0.51980303
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.631613069,0.671168817,0.70607901,0.70449054,0.67920596,0.660737322,0.63555364,0.6108449,0.590762502
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1750317,2.5421026,2.9284747,3.3060678,3.6581057,3.9900539,4.2955148,4.5671091,4.7930132
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058856955,0.094310409,0.12937459,0.15190876,0.15761841,0.14931182,0.13750348,0.12693637,0.11704561
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9655282,3.4283091,3.9069948,4.3314301,4.68959,5.0170997,5.3054737,5.5574791,5.7641101
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19237362,0.21889657,0.2463772,0.27203972,0.29401259,0.31363019,0.32982881,0.34188071,0.34962726
WITCH-GLOBIOM,SSP2-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98902271,1.2528254,1.5354083,1.8561285,2.1728375,2.4417101,2.6842125,2.9078396,3.1124888,3.2947914
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1951.3988,2110.4115,2252.8982,2362.7595,2454.0155,2528.9405,2576.2691,2607.9528,2611.814
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.28506,450.60972,489.58501,533.34242,581.86042,635.9239,696.00208,761.53639,828.61244
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.58205,340.27148,349.40483,358.61983,367.61537,376.17515,384.02028,390.9832,396.97736
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1355122,2.6786658,3.2541184,3.8854307,4.5102738,5.0833344,5.6360847,6.1864802,6.7311824,7.250775
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05599641,-1.0110693,-0.98504176,-0.92088676,-0.82197012,-0.77741209,-0.75310426,-0.72170415,-0.68082532,-0.61484305
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.646895845,0.71160527,0.76749312,0.80935494,0.84337269,0.8708195,0.88794205,0.8993143,0.90069534
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1928731,2.6041087,3.048125,3.5063199,3.9723369,4.4478885,4.9310696,5.4127068,5.8645273
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.066753235,0.12606962,0.19809561,0.26631,0.32268907,0.36543067,0.40115674,0.43251252,0.45942237
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,3.0043943,3.5569395,4.1484426,4.7382267,5.3163023,5.8830739,6.4393116,6.9819807,7.4789477
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19246832,0.21928082,0.24709135,0.27477931,0.30146203,0.32654655,0.34928392,0.36926801,0.38632774
WITCH-GLOBIOM,SSP2-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98868426,1.251915,1.5652444,1.9364962,2.3297737,2.7113926,3.0866811,3.4651698,3.8447203,4.2158101
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1906.5862,1895.1763,1808.3184,1713.6744,1617.8317,1550.1693,1507.2447,1467.5521,1422.2769
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.16744,434.51476,446.33231,456.61487,464.60192,470.2941,474.40284,475.82298,473.87361
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.58698,340.00076,348.27526,356.145,363.36564,369.95379,376.11124,381.80486,386.89402
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1385675,2.6870521,3.1001281,3.2626752,3.3459338,3.4113879,3.4310371,3.4515136,3.4381188,3.3924846
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05313205,-0.94580679,-0.76650793,-0.70994384,-0.66749913,-0.59232087,-0.56144471,-0.53158318,-0.51303464,-0.48583296
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.628174554,0.62337187,0.586314104,0.544878351,0.501702201,0.470424694,0.450217704,0.431267528,0.409327722
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1656418,2.4094329,2.5530583,2.6749675,2.7677815,2.8329593,2.8795175,2.8955162,2.8735433
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058103648,0.089142385,0.11424567,0.12485062,0.12146041,0.10811943,0.095291182,0.08732881,0.082141419
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9525623,3.2492633,3.4116057,3.5324811,3.6065889,3.6511844,3.6856881,3.6940799,3.6628625
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19248362,0.21845075,0.24367202,0.26737907,0.28889816,0.30834393,0.32636036,0.34288705,0.35755384
WITCH-GLOBIOM,SSP3-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98923552,1.2591378,1.5345559,1.7147851,1.8364439,1.9358849,2.0061889,2.0670728,2.1108913,2.1293129
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1934.1705,2021.2477,2028.188,1968.5811,1878.7111,1785.9949,1701.217,1625.9287,1552.7582
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.29608,446.02819,471.99883,493.89604,510.72747,524.48584,536.17062,544.80536,549.32484
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.67064,340.4682,349.45864,358.2401,366.52948,374.19128,381.22895,387.59603,393.16091
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1349371,2.6639048,3.176202,3.5660267,3.838848,4.0434579,4.1480705,4.224634,4.2712875,4.2781227
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05693703,-1.0270407,-0.94342187,-0.88295413,-0.79663544,-0.66821181,-0.61061531,-0.56872478,-0.53656291,-0.50092712
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.639724765,0.675641694,0.678469881,0.654015453,0.616415052,0.576643036,0.539337793,0.505399761,0.471634176
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1930144,2.5494102,2.8523256,3.0950491,3.2744137,3.4166929,3.5346276,3.6201384,3.6643565
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058414849,0.091769454,0.12199182,0.13813403,0.13746756,0.12285481,0.10644566,0.09494048,0.087419622
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9903566,3.4378772,3.8007971,4.0652001,4.2364438,4.3526868,4.4428516,4.5062517,4.530051
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19274345,0.21988378,0.24725407,0.27364551,0.29825873,0.32075879,0.34122109,0.35956932,0.37548112
WITCH-GLOBIOM,SSP3-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98859086,1.2449617,1.5402794,1.8143554,2.0397246,2.2299067,2.3683296,2.4792401,2.5677829,2.6281968
WITCH-GLOBIOM,SSP3-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1947.8579,2151.4595,2420.015,2606.6373,2596.584,2442.991,2246.5272,2076.5557,1941.3766
WITCH-GLOBIOM,SSP3-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.95619,451.90819,489.216,526.27806,560.31417,591.67641,620.04975,643.45885,662.26549
WITCH-GLOBIOM,SSP3-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.6843,340.58412,349.84218,359.08255,368.05268,376.629,384.82299,392.46109,399.27072
WITCH-GLOBIOM,SSP3-60,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1336167,2.6518814,3.2113351,3.81356,4.3545846,4.7776879,5.0422918,5.2475107,5.4172696,5.5198542
WITCH-GLOBIOM,SSP3-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05827365,-1.05832327,-1.06702743,-1.05484247,-0.9753333,-0.84029745,-0.76107619,-0.67987205,-0.58743203,-0.53486822
WITCH-GLOBIOM,SSP3-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.64542463,0.72789923,0.83077546,0.89884355,0.89524191,0.83929799,0.76503366,0.69804342,0.642728198
WITCH-GLOBIOM,SSP3-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.2014745,2.6195099,3.0440892,3.4349514,3.7703751,4.0618787,4.3125842,4.5109353,4.6651296
WITCH-GLOBIOM,SSP3-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.058743049,0.094386626,0.13068951,0.15613403,0.16492263,0.15786444,0.14597039,0.13467263,0.1236602
