IAM,SSP_scenario,Mitigation_scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM4,SSP2,baseline,USA,Emissions|NH3|Other,Mt NH3/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|NH3|Solvents,Mt NH3/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|NH3|Waste,Mt NH3/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|NOx|Energy Demand|Industry,Mt NO2/yr,1.497307248,1.536175111,1.571277244,1.384829069,1.179391087,1.166975732,1.134568529,1.086222942,1.0235429,0.951839381
GCAM4,SSP2,baseline,USA,Emissions|NOx|Energy Demand|Residential and Commercial,Mt NO2/yr,0.72860324,0.79123971,0.81349923,0.684804733,0.547190335,0.496663908,0.447359548,0.396344238,0.347841111,0.300683708
GCAM4,SSP2,baseline,USA,Emissions|NOx|Energy Demand|Transportation,Mt NO2/yr,6.23405207,4.58100789,2.29495342,1.407122608,0.893852765,0.805226182,0.792878993,0.795290088,0.795448779,0.792421697
GCAM4,SSP2,baseline,USA,Emissions|NOx|Energy Demand|Transportation|Aviation,Mt NO2/yr,0.256109,0.0993295,0.0685723,0.0562665,0.0493138,0.0467079,0.0442151,0.0417575,0.0391057,0.036402
GCAM4,SSP2,baseline,USA,Emissions|NOx|Energy Demand|Transportation|Ground Transportation,Mt NO2/yr,4.57573177,3.42613829,1.80387584,1.003803928,0.595204905,0.500444542,0.482651003,0.481893038,0.480722245,0.477754345
GCAM4,SSP2,baseline,USA,Emissions|NOx|Energy Demand|Transportation|International Shipping,Mt NO2/yr,1.23692,0.831191,0.330802,0.26144,0.183569,0.189745,0.196203,0.202158,0.207742,0.21309
GCAM4,SSP2,baseline,USA,Emissions|NOx|Energy Supply,Mt NO2/yr,3.254198307,2.486211101,1.390892357,1.268372041,1.115532226,1.102209335,1.076857406,0.953043397,0.921531121,0.901666459
GCAM4,SSP2,baseline,USA,Emissions|NOx|Energy Supply and Demand,Mt NO2/yr,11.71416087,9.394633812,6.070622251,4.745128451,3.735966413,3.571075157,3.451664476,3.230900665,3.088363911,2.946611245
GCAM4,SSP2,baseline,USA,Emissions|NOx|Land Use,Mt NO2/yr,0.439023569,0.430893911,0.460548443,0.490233039,0.519864253,0.545137697,0.566888019,0.580137486,0.587196887,0.588329451
GCAM4,SSP2,baseline,USA,Emissions|NOx|Land Use|Agricultural Waste Burning,Mt NO2/yr,0.052145255,0.031345695,0.03388446,0.036369414,0.038688552,0.040854782,0.042641674,0.043702857,0.044202126,0.044195162
GCAM4,SSP2,baseline,USA,Emissions|NOx|Land Use|Agriculture,Mt NO2/yr,0.30879373,0.322999266,0.352122089,0.381679931,0.411087184,0.436344468,0.457491815,0.470159417,0.476658639,0.477377773
GCAM4,SSP2,baseline,USA,Emissions|NOx|Land Use|Forest Burning,Mt NO2/yr,0.014156,0.013947048,0.013632494,0.013263686,0.012935117,0.012580641,0.012385066,0.01230418,0.012312722,0.012377935
GCAM4,SSP2,baseline,USA,Emissions|NOx|Land Use|Savannah Burning,Mt NO2/yr,0.063928584,0.062601902,0.0609094,0.058920008,0.0571534,0.055357806,0.054369464,0.053971032,0.0540234,0.054378581
GCAM4,SSP2,baseline,USA,Emissions|NOx|Other,Mt NO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|NOx|Solvents,Mt NO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|NOx|Waste,Mt NO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|OC|Energy Demand|Industry,Mt OC/yr,0.040801635,0.031339288,0.019966193,0.01560243,0.010594135,0.010340996,0.009839725,0.009021921,0.007932062,0.006750865
GCAM4,SSP2,baseline,USA,Emissions|OC|Energy Demand|Residential and Commercial,Mt OC/yr,0.179107782,0.132688939,0.091508036,0.05663759,0.027884127,0.021733347,0.017394362,0.013238034,0.009289447,0.005866326
GCAM4,SSP2,baseline,USA,Emissions|OC|Energy Demand|Transportation,Mt OC/yr,0.121090686,0.125486138,0.118999809,0.110829611,0.103073943,0.101738709,0.102731007,0.103839089,0.104328739,0.104109386
GCAM4,SSP2,baseline,USA,Emissions|OC|Energy Demand|Transportation|Aviation,Mt OC/yr,0.000564,0.000219,0.000151,0.000151,0.000155,0.000166,0.000177,0.000186,0.000194,0.000199
GCAM4,SSP2,baseline,USA,Emissions|OC|Energy Demand|Transportation|Ground Transportation,Mt OC/yr,0.094729056,0.099358524,0.094422907,0.086239705,0.078939705,0.077461955,0.078392007,0.079675283,0.080562833,0.080966608
GCAM4,SSP2,baseline,USA,Emissions|OC|Energy Demand|Transportation|International Shipping,Mt OC/yr,0.0152281,0.0140492,0.0122699,0.0118188,0.0112059,0.0108364,0.0104331,0.00995426,0.00941194,0.00881571
GCAM4,SSP2,baseline,USA,Emissions|OC|Energy Supply,Mt OC/yr,0.08242129,0.046734835,0.053714432,0.041455193,0.021337216,0.018310043,0.016040112,0.010822192,0.0076974,0.004318119
GCAM4,SSP2,baseline,USA,Emissions|OC|Energy Supply and Demand,Mt OC/yr,0.423421393,0.3362492,0.28418847,0.224524824,0.162889421,0.152123095,0.146005206,0.136921236,0.129247648,0.121044696
GCAM4,SSP2,baseline,USA,Emissions|OC|Land Use,Mt OC/yr,0.364077026,0.34553917,0.339344975,0.331763816,0.325087066,0.31785477,0.314237415,0.312963154,0.313500219,0.315120772
GCAM4,SSP2,baseline,USA,Emissions|OC|Land Use|Agricultural Waste Burning,Mt OC/yr,0.032725806,0.01969441,0.021300595,0.022872706,0.024341156,0.02571968,0.026849075,0.027521344,0.027836109,0.027832842
GCAM4,SSP2,baseline,USA,Emissions|OC|Land Use|Agriculture,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|OC|Land Use|Forest Burning,Mt OC/yr,0.22858434,0.22521042,0.220131,0.21417564,0.20887029,0.20314597,0.19998819,0.19868205,0.19882005,0.19987289
GCAM4,SSP2,baseline,USA,Emissions|OC|Land Use|Savannah Burning,Mt OC/yr,0.10276688,0.10063434,0.09791338,0.09471547,0.09187562,0.08898912,0.08740015,0.08675976,0.08684406,0.08741504
GCAM4,SSP2,baseline,USA,Emissions|OC|Other,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|OC|Solvents,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|OC|Waste,Mt OC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Energy Demand|Industry,Mt SO2/yr,1.694457523,1.583836973,1.629107844,1.380929858,1.096736981,1.064556883,1.01397437,0.946167566,0.866932474,0.782619999
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Energy Demand|Residential and Commercial,Mt SO2/yr,0.085961307,0.0911577,0.092630125,0.077146147,0.061107579,0.062058737,0.062116289,0.060773611,0.058143393,0.054757936
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Energy Demand|Transportation,Mt SO2/yr,0.360615271,0.27727885,0.168553565,0.147771275,0.126502849,0.118631527,0.110273764,0.100405665,0.089121478,0.07667779
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Energy Demand|Transportation|Aviation,Mt SO2/yr,0.0205163,0.00795705,0.00549317,0.00450737,0.00395041,0.00374166,0.00354197,0.00334509,0.00313267,0.00291608
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Energy Demand|Transportation|Ground Transportation,Mt SO2/yr,0.045760391,0.03567771,0.021504115,0.015218545,0.011529979,0.010298685,0.009670638,0.009062015,0.008309622,0.007407396
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Energy Demand|Transportation|International Shipping,Mt SO2/yr,0.286796,0.211978,0.118063,0.102599,0.0847725,0.0822416,0.0794747,0.0761514,0.0723615,0.0681792
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Energy Supply,Mt SO2/yr,3.997356827,2.813325239,1.158128944,0.923504965,0.68545486,0.686219155,0.649941103,0.543715176,0.501921562,0.481402308
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Energy Supply and Demand,Mt SO2/yr,6.138390928,4.765598762,3.048420478,2.529352245,1.969802269,1.931466302,1.836305526,1.651062018,1.516118907,1.395458033
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Land Use,Mt SO2/yr,0.019995949,0.017007769,0.017014015,0.016955795,0.01691849,0.016849138,0.01688903,0.016949576,0.017025234,0.017092899
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Land Use|Agricultural Waste Burning,Mt SO2/yr,0.006875458,0.004133038,0.004467811,0.004795453,0.005101123,0.005386827,0.00562229,0.005762313,0.005828164,0.005827142
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Land Use|Agriculture,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Land Use|Forest Burning,Mt SO2/yr,0.004427199,0.004361854,0.004263478,0.004148133,0.004045381,0.003934513,0.003873351,0.003848055,0.003850728,0.003871124
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Land Use|Savannah Burning,Mt SO2/yr,0.008693292,0.008512877,0.008282726,0.008012209,0.007771986,0.007527798,0.007393389,0.007339208,0.007346342,0.007394633
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Other,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Solvents,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|Sulfur|Waste,Mt SO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|VOC|Energy Demand|Industry,Mt VOC/yr,3.728470585,2.043416185,2.245543993,2.390425191,2.507452261,2.617090259,2.729649076,2.825424525,2.905506297,2.959118011
GCAM4,SSP2,baseline,USA,Emissions|VOC|Energy Demand|Residential and Commercial,Mt VOC/yr,0.583258021,0.480194529,0.383917522,0.285740724,0.205403178,0.176010163,0.15834956,0.13999041,0.120098536,0.101049562
GCAM4,SSP2,baseline,USA,Emissions|VOC|Energy Demand|Transportation,Mt VOC/yr,3.59269063,3.19409397,2.592149728,2.313239995,2.155805719,1.92534067,1.70134091,1.441342662,1.142587904,0.815859189
GCAM4,SSP2,baseline,USA,Emissions|VOC|Energy Demand|Transportation|Aviation,Mt VOC/yr,0.00888123,0.00344451,0.00237792,0.00195118,0.00171008,0.00161971,0.00153327,0.00144805,0.00135609,0.00126233
GCAM4,SSP2,baseline,USA,Emissions|VOC|Energy Demand|Transportation|Ground Transportation,Mt VOC/yr,2.67298222,2.14695813,1.46961447,1.134583523,0.946627561,0.884644616,0.863710638,0.845531418,0.819984556,0.789556915
GCAM4,SSP2,baseline,USA,Emissions|VOC|Energy Demand|Transportation|International Shipping,Mt VOC/yr,0.048633,0.0398946,0.0285022,0.0267344,0.0245385,0.0218282,0.0189149,0.0157218,0.0122847,0.00863018
GCAM4,SSP2,baseline,USA,Emissions|VOC|Energy Supply,Mt VOC/yr,4.151000103,6.625765796,5.797231362,7.068176085,7.524491422,8.40209194,8.393519519,8.008535018,6.620948713,10.09625814
GCAM4,SSP2,baseline,USA,Emissions|VOC|Energy Supply and Demand,Mt VOC/yr,12.05541934,12.34347048,11.01884261,12.057582,12.39315258,13.12053303,12.98285907,12.41529262,10.78914145,13.9722849
GCAM4,SSP2,baseline,USA,Emissions|VOC|Land Use,Mt VOC/yr,0.21567486,0.175073035,0.176680526,0.17765413,0.178723474,0.179423321,0.180900338,0.182120273,0.183131956,0.183759376
GCAM4,SSP2,baseline,USA,Emissions|VOC|Land Use|Agricultural Waste Burning,Mt VOC/yr,0.095940899,0.057672602,0.062342988,0.066914879,0.071181323,0.075167497,0.078454288,0.080407316,0.081326265,0.081312476
GCAM4,SSP2,baseline,USA,Emissions|VOC|Land Use|Agriculture,Mt VOC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|VOC|Land Use|Forest Burning,Mt VOC/yr,0.025205991,0.024833953,0.024273858,0.02361715,0.023032144,0.022400917,0.022052694,0.02190867,0.021923894,0.022040004
GCAM4,SSP2,baseline,USA,Emissions|VOC|Land Use|Savannah Burning,Mt VOC/yr,0.09452797,0.09256648,0.09006368,0.087122101,0.084510007,0.081854907,0.080393356,0.079804287,0.079881797,0.080406896
GCAM4,SSP2,baseline,USA,Emissions|VOC|Other,Mt VOC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Emissions|VOC|Solvents,Mt VOC/yr,3.00948,1.34579,1.47632,1.5709,1.64837,1.72245,1.79952,1.86648,1.92397,1.96407
GCAM4,SSP2,baseline,USA,Emissions|VOC|Waste,Mt VOC/yr,0.137132,0.059263,0.0636468,0.0674828,0.0707634,0.0739628,0.0768313,0.0788684,0.0799978,0.0803783
GCAM4,SSP2,baseline,USA,Land Cover,million ha,894.2407051,894.2401684,894.2404914,894.2400247,894.2402344,894.2402768,894.2408371,894.2400873,894.2408631,894.2405391
GCAM4,SSP2,baseline,USA,Land Cover|Built-up Area,million ha,18.6829803,18.6829803,18.6829803,18.6829803,18.6829803,18.6829803,18.6829803,18.6829803,18.6829803,18.6829803
GCAM4,SSP2,baseline,USA,Land Cover|Cropland,million ha,161.6471657,168.5530296,176.2651316,186.34867,195.8500691,207.5081532,213.6132299,216.1391311,215.9945896,214.3590159
GCAM4,SSP2,baseline,USA,Land Cover|Cropland|Cereals,million ha,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Land Cover|Cropland|Energy Crops,million ha,0,10.6751995,15.5995907,20.4168069,25.7125188,33.0523151,36.2961169,38.1963202,38.7283241,39.0009399
GCAM4,SSP2,baseline,USA,Land Cover|Forest,million ha,326.348845,327.017234,324.978063,321.32675,317.650363,312.468308,309.790034,308.691361,308.70133,309.253259
GCAM4,SSP2,baseline,USA,Land Cover|Forest|Afforestation and Reforestation,million ha,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Land Cover|Forest|Forestry,million ha,42.962475,47.813404,52.071473,55.80336,58.704273,60.619018,61.855594,62.376171,62.21511,61.461369
GCAM4,SSP2,baseline,USA,Land Cover|Forest|Forestry|Harvested Area,million ha,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Land Cover|Forest|Managed,million Ha/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Land Cover|Forest|Natural Forest,million ha,283.38637,279.20383,272.90659,265.52339,258.94609,251.84929,247.93444,246.31519,246.48622,247.79189
GCAM4,SSP2,baseline,USA,Land Cover|Other Arable Land,million ha,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Land Cover|Other Land,million ha,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Land Cover|Other Natural Land,million ha,140.5904391,137.5937899,135.6356721,133.4555646,131.5191866,129.3604356,128.2215785,127.7481469,127.7967189,128.1638096
GCAM4,SSP2,baseline,USA,Land Cover|Pasture,million ha,246.971275,242.3931346,238.6786444,234.4260598,230.5376354,226.2203997,223.9330144,222.978468,223.0652443,223.7814743
GCAM4,SSP2,baseline,USA,Agricultural Production,million t DM/yr,506.4349215,648.8233694,806.8547302,965.5669633,1101.427141,1236.380304,1317.811882,1368.287136,1390.685202,1399.301608
GCAM4,SSP2,baseline,USA,Agricultural Production|Crops,million t DM/yr,374.6191434,491.0288126,581.6720025,673.7451568,772.4605638,885.8242857,949.8476912,989.3008571,1005.873838,1012.711827
GCAM4,SSP2,baseline,USA,Agricultural Production|Crops|Energy,million t DM/yr,0,99.17601886,154.4885257,210.7028286,273.7422629,356.4648229,394.8328629,418.9179714,427.6067429,433.5721371
GCAM4,SSP2,baseline,USA,Agricultural Production|Crops|Non-Energy,million t DM/yr,374.6191434,391.8527937,427.1834768,463.0423282,498.7183009,529.3594628,555.0148284,570.3828857,578.2670948,579.1396896
GCAM4,SSP2,baseline,USA,Agricultural Production|Crops|Non-Energy|Cereals,million t DM/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Agricultural Production|Residues|Energy,million t DM/yr,69.3636688,86.90727726,146.376211,206.7012268,238.5524295,255.1293116,267.6465602,274.493509,276.8367947,275.7405521
GCAM4,SSP2,baseline,USA,Agricultural Production|Waste|Energy,million t DM/yr,37.79725714,44.28262857,50.29217143,54.94874286,58.81885714,62.47314286,66.13885714,69.43485714,72.41885714,75.11085714
GCAM4,SSP2,baseline,USA,Agricultural Demand,million t DM/yr,487.0898447,554.5625056,671.9644677,767.9891153,833.7748614,901.346446,922.4644848,930.7463252,921.8317183,906.2234112
GCAM4,SSP2,baseline,USA,Agricultural Demand|Bioenergy,million t DM/yr,203.8353085,247.4842447,341.4865415,417.2030405,465.4779527,516.4660637,522.5840001,520.0229128,504.835661,486.7415631
GCAM4,SSP2,baseline,USA,Agricultural Demand|Bioenergy|1st generation,million t DM/yr,43.90273703,6.617959029,6.187684344,5.96932622,5.765381296,5.250635158,5.226857243,5.165198479,5.033946675,5.254134517
GCAM4,SSP2,baseline,USA,Agricultural Demand|Bioenergy|2nd generation,million t DM/yr,159.9325714,240.8662857,335.2988571,411.2337143,459.7125714,511.2154286,517.3571429,514.8577143,499.8017143,481.4874286
GCAM4,SSP2,baseline,USA,Agricultural Demand|Crops,million t DM/yr,259.5665832,281.4404752,302.9304721,321.5811626,337.668441,352.8936831,366.668605,376.6323227,382.4073133,384.7103173
GCAM4,SSP2,baseline,USA,Agricultural Demand|Crops|Energy,million t DM/yr,203.8353085,247.4842447,341.4865415,417.2030405,465.4779527,516.4660637,522.5840001,520.0229128,504.835661,486.7415631
GCAM4,SSP2,baseline,USA,Agricultural Demand|Crops|Feed,million t DM/yr,174.6964017,188.9579851,202.9176898,215.1368415,225.6594157,235.5550203,244.4611581,250.8469396,254.4611371,255.7887857
GCAM4,SSP2,baseline,USA,Agricultural Demand|Crops|Food,million t DM/yr,54.72637773,59.91503653,65.03624704,69.35972301,73.12160693,76.69303712,79.98549038,82.4439869,83.98413363,84.7503406
GCAM4,SSP2,baseline,USA,Agricultural Demand|Crops|Other,million t DM/yr,30.14380375,32.56745357,34.97653524,37.08459801,38.88741832,40.64562573,42.22195656,43.34139626,43.96204262,44.17119098
GCAM4,SSP2,baseline,USA,Agricultural Demand|Feed,million t DM/yr,174.6964017,188.9579851,202.9176898,215.1368415,225.6594157,235.5550203,244.4611581,250.8469396,254.4611371,255.7887857
GCAM4,SSP2,baseline,USA,Agricultural Demand|Food,million t DM/yr,76.90072084,83.91751267,90.82742467,96.70250576,101.7974202,106.6387975,111.0772766,114.3587722,116.3654103,117.3039041
GCAM4,SSP2,baseline,USA,Agricultural Demand|Livestock,million t DM/yr,23.68795312,25.63778557,27.54745412,29.20491218,30.62846774,31.9866991,33.21187969,34.09108975,34.58874402,34.77153085
GCAM4,SSP2,baseline,USA,Agricultural Demand|Livestock|Food,million t DM/yr,22.17434312,24.00247614,25.79117764,27.34278274,28.67581326,29.94576033,31.09178626,31.91478531,32.3812767,32.55356347
GCAM4,SSP2,baseline,USA,Agricultural Demand|Livestock|Other,million t DM/yr,1.513610003,1.63530943,1.756276479,1.862129441,1.952654473,2.040938771,2.120093429,2.176304435,2.207467319,2.21796738
GCAM4,SSP2,baseline,USA,Agricultural Demand|Other,million t DM/yr,31.98798475,34.559913,37.11638072,39.35341445,41.26653079,43.1323035,44.80507599,45.99300369,46.65161894,46.87356036
GCAM4,SSP2,baseline,USA,Forestry Demand|Roundwood,million m3/yr,0.330571,0.35715,0.383569,0.406687,0.426458,0.445739,0.463026,0.475303,0.482109,0.484402
GCAM4,SSP2,baseline,USA,Forestry Production|Forest Residues,million t DM/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Forestry Production|Roundwood,million m3/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Food Demand,kcal/cap/day,3541.609586,3576.412685,3603.631954,3618.251163,3631.954959,3639.829504,3649.488545,3659.983527,3671.370277,3683.207226
GCAM4,SSP2,baseline,USA,Food Demand|Crops,kcal/cap/day,2456.303331,2489.058785,2515.719676,2530.450908,2544.015169,2552.851445,2563.045773,2573.588964,2584.652156,2595.884907
GCAM4,SSP2,baseline,USA,Food Demand|Livestock,kcal/cap/day,1085.306255,1087.3539,1087.912278,1087.800254,1087.939791,1086.978059,1086.442771,1086.394563,1086.718121,1087.322319
GCAM4,SSP2,baseline,USA,Food Energy Supply,EJ/yr,1.700423127,1.855195693,2.007591677,2.137225768,2.249612501,2.356422267,2.45430621,2.526623407,2.570777248,2.591333777
GCAM4,SSP2,baseline,USA,Food Energy Supply|Crops|Per Capita,kcal/cap/day,2456.303331,2489.058785,2515.719676,2530.450908,2544.015169,2552.851445,2563.045773,2573.588964,2584.652156,2595.884907
GCAM4,SSP2,baseline,USA,Food Energy Supply|Livestock,EJ/yr,0.521085064,0.564044043,0.606078441,0.642541004,0.673863795,0.703708594,0.730640255,0.749978767,0.760944827,0.764989554
GCAM4,SSP2,baseline,USA,Food Energy Supply|Livestock|Per Capita,kcal/cap/day,1085.306255,1087.3539,1087.912278,1087.800254,1087.939791,1086.978059,1086.442771,1086.394563,1086.718121,1087.322319
GCAM4,SSP2,baseline,USA,Food Energy Supply|Per Capita,kcal/cap/day,3541.609586,3576.412685,3603.631954,3618.251163,3631.954959,3639.829504,3649.488545,3659.983527,3671.370277,3683.207226
GCAM4,SSP2,baseline,USA,Yield|Cereal,t DM/ha/yr,6.255165652,6.46020765,6.862637062,7.106560322,7.346487132,7.498514958,7.660082387,7.809927549,7.944156389,8.067940094
GCAM4,SSP2,baseline,USA,Yield|Oilcrops,t DM/ha/yr,2.520838647,2.800916888,3.080706361,3.480822591,3.883007482,4.082101992,4.283805844,4.442455458,4.563587829,4.655655158
GCAM4,SSP2,baseline,USA,Yield|Sugarcrops,t DM/ha/yr,58.48071952,64.10767869,70.08110209,67.84109489,65.86428439,67.23551506,68.5663238,69.694552,70.58288876,71.29651013
GCAM4,SSP2,baseline,USA,Price|Agriculture|Livestock|Index,Index (2010 = 1),3.207351886,3.173666121,3.181971898,3.207990792,3.219469068,3.28333763,3.32528511,3.339847759,3.332709638,3.308981993
GCAM4,SSP2,baseline,USA,Price|Agriculture|Non-Energy Crops and Livestock|Index,Index (2005 = 1),9.554378313,9.18166961,8.923495923,8.905192094,8.850073621,8.96298203,9.009825743,8.989070489,8.913509493,8.796144313
GCAM4,SSP2,baseline,USA,Price|Agriculture|Non-Energy Crops|Index,Index (2005 = 1),3.05256,2.842051578,2.664593557,2.626582218,2.578990993,2.589098639,2.577842588,2.54968135,2.507312831,2.454144244
GCAM4,SSP2,baseline,USA,Price|Carbon,US$2005/t CO2,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Price|Primary Energy|Biomass,US$2005/GJ,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Price|Primary Energy|Coal,US$2005/GJ,1.984164,2.085319733,2.248402751,2.420283247,2.592789518,2.766538181,2.936242201,3.088458106,3.209431058,3.289927066
GCAM4,SSP2,baseline,USA,Price|Primary Energy|Gas,US$2005/GJ,5.34198,5.501842567,5.757799723,6.245110402,6.810597142,7.457495657,8.003873371,8.428423416,8.606265562,8.71859977
GCAM4,SSP2,baseline,USA,Price|Primary Energy|Oil,US$2005/GJ,10.56201023,11.00389881,11.53672316,11.95950272,12.07684313,12.09277749,12.0016891,11.84268125,11.63065043,11.4891948
GCAM4,SSP2,baseline,USA,Price|Secondary Energy|Electricity,US$2005/GJ,22.24348578,21.56340594,21.2879124,21.16126169,21.04291394,21.3257031,21.42701756,21.3943857,21.32649676,21.27060439
GCAM4,SSP2,baseline,USA,Energy Service|Transportation|Freight,bn tkm/yr,4474.114,5430.144,6332.427,7047.685,7672.177,8284.821,8926.417,9529.265,10100,10600
GCAM4,SSP2,baseline,USA,Energy Service|Transportation|Passenger,bn pkm/yr,8335.209708,9700.11895,10950.066,11919.938,12774.897,13523.516,14171.144,14711.196,15043.182,15267.198
GCAM4,SSP2,baseline,USA,Capacity|Electricity,GW,662.8565832,752.2827737,868.8561193,965.3174438,1051.852108,1130.425307,1206.029815,1262.689291,1292.956397,1309.097866
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Biomass,GW,4.575524797,5.31652318,8.579640332,12.6799713,16.52499128,19.44523564,23.03976804,25.97452911,28.79295091,31.23872717
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Coal,GW,281.632103,338.361674,358.1532614,365.1106672,374.815449,397.2460046,422.4439529,413.9276541,423.3910452,426.0635068
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Gas,GW,156.4995085,159.8890094,174.0726297,180.9387113,182.4847026,158.6935134,136.481569,130.9420266,120.8153618,122.3233964
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Geothermal,GW,2.508082033,12.79668078,20.2018685,23.93095589,25.68661213,26.66664288,27.45691828,28.78224489,29.30294743,29.75136352
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Nuclear,GW,106.4092536,118.5690428,143.5308501,176.9903179,204.5644836,230.7527905,255.2938793,279.1563081,278.8335025,261.5967642
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Oil,GW,45.83460173,4.091623938,3.848229206,4.031410333,3.23007971,3.230486864,3.400255264,4.016538837,4.799370481,5.940909278
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Other,GW,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Solar,GW,2.067367965,18.00522622,31.4841725,52.72323184,83.37114966,123.9958476,162.5338695,187.2219314,202.7375691,211.0839483
GCAM4,SSP2,baseline,USA,Capacity|Electricity|Wind,GW,25.86054335,57.04031583,89.98389005,109.3429952,121.2591466,130.1328627,134.7716472,151.7136729,162.9828349,179.6252207
GCAM4,SSP2,baseline,USA,Cumulative Capacity|Electricity,GW,229.8192128,469.1698831,670.7681519,916.4834561,1159.172424,1370.02829,1566.926347,1835.729973,2072.501325,2322.436631
GCAM4,SSP2,baseline,USA,Cumulative Capacity|Electricity|Biomass,GW,1.438800101,7.159191083,12.15072061,18.45621274,25.3940338,31.62335505,37.66158914,46.2060423,53.88742231,62.12029902
GCAM4,SSP2,baseline,USA,Cumulative Capacity|Electricity|Biomass|w/ CCS,GW,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Cumulative Capacity|Electricity|Biomass|w/o CCS,GW,1.438800101,7.159191083,12.15072061,18.45621274,25.3940338,31.62335505,37.66158914,46.2060423,53.88742231,62.12029902
GCAM4,SSP2,baseline,USA,Cumulative Capacity|Electricity|Coal,GW,65.45257801,155.9352407,218.0102898,290.1531187,365.0605261,429.7645548,488.6872542,570.6912735,642.3301544,717.1693461
GCAM4,SSP2,baseline,USA,Cumulative Capacity|Electricity|Coal|w/ CCS,GW,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,baseline,USA,Cumulative Capacity|Electricity|Coal|w/o CCS,GW,65.45257801,155.9352407,218.0102898,290.1531187,365.0605261,429.7645548,488.6872542,570.6912735,642.3301544,717.1693461
GCAM4,SSP2,baseline,USA,Cumulative Capacity|Electricity|Gas,GW,105.4504297,162.1179826,204.0104246,250.8741708,293.2700168,325.5621087,352.4801224,387.7253754,418.2753647,451.3623231
