IAM,SSP_scenario,Mitigation_scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM4,SSP2,26,USA,Secondary Energy|Liquids|Gas,EJ/yr,0,0.675246,2.892356,3.655096,3.336555,2.686971,0.9355292,0.022888249,0,0
GCAM4,SSP2,26,USA,Secondary Energy|Liquids|Gas|w/ CCS,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Secondary Energy|Liquids|Gas|w/o CCS,EJ/yr,0,0.675246,2.892356,3.655096,3.336555,2.686971,0.9355292,0.022888249,0,0
GCAM4,SSP2,26,USA,Secondary Energy|Liquids|Oil,EJ/yr,34.1005,34.61171,32.12212,28.07563,22.84973,14.47326,7.117468,0.4319341,3.47E-09,0
GCAM4,SSP2,26,USA,Secondary Energy|Gases,EJ/yr,23.2528726,24.0868712,26.308267,22.603106,19.77754621,17.81598754,15.99526379,13.081232,8.001898154,5.59878491
GCAM4,SSP2,26,USA,Secondary Energy|Gases|Biomass,EJ/yr,0.222693,0.329075,0.399767,0.57062,0.330609,0.0989405,0.0199253,0.00246712,0.000153888,0.00000465
GCAM4,SSP2,26,USA,Secondary Energy|Gases|Coal,EJ/yr,0.0605796,0.0583962,0.1199,0.020286,0.00903721,0.00274704,0.000538486,0.0000649,0.00000427,0.000000256
GCAM4,SSP2,26,USA,Secondary Energy|Gases|Natural Gas,EJ/yr,22.9696,23.6994,25.7886,22.0122,19.4379,17.7143,15.9748,13.0787,8.00174,5.59878
GCAM4,SSP2,26,USA,Final Energy,EJ/yr,66.34315734,71.89975776,77.4561693,76.4744041,76.89570541,76.91006963,77.02468789,76.96660545,78.38945877,79.99500763
GCAM4,SSP2,26,USA,Final Energy|Electricity,EJ/yr,13.7235704,16.00798592,18.41399949,22.71291068,26.16835439,29.87920722,34.09056805,38.44472641,43.78569031,48.73193395
GCAM4,SSP2,26,USA,Final Energy|Gases,EJ/yr,14.24716626,15.71220795,17.38330758,14.54287663,13.39523961,11.86858551,9.931745917,7.87317183,5.967005671,5.111395046
GCAM4,SSP2,26,USA,Final Energy|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Final Energy|Hydrogen,EJ/yr,0,0.03557665,0.1323924,0.279584412,0.500964661,0.780416038,1.21053577,1.78868049,2.54389799,3.13929919
GCAM4,SSP2,26,USA,Final Energy|Industry,EJ/yr,20.13494905,21.38484047,23.12633082,21.71059561,21.69908125,21.71192946,22.34674411,23.84674209,27.5847651,32.4125213
GCAM4,SSP2,26,USA,Final Energy|Industry|Electricity,EJ/yr,3.2956417,3.85906219,4.5275884,6.49388074,8.18630022,10.0143593,11.98346709,14.02289589,17.08473367,20.62464823
GCAM4,SSP2,26,USA,Final Energy|Industry|Gases,EJ/yr,6.59419266,6.7944927,7.09623,5.2198349,4.29429395,3.28277409,2.29499556,1.595860494,1.189116389,1.037292
GCAM4,SSP2,26,USA,Final Energy|Industry|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Final Energy|Industry|Hydrogen,EJ/yr,0,0.01603303,0.03822307,0.07948517,0.1412707,0.1916388,0.2611548,0.3455209,0.5024218,0.5767191
GCAM4,SSP2,26,USA,Final Energy|Industry|Liquids,EJ/yr,7.2263361,7.696329,8.353186,7.8444353,7.8236768,7.6151115,7.550874,7.7869811,8.77830791,10.16400841
GCAM4,SSP2,26,USA,Final Energy|Industry|Solids,EJ/yr,3.01877859,3.01892355,3.11110335,2.0729595,1.25353958,0.60804577,0.25625266,0.095483704,0.030185336,0.00985356
GCAM4,SSP2,26,USA,Final Energy|Industry|Solids|Biomass,EJ/yr,1.47476959,1.87486255,1.88630635,1.6412886,1.0033252,0.47894475,0.1981074,0.07156854,0.02055575,0.004189339
GCAM4,SSP2,26,USA,Final Energy|Industry|Solids|Coal,EJ/yr,1.544009,1.144061,1.224797,0.4316709,0.25021438,0.12910102,0.05814526,0.023915164,0.009629586,0.005664221
GCAM4,SSP2,26,USA,Final Energy|Liquids,EJ/yr,34.77932249,36.57640849,37.95437178,36.5463372,35.42017048,33.71059474,31.51174755,28.75671702,26.06087845,23.00231373
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial,EJ/yr,20.1365582,22.5445732,24.5940583,24.46617858,24.54046408,24.42400017,24.29738671,24.14584646,24.17293285,24.11870258
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial|Electricity,EJ/yr,10.400421,12.084386,13.742949,15.958897,17.532307,19.113213,20.841936,22.356989,23.584852,24.030831
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial|Gases,EJ/yr,7.6232116,8.289341,8.7000186,6.7159649,5.47009439,4.09831431,2.57652666,1.257921262,0.388733727,0.061146645
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial|Heat,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial|Hydrogen,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial|Liquids,EJ/yr,1.538606,1.622191,1.690096,1.471581,1.380626,1.1492525,0.8550861,0.5231102,0.19754611,0.026512775
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial|Solids,EJ/yr,0.5743196,0.5486552,0.4609947,0.31973568,0.15743669,0.063220356,0.023837945,0.007826001,0.001801013,0.000212156
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,0.5111529,0.5214037,0.4354788,0.3164924,0.1562373,0.0628221,0.02372317,0.00779712,0.001795522,0.000211471
GCAM4,SSP2,26,USA,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,0.0631667,0.0272515,0.0255159,0.00324328,0.00119939,0.000398256,0.000114775,0.0000289,0.00000549,0.000000685
GCAM4,SSP2,26,USA,Final Energy|Solids,EJ/yr,3.59309819,3.56757875,3.57209805,2.39269518,1.41097627,0.671266126,0.280090605,0.103309705,0.031986348,0.010065716
GCAM4,SSP2,26,USA,Final Energy|Solids|Biomass,EJ/yr,1.98592249,2.39626625,2.32178515,1.957781,1.1595625,0.54176685,0.22183057,0.07936566,0.022351272,0.00440081
GCAM4,SSP2,26,USA,Final Energy|Solids|Biomass|Traditional,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Final Energy|Solids|Coal,EJ/yr,1.6071757,1.1713125,1.2503129,0.43491418,0.25141377,0.129499276,0.058260035,0.023944045,0.009635076,0.005664906
GCAM4,SSP2,26,USA,Final Energy|Transportation,EJ/yr,26.07165009,27.97034409,29.73578018,30.29762991,30.65616008,30.77414001,30.38055707,28.9740169,26.63176082,23.46378376
GCAM4,SSP2,26,USA,Final Energy|Transportation|Electricity,EJ/yr,0.027507698,0.064537728,0.143462086,0.260132941,0.449747167,0.751634919,1.265164954,2.06484152,3.11610464,4.07645472
GCAM4,SSP2,26,USA,Final Energy|Transportation|Freight,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Final Energy|Transportation|Gases,EJ/yr,0.029762,0.62837425,1.587058981,2.607076828,3.630851271,4.487497109,5.060223697,5.019390074,4.389155555,4.0129564
GCAM4,SSP2,26,USA,Final Energy|Transportation|Hydrogen,EJ/yr,0,0.01954362,0.09416933,0.200099242,0.359693961,0.588777238,0.94938097,1.44315959,2.04147619,2.56258009
GCAM4,SSP2,26,USA,Final Energy|Transportation|Liquids,EJ/yr,26.01438039,27.25788849,27.91108978,27.2303209,26.21586768,24.94623074,23.10578745,20.44662572,17.08502443,12.81179255
GCAM4,SSP2,26,USA,Final Energy|Transportation|Other,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Final Energy|Transportation|Passenger,EJ/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Resource|Cumulative Extraction|Coal,EJ,105.94,502.478,1005.478,1410.4485,1583.1735,1709.2385,1807.36855,1865.9964,1877.85935,1877.85935
GCAM4,SSP2,26,USA,Resource|Cumulative Extraction|Gas,EJ,103.6355,298.5805,519.31,757.8495,1011.95,1302.4795,1578.5885,1806.788,1975.0035,2089.986
GCAM4,SSP2,26,USA,Resource|Cumulative Extraction|Oil,EJ,74.9645,384.063745,677.42797,856.460005,979.728455,1072.60697,1147.784515,1206.370725,1254.813182,1301.118168
GCAM4,SSP2,26,USA,Secondary Energy|Solids,EJ/yr,3.59309,3.56758,3.57209,2.392694,1.410973,0.671266,0.2800911,0.1033097,0.03198638,0.01006572
GCAM4,SSP2,26,USA,Secondary Energy|Solids|Biomass,EJ/yr,1.98592,2.39627,2.32178,1.95778,1.15956,0.541767,0.221831,0.0793657,0.0223513,0.00440081
GCAM4,SSP2,26,USA,Secondary Energy|Solids|Coal,EJ/yr,1.60717,1.17131,1.25031,0.434914,0.251413,0.129499,0.0582601,0.023944,0.00963508,0.00566491
GCAM4,SSP2,26,USA,Emissions|CO2,Mt CO2/yr,4958.387024,5755.246637,5615.572137,4900.034217,2196.772676,-271.6545068,-1576.214127,-3649.651245,-5121.640325,-7144.803815
GCAM4,SSP2,26,USA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,5516.371666,5804.285148,5841.57726,2940.216465,1422.233584,-432.0123793,-2305.446543,-4015.907666,-5300.695389,-7387.324889
GCAM4,SSP2,26,USA,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,3022.10458,3131.675806,3218.684107,2712.357619,2202.308315,1439.865658,632.3699254,-85.04936829,-320.015913,-481.8108764
GCAM4,SSP2,26,USA,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,656.772861,623.1371068,643.2154549,379.5929704,214.0330832,-9.020752833,-239.991378,-456.3733719,-580.409989,-702.0775149
GCAM4,SSP2,26,USA,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,507.2602284,541.5159817,563.2859009,434.859169,354.909392,255.3354537,150.1260804,66.12324598,20.24007153,3.183766953
GCAM4,SSP2,26,USA,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial and Industry,Mt CO2/yr,1164.033089,1164.653089,1206.501356,814.4521393,568.9424752,246.3147008,-89.86529761,-390.2501259,-560.1699175,-698.8937479
GCAM4,SSP2,26,USA,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,1858.07149,1967.022722,2012.182751,1897.90548,1633.365839,1193.550957,722.235223,305.2039296,240.1540045,217.0840448
GCAM4,SSP2,26,USA,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,2494.267233,2672.609352,2622.893397,227.8590839,-780.074657,-1871.878037,-2937.816468,-3930.858298,-4980.679476,-6905.514011
GCAM4,SSP2,26,USA,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,2328.36123,2484.59277,2385.918017,195.080446,-271.8908796,-485.7018592,-758.9837058,-1167.352947,-2179.799026,-4315.432108
GCAM4,SSP2,26,USA,Emissions|CO2|Land Use,Mt CO2/yr,-557.9846417,-49.03851097,-226.0051233,1959.817752,774.5390915,160.3578725,729.2324164,366.2564216,179.0550641,242.5210733
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,376.5886667,472.5057447,657.8395465,1620.123131,2589.99192,3753.505058,4798.564933,5404.538311,5890.79732,7732.93085
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Biomass,Mt CO2/yr,0,18.86664267,56.76374367,436.551577,1099.817223,2082.72208,3072.001424,3985.542009,4937.294429,6892.814619
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy,Mt CO2/yr,0,18.86664267,56.76374367,436.551577,1099.817223,2082.72208,3072.001424,3985.542009,4937.294429,6892.814619
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Demand|Industry,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply,Mt CO2/yr,0,18.68508767,56.206106,428.7648603,1080.66769,2051.984634,3022.270057,3888.345276,4694.442662,6477.443619
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Biomass|Energy|Supply|Electricity,Mt CO2/yr,0,2.817719667,8.911510667,233.300804,415.74445,579.652964,840.005936,1212.415054,2133.335611,4302.0769
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Biomass|Industrial Processes,Mt CO2/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Fossil,Mt CO2/yr,376.5886667,453.639102,601.0758028,1183.571554,1490.174697,1670.782978,1726.56351,1418.996302,953.502891,840.1162308
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy,Mt CO2/yr,376.5886667,445.753092,593.1292561,1155.831387,1456.224444,1634.658795,1690.27924,1383.857462,920.6129644,811.0926941
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Demand|Industry,Mt CO2/yr,376.5886667,404.9013173,444.0955567,439.2471343,460.8433317,482.1418778,511.7644668,555.2515283,646.9477337,759.87846
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply,Mt CO2/yr,0,40.1967896,146.9378401,706.7964893,977.2715552,1126.611073,1146.981256,797.1041336,257.589684,48.1051171
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Fossil|Energy|Supply|Electricity,Mt CO2/yr,0,31.10686627,98.50277581,642.5560676,913.2804449,1065.836337,1112.090603,791.8672597,257.589684,48.1051171
GCAM4,SSP2,26,USA,Emissions|CO2|Carbon Capture and Storage|Fossil|Industrial Processes,Mt CO2/yr,0,7.88601,7.946546667,27.74016667,33.95025333,36.12418333,36.28427,35.13884,32.88992667,29.02353667
GCAM4,SSP2,26,USA,Emissions|BC,Mt BC/yr,0.307522879,0.234263773,0.165003516,0.110405104,0.083687604,0.074645652,0.067958582,0.061289109,0.054207891,0.04451067
GCAM4,SSP2,26,USA,Emissions|C2F6,kt C2F6/yr,0.48288565,0.437307654,0.479122252,0.414937135,0.402326205,0.391465864,0.387475489,0.420370635,0.495136823,0.589357455
GCAM4,SSP2,26,USA,Emissions|CF4,kt CF4/yr,0.791207,0.61047379,0.66881563,0.53561406,0.49131211,0.47554345,0.4854638,0.52658051,0.61991505,0.7375027
GCAM4,SSP2,26,USA,Emissions|CH4,Mt CH4/yr,26.53379511,27.176634,27.23265878,23.08699754,21.86832273,21.83587904,21.11257472,20.00417702,18.62705132,17.76952794
GCAM4,SSP2,26,USA,Emissions|CO,Mt CO/yr,37.80785257,30.25217848,23.67900948,18.75845917,15.46474105,13.64792219,12.31750497,11.07829635,9.91901736,8.583285028
GCAM4,SSP2,26,USA,Emissions|F-Gases,Mt CO2-equiv/yr,294.3196955,152.6711784,199.8071503,61.90842787,61.62061777,62.87898629,66.22329953,71.49876704,81.49424259,93.41820705
GCAM4,SSP2,26,USA,Emissions|HFC,kt HFC134a-equiv/yr,169.2952179,73.71622785,103.1780593,8.872628391,9.19714376,9.49738818,9.765445929,9.956135276,10.10921939,10.21094973
GCAM4,SSP2,26,USA,Emissions|HFC|HFC125,kt HFC125/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|HFC|HFC134a,kt HFC134a/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|HFC|HFC143a,kt HFC143a/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|HFC|HFC227ea,kt HFC227ea/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|HFC|HFC23,kt HFC23/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|HFC|HFC245fa,kt HFC245fa/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|HFC|HFC32,kt HFC32/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|HFC|HFC43-10,kt HFC43-10/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|Kyoto Gases,Mt CO2-equiv/yr,6815.443911,6939.599694,7053.022665,3899.060811,2396.058905,565.6837043,-1317.277658,-3046.58471,-4362.852854,-6472.568816
GCAM4,SSP2,26,USA,Emissions|N2O,kt N2O/yr,1076.480244,960.9142464,1018.520131,1056.793135,1210.151929,1288.343341,1305.074964,1316.026394,1290.478533,1242.756681
GCAM4,SSP2,26,USA,Emissions|NH3,Mt NH3/yr,3.574177774,3.758291404,4.029042511,4.51950172,4.961138922,5.192057316,5.273682302,5.241977821,5.129040577,4.920859898
GCAM4,SSP2,26,USA,Emissions|NOx,Mt NO2/yr,12.00069799,9.236622026,6.007569628,3.483795271,2.435607375,1.955661392,1.616324205,1.410949937,1.263611101,1.148801963
GCAM4,SSP2,26,USA,Emissions|OC,Mt OC/yr,0.779085609,0.689993087,0.631319939,0.473508484,0.358226962,0.312830791,0.286431732,0.26534619,0.251473554,0.234074414
GCAM4,SSP2,26,USA,Emissions|PFC,kt CF4-equiv/yr,1.588393053,1.33241606,1.459788766,1.220625298,1.155504221,1.121806446,1.125139167,1.220561802,1.437326314,1.71046088
GCAM4,SSP2,26,USA,Emissions|SF6,kt SF6/yr,1.7758469,1.6408078,1.8190652,1.7631644,1.751295,1.7985777,1.9273655,2.1158571,2.4743955,2.9024668
GCAM4,SSP2,26,USA,Emissions|Sulfur,Mt SO2/yr,6.159931762,4.36163066,2.611236528,1.163072959,0.807625068,0.615296276,0.459360622,0.373571818,0.329114626,0.314119976
GCAM4,SSP2,26,USA,Emissions|VOC,Mt VOC/yr,11.93015607,11.78913743,10.34778085,8.616664294,7.52673174,7.229982141,6.530174327,5.768989548,5.198699747,5.128601472
GCAM4,SSP2,26,USA,Emissions|BC|Energy Demand|Industry,Mt BC/yr,0.069970306,0.044553687,0.022633357,0.01189766,0.006275669,0.003835014,0.002003657,0.000864914,0.0002472,0.0000259
GCAM4,SSP2,26,USA,Emissions|BC|Energy Demand|Residential and Commercial,Mt BC/yr,0.052951171,0.038325726,0.03054345,0.012176035,0.003739391,0.001708391,0.000762284,0.000286093,0.0000609,0.00000304
GCAM4,SSP2,26,USA,Emissions|BC|Energy Demand|Transportation,Mt BC/yr,0.168865456,0.144255911,0.106071712,0.084078115,0.074650707,0.071802501,0.068199635,0.062330289,0.053701165,0.040007303
GCAM4,SSP2,26,USA,Emissions|BC|Energy Demand|Transportation|Aviation,Mt BC/yr,0.00453879,0.0017325,0.00119656,0.000944385,0.000865042,0.000894411,0.000908405,0.000896757,0.000851349,0.000736623
GCAM4,SSP2,26,USA,Emissions|BC|Energy Demand|Transportation|Ground Transportation,Mt BC/yr,0.120647311,0.094807895,0.056621591,0.036237801,0.027381597,0.025029729,0.023406426,0.021515535,0.019266001,0.015832007
GCAM4,SSP2,26,USA,Emissions|BC|Energy Demand|Transportation|International Shipping,Mt BC/yr,0.0092836,0.00631478,0.00306337,0.0026693,0.00241911,0.00226818,0.00208064,0.00185997,0.00160009,0.00124492
GCAM4,SSP2,26,USA,Emissions|BC|Energy Supply,Mt BC/yr,0.002876759,0.0017919,0.002074237,0.000683172,0.0000448,0.00000385,0.000000864,0.000000647,0.00000076,0.00000135
GCAM4,SSP2,26,USA,Emissions|BC|Energy Supply and Demand,Mt BC/yr,0.294663692,0.228927225,0.161322756,0.108834982,0.084710551,0.077349761,0.070966439,0.063481942,0.05400998,0.040037568
GCAM4,SSP2,26,USA,Emissions|BC|Land Use,Mt BC/yr,0.029911441,0.026745084,0.02650245,0.023957151,0.021238911,0.019331872,0.018078206,0.016967693,0.016264437,0.015579656
GCAM4,SSP2,26,USA,Emissions|BC|Land Use|Agricultural Waste Burning,Mt BC/yr,0.006851977,0.004122169,0.004452959,0.005413417,0.00622708,0.006622255,0.006745867,0.006704786,0.006557329,0.006272078
GCAM4,SSP2,26,USA,Emissions|BC|Land Use|Agriculture,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|BC|Land Use|Forest Burning,Mt BC/yr,0.013437348,0.013216723,0.012905988,0.011258627,0.009718244,0.008790838,0.008147538,0.007548136,0.007263086,0.007047334
GCAM4,SSP2,26,USA,Emissions|BC|Land Use|Savannah Burning,Mt BC/yr,0.009622116,0.009406192,0.009143503,0.007285107,0.005293587,0.003918779,0.003184801,0.002714772,0.002444023,0.002260244
GCAM4,SSP2,26,USA,Emissions|BC|Other,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|BC|Solvents,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|BC|Waste,Mt BC/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CH4|Energy Demand|Industry,Mt CH4/yr,0.090824485,0.075274826,0.078600238,0.055307469,0.042058844,0.026926659,0.015840152,0.009699605,0.006286244,0.004499031
GCAM4,SSP2,26,USA,Emissions|CH4|Energy Demand|Residential and Commercial,Mt CH4/yr,0.26534573,0.274771966,0.248150755,0.186980281,0.118892093,0.071529693,0.041470393,0.020602966,0.006729571,0.000959769
GCAM4,SSP2,26,USA,Emissions|CH4|Energy Demand|Transportation,Mt CH4/yr,0.103128187,0.103302251,0.100853229,0.097818447,0.092592197,0.088563266,0.082284468,0.072426797,0.058799675,0.040913453
GCAM4,SSP2,26,USA,Emissions|CH4|Energy Demand|Transportation|Aviation,Mt CH4/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CH4|Energy Demand|Transportation|Ground Transportation,Mt CH4/yr,0.103128187,0.103302251,0.100853229,0.097818447,0.092592197,0.088563266,0.082284468,0.072426797,0.058799675,0.040913453
GCAM4,SSP2,26,USA,Emissions|CH4|Energy Demand|Transportation|International Shipping,Mt CH4/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CH4|Energy Supply,Mt CH4/yr,10.10023994,11.07229272,10.05600077,7.106289242,5.765656488,5.549376392,4.63312279,3.483293674,2.27039375,1.739768633
GCAM4,SSP2,26,USA,Emissions|CH4|Energy Supply and Demand,Mt CH4/yr,10.55953834,11.52564176,10.483605,7.44639544,6.019199622,5.736396009,4.772717803,3.586023042,2.34220924,1.786140886
GCAM4,SSP2,26,USA,Emissions|CH4|Land Use,Mt CH4/yr,9.618628769,9.349995238,9.981953778,8.587912102,8.453573104,8.369553033,8.310146917,8.17555398,7.924202078,7.582977051
GCAM4,SSP2,26,USA,Emissions|CH4|Land Use|Agricultural Waste Burning,Mt CH4/yr,0.037072642,0.038753189,0.04221264,0.051471679,0.060023433,0.064428812,0.065921118,0.065553603,0.064118126,0.061211453
GCAM4,SSP2,26,USA,Emissions|CH4|Land Use|Agriculture,Mt CH4/yr,9.498996154,9.230406912,9.861071158,8.472217945,8.344453983,8.266256156,8.211052212,8.080769666,7.833029266,7.496223102
GCAM4,SSP2,26,USA,Emissions|CH4|Land Use|Agriculture|Enteric Fermentation,Mt CH4/yr,9.124167816,8.953385418,9.595950947,8.279387782,8.177075946,8.120306875,8.088528649,7.980862438,7.753762215,7.437096029
GCAM4,SSP2,26,USA,Emissions|CH4|Land Use|Agriculture|Rice,Mt CH4/yr,0.374828338,0.277021494,0.265120211,0.192830163,0.167378037,0.145949281,0.122523563,0.099907229,0.07926705,0.059127073
GCAM4,SSP2,26,USA,Emissions|CH4|Land Use|Forest Burning,Mt CH4/yr,0.021236008,0.020887348,0.020396251,0.01779282,0.015358423,0.013892797,0.012876133,0.011928867,0.011478382,0.011137412
GCAM4,SSP2,26,USA,Emissions|CH4|Land Use|Savannah Burning,Mt CH4/yr,0.061323965,0.059947789,0.058273729,0.046429658,0.033737266,0.024975268,0.020297454,0.017301844,0.015576305,0.014405083
GCAM4,SSP2,26,USA,Emissions|CH4|Other,Mt CH4/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CH4|Solvents,Mt CH4/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CH4|Waste,Mt CH4/yr,6.355628,6.300997,6.7671,7.05269,7.39555,7.72993,8.02971,8.2426,8.36064,8.40041
GCAM4,SSP2,26,USA,Emissions|CO|Energy Demand|Industry,Mt CO/yr,2.075741773,1.106088046,0.957752111,0.800450179,0.74010674,0.664506616,0.62082884,0.625895815,0.685167878,0.76399191
GCAM4,SSP2,26,USA,Emissions|CO|Energy Demand|Residential and Commercial,Mt CO/yr,2.519556973,2.513702288,2.077544157,1.427356569,0.685950152,0.293378877,0.119058241,0.041944973,0.010169116,0.001243103
GCAM4,SSP2,26,USA,Emissions|CO|Energy Demand|Transportation,Mt CO/yr,30.66723956,23.04774158,16.80296662,13.4090941,11.28270923,10.09372946,9.10845274,8.089832406,7.020770408,5.624360505
GCAM4,SSP2,26,USA,Emissions|CO|Energy Demand|Transportation|Aviation,Mt CO/yr,0.0271255,0.0103541,0.00715112,0.005644,0.00485785,0.00443767,0.00400305,0.0035478,0.00303461,0.00237645
GCAM4,SSP2,26,USA,Emissions|CO|Energy Demand|Transportation|Ground Transportation,Mt CO/yr,25.61281033,20.85890049,15.19876291,12.16180261,10.21693458,9.17104044,8.33171767,7.461465103,6.548600414,5.328292952
GCAM4,SSP2,26,USA,Emissions|CO|Energy Demand|Transportation|International Shipping,Mt CO/yr,0.104699,0.0881798,0.0708435,0.0605968,0.0537312,0.0442826,0.0350289,0.0263147,0.0183374,0.010921
GCAM4,SSP2,26,USA,Emissions|CO|Energy Supply,Mt CO/yr,1.332210307,1.653989417,1.594838585,0.836388242,0.580322627,0.519704173,0.437184632,0.326594283,0.22327676,0.235226186
GCAM4,SSP2,26,USA,Emissions|CO|Energy Supply and Demand,Mt CO/yr,36.59474861,28.32152133,21.43310147,16.47328909,13.28908875,11.57131913,10.28552445,9.084267476,7.939384162,6.624821704
GCAM4,SSP2,26,USA,Emissions|CO|Land Use,Mt CO/yr,3.756398684,3.05382334,3.077129097,2.929299772,2.726123898,2.549826816,2.427880642,2.312633676,2.218020182,2.107320426
GCAM4,SSP2,26,USA,Emissions|CO|Land Use|Agricultural Waste Burning,Mt CO/yr,1.648755914,0.99065143,1.069540177,1.295698162,1.485452208,1.575659286,1.601165712,1.586886749,1.548331418,1.476459022
GCAM4,SSP2,26,USA,Emissions|CO|Land Use|Agriculture,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CO|Land Use|Forest Burning,Mt CO/yr,0.46890007,0.46120141,0.45035802,0.39287311,0.33912087,0.30675888,0.28431081,0.263394607,0.253447544,0.245918784
GCAM4,SSP2,26,USA,Emissions|CO|Land Use|Savannah Burning,Mt CO/yr,1.6387427,1.6019705,1.5572309,1.2407285,0.90155082,0.66740865,0.54240412,0.46235232,0.41624122,0.38494262
GCAM4,SSP2,26,USA,Emissions|CO|Other,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CO|Solvents,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP2,26,USA,Emissions|CO|Waste,Mt CO/yr,0,0,0,0,0,0,0,0,0,0
