"scenario","region","sector","subsector","technology","year","value","Units"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2075,11253500.0619597,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2080,11016655.9445685,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2085,10732353.3599277,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2090,10398947.7403178,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2095,10053693.98253,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2100,9759540.47020795,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2015,197744.602258496,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2020,536761.196902544,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2025,1087010.48568468,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2030,1665549.96453798,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2035,2276268.5911954,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2040,2733928.71738219,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2045,3193353.37574714,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2050,3618114.89694921,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2055,4011916.35972464,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2060,4382531.39509438,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2065,4720971.89667764,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2070,5028566.70155743,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2075,5301813.11119255,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2080,5543965.6558892,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2085,5768838.04534393,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2090,5988575.69230039,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2095,6188129.31905009,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Large Car","NG",2100,6418533.58609361,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2015,37550.4739243178,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2020,493557.110502654,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2025,1314145.41856897,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2030,2340443.08674075,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2035,3633612.57562594,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2040,4935931.78863174,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2045,6544066.30166183,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2050,8464971.00068965,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2055,10247598.3176462,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2060,11964279.4290814,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2065,13625539.3265358,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2070,15319058.626245,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2075,17079215.5288406,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2080,18963729.8657525,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2085,20970040.260654,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2090,23111619.2045376,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2095,25374426.1732933,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2100,26729662.5848434,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2020,156852.065009474,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2025,521157.142702813,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2030,1011040.7516716,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2035,1631872.37306464,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2040,2245221.7089015,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2045,2964413.24792624,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2050,3761068.54347597,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2055,4612921.67311193,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2060,5538820.53324719,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2065,6526430.44155688,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2070,7569324.26013686,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2075,8644723.51249377,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2080,9749183.75731952,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2085,10872338.5644653,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2090,12005808.5742334,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2095,13132964.0072611,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2100,14076365.9541162,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2015,5455661.87880961,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2020,16260035.1065376,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2025,27669311.3312849,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2030,36000684.4276335,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2035,42251669.3378163,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2040,43839255.6884335,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2045,44183152.6953171,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2050,43948098.5004274,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2055,43601319.5095679,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2060,43255526.7357158,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2065,42952489.77976,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2070,42550339.7569864,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2075,42015005.1349497,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2080,41319223.8088816,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2085,40437120.6505826,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2090,39372752.0437866,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2095,38203600.4935964,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2100,37203897.0556718,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",1975,51770468.6203521,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",1990,60405268.9776205,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2005,81078189.5843635,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2010,79644515.814495,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2015,78702905.0886358,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2020,71465501.0487704,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2025,61646926.6446214,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2030,54777315.3360927,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2035,49857399.2934783,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2040,49005830.5288876,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2045,48530954.8427611,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2050,47938085.0871791,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2055,47467203.057203,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2060,47086509.3528569,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2065,46694611.8051221,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2070,46164243.1167803,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2075,45474372.1230255,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2080,44617008.0266913,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2085,43560508.2467606,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2090,42302827.1670376,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2095,40985032.1531138,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2100,39888616.7208738,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2015,692198.884076289,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2020,1913062.35714228,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2025,3915999.40199704,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2030,6046463.71505507,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2035,8321566.33563927,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2040,10064073.0901803,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2045,11834743.4842594,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2050,13491344.1162049,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2055,15043053.7739179,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2060,16518988.5107461,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2065,17880020.2540397,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2070,19129264.47378,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2075,20250516.5442259,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2080,21251335.1391908,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2085,22180128.5288186,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2090,23079711.7737235,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2095,23897390.2188879,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2100,24843235.0566343,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2015,53108.0022885528,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2020,503855.34131866,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2025,1273478.98908192,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2030,2187661.65540407,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2035,3279738.20063858,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2040,4313689.92219448,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2045,5524652.3667274,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2050,6908958.5107533,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2055,8136494.50668242,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2060,9263414.92674258,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2065,10290192.0485975,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2070,11290603.3553136,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2075,12288404.4463311,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2080,13319472.6045998,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2085,14362537.2087566,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2090,15435035.9497889,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2095,16498141.8691781,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2100,17065916.5152829,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2020,92992.8891396571,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2025,303506.126097147,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2030,580044.966897719,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2035,922240.949274808,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2040,1250861.04160789,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2045,1627398.30045956,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2050,2036514.34695831,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2055,2473541.5749356,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2060,2944989.04500381,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2065,3448768.58460395,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2070,3973585.73767596,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2075,4510273.4398688,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2080,5050557.10967388,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2085,5589485.57658083,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2090,6132167.21727277,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2095,6653419.38256534,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2100,7078618.24672602,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2015,3397729.6396584,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2020,9784152.95863994,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2025,16289149.9397541,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2030,20768649.200193,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2035,23862219.5006842,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2040,24325183.4401588,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2045,24126484.0658196,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2050,23703810.3876038,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2055,23322016.9057607,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2060,23023447.1194029,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2065,22774833.9612792,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2070,22485156.0460769,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2075,22125569.1720343,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2080,21693113.7764021,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2085,21149865.92983,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2090,20493736.1414684,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2095,19788104.5351839,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2100,19172568.2149552,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",1975,29024543.9373126,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",1990,33865571.2549337,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2005,45455324.4445382,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2010,44651826.2281856,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2015,43352848.4308385,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2020,39259885.2032409,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2025,33706618.3469161,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2030,29347090.1368122,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2035,25574145.2861877,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2040,24814084.7502762,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2045,24333986.3266883,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2050,23867172.9782034,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2055,23523494.5778701,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2060,23259279.4486381,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2065,23008365.8731435,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2070,22697423.9280319,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2075,22310818.6849259,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2080,21836655.8654711,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2085,21258924.8284245,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2090,20566588.1844236,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2095,19842777.3486009,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2100,19224228.7339927,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2015,465854.291959217,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2020,1256542.0178813,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2025,2521225.14033205,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2030,3831230.1102882,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2035,5192172.8463743,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2040,6191807.67983463,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2045,7184109.5209595,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2050,8090126.2658887,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2055,8930124.65757398,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2060,9719339.19357518,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2065,10436242.1858315,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2070,11082669.3542221,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2075,11651663.4192771,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2080,12148573.3457428,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2085,12612025.0527975,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2090,13068582.0991935,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2095,13477328.0355622,"vehicle"
"SSP2","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2100,13961183.5878074,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2015,83974.7916441459,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2020,783330.015634928,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2025,1989705.1379064,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2030,3409974.64926874,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2035,5099608.40173065,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2040,6792097.63788662,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2045,8904741.62819455,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2050,11473410.734578,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2055,13996734.5937951,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2060,16666734.7783558,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2065,19551379.0639608,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2070,22762287.129,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2075,26367993.6141996,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2080,30311917.4802718,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2085,35762499.3738119,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2090,43249313.1705156,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2095,53445590.185589,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2100,63391210.6918654,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2020,118213.439183293,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2025,389679.826723863,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2030,745187.909164494,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2035,1183275.37248305,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2040,1635545.89761099,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2045,2185298.61922226,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2050,2816050.98094015,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2055,3582034.59722262,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2060,4565845.65715476,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2065,5866499.99077196,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2070,7705235.78948478,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2075,10256427.6561581,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2080,13523237.5111725,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2085,16977455.9097656,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2090,20332654.1938784,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2095,23062784.9155898,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2100,25614211.4380179,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",1975,145103.604470588,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",1990,169305.115759111,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2005,227247.949398728,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2010,220824.577685556,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2015,5675681.68815041,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2020,16052789.9646434,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2025,26770052.8502764,"vehicle"
"SSP2_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2030,34187765.5037584,"vehicle"
