"scenario","region","sector","subsector","technology","year","value","Units"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2050,36872974.2039783,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2055,35047625.917783,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2060,33359992.5563268,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2065,31756449.0054367,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2070,30119635.4412241,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2075,28441501.8238045,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2080,26732119.4151977,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2085,25000294.4711559,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2090,23283677.4812506,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2095,21593946.2306124,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2100,20100405.9520113,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2015,671279.234974391,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2020,1835311.51737676,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2025,3705861.99722535,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2030,5609314.83705987,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2035,7580083.43465581,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2040,8928070.62847114,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2045,10217347.59201,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2050,11303486.1551511,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2055,12204104.4051839,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2060,12948555.3663273,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2065,13516828.9394404,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2070,13921787.7640091,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2075,14154562.8566978,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2080,14224040.625171,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2085,14151022.233095,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2090,13974318.6303362,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2095,13723910.1169486,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2100,13523202.7588985,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2015,53235.5469192863,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2020,503208.390129693,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2025,1265510.15215712,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2030,2147877.35413772,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2035,3190058.90123102,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2040,4117293.93138033,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2045,5172491.09494594,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2050,6326354.08235099,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2055,7248271.39124497,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2060,7993862.36780839,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2065,8571124.42291822,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2070,9057145.26773167,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2075,9477739.34227838,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2080,9872102.72648894,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2085,10228100.5539458,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2090,10555165.1950148,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2095,10851104.9913125,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2100,10822491.4904332,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2020,82601.4622481076,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2025,266829.629375737,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2030,501227.328694708,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2035,785991.875374065,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2040,1041973.35602551,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2045,1324949.11397678,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2050,1616465.05606691,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2055,1907637.58341485,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2060,2201258.17669842,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2065,2492640.31227671,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2070,2774991.49702462,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2075,3040717.38746411,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2080,3284759.70196083,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2085,3504939.63546624,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2090,3704722.31523496,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2095,3879985.44607004,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2100,3987822.61870549,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2015,3279894.22034966,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2020,9287150.75182122,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2025,15265803.6695942,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2030,19119589.4051608,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2035,21556578.4027062,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2040,21374519.1534464,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2045,20553243.7862365,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2050,19509925.411109,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2055,18506406.2339333,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2060,17576444.3852678,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2065,16721407.5917728,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2070,15866733.3282359,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2075,14999459.5007897,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2080,14125798.554626,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2085,13234525.2439497,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2090,12341231.6526884,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2095,11450307.6890627,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2100,10652748.3725701,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",1975,29024543.9373126,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",1990,33865571.2549337,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2005,45455324.4445382,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2010,43809108.8618141,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2015,42209264.1564653,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2020,37663501.011129,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2025,31490044.2682036,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2030,26430151.0233891,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2035,21945401.6700107,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2040,20488314.6707305,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2045,19303233.8990558,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2050,18130146.2775424,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2055,17126712.7892659,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2060,16235591.0820267,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2065,15415376.9388761,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2070,14598461.8183448,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2075,13775330.9568945,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2080,12941762.5283762,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2085,12100409.5929382,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2090,11262428.186111,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2095,10431489.7476528,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2100,9694245.5290169,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2015,454141.278583839,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2020,1214360.00938623,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2025,2405907.32679637,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2030,3587116.9376633,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2035,4777661.3653801,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2040,5555094.99603194,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2045,6277873.61019197,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2050,6865299.35746508,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2055,7343888.00856362,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2060,7730420.74567798,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2065,8015372.58851663,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2070,8207332.201361,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2075,8303082.95476417,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2080,8305752.49354697,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2085,8229252.08092196,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2090,8094212.9672352,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2095,7918946.21110053,"vehicle"
"SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2100,7778043.9992723,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2015,85114.7835762064,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2020,797365.857324028,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2025,2046750.54511323,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2030,3539949.08761097,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2035,5347630.57010802,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2040,7048643.2810675,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2045,9051894.1860741,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2050,11313917.3273501,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2055,13250532.5894658,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2060,14919442.5475705,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2065,16347457.9399334,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2070,17611784.4647344,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2075,18772819.6130026,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2080,19858596.8376841,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2085,20910843.336963,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2090,21996590.9001026,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2095,22883115.068327,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2100,23098299.6685817,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2020,108280.447902468,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2025,357116.726736782,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2030,684695.501200963,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2035,1091553.64520577,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2040,1477567.50307821,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2045,1917779.19420796,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2050,2389064.51451306,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2055,2881453.36282789,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2060,3397036.54829295,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2065,3922607.10453255,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2070,4452320.71904851,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2075,4965107.8098181,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2080,5448461.09328489,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2085,5909239.9658299,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2090,6367329.19565808,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2095,6743746.02864909,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2100,7014948.0988929,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",1975,145103.604470588,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",1990,169305.115759111,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2005,227247.949398728,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2010,217852.491174043,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2015,5593091.43137374,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2020,15793416.9173616,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2025,26261410.7952194,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2030,33476187.9118011,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2035,38388860.8385911,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2040,38956230.1102882,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2045,38339461.1882018,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2050,37222285.5734169,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2055,36100647.5444198,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2060,35019398.6484883,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2065,33976159.3708062,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2070,32881862.6921079,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2075,31661431.953786,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2080,30293214.2301577,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2085,28743998.481329,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2090,26953229.02138,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2095,25200993.2002563,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids",2100,23610735.7644373,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",1975,46988496.594855,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",1990,54825735.1448406,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2005,73588967.4883133,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2010,70924042.7231668,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2015,68829278.7103952,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2020,62187729.8769507,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2025,53208027.5997353,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2030,45978455.1741594,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2035,39540575.6712077,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2040,37814962.7319203,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2045,36420273.7298928,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2050,34966970.225085,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2055,33747379.8971206,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2060,32669001.5793123,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2065,31618643.5315427,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2070,30482945.9316229,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2075,29240611.7923745,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2080,27882472.401583,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2085,26358940.2524263,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2090,24596701.9001843,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2095,22939827.9366904,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids",2100,21445654.1226907,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2015,814179.667210681,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2020,2205203.82093393,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2025,4455707.40800308,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2030,6781264.5835915,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2035,9197361.9683663,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2040,10944293.9762022,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2045,12651863.7994722,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2050,14182115.9357623,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2055,15579494.250934,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2060,16863694.0088958,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2065,17986706.3560071,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2070,18952354.3354628,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2075,19735491.5510745,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2080,20322483.5806886,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2085,20752671.5162189,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2090,21147875.310787,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2095,21283899.8468146,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG",2100,21503513.9040126,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2015,13653.0430105542,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2020,160723.636162297,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2025,425587.75993398,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2030,753648.303755283,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2035,1165087.96295076,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2040,1567070.5140543,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2045,2051864.52453207,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2050,2614577.59327566,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2055,3111210.34910976,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2060,3563166.23119129,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2065,3968987.86908845,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2070,4354547.37805151,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2075,4727026.80612425,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2080,5100553.28663069,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2085,5482373.79343438,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2090,5886186.35621798,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2095,6264591.50124315,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV",2100,6419080.67675774,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2020,67150.1058587478,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2025,221360.462878251,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2030,423620.540551942,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2035,674321.541661943,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2040,910006.716691406,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2045,1173276.664408,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2050,1450218.0452912,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2055,1732549.45567775,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2060,2025797.30224979,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2065,2321502.44279277,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2070,2614499.814121,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2075,2899286.87061504,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2080,3167048.20198324,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2085,3417189.58866692,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2090,3661171.92093419,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2095,3870163.52078549,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV",2100,4025060.37771667,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids",2015,1595692.08946448,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids",2020,4775254.49603063,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids",2025,8044902.301472,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids",2030,10296651.6733065,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids",2035,11830443.420279,"vehicle"
"SSP4","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids",2040,12016151.0392086,"vehicle"
