"scenario","region","sector","mode","technology","input","year","value","Units"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2015,76.8791521416837,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2020,76.3893417119204,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2025,76.0020995362118,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2030,75.6221055061325,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2035,75.1992702617998,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2040,74.7763959420442,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2045,74.2994618925312,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2050,73.8101157384661,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2055,73.4838411426722,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2060,73.2440473406419,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2065,73.0592536585909,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2070,72.9010492744693,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2075,72.7567122601099,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2080,72.6139188886784,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2085,72.4732598045483,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2090,72.3335121927548,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2095,72.1943565840408,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2100,72.1073773305409,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2020,115.808705329541,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2025,113.595270812079,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2030,111.451498692795,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2035,109.108887494838,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2040,106.903612082186,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2045,104.481421349838,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2050,102.005337444538,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2055,100.53098379378,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2060,99.6586871089105,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2065,99.1635948067432,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2070,98.8539485228566,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2075,98.6293298019258,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2080,98.4065460356053,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2085,98.1845214503533,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2090,97.9620235559722,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2095,97.7387268848264,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2100,97.6000610675289,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",1975,218.599239571362,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",1990,218.599099493684,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2005,218.599170731071,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2010,207.850138051075,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2015,197.444421164529,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2020,189.501431298634,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2025,183.55257770349,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2030,177.929960658379,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2035,171.633811411834,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2040,165.459442958764,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2045,158.83157591488,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2050,152.224154962454,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2055,147.569566084242,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2060,144.409986293594,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2065,142.40608027279,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2070,141.035097222512,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2075,139.996883810456,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2080,138.97629246832,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2085,137.979443570432,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2090,136.998017639243,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2095,136.026635967386,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2100,135.361343002022,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",1975,291.362576626874,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",1990,291.361710569028,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2005,291.362342466612,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2010,271.937031047008,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2015,268.397593519673,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2020,261.24361430904,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2025,247.988805406653,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2030,231.631231864575,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2035,210.864983923741,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2040,199.629788958483,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2045,189.136751967067,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2050,178.90006389287,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2055,171.927084052936,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2060,167.310818909664,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2065,164.387559293003,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2070,162.398069014195,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2075,160.908203524812,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2080,159.447202750238,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2085,158.025064019399,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2090,156.630301420401,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2095,155.253656528445,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2100,154.307402651127,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2015,256.2994341577,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2020,243.221461429207,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2025,231.892769638218,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2030,221.627025150808,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2035,210.831233805827,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2040,201.28776406077,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2045,191.710353990428,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2050,182.21854379554,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2055,175.995473689594,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2060,171.935786570536,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2065,169.323362131616,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2070,167.46820427773,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2075,165.993791583745,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2080,164.541374543007,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2085,163.125064062254,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2090,161.729762599887,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2095,160.341663231025,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2100,159.433148120158,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2015,103.113611571638,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2020,102.438691361828,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2025,101.922022068504,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2030,101.410529454023,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2035,100.84156308229,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2040,100.272750326877,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2045,99.6312755039528,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2050,98.9724366741754,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2055,98.5402873764638,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2060,98.2244283577449,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2065,97.9814328386312,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2070,97.7710235929569,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2075,97.5779846551473,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2080,97.3861366324099,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2085,97.1974292295842,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2090,97.0102618641555,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2095,96.8238725288596,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2100,96.7101094951555,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2020,152.114803186466,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2025,149.19631261764,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2030,146.362860096379,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2035,143.264825173042,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2040,140.363820584095,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2045,137.180443381953,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2050,133.93170763727,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2055,132.016101482896,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2060,130.888525547526,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2065,130.247728971372,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2070,129.843628214381,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2075,129.547764079819,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2080,129.253360303498,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2085,128.960805015432,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2090,128.668447566147,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2095,128.375708609206,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2100,128.195067566399,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2015,261.648260620644,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2020,251.148824807821,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2025,243.3844152903,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2030,236.020097894008,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2035,227.731620273253,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2040,219.585042751454,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2045,210.782740400609,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2050,202.012586077452,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2055,195.867234648603,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2060,191.699151562779,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2065,189.0442471523,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2070,187.222302597231,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2075,185.842475508864,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2080,184.486113529173,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2085,183.160225879132,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2090,181.856438941286,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2095,180.566030730292,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2100,179.683939917055,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",1975,386.781778276992,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",1990,386.784738235975,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2005,386.783131373149,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2010,360.997831123744,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2015,356.320005664798,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2020,346.77243465441,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2025,328.962070481986,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2030,307.036618855414,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2035,279.557296113925,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2040,264.745201884332,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2045,250.909358430846,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2050,237.399461485872,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2055,228.195304260327,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2060,222.087898574914,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2065,218.213184860726,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2070,215.573253021058,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2075,213.594962320048,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2080,211.655208662602,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2085,209.766180037573,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2090,207.914446564016,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2095,206.087030592671,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2100,204.835316333188,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2015,340.233362388474,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2020,322.791061876237,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2025,307.671380098104,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2030,293.973785506925,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2035,279.583935795181,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2040,266.96862341112,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2045,254.312781373414,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2050,241.76665087692,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2055,233.569960174605,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2060,228.216309959673,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2065,224.763784585248,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2070,222.306240783348,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2075,220.350266922152,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2080,218.424009186402,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2085,216.543312743725,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2090,214.689493310644,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2095,212.845336164884,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2100,211.642400516049,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2015,107.956176748795,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2020,107.24455686668,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2025,106.704074901342,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2030,106.166490556382,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2035,105.568113602653,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2040,104.970768801504,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2045,104.299458911345,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2050,103.611440198089,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2055,103.162461749988,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2060,102.833946700183,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2065,102.580235732096,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2070,102.36129129994,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2075,102.160482399765,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2080,101.961150403734,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2085,101.763137431399,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2090,101.564872905254,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2095,101.365935557788,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2100,101.245845484634,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2020,158.764699877027,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2025,155.712018453449,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2030,152.743564045724,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2035,149.504021368728,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2040,146.471482633163,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2045,143.148351849886,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2050,139.757422231556,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2055,137.767790477991,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2060,136.597447573741,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2065,135.933151461305,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2070,135.512963120818,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2075,135.20395248612,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2080,134.896755016819,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2085,134.592436597598,"MJ/100km"
"SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2090,134.288574232892,"MJ/100km"
