"Model_year","Size","Technology","Material","Value"
"1981","Car","ICEV-D","Mild steel and other steels","685.576509057572"
"1981","Car","ICEV-D","Wrought Aluminum","15.4828234215713"
"1981","Car","ICEV-D","Cast Aluminum","38.4642965142173"
"1981","Car","ICEV-D","Other","357.297933845942"
"1981","Car","ICEV-D","Total","1395.19932777456"
"1981","Car","CNG","HSS/AHSS","326.791134613074"
"1981","Car","CNG","Cast Iron","110.114404054405"
"1981","Car","CNG","Mild steel and other steels","634.90364075173"
"1981","Car","CNG","Wrought Aluminum","51.9917591014301"
"1981","Car","CNG","Cast Aluminum","126.130743315543"
"1981","Car","CNG","Other","511.06622389351"
"1981","Car","CNG","Total","1760.99790572969"
"1981","Car","HEV","HSS/AHSS","330.418600023242"
"1981","Car","HEV","Cast Iron","78.7474544626553"
"1981","Car","HEV","Mild steel and other steels","718.676349600353"
"1981","Car","HEV","Wrought Aluminum","45.4688952776546"
"1981","Car","HEV","Cast Aluminum","144.568895963767"
"1981","Car","HEV","Other","582.367611698081"
"1981","Car","HEV","Total","1900.24780702575"
"1981","Car","PHEV20","HSS/AHSS","330.550074498057"
"1981","Car","PHEV20","Cast Iron","76.46341577455"
"1981","Car","PHEV20","Mild steel and other steels","729.294317265094"
"1981","Car","PHEV20","Wrought Aluminum","45.4869872783536"
"1981","Car","PHEV20","Cast Aluminum","143.59415889208"
"1981","Car","PHEV20","Other","581.504626441672"
"1981","Car","PHEV20","Total","1906.8935801498"
"1981","Car","PHEV40","HSS/AHSS","331.338394983126"
"1981","Car","PHEV40","Cast Iron","82.2547124067843"
"1981","Car","PHEV40","Mild steel and other steels","763.512603553145"
"1981","Car","PHEV40","Wrought Aluminum","45.5954681966241"
"1981","Car","PHEV40","Cast Aluminum","164.627254917073"
"1981","Car","PHEV40","Other","652.736228467843"
"1981","Car","PHEV40","Total","2040.0646625246"
"1981","Car","FCV","HSS/AHSS","360.112368787073"
"1981","Car","FCV","Cast Iron","15.0492700073554"
"1981","Car","FCV","Mild steel and other steels","636.547647066584"
"1981","Car","FCV","Wrought Aluminum","74.0564276702233"
"1981","Car","FCV","Cast Aluminum","117.305399049141"
"1981","Car","FCV","Other","799.426543399401"
"1981","Car","FCV","Total","2002.49765597978"
"1981","Light truck","ICEV-G","HSS/AHSS","151.403719045978"
"1981","Light truck","ICEV-G","Cast Iron","217.759668579358"
"1981","Light truck","ICEV-G","Mild steel and other steels","848.219187617839"
"1981","Light truck","ICEV-G","Wrought Aluminum","19.1558895778514"
"1981","Light truck","ICEV-G","Cast Aluminum","47.5893702752893"
"1981","Light truck","ICEV-G","Other","442.061475532394"
"1981","Light truck","ICEV-G","Total","1726.18930890252"
"1981","Light truck","BEV100","HSS/AHSS","395.721208887632"
"1981","Light truck","BEV100","Cast Iron","16.5373806521717"
"1981","Light truck","BEV100","Mild steel and other steels","669.87667081952"
"1981","Light truck","BEV100","Wrought Aluminum","51.7341620400607"
"1981","Light truck","BEV100","Cast Aluminum","151.151410379155"
"1981","Light truck","BEV100","Other","910.285211643206"
"1981","Light truck","BEV100","Total","2195.30604442175"
"1981","Light truck","BEV300","HSS/AHSS","396.430882085148"
"1981","Light truck","BEV300","Cast Iron","16.5670382382257"
"1981","Light truck","BEV300","Mild steel and other steels","693.175061613204"
"1981","Light truck","BEV300","Wrought Aluminum","51.8269402716105"
"1981","Light truck","BEV300","Cast Aluminum","176.894274781197"
"1981","Light truck","BEV300","Other","1621.14108872979"
"1981","Light truck","BEV300","Total","2956.03528571917"
"1981","Light truck","FFV","HSS/AHSS","151.403719045978"
"1981","Light truck","FFV","Cast Iron","217.759668579358"
"1981","Light truck","FFV","Mild steel and other steels","848.219187617839"
"1981","Light truck","FFV","Wrought Aluminum","19.1558895778514"
"1981","Light truck","FFV","Cast Aluminum","47.5893702752893"
"1981","Light truck","FFV","Other","442.061475532394"
"1981","Light truck","FFV","Total","1726.18930890252"
"1981","Light truck","ICEV-D","HSS/AHSS","151.403719045978"
"1981","Light truck","ICEV-D","Cast Iron","217.759668579358"
"1981","Light truck","ICEV-D","Mild steel and other steels","848.219187617839"
"1981","Light truck","ICEV-D","Wrought Aluminum","19.1558895778514"
"1981","Light truck","ICEV-D","Cast Aluminum","47.5893702752893"
"1981","Light truck","ICEV-D","Other","442.061475532394"
"1981","Light truck","ICEV-D","Total","1726.18930890252"
"1981","Light truck","CNG","HSS/AHSS","392.668133239019"
"1981","Light truck","CNG","Cast Iron","121.013264463742"
"1981","Light truck","CNG","Mild steel and other steels","742.710459779416"
"1981","Light truck","CNG","Wrought Aluminum","58.4226013560277"
"1981","Light truck","CNG","Cast Aluminum","137.164922721696"
"1981","Light truck","CNG","Other","585.018195936627"
"1981","Light truck","CNG","Total","2036.99757749653"
"1981","Light truck","HEV","HSS/AHSS","396.36316095983"
"1981","Light truck","HEV","Cast Iron","86.6726218468701"
"1981","Light truck","HEV","Mild steel and other steels","830.53115861093"
"1981","Light truck","HEV","Wrought Aluminum","51.818086893305"
"1981","Light truck","HEV","Cast Aluminum","161.07319048439"
"1981","Light truck","HEV","Other","670.78924691619"
"1981","Light truck","HEV","Total","2197.24746571152"
"1981","Light truck","PHEV20","HSS/AHSS","396.533720706894"
"1981","Light truck","PHEV20","Cast Iron","84.5569219905413"
"1981","Light truck","PHEV20","Mild steel and other steels","844.062273305508"
"1981","Light truck","PHEV20","Wrought Aluminum","51.8403846863405"
"1981","Light truck","PHEV20","Cast Aluminum","161.321130524458"
"1981","Light truck","PHEV20","Other","684.451373487208"
"1981","Light truck","PHEV20","Total","2222.76580470095"
"1981","Light truck","PHEV40","HSS/AHSS","397.432152769139"
"1981","Light truck","PHEV40","Cast Iron","91.6386722784689"
"1981","Light truck","PHEV40","Mild steel and other steels","887.920574299165"
"1981","Light truck","PHEV40","Wrought Aluminum","51.9578400071142"
"1981","Light truck","PHEV40","Cast Aluminum","189.207459372682"
"1981","Light truck","PHEV40","Other","841.230448846504"
"1981","Light truck","PHEV40","Total","2459.38714757307"
"1981","Light truck","FCV","HSS/AHSS","429.456963167862"
"1981","Light truck","FCV","Cast Iron","17.9472141349122"
"1981","Light truck","FCV","Mild steel and other steels","754.06620971285"
"1981","Light truck","FCV","Wrought Aluminum","87.4958500718528"
"1981","Light truck","FCV","Cast Aluminum","131.958976296135"
"1981","Light truck","FCV","Other","928.772034682237"
"1981","Light truck","FCV","Total","2349.69724806585"
"1982","Car","ICEV-G","HSS/AHSS","121.477463053525"
"1982","Car","ICEV-G","Cast Iron","174.71758462131"
"1982","Car","ICEV-G","Mild steel and other steels","678.91899330217"
"1982","Car","ICEV-G","Wrought Aluminum","15.8409101667213"
"1982","Car","ICEV-G","Cast Aluminum","39.3538987765584"
"1982","Car","ICEV-G","Other","354.684197321899"
"1982","Car","ICEV-G","Total","1384.99304585719"
"1982","Car","BEV100","HSS/AHSS","329.672136102412"
"1982","Car","BEV100","Cast Iron","13.7771579654915"
"1982","Car","BEV100","Mild steel and other steels","575.493790445109"
"1982","Car","BEV100","Wrought Aluminum","45.3661741464988"
"1982","Car","BEV100","Cast Aluminum","131.350644849465"
"1982","Car","BEV100","Other","677.464565492958"
"1982","Car","BEV100","Total","1773.12446900193"
"1982","Car","BEV300","HSS/AHSS","330.283933228708"
"1982","Car","BEV300","Cast Iron","13.8027252632057"
"1982","Car","BEV300","Mild steel and other steels","593.074464245133"
"1982","Car","BEV300","Wrought Aluminum","45.4503637175621"
"1982","Car","BEV300","Cast Aluminum","150.619832159557"
"1982","Car","BEV300","Other","1201.78257790502"
"1982","Car","BEV300","Total","2335.01389651919"
"1982","Car","FFV","HSS/AHSS","121.477463053525"
"1982","Car","FFV","Cast Iron","174.71758462131"
"1982","Car","FFV","Mild steel and other steels","678.91899330217"
"1982","Car","FFV","Wrought Aluminum","15.8409101667213"
"1982","Car","FFV","Cast Aluminum","39.3538987765584"
"1982","Car","FFV","Other","354.684197321899"
"1982","Car","FFV","Total","1384.99304585719"
"1982","Car","ICEV-D","HSS/AHSS","121.477463053525"
"1982","Car","ICEV-D","Cast Iron","174.71758462131"
"1982","Car","ICEV-D","Mild steel and other steels","678.91899330217"
"1982","Car","ICEV-D","Wrought Aluminum","15.8409101667213"
"1982","Car","ICEV-D","Cast Aluminum","39.3538987765584"
"1982","Car","ICEV-D","Other","354.684197321899"
"1982","Car","ICEV-D","Total","1384.99304585719"
"1982","Car","CNG","HSS/AHSS","326.791134613074"
"1982","Car","CNG","Cast Iron","110.114404054405"
"1982","Car","CNG","Mild steel and other steels","634.90364075173"
"1982","Car","CNG","Wrought Aluminum","51.9917591014301"
"1982","Car","CNG","Cast Aluminum","126.130743315543"
"1982","Car","CNG","Other","511.06622389351"
"1982","Car","CNG","Total","1760.99790572969"
"1982","Car","HEV","HSS/AHSS","330.418600023242"
"1982","Car","HEV","Cast Iron","78.7474544626553"
"1982","Car","HEV","Mild steel and other steels","718.676349600353"
"1982","Car","HEV","Wrought Aluminum","45.4688952776546"
"1982","Car","HEV","Cast Aluminum","144.568895963767"
"1982","Car","HEV","Other","582.367611698081"
"1982","Car","HEV","Total","1900.24780702575"
"1982","Car","PHEV20","HSS/AHSS","330.550074498057"
"1982","Car","PHEV20","Cast Iron","76.46341577455"
"1982","Car","PHEV20","Mild steel and other steels","729.294317265094"
"1982","Car","PHEV20","Wrought Aluminum","45.4869872783536"
"1982","Car","PHEV20","Cast Aluminum","143.59415889208"
"1982","Car","PHEV20","Other","581.504626441672"
"1982","Car","PHEV20","Total","1906.8935801498"
"1982","Car","PHEV40","HSS/AHSS","331.338394983126"
"1982","Car","PHEV40","Cast Iron","82.2547124067843"
"1982","Car","PHEV40","Mild steel and other steels","763.512603553145"
"1982","Car","PHEV40","Wrought Aluminum","45.5954681966241"
"1982","Car","PHEV40","Cast Aluminum","164.627254917073"
"1982","Car","PHEV40","Other","652.736228467843"
"1982","Car","PHEV40","Total","2040.0646625246"
"1982","Car","FCV","HSS/AHSS","360.112368787073"
"1982","Car","FCV","Cast Iron","15.0492700073554"
"1982","Car","FCV","Mild steel and other steels","636.547647066584"
"1982","Car","FCV","Wrought Aluminum","74.0564276702233"
"1982","Car","FCV","Cast Aluminum","117.305399049141"
"1982","Car","FCV","Other","799.426543399401"
"1982","Car","FCV","Total","2002.49765597978"
"1982","Light truck","ICEV-G","HSS/AHSS","151.717499366358"
"1982","Light truck","ICEV-G","Cast Iron","218.210969901433"
"1982","Light truck","ICEV-G","Mild steel and other steels","847.925939075177"
"1982","Light truck","ICEV-G","Wrought Aluminum","19.7842728829718"
"1982","Light truck","ICEV-G","Cast Aluminum","49.1504758381844"
"1982","Light truck","ICEV-G","Other","442.977636590352"
"1982","Light truck","ICEV-G","Total","1729.76679192471"
"1982","Light truck","BEV100","HSS/AHSS","395.721208887632"
"1982","Light truck","BEV100","Cast Iron","16.5373806521717"
"1982","Light truck","BEV100","Mild steel and other steels","669.87667081952"
"1982","Light truck","BEV100","Wrought Aluminum","51.7341620400607"
"1982","Light truck","BEV100","Cast Aluminum","151.151410379155"
"1982","Light truck","BEV100","Other","910.285211643206"
"1982","Light truck","BEV100","Total","2195.30604442175"
"1982","Light truck","BEV300","HSS/AHSS","396.430882085148"
"1982","Light truck","BEV300","Cast Iron","16.5670382382257"
"1982","Light truck","BEV300","Mild steel and other steels","693.175061613204"
"1982","Light truck","BEV300","Wrought Aluminum","51.8269402716105"
"1982","Light truck","BEV300","Cast Aluminum","176.894274781197"
"1982","Light truck","BEV300","Other","1621.14108872979"
"1982","Light truck","BEV300","Total","2956.03528571917"
"1982","Light truck","FFV","HSS/AHSS","151.717499366358"
"1982","Light truck","FFV","Cast Iron","218.210969901433"
"1982","Light truck","FFV","Mild steel and other steels","847.925939075177"
"1982","Light truck","FFV","Wrought Aluminum","19.7842728829718"
"1982","Light truck","FFV","Cast Aluminum","49.1504758381844"
"1982","Light truck","FFV","Other","442.977636590352"
"1982","Light truck","FFV","Total","1729.76679192471"
"1982","Light truck","ICEV-D","HSS/AHSS","151.717499366358"
"1982","Light truck","ICEV-D","Cast Iron","218.210969901433"
"1982","Light truck","ICEV-D","Mild steel and other steels","847.925939075177"
"1982","Light truck","ICEV-D","Wrought Aluminum","19.7842728829718"
"1982","Light truck","ICEV-D","Cast Aluminum","49.1504758381844"
"1982","Light truck","ICEV-D","Other","442.977636590352"
"1982","Light truck","ICEV-D","Total","1729.76679192471"
"1982","Light truck","CNG","HSS/AHSS","392.668133239019"
"1982","Light truck","CNG","Cast Iron","121.013264463742"
"1982","Light truck","CNG","Mild steel and other steels","742.710459779416"
"1982","Light truck","CNG","Wrought Aluminum","58.4226013560277"
"1982","Light truck","CNG","Cast Aluminum","137.164922721696"
"1982","Light truck","CNG","Other","585.018195936627"
"1982","Light truck","CNG","Total","2036.99757749653"
"1982","Light truck","HEV","HSS/AHSS","396.36316095983"
"1982","Light truck","HEV","Cast Iron","86.6726218468701"
"1982","Light truck","HEV","Mild steel and other steels","830.53115861093"
"1982","Light truck","HEV","Wrought Aluminum","51.818086893305"
"1982","Light truck","HEV","Cast Aluminum","161.07319048439"
"1982","Light truck","HEV","Other","670.78924691619"
"1982","Light truck","HEV","Total","2197.24746571152"
"1982","Light truck","PHEV20","HSS/AHSS","396.533720706894"
"1982","Light truck","PHEV20","Cast Iron","84.5569219905413"
"1982","Light truck","PHEV20","Mild steel and other steels","844.062273305508"
"1982","Light truck","PHEV20","Wrought Aluminum","51.8403846863405"
"1982","Light truck","PHEV20","Cast Aluminum","161.321130524458"
"1982","Light truck","PHEV20","Other","684.451373487208"
"1982","Light truck","PHEV20","Total","2222.76580470095"
"1982","Light truck","PHEV40","HSS/AHSS","397.432152769139"
"1982","Light truck","PHEV40","Cast Iron","91.6386722784689"
"1982","Light truck","PHEV40","Mild steel and other steels","887.920574299165"
"1982","Light truck","PHEV40","Wrought Aluminum","51.9578400071142"
"1982","Light truck","PHEV40","Cast Aluminum","189.207459372682"
"1982","Light truck","PHEV40","Other","841.230448846504"
"1982","Light truck","PHEV40","Total","2459.38714757307"
"1982","Light truck","FCV","HSS/AHSS","429.456963167862"
"1982","Light truck","FCV","Cast Iron","17.9472141349122"
"1982","Light truck","FCV","Mild steel and other steels","754.06620971285"
"1982","Light truck","FCV","Wrought Aluminum","87.4958500718528"
"1982","Light truck","FCV","Cast Aluminum","131.958976296135"
"1982","Light truck","FCV","Other","928.772034682237"
"1982","Light truck","FCV","Total","2349.69724806585"
"1983","Car","ICEV-G","HSS/AHSS","123.809829134704"
"1983","Car","ICEV-G","Cast Iron","178.072160506524"
"1983","Car","ICEV-G","Mild steel and other steels","691.265919916012"
"1983","Car","ICEV-G","Wrought Aluminum","16.3426008267725"
"1983","Car","ICEV-G","Cast Aluminum","40.600259196825"
"1983","Car","ICEV-G","Other","361.494130379188"
"1983","Car","ICEV-G","Total","1411.58489854844"
"1983","Car","BEV100","HSS/AHSS","329.672136102412"
"1983","Car","BEV100","Cast Iron","13.7771579654915"
"1983","Car","BEV100","Mild steel and other steels","575.493790445109"
"1983","Car","BEV100","Wrought Aluminum","45.3661741464988"
"1983","Car","BEV100","Cast Aluminum","131.350644849465"
"1983","Car","BEV100","Other","677.464565492958"
"1983","Car","BEV100","Total","1773.12446900193"
"1983","Car","BEV300","HSS/AHSS","330.283933228708"
"1983","Car","BEV300","Cast Iron","13.8027252632057"
"1983","Car","BEV300","Mild steel and other steels","593.074464245133"
"1983","Car","BEV300","Wrought Aluminum","45.4503637175621"
"1983","Car","BEV300","Cast Aluminum","150.619832159557"
"1983","Car","BEV300","Other","1201.78257790502"
"1983","Car","BEV300","Total","2335.01389651919"
"1983","Car","FFV","HSS/AHSS","123.809829134704"
"1983","Car","FFV","Cast Iron","178.072160506524"
"1983","Car","FFV","Mild steel and other steels","691.265919916012"
"1983","Car","FFV","Wrought Aluminum","16.3426008267725"
"1983","Car","FFV","Cast Aluminum","40.600259196825"
"1983","Car","FFV","Other","361.494130379188"
"1983","Car","FFV","Total","1411.58489854844"
"1983","Car","ICEV-D","HSS/AHSS","123.809829134704"
"1983","Car","ICEV-D","Cast Iron","178.072160506524"
"1983","Car","ICEV-D","Mild steel and other steels","691.265919916012"
"1983","Car","ICEV-D","Wrought Aluminum","16.3426008267725"
"1983","Car","ICEV-D","Cast Aluminum","40.600259196825"
"1983","Car","ICEV-D","Other","361.494130379188"
"1983","Car","ICEV-D","Total","1411.58489854844"
"1983","Car","CNG","HSS/AHSS","326.791134613074"
"1983","Car","CNG","Cast Iron","110.114404054405"
"1983","Car","CNG","Mild steel and other steels","634.90364075173"
"1983","Car","CNG","Wrought Aluminum","51.9917591014301"
"1983","Car","CNG","Cast Aluminum","126.130743315543"
"1983","Car","CNG","Other","511.06622389351"
"1983","Car","CNG","Total","1760.99790572969"
"1983","Car","HEV","HSS/AHSS","330.418600023242"
"1983","Car","HEV","Cast Iron","78.7474544626553"
"1983","Car","HEV","Mild steel and other steels","718.676349600353"
"1983","Car","HEV","Wrought Aluminum","45.4688952776546"
"1983","Car","HEV","Cast Aluminum","144.568895963767"
"1983","Car","HEV","Other","582.367611698081"
"1983","Car","HEV","Total","1900.24780702575"
"1983","Car","PHEV20","HSS/AHSS","330.550074498057"
"1983","Car","PHEV20","Cast Iron","76.46341577455"
"1983","Car","PHEV20","Mild steel and other steels","729.294317265094"
"1983","Car","PHEV20","Wrought Aluminum","45.4869872783536"
"1983","Car","PHEV20","Cast Aluminum","143.59415889208"
"1983","Car","PHEV20","Other","581.504626441672"
"1983","Car","PHEV20","Total","1906.8935801498"
"1983","Car","PHEV40","HSS/AHSS","331.338394983126"
"1983","Car","PHEV40","Cast Iron","82.2547124067843"
"1983","Car","PHEV40","Mild steel and other steels","763.512603553145"
"1983","Car","PHEV40","Wrought Aluminum","45.5954681966241"
"1983","Car","PHEV40","Cast Aluminum","164.627254917073"
"1983","Car","PHEV40","Other","652.736228467843"
"1983","Car","PHEV40","Total","2040.0646625246"
"1983","Car","FCV","HSS/AHSS","360.112368787073"
"1983","Car","FCV","Cast Iron","15.0492700073554"
"1983","Car","FCV","Mild steel and other steels","636.547647066584"
"1983","Car","FCV","Wrought Aluminum","74.0564276702233"
"1983","Car","FCV","Cast Aluminum","117.305399049141"
"1983","Car","FCV","Other","799.426543399401"
"1983","Car","FCV","Total","2002.49765597978"
"1983","Light truck","ICEV-G","HSS/AHSS","150.087250071544"
"1983","Light truck","ICEV-G","Cast Iron","215.866228646876"
"1983","Light truck","ICEV-G","Mild steel and other steels","837.980326065155"
"1983","Light truck","ICEV-G","Wrought Aluminum","19.8111574359624"
"1983","Light truck","ICEV-G","Cast Aluminum","49.2172656858577"
"1983","Light truck","ICEV-G","Other","438.217711185004"
"1983","Light truck","ICEV-G","Total","1711.17993737922"
"1983","Light truck","BEV100","HSS/AHSS","395.721208887632"
"1983","Light truck","BEV100","Cast Iron","16.5373806521717"
"1983","Light truck","BEV100","Mild steel and other steels","669.87667081952"
"1983","Light truck","BEV100","Wrought Aluminum","51.7341620400607"
"1983","Light truck","BEV100","Cast Aluminum","151.151410379155"
"1983","Light truck","BEV100","Other","910.285211643206"
"1983","Light truck","BEV100","Total","2195.30604442175"
"1983","Light truck","BEV300","HSS/AHSS","396.430882085148"
"1983","Light truck","BEV300","Cast Iron","16.5670382382257"
"1983","Light truck","BEV300","Mild steel and other steels","693.175061613204"
"1983","Light truck","BEV300","Wrought Aluminum","51.8269402716105"
"1983","Light truck","BEV300","Cast Aluminum","176.894274781197"
"1983","Light truck","BEV300","Other","1621.14108872979"
"1983","Light truck","BEV300","Total","2956.03528571917"
"1983","Light truck","FFV","HSS/AHSS","150.087250071544"
"1983","Light truck","FFV","Cast Iron","215.866228646876"
"1983","Light truck","FFV","Mild steel and other steels","837.980326065155"
"1983","Light truck","FFV","Wrought Aluminum","19.8111574359624"
"1983","Light truck","FFV","Cast Aluminum","49.2172656858577"
"1983","Light truck","FFV","Other","438.217711185004"
"1983","Light truck","FFV","Total","1711.17993737922"
"1983","Light truck","ICEV-D","HSS/AHSS","150.087250071544"
"1983","Light truck","ICEV-D","Cast Iron","215.866228646876"
"1983","Light truck","ICEV-D","Mild steel and other steels","837.980326065155"
"1983","Light truck","ICEV-D","Wrought Aluminum","19.8111574359624"
"1983","Light truck","ICEV-D","Cast Aluminum","49.2172656858577"
"1983","Light truck","ICEV-D","Other","438.217711185004"
"1983","Light truck","ICEV-D","Total","1711.17993737922"
"1983","Light truck","CNG","HSS/AHSS","392.668133239019"
"1983","Light truck","CNG","Cast Iron","121.013264463742"
"1983","Light truck","CNG","Mild steel and other steels","742.710459779416"
"1983","Light truck","CNG","Wrought Aluminum","58.4226013560277"
"1983","Light truck","CNG","Cast Aluminum","137.164922721696"
"1983","Light truck","CNG","Other","585.018195936627"
"1983","Light truck","CNG","Total","2036.99757749653"
"1983","Light truck","HEV","HSS/AHSS","396.36316095983"
"1983","Light truck","HEV","Cast Iron","86.6726218468701"
"1983","Light truck","HEV","Mild steel and other steels","830.53115861093"
"1983","Light truck","HEV","Wrought Aluminum","51.818086893305"
"1983","Light truck","HEV","Cast Aluminum","161.07319048439"
"1983","Light truck","HEV","Other","670.78924691619"
"1983","Light truck","HEV","Total","2197.24746571152"
"1983","Light truck","PHEV20","HSS/AHSS","396.533720706894"
"1983","Light truck","PHEV20","Cast Iron","84.5569219905413"
"1983","Light truck","PHEV20","Mild steel and other steels","844.062273305508"
"1983","Light truck","PHEV20","Wrought Aluminum","51.8403846863405"
"1983","Light truck","PHEV20","Cast Aluminum","161.321130524458"
"1983","Light truck","PHEV20","Other","684.451373487208"
"1983","Light truck","PHEV20","Total","2222.76580470095"
"1983","Light truck","PHEV40","HSS/AHSS","397.432152769139"
"1983","Light truck","PHEV40","Cast Iron","91.6386722784689"
"1983","Light truck","PHEV40","Mild steel and other steels","887.920574299165"
"1983","Light truck","PHEV40","Wrought Aluminum","51.9578400071142"
"1983","Light truck","PHEV40","Cast Aluminum","189.207459372682"
"1983","Light truck","PHEV40","Other","841.230448846504"
"1983","Light truck","PHEV40","Total","2459.38714757307"
"1983","Light truck","FCV","HSS/AHSS","429.456963167862"
"1983","Light truck","FCV","Cast Iron","17.9472141349122"
"1983","Light truck","FCV","Mild steel and other steels","754.06620971285"
"1983","Light truck","FCV","Wrought Aluminum","87.4958500718528"
"1983","Light truck","FCV","Cast Aluminum","131.958976296135"
"1983","Light truck","FCV","Other","928.772034682237"
"1983","Light truck","FCV","Total","2349.69724806585"
"1984","Car","ICEV-G","HSS/AHSS","123.351869800624"
"1984","Car","ICEV-G","Cast Iron","177.413490604354"
"1984","Car","ICEV-G","Mild steel and other steels","687.144155182994"
"1984","Car","ICEV-G","Wrought Aluminum","16.73126207318"
"1984","Car","ICEV-G","Cast Aluminum","41.5658183211755"
"1984","Car","ICEV-G","Other","360.157002201406"
"1984","Car","ICEV-G","Total","1406.36359677737"
"1984","Car","BEV100","HSS/AHSS","329.672136102412"
"1984","Car","BEV100","Cast Iron","13.7771579654915"
"1984","Car","BEV100","Mild steel and other steels","575.493790445109"
"1984","Car","BEV100","Wrought Aluminum","45.3661741464988"
"1984","Car","BEV100","Cast Aluminum","131.350644849465"
"1984","Car","BEV100","Other","677.464565492958"
"1984","Car","BEV100","Total","1773.12446900193"
"1984","Car","BEV300","HSS/AHSS","330.283933228708"
"1984","Car","BEV300","Cast Iron","13.8027252632057"
"1984","Car","BEV300","Mild steel and other steels","593.074464245133"
"1984","Car","BEV300","Wrought Aluminum","45.4503637175621"
"1984","Car","BEV300","Cast Aluminum","150.619832159557"
"1984","Car","BEV300","Other","1201.78257790502"
"1984","Car","BEV300","Total","2335.01389651919"
"1984","Car","FFV","HSS/AHSS","123.351869800624"
"1984","Car","FFV","Cast Iron","177.413490604354"
"1984","Car","FFV","Mild steel and other steels","687.144155182994"
"1984","Car","FFV","Wrought Aluminum","16.73126207318"
"1984","Car","FFV","Cast Aluminum","41.5658183211755"
"1984","Car","FFV","Other","360.157002201406"
"1984","Car","FFV","Total","1406.36359677737"
"1984","Car","ICEV-D","HSS/AHSS","123.351869800624"
"1984","Car","ICEV-D","Cast Iron","177.413490604354"
"1984","Car","ICEV-D","Mild steel and other steels","687.144155182994"
"1984","Car","ICEV-D","Wrought Aluminum","16.73126207318"
"1984","Car","ICEV-D","Cast Aluminum","41.5658183211755"
"1984","Car","ICEV-D","Other","360.157002201406"
"1984","Car","ICEV-D","Total","1406.36359677737"
"1984","Car","CNG","HSS/AHSS","326.791134613074"
"1984","Car","CNG","Cast Iron","110.114404054405"
"1984","Car","CNG","Mild steel and other steels","634.90364075173"
"1984","Car","CNG","Wrought Aluminum","51.9917591014301"
"1984","Car","CNG","Cast Aluminum","126.130743315543"
"1984","Car","CNG","Other","511.06622389351"
"1984","Car","CNG","Total","1760.99790572969"
"1984","Car","HEV","HSS/AHSS","330.418600023242"
"1984","Car","HEV","Cast Iron","78.7474544626553"
"1984","Car","HEV","Mild steel and other steels","718.676349600353"
"1984","Car","HEV","Wrought Aluminum","45.4688952776546"
"1984","Car","HEV","Cast Aluminum","144.568895963767"
"1984","Car","HEV","Other","582.367611698081"
"1984","Car","HEV","Total","1900.24780702575"
"1984","Car","PHEV20","HSS/AHSS","330.550074498057"
"1984","Car","PHEV20","Cast Iron","76.46341577455"
"1984","Car","PHEV20","Mild steel and other steels","729.294317265094"
"1984","Car","PHEV20","Wrought Aluminum","45.4869872783536"
"1984","Car","PHEV20","Cast Aluminum","143.59415889208"
"1984","Car","PHEV20","Other","581.504626441672"
"1984","Car","PHEV20","Total","1906.8935801498"
"1984","Car","PHEV40","HSS/AHSS","331.338394983126"
"1984","Car","PHEV40","Cast Iron","82.2547124067843"
"1984","Car","PHEV40","Mild steel and other steels","763.512603553145"
"1984","Car","PHEV40","Wrought Aluminum","45.5954681966241"
"1984","Car","PHEV40","Cast Aluminum","164.627254917073"
"1984","Car","PHEV40","Other","652.736228467843"
"1984","Car","PHEV40","Total","2040.0646625246"
"1984","Car","FCV","HSS/AHSS","360.112368787073"
"1984","Car","FCV","Cast Iron","15.0492700073554"
"1984","Car","FCV","Mild steel and other steels","636.547647066584"
"1984","Car","FCV","Wrought Aluminum","74.0564276702233"
"1984","Car","FCV","Cast Aluminum","117.305399049141"
"1984","Car","FCV","Other","799.426543399401"
"1984","Car","FCV","Total","2002.49765597978"
"1984","Light truck","ICEV-G","HSS/AHSS","150.664403755803"
"1984","Light truck","ICEV-G","Cast Iron","216.696332397269"
"1984","Light truck","ICEV-G","Mild steel and other steels","839.291407598971"
"1984","Light truck","ICEV-G","Wrought Aluminum","20.4358930951932"
"1984","Light truck","ICEV-G","Cast Aluminum","50.7693093270828"
"1984","Light truck","ICEV-G","Other","439.902857434251"
"1984","Light truck","ICEV-G","Total","1717.76020189081"
"1984","Light truck","BEV100","HSS/AHSS","395.721208887632"
"1984","Light truck","BEV100","Cast Iron","16.5373806521717"
"1984","Light truck","BEV100","Mild steel and other steels","669.87667081952"
"1984","Light truck","BEV100","Wrought Aluminum","51.7341620400607"
"1984","Light truck","BEV100","Cast Aluminum","151.151410379155"
"1984","Light truck","BEV100","Other","910.285211643206"
"1984","Light truck","BEV100","Total","2195.30604442175"
"1984","Light truck","BEV300","HSS/AHSS","396.430882085148"
"1984","Light truck","BEV300","Cast Iron","16.5670382382257"
"1984","Light truck","BEV300","Mild steel and other steels","693.175061613204"
"1984","Light truck","BEV300","Wrought Aluminum","51.8269402716105"
"1984","Light truck","BEV300","Cast Aluminum","176.894274781197"
"1984","Light truck","BEV300","Other","1621.14108872979"
"1984","Light truck","BEV300","Total","2956.03528571917"
"1984","Light truck","FFV","HSS/AHSS","150.664403755803"
"1984","Light truck","FFV","Cast Iron","216.696332397269"
"1984","Light truck","FFV","Mild steel and other steels","839.291407598971"
