"Technology","Size","Year","Data_type","Value","Unit"
"FFV","Car",1996,"stock",9509,"vehicle"
"HEV","Car",1996,"stock",0,"vehicle"
"ICEV-D","Car",1996,"stock",1061082,"vehicle"
"ICEV-G","Car",1996,"stock",122776471,"vehicle"
"PHEV20","Car",1996,"stock",0,"vehicle"
"PHEV40","Car",1996,"stock",0,"vehicle"
"BEV100","Light truck",1996,"stock",0,"vehicle"
"BEV300","Light truck",1996,"stock",0,"vehicle"
"CNG","Light truck",1996,"stock",3295,"vehicle"
"FCV","Light truck",1996,"stock",0,"vehicle"
"FFV","Light truck",1996,"stock",124186,"vehicle"
"HEV","Light truck",1996,"stock",0,"vehicle"
"ICEV-D","Light truck",1996,"stock",2052962,"vehicle"
"ICEV-G","Light truck",1996,"stock",82148862,"vehicle"
"PHEV20","Light truck",1996,"stock",0,"vehicle"
"PHEV40","Light truck",1996,"stock",0,"vehicle"
"BEV100","Car",1997,"stock",0,"vehicle"
"BEV300","Car",1997,"stock",0,"vehicle"
"CNG","Car",1997,"stock",0,"vehicle"
"FCV","Car",1997,"stock",0,"vehicle"
"FFV","Car",1997,"stock",24547,"vehicle"
"HEV","Car",1997,"stock",0,"vehicle"
"ICEV-D","Car",1997,"stock",901431,"vehicle"
"ICEV-G","Car",1997,"stock",122848706,"vehicle"
"PHEV20","Car",1997,"stock",0,"vehicle"
"PHEV40","Car",1997,"stock",0,"vehicle"
"BEV100","Light truck",1997,"stock",0,"vehicle"
"BEV300","Light truck",1997,"stock",0,"vehicle"
"CNG","Light truck",1997,"stock",3636,"vehicle"
"FCV","Light truck",1997,"stock",0,"vehicle"
"FFV","Light truck",1997,"stock",250509,"vehicle"
"HEV","Light truck",1997,"stock",0,"vehicle"
"ICEV-D","Light truck",1997,"stock",2133724,"vehicle"
"ICEV-G","Light truck",1997,"stock",83271221,"vehicle"
"PHEV20","Light truck",1997,"stock",0,"vehicle"
"PHEV40","Light truck",1997,"stock",0,"vehicle"
"BEV100","Car",1998,"stock",773,"vehicle"
"BEV300","Car",1998,"stock",0,"vehicle"
"CNG","Car",1998,"stock",1031,"vehicle"
"FCV","Car",1998,"stock",0,"vehicle"
"FFV","Car",1998,"stock",67060,"vehicle"
"HEV","Car",1998,"stock",0,"vehicle"
"ICEV-D","Car",1998,"stock",763436,"vehicle"
"ICEV-G","Car",1998,"stock",124938118,"vehicle"
"PHEV20","Car",1998,"stock",0,"vehicle"
"PHEV40","Car",1998,"stock",0,"vehicle"
"BEV100","Light truck",1998,"stock",698,"vehicle"
"BEV300","Light truck",1998,"stock",0,"vehicle"
"CNG","Light truck",1998,"stock",16564,"vehicle"
"FCV","Light truck",1998,"stock",0,"vehicle"
"FFV","Light truck",1998,"stock",455176,"vehicle"
"HEV","Light truck",1998,"stock",0,"vehicle"
"ICEV-D","Light truck",1998,"stock",2234764,"vehicle"
"ICEV-G","Light truck",1998,"stock",84301131,"vehicle"
"PHEV20","Light truck",1998,"stock",0,"vehicle"
"PHEV40","Light truck",1998,"stock",0,"vehicle"
"BEV100","Car",1999,"stock",1321,"vehicle"
"BEV300","Car",1999,"stock",0,"vehicle"
"CNG","Car",1999,"stock",1636,"vehicle"
"FCV","Car",1999,"stock",0,"vehicle"
"FFV","Car",1999,"stock",133538,"vehicle"
"HEV","Car",1999,"stock",16,"vehicle"
"ICEV-D","Car",1999,"stock",652115,"vehicle"
"ICEV-G","Car",1999,"stock",125232787,"vehicle"
"PHEV20","Car",1999,"stock",0,"vehicle"
"PHEV40","Car",1999,"stock",0,"vehicle"
"BEV100","Light truck",1999,"stock",1593,"vehicle"
"BEV300","Light truck",1999,"stock",0,"vehicle"
"CNG","Light truck",1999,"stock",42265,"vehicle"
"FCV","Light truck",1999,"stock",0,"vehicle"
"FFV","Light truck",1999,"stock",851210,"vehicle"
"HEV","Light truck",1999,"stock",0,"vehicle"
"ICEV-D","Light truck",1999,"stock",2371952,"vehicle"
"ICEV-G","Light truck",1999,"stock",88652423,"vehicle"
"PHEV20","Light truck",1999,"stock",0,"vehicle"
"PHEV40","Light truck",1999,"stock",0,"vehicle"
"BEV100","Car",2000,"stock",1793,"vehicle"
"BEV300","Car",2000,"stock",0,"vehicle"
"CNG","Car",2000,"stock",51390,"vehicle"
"FCV","Car",2000,"stock",0,"vehicle"
"FFV","Car",2000,"stock",204636,"vehicle"
"HEV","Car",2000,"stock",8902,"vehicle"
"ICEV-D","Car",2000,"stock",538143,"vehicle"
"ICEV-G","Car",2000,"stock",126068417,"vehicle"
"PHEV20","Car",2000,"stock",0,"vehicle"
"PHEV40","Car",2000,"stock",0,"vehicle"
"BEV100","Light truck",2000,"stock",3389,"vehicle"
"BEV300","Light truck",2000,"stock",0,"vehicle"
"CNG","Light truck",2000,"stock",134464,"vehicle"
"FCV","Light truck",2000,"stock",0,"vehicle"
"FFV","Light truck",2000,"stock",1283813,"vehicle"
"HEV","Light truck",2000,"stock",0,"vehicle"
"ICEV-D","Light truck",2000,"stock",3686833,"vehicle"
"ICEV-G","Light truck",2000,"stock",89787798,"vehicle"
"PHEV20","Light truck",2000,"stock",0,"vehicle"
"PHEV40","Light truck",2000,"stock",0,"vehicle"
"BEV100","Car",2001,"stock",4226,"vehicle"
"BEV300","Car",2001,"stock",0,"vehicle"
"CNG","Car",2001,"stock",101566,"vehicle"
"FCV","Car",2001,"stock",0,"vehicle"
"FFV","Car",2001,"stock",277329,"vehicle"
"HEV","Car",2001,"stock",28123,"vehicle"
"ICEV-D","Car",2001,"stock",493665,"vehicle"
"ICEV-G","Car",2001,"stock",129205161,"vehicle"
"PHEV20","Car",2001,"stock",0,"vehicle"
"PHEV40","Car",2001,"stock",0,"vehicle"
"BEV100","Light truck",2001,"stock",8157,"vehicle"
"BEV300","Light truck",2001,"stock",0,"vehicle"
"CNG","Light truck",2001,"stock",259520,"vehicle"
"FCV","Light truck",2001,"stock",0,"vehicle"
"FFV","Light truck",2001,"stock",1505541,"vehicle"
"HEV","Light truck",2001,"stock",0,"vehicle"
"ICEV-D","Light truck",2001,"stock",4083181,"vehicle"
"ICEV-G","Light truck",2001,"stock",95324008,"vehicle"
"PHEV20","Light truck",2001,"stock",0,"vehicle"
"PHEV40","Light truck",2001,"stock",0,"vehicle"
"BEV100","Car",2002,"stock",8022,"vehicle"
"BEV300","Car",2002,"stock",0,"vehicle"
"CNG","Car",2002,"stock",140891,"vehicle"
"FCV","Car",2002,"stock",0,"vehicle"
"FFV","Car",2002,"stock",351915,"vehicle"
"HEV","Car",2002,"stock",62234,"vehicle"
"ICEV-D","Car",2002,"stock",433069,"vehicle"
"ICEV-G","Car",2002,"stock",127353933,"vehicle"
"PHEV20","Car",2002,"stock",0,"vehicle"
"PHEV40","Car",2002,"stock",0,"vehicle"
"BEV100","Light truck",2002,"stock",19428,"vehicle"
"BEV300","Light truck",2002,"stock",0,"vehicle"
"CNG","Light truck",2002,"stock",383586,"vehicle"
"FCV","Light truck",2002,"stock",0,"vehicle"
"FFV","Light truck",2002,"stock",1792164,"vehicle"
"HEV","Light truck",2002,"stock",0,"vehicle"
"ICEV-D","Light truck",2002,"stock",4268510,"vehicle"
"ICEV-G","Light truck",2002,"stock",95735618,"vehicle"
"PHEV20","Light truck",2002,"stock",0,"vehicle"
"PHEV40","Light truck",2002,"stock",0,"vehicle"
"BEV100","Car",2003,"stock",13756,"vehicle"
"BEV300","Car",2003,"stock",0,"vehicle"
"CNG","Car",2003,"stock",152527,"vehicle"
"FCV","Car",2003,"stock",3,"vehicle"
"FFV","Car",2003,"stock",422216,"vehicle"
"HEV","Car",2003,"stock",107144,"vehicle"
"ICEV-D","Car",2003,"stock",442920,"vehicle"
"ICEV-G","Car",2003,"stock",126816339,"vehicle"
"PHEV20","Car",2003,"stock",0,"vehicle"
"PHEV40","Car",2003,"stock",0,"vehicle"
"BEV100","Light truck",2003,"stock",30699,"vehicle"
"BEV300","Light truck",2003,"stock",0,"vehicle"
"CNG","Light truck",2003,"stock",507653,"vehicle"
"FCV","Light truck",2003,"stock",0,"vehicle"
"FFV","Light truck",2003,"stock",2137561,"vehicle"
"HEV","Light truck",2003,"stock",0,"vehicle"
"ICEV-D","Light truck",2003,"stock",4605132,"vehicle"
"ICEV-G","Light truck",2003,"stock",97378405,"vehicle"
"PHEV20","Light truck",2003,"stock",0,"vehicle"
"PHEV40","Light truck",2003,"stock",0,"vehicle"
"BEV100","Car",2004,"stock",12654,"vehicle"
"BEV300","Car",2004,"stock",0,"vehicle"
"CNG","Car",2004,"stock",145623,"vehicle"
"FCV","Car",2004,"stock",7,"vehicle"
"FFV","Car",2004,"stock",505119,"vehicle"
"HEV","Car",2004,"stock",186296,"vehicle"
"ICEV-D","Car",2004,"stock",484499,"vehicle"
"ICEV-G","Car",2004,"stock",127288345,"vehicle"
"PHEV20","Car",2004,"stock",0,"vehicle"
"PHEV40","Car",2004,"stock",0,"vehicle"
"BEV100","Light truck",2004,"stock",18872,"vehicle"
"BEV300","Light truck",2004,"stock",0,"vehicle"
"CNG","Light truck",2004,"stock",645959,"vehicle"
"FCV","Light truck",2004,"stock",0,"vehicle"
"FFV","Light truck",2004,"stock",3662287,"vehicle"
"HEV","Light truck",2004,"stock",3650,"vehicle"
"ICEV-D","Light truck",2004,"stock",5161028,"vehicle"
"ICEV-G","Light truck",2004,"stock",100757567,"vehicle"
"PHEV20","Light truck",2004,"stock",0,"vehicle"
"PHEV40","Light truck",2004,"stock",0,"vehicle"
"BEV100","Car",2005,"stock",14555,"vehicle"
"BEV300","Car",2005,"stock",0,"vehicle"
"CNG","Car",2005,"stock",100084,"vehicle"
"FCV","Car",2005,"stock",0,"vehicle"
"FFV","Car",2005,"stock",605890,"vehicle"
"HEV","Car",2005,"stock",379270,"vehicle"
"ICEV-D","Car",2005,"stock",488739,"vehicle"
"ICEV-G","Car",2005,"stock",126998091,"vehicle"
"PHEV20","Car",2005,"stock",0,"vehicle"
"PHEV40","Car",2005,"stock",0,"vehicle"
"BEV100","Light truck",2005,"stock",22817,"vehicle"
"BEV300","Light truck",2005,"stock",0,"vehicle"
"CNG","Light truck",2005,"stock",716900,"vehicle"
"FCV","Light truck",2005,"stock",0,"vehicle"
"FFV","Light truck",2005,"stock",4146117,"vehicle"
"HEV","Light truck",2005,"stock",70279,"vehicle"
"ICEV-D","Light truck",2005,"stock",5487712,"vehicle"
"ICEV-G","Light truck",2005,"stock",104411455,"vehicle"
"PHEV20","Light truck",2005,"stock",0,"vehicle"
"PHEV40","Light truck",2005,"stock",0,"vehicle"
"BEV100","Car",2006,"stock",14542,"vehicle"
"BEV300","Car",2006,"stock",0,"vehicle"
"CNG","Car",2006,"stock",99996,"vehicle"
"FCV","Car",2006,"stock",0,"vehicle"
"FFV","Car",2006,"stock",737225,"vehicle"
"HEV","Car",2006,"stock",614713,"vehicle"
"ICEV-D","Car",2006,"stock",493897,"vehicle"
"ICEV-G","Car",2006,"stock",125427519,"vehicle"
"PHEV20","Car",2006,"stock",0,"vehicle"
"PHEV40","Car",2006,"stock",0,"vehicle"
"BEV100","Light truck",2006,"stock",17652,"vehicle"
"BEV300","Light truck",2006,"stock",0,"vehicle"
"CNG","Light truck",2006,"stock",765080,"vehicle"
"FCV","Light truck",2006,"stock",0,"vehicle"
"FFV","Light truck",2006,"stock",5003678,"vehicle"
"HEV","Light truck",2006,"stock",160782,"vehicle"
"ICEV-D","Light truck",2006,"stock",5526333,"vehicle"
"ICEV-G","Light truck",2006,"stock",104009968,"vehicle"
"PHEV20","Light truck",2006,"stock",0,"vehicle"
"PHEV40","Light truck",2006,"stock",0,"vehicle"
"BEV100","Car",2007,"stock",24932,"vehicle"
"CNG","Car",2007,"stock",42978,"vehicle"
"FCV","Car",2007,"stock",0,"vehicle"
"FFV","Car",2007,"stock",934055,"vehicle"
"HEV","Car",2007,"stock",678000,"vehicle"
"ICEV-D","Car",2007,"stock",477755,"vehicle"
"ICEV-G","Car",2007,"stock",124535596,"vehicle"
"PHEV20","Car",2007,"stock",0,"vehicle"
"PHEV40","Car",2007,"stock",0,"vehicle"
"BEV100","Light truck",2007,"stock",1896,"vehicle"
"CNG","Light truck",2007,"stock",192992,"vehicle"
"FCV","Light truck",2007,"stock",0,"vehicle"
"FFV","Light truck",2007,"stock",6158402,"vehicle"
"HEV","Light truck",2007,"stock",200576,"vehicle"
"ICEV-D","Light truck",2007,"stock",3486779,"vehicle"
"ICEV-G","Light truck",2007,"stock",106835068,"vehicle"
"PHEV20","Light truck",2007,"stock",0,"vehicle"
"PHEV40","Light truck",2007,"stock",0,"vehicle"
"BEV100","Car",2008,"stock",23832,"vehicle"
"CNG","Car",2008,"stock",43263,"vehicle"
"FCV","Car",2008,"stock",0,"vehicle"
"FFV","Car",2008,"stock",1303499,"vehicle"
"HEV","Car",2008,"stock",910566,"vehicle"
"ICEV-D","Car",2008,"stock",451827,"vehicle"
"ICEV-G","Car",2008,"stock",122952558,"vehicle"
"PHEV20","Car",2008,"stock",0,"vehicle"
"PHEV40","Car",2008,"stock",0,"vehicle"
"BEV100","Light truck",2008,"stock",1730,"vehicle"
"CNG","Light truck",2008,"stock",184153,"vehicle"
"FCV","Light truck",2008,"stock",0,"vehicle"
"FFV","Light truck",2008,"stock",7045941,"vehicle"
"HEV","Light truck",2008,"stock",278469,"vehicle"
"ICEV-D","Light truck",2008,"stock",3324966,"vehicle"
"ICEV-G","Light truck",2008,"stock",107975268,"vehicle"
"PHEV20","Light truck",2008,"stock",0,"vehicle"
"PHEV40","Light truck",2008,"stock",0,"vehicle"
"BEV100","Car",2009,"stock",8524,"vehicle"
"BEV300","Car",2009,"stock",0,"vehicle"
"CNG","Car",2009,"stock",126580,"vehicle"
"FCV","Car",2009,"stock",0,"vehicle"
"FFV","Car",2009,"stock",1608330,"vehicle"
"HEV","Car",2009,"stock",1240361,"vehicle"
"ICEV-D","Car",2009,"stock",577574,"vehicle"
"ICEV-G","Car",2009,"stock",120257184,"vehicle"
"PHEV20","Car",2009,"stock",0,"vehicle"
"PHEV40","Car",2009,"stock",0,"vehicle"
"BEV100","Light truck",2009,"stock",13854,"vehicle"
"BEV300","Light truck",2009,"stock",0,"vehicle"
"CNG","Light truck",2009,"stock",792359,"vehicle"
"FCV","Light truck",2009,"stock",0,"vehicle"
"FFV","Light truck",2009,"stock",7505269,"vehicle"
"HEV","Light truck",2009,"stock",390190,"vehicle"
"ICEV-D","Light truck",2009,"stock",86135,"vehicle"
"ICEV-G","Light truck",2009,"stock",107288891,"vehicle"
"PHEV20","Light truck",2009,"stock",0,"vehicle"
"PHEV40","Light truck",2009,"stock",0,"vehicle"
"BEV100","Car",2010,"stock",8961,"vehicle"
"BEV300","Car",2010,"stock",0,"vehicle"
"CNG","Car",2010,"stock",128451,"vehicle"
"FCV","Car",2010,"stock",0,"vehicle"
"FFV","Car",2010,"stock",1752771,"vehicle"
"HEV","Car",2010,"stock",1436101,"vehicle"
"ICEV-D","Car",2010,"stock",658706,"vehicle"
"ICEV-G","Car",2010,"stock",117830269,"vehicle"
"PHEV20","Car",2010,"stock",0,"vehicle"
"PHEV40","Car",2010,"stock",0,"vehicle"
"BEV100","Light truck",2010,"stock",14642,"vehicle"
"BEV300","Light truck",2010,"stock",0,"vehicle"
"CNG","Light truck",2010,"stock",789309,"vehicle"
"FCV","Light truck",2010,"stock",0,"vehicle"
"FFV","Light truck",2010,"stock",8169892,"vehicle"
"HEV","Light truck",2010,"stock",437809,"vehicle"
"ICEV-D","Light truck",2010,"stock",105557,"vehicle"
"ICEV-G","Light truck",2010,"stock",106322848,"vehicle"
"PHEV20","Light truck",2010,"stock",0,"vehicle"
"PHEV40","Light truck",2010,"stock",0,"vehicle"
"BEV100","Car",2011,"stock",18126,"vehicle"
"BEV300","Car",2011,"stock",0,"vehicle"
"CNG","Car",2011,"stock",134056,"vehicle"
"FCV","Car",2011,"stock",0,"vehicle"
"FFV","Car",2011,"stock",2119920,"vehicle"
"HEV","Car",2011,"stock",1623299,"vehicle"
"ICEV-D","Car",2011,"stock",711820,"vehicle"
"ICEV-G","Car",2011,"stock",116483263,"vehicle"
"PHEV20","Car",2011,"stock",0,"vehicle"
"PHEV40","Car",2011,"stock",7740,"vehicle"
"BEV100","Light truck",2011,"stock",14794,"vehicle"
"BEV300","Light truck",2011,"stock",0,"vehicle"
"CNG","Light truck",2011,"stock",794824,"vehicle"
"FCV","Light truck",2011,"stock",0,"vehicle"
"FFV","Light truck",2011,"stock",9364066,"vehicle"
"HEV","Light truck",2011,"stock",462806,"vehicle"
"ICEV-D","Light truck",2011,"stock",145905,"vehicle"
"ICEV-G","Light truck",2011,"stock",105224882,"vehicle"
"PHEV20","Light truck",2011,"stock",0,"vehicle"
"PHEV40","Light truck",2011,"stock",0,"vehicle"
"BEV100","Car",2012,"stock",35777,"vehicle"
"BEV300","Car",2012,"stock",0,"vehicle"
"CNG","Car",2012,"stock",139635,"vehicle"
"FCV","Car",2012,"stock",0,"vehicle"
"FFV","Car",2012,"stock",2236107,"vehicle"
"HEV","Car",2012,"stock",1956377,"vehicle"
"ICEV-D","Car",2012,"stock",889807,"vehicle"
"ICEV-G","Car",2012,"stock",115231745,"vehicle"
"PHEV20","Car",2012,"stock",16717,"vehicle"
"PHEV40","Car",2012,"stock",36304,"vehicle"
"BEV100","Light truck",2012,"stock",15488,"vehicle"
"BEV300","Light truck",2012,"stock",0,"vehicle"
"CNG","Light truck",2012,"stock",800177,"vehicle"
"FCV","Light truck",2012,"stock",0,"vehicle"
"FFV","Light truck",2012,"stock",9980577,"vehicle"
"HEV","Light truck",2012,"stock",483438,"vehicle"
"ICEV-D","Light truck",2012,"stock",192942,"vehicle"
"ICEV-G","Light truck",2012,"stock",104991972,"vehicle"
"PHEV20","Light truck",2012,"stock",0,"vehicle"
"PHEV40","Light truck",2012,"stock",0,"vehicle"
"BEV100","Car",2013,"stock",55571,"vehicle"
"BEV300","Car",2013,"stock",16,"vehicle"
"CNG","Car",2013,"stock",148004,"vehicle"
"FCV","Car",2013,"stock",0,"vehicle"
"FFV","Car",2013,"stock",2505484,"vehicle"
"HEV","Car",2013,"stock",2285608,"vehicle"
"ICEV-D","Car",2013,"stock",1048372,"vehicle"
"ICEV-G","Car",2013,"stock",114227868,"vehicle"
"PHEV20","Car",2013,"stock",35036,"vehicle"
"PHEV40","Car",2013,"stock",67041,"vehicle"
"BEV100","Light truck",2013,"stock",16352,"vehicle"
"BEV300","Light truck",2013,"stock",0,"vehicle"
"CNG","Light truck",2013,"stock",817962,"vehicle"
"FCV","Light truck",2013,"stock",0,"vehicle"
"FFV","Light truck",2013,"stock",11310346,"vehicle"
"HEV","Light truck",2013,"stock",500367,"vehicle"
"ICEV-D","Light truck",2013,"stock",227766,"vehicle"
"ICEV-G","Light truck",2013,"stock",104712327,"vehicle"
"PHEV20","Light truck",2013,"stock",0,"vehicle"
"PHEV40","Light truck",2013,"stock",0,"vehicle"
"BEV100","Car",2014,"stock",106784,"vehicle"
"BEV300","Car",2014,"stock",45578,"vehicle"
"CNG","Car",2014,"stock",109032,"vehicle"
"FCV","Car",2014,"stock",123,"vehicle"
"FFV","Car",2014,"stock",3323921,"vehicle"
"HEV","Car",2014,"stock",2865110,"vehicle"
"ICEV-D","Car",2014,"stock",799793,"vehicle"
"ICEV-G","Car",2014,"stock",112976730,"vehicle"
"PHEV20","Car",2014,"stock",77828,"vehicle"
"PHEV40","Car",2014,"stock",68106,"vehicle"
"BEV100","Light truck",2014,"stock",4165,"vehicle"
"BEV300","Light truck",2014,"stock",0,"vehicle"
"CNG","Light truck",2014,"stock",151269,"vehicle"
"FCV","Light truck",2014,"stock",0,"vehicle"
"FFV","Light truck",2014,"stock",13607767,"vehicle"
"HEV","Light truck",2014,"stock",420261,"vehicle"
"ICEV-D","Light truck",2014,"stock",290173,"vehicle"
"ICEV-G","Light truck",2014,"stock",103111488,"vehicle"
"PHEV20","Light truck",2014,"stock",0,"vehicle"
"PHEV40","Light truck",2014,"stock",0,"vehicle"
"BEV100","Car",2015,"stock",187508,"vehicle"
"BEV300","Car",2015,"stock",90334,"vehicle"
"CNG","Car",2015,"stock",121040,"vehicle"
"FCV","Car",2015,"stock",1734,"vehicle"
"FFV","Car",2015,"stock",3518017,"vehicle"
"HEV","Car",2015,"stock",3168993,"vehicle"
"ICEV-D","Car",2015,"stock",929748,"vehicle"
"ICEV-G","Car",2015,"stock",112544098,"vehicle"
"PHEV20","Car",2015,"stock",124255,"vehicle"
"PHEV40","Car",2015,"stock",104797,"vehicle"
"BEV100","Light truck",2015,"stock",11164,"vehicle"
"BEV300","Light truck",2015,"stock",4839,"vehicle"
"CNG","Light truck",2015,"stock",192714,"vehicle"
"FCV","Light truck",2015,"stock",1613,"vehicle"
"FFV","Light truck",2015,"stock",14841883,"vehicle"
"HEV","Light truck",2015,"stock",426202,"vehicle"
"ICEV-D","Light truck",2015,"stock",330187,"vehicle"
"ICEV-G","Light truck",2015,"stock",103258759,"vehicle"
"PHEV20","Light truck",2015,"stock",10920,"vehicle"
"PHEV40","Light truck",2015,"stock",8677,"vehicle"
"BEV100","Car",2016,"stock",194216,"vehicle"
"BEV300","Car",2016,"stock",78121,"vehicle"
"CNG","Car",2016,"stock",107096,"vehicle"
"FCV","Car",2016,"stock",3104,"vehicle"
"FFV","Car",2016,"stock",4376109,"vehicle"
"HEV","Car",2016,"stock",3573920,"vehicle"
"ICEV-D","Car",2016,"stock",856466,"vehicle"
"ICEV-G","Car",2016,"stock",114517975,"vehicle"
"PHEV20","Car",2016,"stock",147764,"vehicle"
"PHEV40","Car",2016,"stock",127634,"vehicle"
"BEV100","Light truck",2016,"stock",12406,"vehicle"
"BEV300","Light truck",2016,"stock",9853,"vehicle"
"CNG","Light truck",2016,"stock",182727,"vehicle"
"FCV","Light truck",2016,"stock",2986,"vehicle"
"FFV","Light truck",2016,"stock",15415095,"vehicle"
"HEV","Light truck",2016,"stock",493445,"vehicle"
"ICEV-D","Light truck",2016,"stock",315879,"vehicle"
"ICEV-G","Light truck",2016,"stock",100404839,"vehicle"
"PHEV20","Light truck",2016,"stock",26617,"vehicle"
"PHEV40","Light truck",2016,"stock",13734,"vehicle"
"BEV100","Car",2017,"stock",195882,"vehicle"
"BEV300","Car",2017,"stock",165452,"vehicle"
"CNG","Car",2017,"stock",91497,"vehicle"
"FCV","Car",2017,"stock",2820,"vehicle"
"FFV","Car",2017,"stock",4813383,"vehicle"
"HEV","Car",2017,"stock",3706463,"vehicle"
"ICEV-D","Car",2017,"stock",803633,"vehicle"
"ICEV-G","Car",2017,"stock",122711388,"vehicle"
"PHEV20","Car",2017,"stock",166916,"vehicle"
"PHEV40","Car",2017,"stock",157999,"vehicle"
"BEV100","Light truck",2017,"stock",4057,"vehicle"
"BEV300","Light truck",2017,"stock",3786,"vehicle"
"CNG","Light truck",2017,"stock",155169,"vehicle"
"FCV","Light truck",2017,"stock",1352,"vehicle"
"FFV","Light truck",2017,"stock",14630130,"vehicle"
"HEV","Light truck",2017,"stock",506487,"vehicle"
"ICEV-D","Light truck",2017,"stock",429247,"vehicle"
"ICEV-G","Light truck",2017,"stock",105139511,"vehicle"
"PHEV20","Light truck",2017,"stock",25121,"vehicle"
"PHEV40","Light truck",2017,"stock",7578,"vehicle"
"BEV100","Car",2018,"stock",208961,"vehicle"
"BEV300","Car",2018,"stock",345821,"vehicle"
"CNG","Car",2018,"stock",84881,"vehicle"
"FCV","Car",2018,"stock",5543,"vehicle"
"FFV","Car",2018,"stock",4927487,"vehicle"
"HEV","Car",2018,"stock",4135645,"vehicle"
"ICEV-D","Car",2018,"stock",777678,"vehicle"
"ICEV-G","Car",2018,"stock",123135612,"vehicle"
"PHEV20","Car",2018,"stock",194989,"vehicle"
"PHEV40","Car",2018,"stock",264722,"vehicle"
"BEV100","Light truck",2018,"stock",9334,"vehicle"
"BEV300","Light truck",2018,"stock",9352,"vehicle"
"CNG","Light truck",2018,"stock",144797,"vehicle"
"FCV","Light truck",2018,"stock",3896,"vehicle"
"FFV","Light truck",2018,"stock",14801981,"vehicle"
"HEV","Light truck",2018,"stock",539762,"vehicle"
"ICEV-D","Light truck",2018,"stock",494202,"vehicle"
"ICEV-G","Light truck",2018,"stock",105253494,"vehicle"
"PHEV20","Light truck",2018,"stock",49594,"vehicle"
"PHEV40","Light truck",2018,"stock",22682,"vehicle"
"BEV100","Car",2019,"stock",192992,"vehicle"
"BEV300","Car",2019,"stock",611609,"vehicle"
"CNG","Car",2019,"stock",77866,"vehicle"
"FCV","Car",2019,"stock",6446,"vehicle"
"FFV","Car",2019,"stock",4943338,"vehicle"
"HEV","Car",2019,"stock",3811605,"vehicle"
"ICEV-D","Car",2019,"stock",749025,"vehicle"
"ICEV-G","Car",2019,"stock",122923538,"vehicle"
"PHEV20","Car",2019,"stock",280129,"vehicle"
"PHEV40","Car",2019,"stock",298844,"vehicle"
"BEV100","Light truck",2019,"stock",176,"vehicle"
"BEV300","Light truck",2019,"stock",68076,"vehicle"
"CNG","Light truck",2019,"stock",133752,"vehicle"
"FCV","Light truck",2019,"stock",0,"vehicle"
"FFV","Light truck",2019,"stock",15253917,"vehicle"
"HEV","Light truck",2019,"stock",881180,"vehicle"
"ICEV-D","Light truck",2019,"stock",543859,"vehicle"
"ICEV-G","Light truck",2019,"stock",106130341,"vehicle"
"PHEV20","Light truck",2019,"stock",29146,"vehicle"
"PHEV40","Light truck",2019,"stock",33293,"vehicle"
"BEV100","Car",2020,"stock",208812,"vehicle"
"BEV300","Car",2020,"stock",575824,"vehicle"
"CNG","Car",2020,"stock",61177,"vehicle"
"FCV","Car",2020,"stock",7635,"vehicle"
"FFV","Car",2020,"stock",4821700,"vehicle"
"HEV","Car",2020,"stock",3827562,"vehicle"
"ICEV-D","Car",2020,"stock",551325,"vehicle"
"ICEV-G","Car",2020,"stock",119595665,"vehicle"
"PHEV20","Car",2020,"stock",331304,"vehicle"
"PHEV40","Car",2020,"stock",177029,"vehicle"
"BEV100","Light truck",2020,"stock",668,"vehicle"
"BEV300","Light truck",2020,"stock",96450,"vehicle"
"CNG","Light truck",2020,"stock",118747,"vehicle"
"FCV","Light truck",2020,"stock",5,"vehicle"
"FFV","Light truck",2020,"stock",15778391,"vehicle"
"HEV","Light truck",2020,"stock",958276,"vehicle"
"ICEV-D","Light truck",2020,"stock",536533,"vehicle"
"ICEV-G","Light truck",2020,"stock",109668213,"vehicle"
"PHEV20","Light truck",2020,"stock",56162,"vehicle"
"PHEV40","Light truck",2020,"stock",46153,"vehicle"
