"Year","Source","Region","Aeo_year","Aeo_case","Mix"
2020,"Coal","BASN",2021,"HOP",0.335197407385945
2021,"Coal","BASN",2021,"HOP",0.338635586931166
2022,"Coal","BASN",2021,"HOP",0.332034710090866
2023,"Coal","BASN",2021,"HOP",0.331587229138175
2024,"Coal","BASN",2021,"HOP",0.277735087216623
2025,"Coal","BASN",2021,"HOP",0.268744297988635
2026,"Coal","BASN",2021,"HOP",0.260836408411816
2027,"Coal","BASN",2021,"HOP",0.254327401581687
2028,"Coal","BASN",2021,"HOP",0.252404103803572
2029,"Coal","BASN",2021,"HOP",0.229025626927713
2030,"Coal","BASN",2021,"HOP",0.223925624099911
2031,"Coal","BASN",2021,"HOP",0.198871087709649
2032,"Coal","BASN",2021,"HOP",0.195431392313536
2033,"Coal","BASN",2021,"HOP",0.195014021248579
2034,"Coal","BASN",2021,"HOP",0.196122910297922
2035,"Coal","BASN",2021,"HOP",0.195566635612686
2036,"Coal","BASN",2021,"HOP",0.192337227239305
2037,"Coal","BASN",2021,"HOP",0.193554890907302
2038,"Coal","BASN",2021,"HOP",0.147488293947254
2039,"Coal","BASN",2021,"HOP",0.147950522632917
2040,"Coal","BASN",2021,"HOP",0.145981762424067
2041,"Coal","BASN",2021,"HOP",0.144087572696999
2042,"Coal","BASN",2021,"HOP",0.141912052274941
2043,"Coal","BASN",2021,"HOP",0.139105684017611
2044,"Coal","BASN",2021,"HOP",0.132125331568409
2045,"Coal","BASN",2021,"HOP",0.134110656613231
2046,"Coal","BASN",2021,"HOP",0.131539020329418
2047,"Coal","BASN",2021,"HOP",0.127475141460142
2048,"Coal","BASN",2021,"HOP",0.125628231794966
2049,"Coal","BASN",2021,"HOP",0.126000015356269
2050,"Coal","BASN",2021,"HOP",0.123490527837196
2020,"Natural Gas","BASN",2021,"HOP",0.408160077133072
2021,"Natural Gas","BASN",2021,"HOP",0.348933397833379
2022,"Natural Gas","BASN",2021,"HOP",0.336115951789367
2023,"Natural Gas","BASN",2021,"HOP",0.293410786293859
2024,"Natural Gas","BASN",2021,"HOP",0.250426550797918
2025,"Natural Gas","BASN",2021,"HOP",0.211941483940632
2026,"Natural Gas","BASN",2021,"HOP",0.226737090318309
2027,"Natural Gas","BASN",2021,"HOP",0.237342243474548
2028,"Natural Gas","BASN",2021,"HOP",0.240585878076506
2029,"Natural Gas","BASN",2021,"HOP",0.254097733773311
2030,"Natural Gas","BASN",2021,"HOP",0.273124163738482
2031,"Natural Gas","BASN",2021,"HOP",0.295138845138506
2032,"Natural Gas","BASN",2021,"HOP",0.302012582300275
2033,"Natural Gas","BASN",2021,"HOP",0.299728215689662
2034,"Natural Gas","BASN",2021,"HOP",0.291233686400691
2035,"Natural Gas","BASN",2021,"HOP",0.28850395132334
2036,"Natural Gas","BASN",2021,"HOP",0.295839249604693
2037,"Natural Gas","BASN",2021,"HOP",0.286256559110411
2038,"Natural Gas","BASN",2021,"HOP",0.335461116343523
2039,"Natural Gas","BASN",2021,"HOP",0.329185535968314
2040,"Natural Gas","BASN",2021,"HOP",0.333483318958819
2041,"Natural Gas","BASN",2021,"HOP",0.335251025764734
2042,"Natural Gas","BASN",2021,"HOP",0.33876287546182
2043,"Natural Gas","BASN",2021,"HOP",0.344516126807464
2044,"Natural Gas","BASN",2021,"HOP",0.371926477061512
2045,"Natural Gas","BASN",2021,"HOP",0.359170430595085
2046,"Natural Gas","BASN",2021,"HOP",0.367685914367869
2047,"Natural Gas","BASN",2021,"HOP",0.385585220770468
2048,"Natural Gas","BASN",2021,"HOP",0.392546554676645
2049,"Natural Gas","BASN",2021,"HOP",0.389779056451815
2050,"Natural Gas","BASN",2021,"HOP",0.396473546196753
2020,"Nuclear","BASN",2021,"HOP",0
2021,"Nuclear","BASN",2021,"HOP",0
2022,"Nuclear","BASN",2021,"HOP",0
2023,"Nuclear","BASN",2021,"HOP",0
2024,"Nuclear","BASN",2021,"HOP",0
2025,"Nuclear","BASN",2021,"HOP",0
2026,"Nuclear","BASN",2021,"HOP",0
2027,"Nuclear","BASN",2021,"HOP",0
2028,"Nuclear","BASN",2021,"HOP",0
2029,"Nuclear","BASN",2021,"HOP",0
2030,"Nuclear","BASN",2021,"HOP",0
2031,"Nuclear","BASN",2021,"HOP",0
2032,"Nuclear","BASN",2021,"HOP",0
2033,"Nuclear","BASN",2021,"HOP",0
2034,"Nuclear","BASN",2021,"HOP",0
2035,"Nuclear","BASN",2021,"HOP",0
2036,"Nuclear","BASN",2021,"HOP",0
2037,"Nuclear","BASN",2021,"HOP",0
2038,"Nuclear","BASN",2021,"HOP",0
2039,"Nuclear","BASN",2021,"HOP",0
2040,"Nuclear","BASN",2021,"HOP",0
2041,"Nuclear","BASN",2021,"HOP",0
2042,"Nuclear","BASN",2021,"HOP",0
2043,"Nuclear","BASN",2021,"HOP",0
2044,"Nuclear","BASN",2021,"HOP",0
2045,"Nuclear","BASN",2021,"HOP",0
2046,"Nuclear","BASN",2021,"HOP",0
2047,"Nuclear","BASN",2021,"HOP",0
2048,"Nuclear","BASN",2021,"HOP",0
2049,"Nuclear","BASN",2021,"HOP",0
2050,"Nuclear","BASN",2021,"HOP",0
2020,"Other","BASN",2021,"HOP",0.00134703041388401
2021,"Other","BASN",2021,"HOP",0.00136102999814371
2022,"Other","BASN",2021,"HOP",0.00155964504655431
2023,"Other","BASN",2021,"HOP",0.00164366188169506
2024,"Other","BASN",2021,"HOP",0.00149909397031628
2025,"Other","BASN",2021,"HOP",0.00171319104772489
2026,"Other","BASN",2021,"HOP",0.00189255441593122
2027,"Other","BASN",2021,"HOP",0.00208264786763642
2028,"Other","BASN",2021,"HOP",0.00230622444190418
2029,"Other","BASN",2021,"HOP",0.00244927328719411
2030,"Other","BASN",2021,"HOP",0.0025981873559854
2031,"Other","BASN",2021,"HOP",0.0027308877853702
2032,"Other","BASN",2021,"HOP",0.00292163170243997
2033,"Other","BASN",2021,"HOP",0.00315822719560202
2034,"Other","BASN",2021,"HOP",0.00342601353195206
2035,"Other","BASN",2021,"HOP",0.003662349851101
2036,"Other","BASN",2021,"HOP",0.00383783823437767
2037,"Other","BASN",2021,"HOP",0.00411418773115363
2038,"Other","BASN",2021,"HOP",0.00408907010398688
2039,"Other","BASN",2021,"HOP",0.0043570913078192
2040,"Other","BASN",2021,"HOP",0.0045554616849893
2041,"Other","BASN",2021,"HOP",0.00474263838441791
2042,"Other","BASN",2021,"HOP",0.00492685338032952
2043,"Other","BASN",2021,"HOP",0.00508314382810059
2044,"Other","BASN",2021,"HOP",0.0050786897872621
2045,"Other","BASN",2021,"HOP",0.00540209185262959
2046,"Other","BASN",2021,"HOP",0.00554786008659059
2047,"Other","BASN",2021,"HOP",0.00563209480472456
2048,"Other","BASN",2021,"HOP",0.00581999719548797
2049,"Other","BASN",2021,"HOP",0.00610460486430836
2050,"Other","BASN",2021,"HOP",0.00625068386402025
2020,"Renewable","BASN",2021,"HOP",0.2552954850671
2021,"Renewable","BASN",2021,"HOP",0.311069985237312
2022,"Renewable","BASN",2021,"HOP",0.330289693073213
2023,"Renewable","BASN",2021,"HOP",0.373358322686271
2024,"Renewable","BASN",2021,"HOP",0.470339268015143
2025,"Renewable","BASN",2021,"HOP",0.517601027023008
2026,"Renewable","BASN",2021,"HOP",0.510533946853944
2027,"Renewable","BASN",2021,"HOP",0.506247707076129
2028,"Renewable","BASN",2021,"HOP",0.504703793678017
2029,"Renewable","BASN",2021,"HOP",0.514427366011781
2030,"Renewable","BASN",2021,"HOP",0.500352024805621
2031,"Renewable","BASN",2021,"HOP",0.503259179366475
2032,"Renewable","BASN",2021,"HOP",0.499634393683749
2033,"Renewable","BASN",2021,"HOP",0.502099535866157
2034,"Renewable","BASN",2021,"HOP",0.509217389769435
2035,"Renewable","BASN",2021,"HOP",0.512267063212874
2036,"Renewable","BASN",2021,"HOP",0.507985684921624
2037,"Renewable","BASN",2021,"HOP",0.516074362251134
2038,"Renewable","BASN",2021,"HOP",0.512961519605237
2039,"Renewable","BASN",2021,"HOP",0.51850685009095
2040,"Renewable","BASN",2021,"HOP",0.515979456932125
2041,"Renewable","BASN",2021,"HOP",0.515918763153849
2042,"Renewable","BASN",2021,"HOP",0.514398218882909
2043,"Renewable","BASN",2021,"HOP",0.511295045346824
2044,"Renewable","BASN",2021,"HOP",0.490869501582817
2045,"Renewable","BASN",2021,"HOP",0.501316820939054
2046,"Renewable","BASN",2021,"HOP",0.495227205216122
2047,"Renewable","BASN",2021,"HOP",0.481307542964665
2048,"Renewable","BASN",2021,"HOP",0.476005216332901
2049,"Renewable","BASN",2021,"HOP",0.478116323327607
2050,"Renewable","BASN",2021,"HOP",0.473785242102031
2020,"Coal","CANO",2021,"HOP",0
2021,"Coal","CANO",2021,"HOP",0
2022,"Coal","CANO",2021,"HOP",0
2023,"Coal","CANO",2021,"HOP",0
2024,"Coal","CANO",2021,"HOP",0
2025,"Coal","CANO",2021,"HOP",0
2026,"Coal","CANO",2021,"HOP",0
2027,"Coal","CANO",2021,"HOP",0
2028,"Coal","CANO",2021,"HOP",0
2029,"Coal","CANO",2021,"HOP",0
2030,"Coal","CANO",2021,"HOP",0
2031,"Coal","CANO",2021,"HOP",0
2032,"Coal","CANO",2021,"HOP",0
2033,"Coal","CANO",2021,"HOP",0
2034,"Coal","CANO",2021,"HOP",0
2035,"Coal","CANO",2021,"HOP",0
2036,"Coal","CANO",2021,"HOP",0
2037,"Coal","CANO",2021,"HOP",0
2038,"Coal","CANO",2021,"HOP",0
2039,"Coal","CANO",2021,"HOP",0
2040,"Coal","CANO",2021,"HOP",0
2041,"Coal","CANO",2021,"HOP",0
2042,"Coal","CANO",2021,"HOP",0
2043,"Coal","CANO",2021,"HOP",0
2044,"Coal","CANO",2021,"HOP",0
2045,"Coal","CANO",2021,"HOP",0
2046,"Coal","CANO",2021,"HOP",0
2047,"Coal","CANO",2021,"HOP",0
2048,"Coal","CANO",2021,"HOP",0
2049,"Coal","CANO",2021,"HOP",0
2050,"Coal","CANO",2021,"HOP",0
2020,"Natural Gas","CANO",2021,"HOP",0.437121199741652
2021,"Natural Gas","CANO",2021,"HOP",0.401515989709781
2022,"Natural Gas","CANO",2021,"HOP",0.380640576056067
2023,"Natural Gas","CANO",2021,"HOP",0.367349293774166
2024,"Natural Gas","CANO",2021,"HOP",0.335164627806339
2025,"Natural Gas","CANO",2021,"HOP",0.366356863758221
2026,"Natural Gas","CANO",2021,"HOP",0.427253670234633
2027,"Natural Gas","CANO",2021,"HOP",0.397595782839054
2028,"Natural Gas","CANO",2021,"HOP",0.391307028431111
2029,"Natural Gas","CANO",2021,"HOP",0.340876713029285
2030,"Natural Gas","CANO",2021,"HOP",0.252839158276075
2031,"Natural Gas","CANO",2021,"HOP",0.226413906780589
2032,"Natural Gas","CANO",2021,"HOP",0.214656710463391
2033,"Natural Gas","CANO",2021,"HOP",0.205717980581261
2034,"Natural Gas","CANO",2021,"HOP",0.202692229709909
2035,"Natural Gas","CANO",2021,"HOP",0.196172323140846
2036,"Natural Gas","CANO",2021,"HOP",0.192418636066271
2037,"Natural Gas","CANO",2021,"HOP",0.189993154447428
2038,"Natural Gas","CANO",2021,"HOP",0.190149713862261
2039,"Natural Gas","CANO",2021,"HOP",0.186708503612212
2040,"Natural Gas","CANO",2021,"HOP",0.182314678157391
2041,"Natural Gas","CANO",2021,"HOP",0.176280528154392
2042,"Natural Gas","CANO",2021,"HOP",0.175261183247391
2043,"Natural Gas","CANO",2021,"HOP",0.173458600581571
2044,"Natural Gas","CANO",2021,"HOP",0.171623649259875
2045,"Natural Gas","CANO",2021,"HOP",0.170713183451094
2046,"Natural Gas","CANO",2021,"HOP",0.169173369876269
2047,"Natural Gas","CANO",2021,"HOP",0.167698706480852
2048,"Natural Gas","CANO",2021,"HOP",0.165879709852182
2049,"Natural Gas","CANO",2021,"HOP",0.161792187688958
2050,"Natural Gas","CANO",2021,"HOP",0.160303723275809
2020,"Nuclear","CANO",2021,"HOP",0.164875011414957
2021,"Nuclear","CANO",2021,"HOP",0.16520573308062
2022,"Nuclear","CANO",2021,"HOP",0.169670251902859
2023,"Nuclear","CANO",2021,"HOP",0.174017561259856
2024,"Nuclear","CANO",2021,"HOP",0.181633548594358
2025,"Nuclear","CANO",2021,"HOP",0.0979505279173647
2026,"Nuclear","CANO",2021,"HOP",0
2027,"Nuclear","CANO",2021,"HOP",0
2028,"Nuclear","CANO",2021,"HOP",0
2029,"Nuclear","CANO",2021,"HOP",0
2030,"Nuclear","CANO",2021,"HOP",0
2031,"Nuclear","CANO",2021,"HOP",0
2032,"Nuclear","CANO",2021,"HOP",0
2033,"Nuclear","CANO",2021,"HOP",0
2034,"Nuclear","CANO",2021,"HOP",0
2035,"Nuclear","CANO",2021,"HOP",0
2036,"Nuclear","CANO",2021,"HOP",0
2037,"Nuclear","CANO",2021,"HOP",0
2038,"Nuclear","CANO",2021,"HOP",0
2039,"Nuclear","CANO",2021,"HOP",0
2040,"Nuclear","CANO",2021,"HOP",0
2041,"Nuclear","CANO",2021,"HOP",0
2042,"Nuclear","CANO",2021,"HOP",0
2043,"Nuclear","CANO",2021,"HOP",0
2044,"Nuclear","CANO",2021,"HOP",0
2045,"Nuclear","CANO",2021,"HOP",0
2046,"Nuclear","CANO",2021,"HOP",0
2047,"Nuclear","CANO",2021,"HOP",0
2048,"Nuclear","CANO",2021,"HOP",0
2049,"Nuclear","CANO",2021,"HOP",0
2050,"Nuclear","CANO",2021,"HOP",0
2020,"Other","CANO",2021,"HOP",8.19845920766252e-07
2021,"Other","CANO",2021,"HOP",9.11960363010762e-07
2022,"Other","CANO",2021,"HOP",0.000106398627595135
2023,"Other","CANO",2021,"HOP",0.000113773072977681
2024,"Other","CANO",2021,"HOP",0.00016259401271471
2025,"Other","CANO",2021,"HOP",0.000223604201139444
2026,"Other","CANO",2021,"HOP",0.000261042493008278
2027,"Other","CANO",2021,"HOP",0.000290269653411788
2028,"Other","CANO",2021,"HOP",0.000324429381427614
2029,"Other","CANO",2021,"HOP",0.000335529675768901
2030,"Other","CANO",2021,"HOP",0.000387528278011008
2031,"Other","CANO",2021,"HOP",0.000386929719488606
2032,"Other","CANO",2021,"HOP",0.000384636012416375
2033,"Other","CANO",2021,"HOP",0.000378409210807945
2034,"Other","CANO",2021,"HOP",0.000369043733249443
2035,"Other","CANO",2021,"HOP",0.000355625697834513
2036,"Other","CANO",2021,"HOP",0.00039156462504464
2037,"Other","CANO",2021,"HOP",0.000413182694062508
2038,"Other","CANO",2021,"HOP",0.000444423404777831
2039,"Other","CANO",2021,"HOP",0.000436703631205325
2040,"Other","CANO",2021,"HOP",0.000427648645678942
2041,"Other","CANO",2021,"HOP",0.000422636567909578
2042,"Other","CANO",2021,"HOP",0.000416958843757566
2043,"Other","CANO",2021,"HOP",0.000408788524407897
2044,"Other","CANO",2021,"HOP",0.0004044304768836
2045,"Other","CANO",2021,"HOP",0.000434531477906785
2046,"Other","CANO",2021,"HOP",0.000464609602088825
2047,"Other","CANO",2021,"HOP",0.000495234420110975
2048,"Other","CANO",2021,"HOP",0.000523303073950062
2049,"Other","CANO",2021,"HOP",0.000547029341453241
2050,"Other","CANO",2021,"HOP",0.000576238460317769
2020,"Renewable","CANO",2021,"HOP",0.398002968997471
2021,"Renewable","CANO",2021,"HOP",0.433277365249235
2022,"Renewable","CANO",2021,"HOP",0.449582773413479
2023,"Renewable","CANO",2021,"HOP",0.458519371893001
2024,"Renewable","CANO",2021,"HOP",0.483039229586588
2025,"Renewable","CANO",2021,"HOP",0.535469004123275
2026,"Renewable","CANO",2021,"HOP",0.572485287272358
2027,"Renewable","CANO",2021,"HOP",0.602113947507534
2028,"Renewable","CANO",2021,"HOP",0.608368542187461
2029,"Renewable","CANO",2021,"HOP",0.658787757294946
2030,"Renewable","CANO",2021,"HOP",0.746773313445914
2031,"Renewable","CANO",2021,"HOP",0.773199163499922
2032,"Renewable","CANO",2021,"HOP",0.784958653524193
2033,"Renewable","CANO",2021,"HOP",0.793903610207931
2034,"Renewable","CANO",2021,"HOP",0.796938726556842
2035,"Renewable","CANO",2021,"HOP",0.803472051161319
2036,"Renewable","CANO",2021,"HOP",0.807189799308685
2037,"Renewable","CANO",2021,"HOP",0.80959366285851
2038,"Renewable","CANO",2021,"HOP",0.809405862732961
2039,"Renewable","CANO",2021,"HOP",0.812854792756582
2040,"Renewable","CANO",2021,"HOP",0.81725767319693
2041,"Renewable","CANO",2021,"HOP",0.823296835277698
2042,"Renewable","CANO",2021,"HOP",0.824321857908851
2043,"Renewable","CANO",2021,"HOP",0.826132610894021
2044,"Renewable","CANO",2021,"HOP",0.827971920263242
2045,"Renewable","CANO",2021,"HOP",0.828852285070999
2046,"Renewable","CANO",2021,"HOP",0.830362020521642
2047,"Renewable","CANO",2021,"HOP",0.831806059099037
2048,"Renewable","CANO",2021,"HOP",0.833596987073867
2049,"Renewable","CANO",2021,"HOP",0.837660782969588
2050,"Renewable","CANO",2021,"HOP",0.839120038263873
2020,"Coal","CASO",2021,"HOP",0.102287611366688
2021,"Coal","CASO",2021,"HOP",0.108815947782522
2022,"Coal","CASO",2021,"HOP",0.114721176796526
2023,"Coal","CASO",2021,"HOP",0.117845723319547
2024,"Coal","CASO",2021,"HOP",0.0497449979873612
2025,"Coal","CASO",2021,"HOP",0
2026,"Coal","CASO",2021,"HOP",0
2027,"Coal","CASO",2021,"HOP",0
2028,"Coal","CASO",2021,"HOP",0
2029,"Coal","CASO",2021,"HOP",0
2030,"Coal","CASO",2021,"HOP",0
2031,"Coal","CASO",2021,"HOP",0
2032,"Coal","CASO",2021,"HOP",0
2033,"Coal","CASO",2021,"HOP",0
2034,"Coal","CASO",2021,"HOP",0
2035,"Coal","CASO",2021,"HOP",0
2036,"Coal","CASO",2021,"HOP",0
2037,"Coal","CASO",2021,"HOP",0
2038,"Coal","CASO",2021,"HOP",0
2039,"Coal","CASO",2021,"HOP",0
2040,"Coal","CASO",2021,"HOP",0
2041,"Coal","CASO",2021,"HOP",0
2042,"Coal","CASO",2021,"HOP",0
2043,"Coal","CASO",2021,"HOP",0
2044,"Coal","CASO",2021,"HOP",0
2045,"Coal","CASO",2021,"HOP",0
2046,"Coal","CASO",2021,"HOP",0
2047,"Coal","CASO",2021,"HOP",0
2048,"Coal","CASO",2021,"HOP",0
2049,"Coal","CASO",2021,"HOP",0
2050,"Coal","CASO",2021,"HOP",0
2020,"Natural Gas","CASO",2021,"HOP",0.376726391434621
2021,"Natural Gas","CASO",2021,"HOP",0.325717443907197
2022,"Natural Gas","CASO",2021,"HOP",0.29337038812687
2023,"Natural Gas","CASO",2021,"HOP",0.285761419937516
2024,"Natural Gas","CASO",2021,"HOP",0.322561076285933
2025,"Natural Gas","CASO",2021,"HOP",0.341621218297877
2026,"Natural Gas","CASO",2021,"HOP",0.352060684060029
2027,"Natural Gas","CASO",2021,"HOP",0.341661296045568
2028,"Natural Gas","CASO",2021,"HOP",0.322183309528167
2029,"Natural Gas","CASO",2021,"HOP",0.301981437651049
2030,"Natural Gas","CASO",2021,"HOP",0.244921282645604
2031,"Natural Gas","CASO",2021,"HOP",0.244791027810141
2032,"Natural Gas","CASO",2021,"HOP",0.229042819689528
2033,"Natural Gas","CASO",2021,"HOP",0.225677435525864
2034,"Natural Gas","CASO",2021,"HOP",0.223912869396699
2035,"Natural Gas","CASO",2021,"HOP",0.217390780458812
2036,"Natural Gas","CASO",2021,"HOP",0.212623413870225
2037,"Natural Gas","CASO",2021,"HOP",0.186167114489245
2038,"Natural Gas","CASO",2021,"HOP",0.189833078634394
2039,"Natural Gas","CASO",2021,"HOP",0.184025067980017
2040,"Natural Gas","CASO",2021,"HOP",0.184800211625797
2041,"Natural Gas","CASO",2021,"HOP",0.18310182101116
2042,"Natural Gas","CASO",2021,"HOP",0.184161051079857
2043,"Natural Gas","CASO",2021,"HOP",0.183401354497079
2044,"Natural Gas","CASO",2021,"HOP",0.181357965303819
2045,"Natural Gas","CASO",2021,"HOP",0.179149400589599
2046,"Natural Gas","CASO",2021,"HOP",0.183007003209299
2047,"Natural Gas","CASO",2021,"HOP",0.181656344568052
2048,"Natural Gas","CASO",2021,"HOP",0.18278798077103
2049,"Natural Gas","CASO",2021,"HOP",0.182846965956675
2050,"Natural Gas","CASO",2021,"HOP",0.18594067507509
2020,"Nuclear","CASO",2021,"HOP",0
2021,"Nuclear","CASO",2021,"HOP",0
2022,"Nuclear","CASO",2021,"HOP",0
2023,"Nuclear","CASO",2021,"HOP",0
2024,"Nuclear","CASO",2021,"HOP",0
2025,"Nuclear","CASO",2021,"HOP",0
2026,"Nuclear","CASO",2021,"HOP",0
2027,"Nuclear","CASO",2021,"HOP",0
2028,"Nuclear","CASO",2021,"HOP",0
2029,"Nuclear","CASO",2021,"HOP",0
2030,"Nuclear","CASO",2021,"HOP",0
2031,"Nuclear","CASO",2021,"HOP",0
2032,"Nuclear","CASO",2021,"HOP",0
2033,"Nuclear","CASO",2021,"HOP",0
2034,"Nuclear","CASO",2021,"HOP",0
2035,"Nuclear","CASO",2021,"HOP",0
2036,"Nuclear","CASO",2021,"HOP",0
2037,"Nuclear","CASO",2021,"HOP",0
2038,"Nuclear","CASO",2021,"HOP",0
2039,"Nuclear","CASO",2021,"HOP",0
2040,"Nuclear","CASO",2021,"HOP",0
2041,"Nuclear","CASO",2021,"HOP",0
2042,"Nuclear","CASO",2021,"HOP",0
2043,"Nuclear","CASO",2021,"HOP",0
2044,"Nuclear","CASO",2021,"HOP",0
2045,"Nuclear","CASO",2021,"HOP",0
2046,"Nuclear","CASO",2021,"HOP",0
2047,"Nuclear","CASO",2021,"HOP",0
2048,"Nuclear","CASO",2021,"HOP",0
2049,"Nuclear","CASO",2021,"HOP",0
2050,"Nuclear","CASO",2021,"HOP",0
2020,"Other","CASO",2021,"HOP",0.000452024579093362
2021,"Other","CASO",2021,"HOP",0.000481777604459626
2022,"Other","CASO",2021,"HOP",0.000698610684980097
2023,"Other","CASO",2021,"HOP",0.000788551609983926
2024,"Other","CASO",2021,"HOP",0.000607830999888572
2025,"Other","CASO",2021,"HOP",0.000564805916416589
2026,"Other","CASO",2021,"HOP",0.000607008520764566
2027,"Other","CASO",2021,"HOP",0.000635712091186989
2028,"Other","CASO",2021,"HOP",0.000670982571599462
2029,"Other","CASO",2021,"HOP",0.000782451829042236
2030,"Other","CASO",2021,"HOP",0.000940929977625939
2031,"Other","CASO",2021,"HOP",0.00097330224903672
2032,"Other","CASO",2021,"HOP",0.00104078672521739
2033,"Other","CASO",2021,"HOP",0.00108513175040465
2034,"Other","CASO",2021,"HOP",0.00112317298940024
2035,"Other","CASO",2021,"HOP",0.00115987851064192
2036,"Other","CASO",2021,"HOP",0.00122125243357112
2037,"Other","CASO",2021,"HOP",0.00135532408008845
2038,"Other","CASO",2021,"HOP",0.00144806907804683
2039,"Other","CASO",2021,"HOP",0.00160983907454712
2040,"Other","CASO",2021,"HOP",0.00175473934944828
2041,"Other","CASO",2021,"HOP",0.00190019390756502
2042,"Other","CASO",2021,"HOP",0.00194923044019552
2043,"Other","CASO",2021,"HOP",0.00208570373606805
2044,"Other","CASO",2021,"HOP",0.00221051085248418
2045,"Other","CASO",2021,"HOP",0.0023629620170553
2046,"Other","CASO",2021,"HOP",0.0025607763778888
2047,"Other","CASO",2021,"HOP",0.0027054549370854
2048,"Other","CASO",2021,"HOP",0.00285245014531091
2049,"Other","CASO",2021,"HOP",0.00299934603627519
2050,"Other","CASO",2021,"HOP",0.00304875321136725
2020,"Renewable","CASO",2021,"HOP",0.520533972619597
2021,"Renewable","CASO",2021,"HOP",0.564984830705821
2022,"Renewable","CASO",2021,"HOP",0.591209824391624
2023,"Renewable","CASO",2021,"HOP",0.595604305132953
2024,"Renewable","CASO",2021,"HOP",0.627086094726817
2025,"Renewable","CASO",2021,"HOP",0.657813975785706
2026,"Renewable","CASO",2021,"HOP",0.647332307419206
2027,"Renewable","CASO",2021,"HOP",0.657702991863245
2028,"Renewable","CASO",2021,"HOP",0.677145707900233
2029,"Renewable","CASO",2021,"HOP",0.697236110519909
2030,"Renewable","CASO",2021,"HOP",0.75413778737677
2031,"Renewable","CASO",2021,"HOP",0.754235669940823
2032,"Renewable","CASO",2021,"HOP",0.769916393585255
2033,"Renewable","CASO",2021,"HOP",0.773237432723731
2034,"Renewable","CASO",2021,"HOP",0.774963957613901
2035,"Renewable","CASO",2021,"HOP",0.781449341030546
2036,"Renewable","CASO",2021,"HOP",0.786155333696204
2037,"Renewable","CASO",2021,"HOP",0.812477561430667
2038,"Renewable","CASO",2021,"HOP",0.808718852287559
2039,"Renewable","CASO",2021,"HOP",0.814365092945436
2040,"Renewable","CASO",2021,"HOP",0.813445049024755
2041,"Renewable","CASO",2021,"HOP",0.814997985081275
2042,"Renewable","CASO",2021,"HOP",0.813889718479948
2043,"Renewable","CASO",2021,"HOP",0.814512941766853
2044,"Renewable","CASO",2021,"HOP",0.816431523843696
2045,"Renewable","CASO",2021,"HOP",0.818487637393346
2046,"Renewable","CASO",2021,"HOP",0.814432220412812
2047,"Renewable","CASO",2021,"HOP",0.815638200494862
2048,"Renewable","CASO",2021,"HOP",0.814359569083659
2049,"Renewable","CASO",2021,"HOP",0.81415368800705
2050,"Renewable","CASO",2021,"HOP",0.811010571713543
2020,"Coal","FRCC",2021,"HOP",0.109306366279697
2021,"Coal","FRCC",2021,"HOP",0.154292233276162
2022,"Coal","FRCC",2021,"HOP",0.14521928295516
2023,"Coal","FRCC",2021,"HOP",0.144536959118343
2024,"Coal","FRCC",2021,"HOP",0.132372702725264
2025,"Coal","FRCC",2021,"HOP",0.120409950712251
2026,"Coal","FRCC",2021,"HOP",0.123199580924488
2027,"Coal","FRCC",2021,"HOP",0.118537989756632
2028,"Coal","FRCC",2021,"HOP",0.118709194301532
2029,"Coal","FRCC",2021,"HOP",0.120341086489543
2030,"Coal","FRCC",2021,"HOP",0.121953152084034
2031,"Coal","FRCC",2021,"HOP",0.118547212295596
2032,"Coal","FRCC",2021,"HOP",0.118697163811336
2033,"Coal","FRCC",2021,"HOP",0.117901054546098
2034,"Coal","FRCC",2021,"HOP",0.116662764217585
2035,"Coal","FRCC",2021,"HOP",0.115269198200016
2036,"Coal","FRCC",2021,"HOP",0.114751061924993
2037,"Coal","FRCC",2021,"HOP",0.113391921114941
2038,"Coal","FRCC",2021,"HOP",0.112809263210476
2039,"Coal","FRCC",2021,"HOP",0.111392842424909
2040,"Coal","FRCC",2021,"HOP",0.110304874912359
2041,"Coal","FRCC",2021,"HOP",0.109652437397166
2042,"Coal","FRCC",2021,"HOP",0.108735782838213
2043,"Coal","FRCC",2021,"HOP",0.108074562634312
2044,"Coal","FRCC",2021,"HOP",0.10690755258495
2045,"Coal","FRCC",2021,"HOP",0.106110766164509
2046,"Coal","FRCC",2021,"HOP",0.104498015200198
2047,"Coal","FRCC",2021,"HOP",0.10338810274929
2048,"Coal","FRCC",2021,"HOP",0.102415167311003
2049,"Coal","FRCC",2021,"HOP",0.101075342710651
2050,"Coal","FRCC",2021,"HOP",0.0996139809662438
2020,"Natural Gas","FRCC",2021,"HOP",0.712974983982941
2021,"Natural Gas","FRCC",2021,"HOP",0.652385459536581
2022,"Natural Gas","FRCC",2021,"HOP",0.643220677566802
2023,"Natural Gas","FRCC",2021,"HOP",0.629929404737921
2024,"Natural Gas","FRCC",2021,"HOP",0.603694241121229
2025,"Natural Gas","FRCC",2021,"HOP",0.617727637915797
2026,"Natural Gas","FRCC",2021,"HOP",0.6047461946872
2027,"Natural Gas","FRCC",2021,"HOP",0.525836996560024
2028,"Natural Gas","FRCC",2021,"HOP",0.500943769606042
2029,"Natural Gas","FRCC",2021,"HOP",0.463212315498075
2030,"Natural Gas","FRCC",2021,"HOP",0.449522525697486
