"Technology","Region","Aeo_case","Aeo_year","Data_type","Size","Year","Unit","Value"
"CNG","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",2350
"FCV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",0
"FFV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",65884
"HEV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",79396
"ICEV-D","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",38734
"ICEV-G","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",1365885
"PHEV20","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",3757
"PHEV40","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",6033
"BEV100","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",18354
"BEV300","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",0
"CNG","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",12216
"FCV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",0
"FFV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",313124
"HEV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",376724
"ICEV-D","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",188578
"ICEV-G","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",6523116
"PHEV20","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",17844
"PHEV40","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",29020
"BEV100","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",243
"BEV300","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",0
"CNG","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",780
"FCV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",0
"FFV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",18561
"HEV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",21579
"ICEV-D","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",10431
"ICEV-G","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",390432
"PHEV20","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",1032
"PHEV40","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",1701
"BEV100","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",747
"BEV300","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",0
"CNG","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",1311
"FCV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",0
"FFV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",30150
"HEV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",35322
"ICEV-D","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",17402
"ICEV-G","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",633288
"PHEV20","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",1709
"PHEV40","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2012,"vehicle",2938
"BEV100","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",179
"BEV300","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",7280
"FCV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",216434
"HEV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",4147
"ICEV-D","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",4469
"ICEV-G","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",836491
"PHEV20","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",53
"BEV300","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",2763
"FCV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",58826
"HEV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1088
"ICEV-D","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1156
"ICEV-G","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",239007
"PHEV20","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",129
"BEV300","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",5617
"FCV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",163868
"HEV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",3161
"ICEV-D","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",3273
"ICEV-G","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",635309
"PHEV20","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",72
"BEV300","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",3460
"FCV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",93096
"HEV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1784
"ICEV-D","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1971
"ICEV-G","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",363337
"PHEV20","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",52
"BEV300","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",2347
"FCV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",61842
"HEV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1187
"ICEV-D","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1110
"ICEV-G","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",242952
"PHEV20","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",272
"BEV300","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",7590
"FCV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",196429
"HEV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",3817
"ICEV-D","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",4618
"ICEV-G","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",771500
"PHEV20","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",207
"BEV300","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",9036
"FCV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",254904
"HEV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",4847
"ICEV-D","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",5096
"ICEV-G","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",993501
"PHEV20","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1133
"BEV300","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",46022
"FCV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1247478
"HEV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",23825
"ICEV-D","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",25696
"ICEV-G","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",4879696
"PHEV20","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",59
"BEV300","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",3019
"FCV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",68574
"HEV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1268
"ICEV-D","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",1321
"ICEV-G","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",275853
"PHEV20","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",106
"BEV300","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"CNG","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",4905
"FCV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"FFV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",133502
"HEV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",2523
"ICEV-D","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",2679
"ICEV-G","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",521743
"PHEV20","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"PHEV40","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2012,"vehicle",0
"BEV100","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2394
"BEV300","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2
"CNG","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2495
"FCV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",56056
"HEV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",64926
"ICEV-D","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",33389
"ICEV-G","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1121896
"PHEV20","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",3313
"PHEV40","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",5619
"BEV100","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",450
"BEV300","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"CNG","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",838
"FCV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",16626
"HEV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",18285
"ICEV-D","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",9294
"ICEV-G","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",340299
"PHEV20","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",906
"PHEV40","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1397
"BEV100","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1720
"BEV300","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1
"CNG","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1721
"FCV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",46742
"HEV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",55014
"ICEV-D","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",27152
"ICEV-G","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",929584
"PHEV20","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2782
"PHEV40","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",4595
"BEV100","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",774
"BEV300","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"CNG","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1313
"FCV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",21623
"HEV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",24453
"ICEV-D","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",12834
"ICEV-G","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",440272
"PHEV20","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1282
"PHEV40","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2361
"BEV100","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",484
"BEV300","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"CNG","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",715
"FCV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",17542
"HEV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",20173
"ICEV-D","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",8920
"ICEV-G","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",351361
"PHEV20","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",939
"PHEV40","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1183
"BEV100","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",11476
"BEV300","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",7
"CNG","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2695
"FCV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",53289
"HEV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",62641
"ICEV-D","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",36139
"ICEV-G","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1078213
"PHEV20","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",3193
"PHEV40","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",5517
"BEV100","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2535
"BEV300","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2
"CNG","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",2777
"FCV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",70801
"HEV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",81644
"ICEV-D","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",40887
"ICEV-G","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1416773
"PHEV20","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",4143
"PHEV40","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",6894
"BEV100","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",21597
"BEV300","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",18
"CNG","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",15218
"FCV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",334837
"HEV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",385497
"ICEV-D","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",197940
"ICEV-G","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",6736720
"PHEV20","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",19578
"PHEV40","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",32857
"BEV100","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",633
"BEV300","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"CNG","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",917
"FCV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",19747
"HEV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",21979
"ICEV-D","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",10920
"ICEV-G","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",401023
"PHEV20","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1124
"PHEV40","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1905
"BEV100","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1127
"BEV300","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1
"CNG","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1744
"FCV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",0
"FFV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",32405
"HEV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",36377
"ICEV-D","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",18402
"ICEV-G","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",657296
"PHEV20","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",1892
"PHEV40","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Car",2013,"vehicle",3382
"BEV100","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",194
"BEV300","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",8732
"FCV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",235931
"HEV","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",4288
"ICEV-D","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",5489
"ICEV-G","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",879706
"PHEV20","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","East North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",64
"BEV300","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",3187
"FCV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",64232
"HEV","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1125
"ICEV-D","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1421
"ICEV-G","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",251488
"PHEV20","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","East South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",145
"BEV300","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",6423
"FCV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",178322
