"Technology","Region","Aeo_case","Aeo_year","Data_type","Size","Year","Unit","Value"
"ICEV-G","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",346687
"PHEV20","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",151
"BEV300","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",6014
"FCV","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",216805
"HEV","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",3837
"ICEV-D","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",11848
"ICEV-G","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",707172
"PHEV20","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",13131
"BEV300","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",7326
"CNG","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",5973
"FCV","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",240
"FFV","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",39665
"HEV","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",53166
"ICEV-D","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",25177
"ICEV-G","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",967878
"PHEV20","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",6949
"PHEV40","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",5852
"BEV100","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1919
"BEV300","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1226
"CNG","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",2469
"FCV","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",100
"FFV","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",14065
"HEV","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",16984
"ICEV-D","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",7591
"ICEV-G","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",327722
"PHEV20","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",2265
"PHEV40","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1614
"BEV100","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",5988
"BEV300","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",3736
"CNG","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",4868
"FCV","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",196
"FFV","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",36809
"HEV","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",51992
"ICEV-D","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",24528
"ICEV-G","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",925419
"PHEV20","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",6290
"PHEV40","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",4334
"BEV100","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",3258
"BEV300","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1994
"CNG","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",3089
"FCV","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",123
"FFV","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",17505
"HEV","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",21528
"ICEV-D","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",9818
"ICEV-G","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",409196
"PHEV20","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",2891
"PHEV40","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",2166
"BEV100","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",2930
"BEV300","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1698
"CNG","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1988
"FCV","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",80
"FFV","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",11296
"HEV","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",13875
"ICEV-D","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",6069
"ICEV-G","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",262584
"PHEV20","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1880
"PHEV40","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1429
"BEV100","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",28373
"BEV300","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",13923
"CNG","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",6547
"FCV","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",262
"FFV","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",44911
"HEV","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",63081
"ICEV-D","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",32984
"ICEV-G","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1107805
"PHEV20","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",8051
"PHEV40","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",6564
"BEV100","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",15264
"BEV300","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",8743
"CNG","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",8095
"FCV","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",326
"FFV","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",55365
"HEV","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",74298
"ICEV-D","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",33262
"ICEV-G","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1360539
"PHEV20","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",9531
"PHEV40","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",7518
"BEV100","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",81004
"BEV300","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",44783
"CNG","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",40051
"FCV","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1613
"FFV","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",268636
"HEV","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",361529
"ICEV-D","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",169444
"ICEV-G","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",6572323
"PHEV20","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",46427
"PHEV40","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",36691
"BEV100","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",2493
"BEV300","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1549
"CNG","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",2667
"FCV","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",108
"FFV","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",14705
"HEV","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",17520
"ICEV-D","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",7885
"ICEV-G","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",339003
"PHEV20","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",2412
"PHEV40","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",1866
"BEV100","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",7645
"BEV300","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",4585
"CNG","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",4350
"FCV","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",174
"FFV","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",34312
"HEV","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",49081
"ICEV-D","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",22125
"ICEV-G","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",872173
"PHEV20","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",6153
"PHEV40","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Car",2015,"vehicle",5344
"BEV100","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1202
"BEV300","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",722
"CNG","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",11638
"FCV","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",240
"FFV","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",282473
"HEV","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",3374
"ICEV-D","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",9040
"ICEV-G","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1130341
"PHEV20","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1629
"PHEV40","East North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1295
"BEV100","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",440
"BEV300","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",300
"CNG","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",4795
"FCV","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",100
"FFV","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",79604
"HEV","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1293
"ICEV-D","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",2278
"ICEV-G","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",335034
"PHEV20","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",677
"PHEV40","East South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",538
"BEV100","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",906
"BEV300","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",588
"CNG","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",9406
"FCV","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",196
"FFV","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",251432
"HEV","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",2810
"ICEV-D","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",7970
"ICEV-G","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",996317
"PHEV20","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1327
"PHEV40","Middle Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1054
"BEV100","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",563
"BEV300","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",370
"CNG","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",6160
"FCV","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",123
"FFV","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",116864
"HEV","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1651
"ICEV-D","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",3510
"ICEV-G","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",479637
"PHEV20","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",835
"PHEV40","Mountain","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",664
"BEV100","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",379
"BEV300","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",241
"CNG","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",3867
"FCV","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",80
"FFV","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",75989
"HEV","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1079
"ICEV-D","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",2323
"ICEV-G","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",311693
"PHEV20","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",546
"PHEV40","New England","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",433
"BEV100","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1297
"BEV300","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",788
"CNG","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",12643
"FCV","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",262
"FFV","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",199461
"HEV","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",3393
"ICEV-D","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",6999
"ICEV-G","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",843346
"PHEV20","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1780
"PHEV40","Pacific","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1414
"BEV100","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1535
"BEV300","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",979
"CNG","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",15621
"FCV","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",326
"FFV","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",303765
"HEV","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",4342
"ICEV-D","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",8748
"ICEV-G","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1250449
"PHEV20","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",2210
"PHEV40","South Atlantic","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1756
"BEV100","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",7676
"BEV300","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",4838
"CNG","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",77847
"FCV","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1612
"FFV","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1675798
"HEV","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",21994
"ICEV-D","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",51820
"ICEV-G","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",6798411
"PHEV20","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",10919
"PHEV40","United States","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",8676
"BEV100","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",498
"BEV300","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",324
"CNG","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",5199
"FCV","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",108
"FFV","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",117933
"HEV","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1488
"ICEV-D","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",3598
"ICEV-G","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",475959
"PHEV20","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",732
"PHEV40","West North Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",581
"BEV100","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",853
"BEV300","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",523
"CNG","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",8514
"FCV","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",174
"FFV","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",248272
"HEV","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",2559
"ICEV-D","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",7349
"ICEV-G","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",975630
"PHEV20","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",1180
"PHEV40","West South Central","Reference","AEO2017","Light-Duty Vehicle Sales ","Light truck",2015,"vehicle",937
"BEV100","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",4057
"BEV300","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",2857
"CNG","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",5442
"FCV","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",257
"FFV","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",61517
"HEV","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",28483
"ICEV-D","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1513
"ICEV-G","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1162641
"PHEV20","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1747
"PHEV40","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1166
"BEV100","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",825
"BEV300","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",594
"CNG","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",2228
"FCV","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",107
"FFV","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",23131
"HEV","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",9743
"ICEV-D","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",617
"ICEV-G","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",391261
"PHEV20","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",727
"PHEV40","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",485
"BEV100","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",5469
"BEV300","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",3349
"CNG","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",4569
"FCV","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",213
"FFV","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",54994
"HEV","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",53408
"ICEV-D","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1270
"ICEV-G","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1058915
"PHEV20","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",8495
"PHEV40","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",6422
"BEV100","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1261
"BEV300","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",890
"CNG","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",2878
"FCV","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",134
"FFV","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",29617
"HEV","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",12748
"ICEV-D","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",779
"ICEV-G","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",512650
"PHEV20","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",914
"PHEV40","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",610
"BEV100","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1805
"BEV300","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1104
"CNG","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1856
"FCV","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",88
"FFV","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",20222
"HEV","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",20245
"ICEV-D","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",514
"ICEV-G","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",347271
"PHEV20","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",3422
