Technology,Region,Aeo_case,Aeo_year,Data_type,Size,Year,Unit,Value
FCV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,20349
FFV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,284625
HEV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,847401
ICEV-D,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,149745
ICEV-G,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,6417733
PHEV20,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,80081
PHEV40,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,240916
BEV100,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,5427
BEV300,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,81636
CNG,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,477
FCV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,1353
FFV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,14802
HEV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,42466
ICEV-D,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,7353
ICEV-G,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,343474
PHEV20,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,4970
PHEV40,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,12156
BEV100,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,11670
BEV300,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,197956
CNG,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,892
FCV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,2400
FFV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,30053
HEV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,93331
ICEV-D,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,15313
ICEV-G,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,727918
PHEV20,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,9315
PHEV40,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2035,vehicle,28702
BEV100,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,11558
BEV300,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,7759
CNG,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,1058
FCV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,2791
FFV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,85790
HEV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,13123
ICEV-D,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,12873
ICEV-G,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,557858
PHEV20,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,10405
PHEV40,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,5921
BEV100,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4072
BEV300,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,3284
CNG,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,391
FCV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,1180
FFV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,26406
HEV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4136
ICEV-D,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,3538
ICEV-G,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,170147
PHEV20,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4089
PHEV40,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,2376
BEV100,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,10942
BEV300,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,6128
CNG,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,1269
FCV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,2206
FFV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,80037
HEV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,13085
ICEV-D,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,13922
ICEV-G,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,552263
PHEV20,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,8971
PHEV40,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4916
BEV100,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,6008
BEV300,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4784
CNG,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,675
FCV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,1720
FFV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,34774
HEV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,5718
ICEV-D,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,5239
ICEV-G,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,224537
PHEV20,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,5959
PHEV40,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,3484
BEV100,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,3736
BEV300,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,2656
CNG,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,319
FCV,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,957
FFV,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,26600
HEV,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4598
ICEV-D,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,5168
ICEV-G,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,190391
PHEV20,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,3609
PHEV40,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,1960
BEV100,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,11569
BEV300,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,7208
CNG,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,984
FCV,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,2596
FFV,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,97311
HEV,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,13202
ICEV-D,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,13883
ICEV-G,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,503865
PHEV20,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,10031
PHEV40,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,5530
BEV100,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,16982
BEV300,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,11785
CNG,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,1434
FCV,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4238
FFV,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,112636
HEV,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,18220
ICEV-D,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,18207
ICEV-G,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,752158
PHEV20,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,15563
PHEV40,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,8880
BEV100,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,78134
BEV300,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,53483
CNG,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,7439
FCV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,19242
FFV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,554965
HEV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,86586
ICEV-D,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,85622
ICEV-G,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,3573157
PHEV20,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,71303
PHEV40,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,40392
BEV100,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4450
BEV300,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,3559
CNG,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,424
FCV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,1280
FFV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,29959
HEV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4688
ICEV-D,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4295
ICEV-G,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,195323
PHEV20,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4466
PHEV40,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,2579
BEV100,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,8813
BEV300,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,6316
CNG,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,881
FCV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,2268
FFV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,61449
HEV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,9810
ICEV-D,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,8493
ICEV-G,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,426613
PHEV20,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,8208
PHEV40,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2035,vehicle,4743
BEV100,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,15306
BEV300,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,265309
CNG,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1105
FCV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,3058
FFV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,40532
HEV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,122886
ICEV-D,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,20966
ICEV-G,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,923798
PHEV20,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,11933
PHEV40,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,37715
BEV100,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,5143
BEV300,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,79936
CNG,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,437
FCV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1294
FFV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,13099
HEV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,37722
ICEV-D,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,6033
ICEV-G,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,300789
PHEV20,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,4665
PHEV40,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,11639
BEV100,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,14473
BEV300,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,278752
CNG,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1451
FCV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,2415
FFV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,39752
HEV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,128959
ICEV-D,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,21885
ICEV-G,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,931578
PHEV20,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,10205
PHEV40,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,36650
BEV100,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,7671
BEV300,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,112904
CNG,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,678
FCV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1906
FFV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,18134
HEV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,52386
ICEV-D,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,8745
ICEV-G,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,418378
PHEV20,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,6781
PHEV40,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,16617
BEV100,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,4616
BEV300,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,78929
CNG,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,368
FCV,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1049
FFV,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,14034
HEV,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,45143
ICEV-D,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,8035
ICEV-G,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,341991
PHEV20,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,4116
PHEV40,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,10158
BEV100,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,17602
BEV300,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,321030
CNG,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1073
FCV,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,2861
FFV,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,54289
HEV,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,147685
ICEV-D,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,26458
ICEV-G,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1010384
PHEV20,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,11914
PHEV40,Pacific,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,40634
BEV100,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,22375
BEV300,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,379521
CNG,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1680
FCV,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,4673
FFV,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,56503
HEV,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,173565
ICEV-D,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,29808
ICEV-G,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1316554
PHEV20,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,17829
PHEV40,South Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,52729
BEV100,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,104753
BEV300,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1809344
CNG,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,8165
FCV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,21172
FFV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,280644
HEV,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,843768
ICEV-D,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,143745
ICEV-G,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,6296001
PHEV20,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,82140
PHEV40,United States,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,248240
BEV100,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,5587
BEV300,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,85647
CNG,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,476
FCV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,1408
FFV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,14613
HEV,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,42358
ICEV-D,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,7087
ICEV-G,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,337440
PHEV20,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,5111
PHEV40,West North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,12547
BEV100,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,11977
BEV300,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,207313
CNG,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,893
FCV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,2505
FFV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,29683
HEV,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,93059
ICEV-D,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,14723
ICEV-G,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,715086
PHEV20,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,9582
PHEV40,West South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Car,2036,vehicle,29548
BEV100,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,12490
BEV300,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,8071
CNG,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,1052
FCV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,2894
FFV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,84606
HEV,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,13509
ICEV-D,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,12510
ICEV-G,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,547922
PHEV20,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,10957
PHEV40,East North Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,6209
BEV100,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,4366
BEV300,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,3418
CNG,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,387
FCV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,1224
FFV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,26022
HEV,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,4254
ICEV-D,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,3449
ICEV-G,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,166906
PHEV20,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,4284
PHEV40,East South Central,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,2482
BEV100,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,11885
BEV300,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,6371
CNG,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,1261
FCV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,2286
FFV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,79063
HEV,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,13482
ICEV-D,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,13522
ICEV-G,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,542733
PHEV20,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,9499
PHEV40,Middle Atlantic,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,5171
BEV100,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,6486
BEV300,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,5035
CNG,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,679
FCV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,1804
FFV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,34421
HEV,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,5908
ICEV-D,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,5118
ICEV-G,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,220585
PHEV20,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,6303
PHEV40,Mountain,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,3676
BEV100,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,4025
BEV300,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,2763
CNG,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,315
FCV,New England,HOP,AEO2019,Light-Duty Vehicle Sales ,Light truck,2036,vehicle,993
