Technology,Region,Aeo_case,Aeo_year,Data_type,Size,Year,Unit,Value
FCV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,5204
FFV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,118858
HEV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,30696
ICEV-D,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,24329
ICEV-G,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,1004309
PHEV20,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,25265
PHEV40,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,12505
BEV100,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,144576
BEV300,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,71127
CNG,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,9283
FCV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,23519
FFV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,579436
HEV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,145071
ICEV-D,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,113381
ICEV-G,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,4774012
PHEV20,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,116328
PHEV40,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,56475
BEV100,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,7760
BEV300,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,4704
CNG,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,550
FCV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,1544
FFV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,31716
HEV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,7751
ICEV-D,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,5774
ICEV-G,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,261570
PHEV20,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,6825
PHEV40,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,3495
BEV100,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,15977
BEV300,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,8532
CNG,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,1182
FCV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,2801
FFV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,65927
HEV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,16292
ICEV-D,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,11350
ICEV-G,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,571212
PHEV20,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,13147
PHEV40,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2045,vehicle,6661
BEV100,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,14573
BEV300,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,261871
CNG,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1123
FCV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,3573
FFV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,35477
HEV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,123287
ICEV-D,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,24502
ICEV-G,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1052266
PHEV20,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,13272
PHEV40,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,31227
BEV100,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,5028
BEV300,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,78928
CNG,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,446
FCV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1486
FFV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,11775
HEV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,37986
ICEV-D,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,6959
ICEV-G,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,339084
PHEV20,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,5191
PHEV40,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,9758
BEV100,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,13147
BEV300,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,270390
CNG,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1169
FCV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,2837
FFV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,33929
HEV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,129458
ICEV-D,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,25399
ICEV-G,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1072013
PHEV20,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,11191
PHEV40,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,29055
BEV100,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,7757
BEV300,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,112127
CNG,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,727
FCV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,2305
FFV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,17161
HEV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,53513
ICEV-D,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,10211
ICEV-G,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,479158
PHEV20,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,7912
PHEV40,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,14276
BEV100,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,4509
BEV300,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,77174
CNG,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,370
FCV,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1230
FFV,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,12357
HEV,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,45256
ICEV-D,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,9196
ICEV-G,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,386611
PHEV20,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,4544
PHEV40,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,8318
BEV100,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,16592
BEV300,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,317553
CNG,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1075
FCV,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,3391
FFV,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,45552
HEV,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,151303
ICEV-D,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,30144
ICEV-G,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1188092
PHEV20,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,13217
PHEV40,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,32811
BEV100,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,21687
BEV300,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,378224
CNG,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1680
FCV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,5517
FFV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,49920
HEV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,175102
ICEV-D,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,34663
ICEV-G,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1502698
PHEV20,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,20079
PHEV40,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,44112
BEV100,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,100351
BEV300,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1784560
CNG,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,8023
FCV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,24965
FFV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,246370
HEV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,852109
ICEV-D,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,166407
ICEV-G,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,7218412
PHEV20,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,92020
PHEV40,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,204662
BEV100,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,5559
BEV300,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,85359
CNG,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,493
FCV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,1640
FFV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,13178
HEV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,42679
ICEV-D,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,8241
ICEV-G,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,380046
PHEV20,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,5747
PHEV40,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,10721
BEV100,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,11495
BEV300,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,202930
CNG,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,934
FCV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,2980
FFV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,27017
HEV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,93522
ICEV-D,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,17086
ICEV-G,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,818440
PHEV20,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,10863
PHEV40,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2046,vehicle,24379
BEV100,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,23142
BEV300,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,10260
CNG,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1394
FCV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,3390
FFV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,81892
HEV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,22859
ICEV-D,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,17257
ICEV-G,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,749311
PHEV20,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,17710
PHEV40,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,8523
BEV100,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,7413
BEV300,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,4290
CNG,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,502
FCV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1405
FFV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,26139
HEV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,7076
ICEV-D,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,4742
ICEV-G,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,228778
PHEV20,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,6321
PHEV40,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,3226
BEV100,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,23142
BEV300,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,8088
CNG,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1226
FCV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,2707
FFV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,75715
HEV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,23225
ICEV-D,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,18568
ICEV-G,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,740448
PHEV20,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,16679
PHEV40,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,7291
BEV100,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,11351
BEV300,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,6659
CNG,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,941
FCV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,2182
FFV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,37024
HEV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,10100
ICEV-D,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,7137
ICEV-G,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,304314
PHEV20,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,9612
PHEV40,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,5004
BEV100,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,7398
BEV300,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,3515
CNG,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,409
FCV,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1171
FFV,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,26811
HEV,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,8063
ICEV-D,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,6949
ICEV-G,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,255598
PHEV20,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,6352
PHEV40,New England,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,2765
BEV100,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,23533
BEV300,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,9596
CNG,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1305
FCV,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,3210
FFV,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,89655
HEV,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,23136
ICEV-D,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,17839
ICEV-G,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,677138
PHEV20,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,17776
PHEV40,Pacific,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,8010
BEV100,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,33978
BEV300,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,15863
CNG,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1826
FCV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,5229
FFV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,110042
HEV,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,32058
ICEV-D,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,24525
ICEV-G,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1010665
PHEV20,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,26342
PHEV40,South Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,12845
BEV100,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,155291
BEV300,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,71596
CNG,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,9353
FCV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,23666
FFV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,538163
HEV,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,151564
ICEV-D,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,114246
ICEV-G,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,4804674
PHEV20,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,121548
PHEV40,United States,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,58073
BEV100,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,8264
BEV300,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,4733
CNG,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,553
FCV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1551
FFV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,29792
HEV,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,8063
ICEV-D,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,5814
ICEV-G,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,262987
PHEV20,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,7073
PHEV40,West North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,3572
BEV100,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,17065
BEV300,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,8588
CNG,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,1194
FCV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,2815
FFV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,61088
HEV,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,16980
ICEV-D,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,11410
ICEV-G,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,575430
PHEV20,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,13677
PHEV40,West South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Light truck,2046,vehicle,6833
BEV100,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,14720
BEV300,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,266325
CNG,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,1126
FCV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,3601
FFV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,34039
HEV,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,122896
ICEV-D,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,24439
ICEV-G,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,1049452
PHEV20,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,13319
PHEV40,East North Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,31384
BEV100,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,5062
BEV300,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,79982
CNG,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,446
FCV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,1493
FFV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,11743
HEV,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,37884
ICEV-D,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,6936
ICEV-G,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,338133
PHEV20,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,5201
PHEV40,East South Central,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,9778
BEV100,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,13253
BEV300,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,274689
CNG,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,1170
FCV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,2860
FFV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,32799
HEV,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,128936
ICEV-D,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,25284
ICEV-G,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,1068187
PHEV20,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,11213
PHEV40,Middle Atlantic,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,29157
BEV100,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,7832
BEV300,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,114128
CNG,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,729
FCV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,2319
FFV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,17047
HEV,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,53336
ICEV-D,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,10176
ICEV-G,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,477330
PHEV20,Mountain,REF,AEO2019,Light-Duty Vehicle Sales ,Car,2047,vehicle,7938
