"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"HEV","Car",2041,"stock","REF",2021,"vehicle",5577091
"ICEV-D","Car",2041,"stock","REF",2021,"vehicle",38161
"ICEV-G","Car",2041,"stock","REF",2021,"vehicle",97785759
"PHEV20","Car",2041,"stock","REF",2021,"vehicle",1416838
"PHEV40","Car",2041,"stock","REF",2021,"vehicle",139952
"BEV100","Light truck",2041,"stock","REF",2021,"vehicle",40
"BEV300","Light truck",2041,"stock","REF",2021,"vehicle",3347318
"CNG","Light truck",2041,"stock","REF",2021,"vehicle",89855
"FCV","Light truck",2041,"stock","REF",2021,"vehicle",1894
"FFV","Light truck",2041,"stock","REF",2021,"vehicle",12801149
"HEV","Light truck",2041,"stock","REF",2021,"vehicle",7347875
"ICEV-D","Light truck",2041,"stock","REF",2021,"vehicle",1977017
"ICEV-G","Light truck",2041,"stock","REF",2021,"vehicle",128965729
"PHEV20","Light truck",2041,"stock","REF",2021,"vehicle",177684
"PHEV40","Light truck",2041,"stock","REF",2021,"vehicle",2140978
"BEV100","Car",2042,"stock","REF",2021,"vehicle",73381
"BEV300","Car",2042,"stock","REF",2021,"vehicle",6130014
"CNG","Car",2042,"stock","REF",2021,"vehicle",48182
"FCV","Car",2042,"stock","REF",2021,"vehicle",14575
"FFV","Car",2042,"stock","REF",2021,"vehicle",2024141
"HEV","Car",2042,"stock","REF",2021,"vehicle",5805026
"ICEV-D","Car",2042,"stock","REF",2021,"vehicle",34040
"ICEV-G","Car",2042,"stock","REF",2021,"vehicle",97298317
"PHEV20","Car",2042,"stock","REF",2021,"vehicle",1449130
"PHEV40","Car",2042,"stock","REF",2021,"vehicle",141717
"BEV100","Light truck",2042,"stock","REF",2021,"vehicle",36
"BEV300","Light truck",2042,"stock","REF",2021,"vehicle",3665915
"CNG","Light truck",2042,"stock","REF",2021,"vehicle",89919
"FCV","Light truck",2042,"stock","REF",2021,"vehicle",2083
"FFV","Light truck",2042,"stock","REF",2021,"vehicle",12719786
"HEV","Light truck",2042,"stock","REF",2021,"vehicle",7618373
"ICEV-D","Light truck",2042,"stock","REF",2021,"vehicle",2007612
"ICEV-G","Light truck",2042,"stock","REF",2021,"vehicle",128641312
"PHEV20","Light truck",2042,"stock","REF",2021,"vehicle",192236
"PHEV40","Light truck",2042,"stock","REF",2021,"vehicle",2224139
"BEV100","Car",2043,"stock","REF",2021,"vehicle",73138
"BEV300","Car",2043,"stock","REF",2021,"vehicle",6655241
"CNG","Car",2043,"stock","REF",2021,"vehicle",48263
"FCV","Car",2043,"stock","REF",2021,"vehicle",15266
"FFV","Car",2043,"stock","REF",2021,"vehicle",2002631
"HEV","Car",2043,"stock","REF",2021,"vehicle",6036604
"ICEV-D","Car",2043,"stock","REF",2021,"vehicle",30442
"ICEV-G","Car",2043,"stock","REF",2021,"vehicle",96782005
"PHEV20","Car",2043,"stock","REF",2021,"vehicle",1474732
"PHEV40","Car",2043,"stock","REF",2021,"vehicle",143730
"BEV100","Light truck",2043,"stock","REF",2021,"vehicle",33
"BEV300","Light truck",2043,"stock","REF",2021,"vehicle",3990125
"CNG","Light truck",2043,"stock","REF",2021,"vehicle",90447
"FCV","Light truck",2043,"stock","REF",2021,"vehicle",2275
"FFV","Light truck",2043,"stock","REF",2021,"vehicle",12641354
"HEV","Light truck",2043,"stock","REF",2021,"vehicle",7881097
"ICEV-D","Light truck",2043,"stock","REF",2021,"vehicle",2032989
"ICEV-G","Light truck",2043,"stock","REF",2021,"vehicle",128249817
"PHEV20","Light truck",2043,"stock","REF",2021,"vehicle",208695
"PHEV40","Light truck",2043,"stock","REF",2021,"vehicle",2299804
"BEV100","Car",2044,"stock","REF",2021,"vehicle",73102
"BEV300","Car",2044,"stock","REF",2021,"vehicle",7195687
"CNG","Car",2044,"stock","REF",2021,"vehicle",48435
"FCV","Car",2044,"stock","REF",2021,"vehicle",15966
"FFV","Car",2044,"stock","REF",2021,"vehicle",1982887
"HEV","Car",2044,"stock","REF",2021,"vehicle",6272584
"ICEV-D","Car",2044,"stock","REF",2021,"vehicle",27275
"ICEV-G","Car",2044,"stock","REF",2021,"vehicle",96252960
"PHEV20","Car",2044,"stock","REF",2021,"vehicle",1493198
"PHEV40","Car",2044,"stock","REF",2021,"vehicle",145734
"BEV100","Light truck",2044,"stock","REF",2021,"vehicle",30
"BEV300","Light truck",2044,"stock","REF",2021,"vehicle",4320114
"CNG","Light truck",2044,"stock","REF",2021,"vehicle",90905
"FCV","Light truck",2044,"stock","REF",2021,"vehicle",2469
"FFV","Light truck",2044,"stock","REF",2021,"vehicle",12568706
"HEV","Light truck",2044,"stock","REF",2021,"vehicle",8139623
"ICEV-D","Light truck",2044,"stock","REF",2021,"vehicle",2056105
"ICEV-G","Light truck",2044,"stock","REF",2021,"vehicle",127856644
"PHEV20","Light truck",2044,"stock","REF",2021,"vehicle",227283
"PHEV40","Light truck",2044,"stock","REF",2021,"vehicle",2368418
"BEV100","Car",2045,"stock","REF",2021,"vehicle",73155
"BEV300","Car",2045,"stock","REF",2021,"vehicle",7750128
"CNG","Car",2045,"stock","REF",2021,"vehicle",48650
"FCV","Car",2045,"stock","REF",2021,"vehicle",16665
"FFV","Car",2045,"stock","REF",2021,"vehicle",1964510
"HEV","Car",2045,"stock","REF",2021,"vehicle",6512599
"ICEV-D","Car",2045,"stock","REF",2021,"vehicle",24481
"ICEV-G","Car",2045,"stock","REF",2021,"vehicle",95698540
"PHEV20","Car",2045,"stock","REF",2021,"vehicle",1504891
"PHEV40","Car",2045,"stock","REF",2021,"vehicle",147713
"BEV100","Light truck",2045,"stock","REF",2021,"vehicle",27
"BEV300","Light truck",2045,"stock","REF",2021,"vehicle",4657740
"CNG","Light truck",2045,"stock","REF",2021,"vehicle",91543
"FCV","Light truck",2045,"stock","REF",2021,"vehicle",2668
"FFV","Light truck",2045,"stock","REF",2021,"vehicle",12506436
"HEV","Light truck",2045,"stock","REF",2021,"vehicle",8398831
"ICEV-D","Light truck",2045,"stock","REF",2021,"vehicle",2076474
"ICEV-G","Light truck",2045,"stock","REF",2021,"vehicle",127511101
"PHEV20","Light truck",2045,"stock","REF",2021,"vehicle",248531
"PHEV40","Light truck",2045,"stock","REF",2021,"vehicle",2430801
"BEV100","Car",2046,"stock","REF",2021,"vehicle",73258
"BEV300","Car",2046,"stock","REF",2021,"vehicle",8317731
"CNG","Car",2046,"stock","REF",2021,"vehicle",48843
"FCV","Car",2046,"stock","REF",2021,"vehicle",17351
"FFV","Car",2046,"stock","REF",2021,"vehicle",1947121
"HEV","Car",2046,"stock","REF",2021,"vehicle",6757599
"ICEV-D","Car",2046,"stock","REF",2021,"vehicle",21991
"ICEV-G","Car",2046,"stock","REF",2021,"vehicle",95112495
"PHEV20","Car",2046,"stock","REF",2021,"vehicle",1511009
"PHEV40","Car",2046,"stock","REF",2021,"vehicle",149518
"BEV100","Light truck",2046,"stock","REF",2021,"vehicle",24
"BEV300","Light truck",2046,"stock","REF",2021,"vehicle",5003028
"CNG","Light truck",2046,"stock","REF",2021,"vehicle",92170
"FCV","Light truck",2046,"stock","REF",2021,"vehicle",2869
"FFV","Light truck",2046,"stock","REF",2021,"vehicle",12447461
"HEV","Light truck",2046,"stock","REF",2021,"vehicle",8657182
"ICEV-D","Light truck",2046,"stock","REF",2021,"vehicle",2095209
"ICEV-G","Light truck",2046,"stock","REF",2021,"vehicle",127150108
"PHEV20","Light truck",2046,"stock","REF",2021,"vehicle",272856
"PHEV40","Light truck",2046,"stock","REF",2021,"vehicle",2486615
"BEV100","Car",2047,"stock","REF",2021,"vehicle",73367
"BEV300","Car",2047,"stock","REF",2021,"vehicle",8897618
"CNG","Car",2047,"stock","REF",2021,"vehicle",49000
"FCV","Car",2047,"stock","REF",2021,"vehicle",18022
"FFV","Car",2047,"stock","REF",2021,"vehicle",1930270
"HEV","Car",2047,"stock","REF",2021,"vehicle",7005054
"ICEV-D","Car",2047,"stock","REF",2021,"vehicle",19770
"ICEV-G","Car",2047,"stock","REF",2021,"vehicle",94480003
"PHEV20","Car",2047,"stock","REF",2021,"vehicle",1510747
"PHEV40","Car",2047,"stock","REF",2021,"vehicle",151023
"BEV100","Light truck",2047,"stock","REF",2021,"vehicle",22
"BEV300","Light truck",2047,"stock","REF",2021,"vehicle",5353422
"CNG","Light truck",2047,"stock","REF",2021,"vehicle",92801
"FCV","Light truck",2047,"stock","REF",2021,"vehicle",3071
"FFV","Light truck",2047,"stock","REF",2021,"vehicle",12392561
"HEV","Light truck",2047,"stock","REF",2021,"vehicle",8913234
"ICEV-D","Light truck",2047,"stock","REF",2021,"vehicle",2110829
"ICEV-G","Light truck",2047,"stock","REF",2021,"vehicle",126789307
"PHEV20","Light truck",2047,"stock","REF",2021,"vehicle",300704
"PHEV40","Light truck",2047,"stock","REF",2021,"vehicle",2535270
"BEV100","Car",2048,"stock","REF",2021,"vehicle",73468
"BEV300","Car",2048,"stock","REF",2021,"vehicle",9485046
"CNG","Car",2048,"stock","REF",2021,"vehicle",49125
"FCV","Car",2048,"stock","REF",2021,"vehicle",18676
"FFV","Car",2048,"stock","REF",2021,"vehicle",1913789
"HEV","Car",2048,"stock","REF",2021,"vehicle",7254921
"ICEV-D","Car",2048,"stock","REF",2021,"vehicle",17790
"ICEV-G","Car",2048,"stock","REF",2021,"vehicle",93801926
"PHEV20","Car",2048,"stock","REF",2021,"vehicle",1504963
"PHEV40","Car",2048,"stock","REF",2021,"vehicle",152222
"BEV100","Light truck",2048,"stock","REF",2021,"vehicle",20
"BEV300","Light truck",2048,"stock","REF",2021,"vehicle",5709063
"CNG","Light truck",2048,"stock","REF",2021,"vehicle",93457
"FCV","Light truck",2048,"stock","REF",2021,"vehicle",3275
"FFV","Light truck",2048,"stock","REF",2021,"vehicle",12341257
"HEV","Light truck",2048,"stock","REF",2021,"vehicle",9167789
"ICEV-D","Light truck",2048,"stock","REF",2021,"vehicle",2126311
"ICEV-G","Light truck",2048,"stock","REF",2021,"vehicle",126426193
"PHEV20","Light truck",2048,"stock","REF",2021,"vehicle",332676
"PHEV40","Light truck",2048,"stock","REF",2021,"vehicle",2577247
"BEV100","Car",2049,"stock","REF",2021,"vehicle",73516
"BEV300","Car",2049,"stock","REF",2021,"vehicle",10072867
"CNG","Car",2049,"stock","REF",2021,"vehicle",49187
"FCV","Car",2049,"stock","REF",2021,"vehicle",19301
"FFV","Car",2049,"stock","REF",2021,"vehicle",1896853
"HEV","Car",2049,"stock","REF",2021,"vehicle",7502539
"ICEV-D","Car",2049,"stock","REF",2021,"vehicle",16022
"ICEV-G","Car",2049,"stock","REF",2021,"vehicle",93044975
"PHEV20","Car",2049,"stock","REF",2021,"vehicle",1493209
"PHEV40","Car",2049,"stock","REF",2021,"vehicle",153025
"BEV100","Light truck",2049,"stock","REF",2021,"vehicle",18
"BEV300","Light truck",2049,"stock","REF",2021,"vehicle",6066253
"CNG","Light truck",2049,"stock","REF",2021,"vehicle",94078
"FCV","Light truck",2049,"stock","REF",2021,"vehicle",3477
"FFV","Light truck",2049,"stock","REF",2021,"vehicle",12291171
"HEV","Light truck",2049,"stock","REF",2021,"vehicle",9418115
"ICEV-D","Light truck",2049,"stock","REF",2021,"vehicle",2137511
"ICEV-G","Light truck",2049,"stock","REF",2021,"vehicle",126043076
"PHEV20","Light truck",2049,"stock","REF",2021,"vehicle",369187
"PHEV40","Light truck",2049,"stock","REF",2021,"vehicle",2612583
"BEV100","Car",2050,"stock","REF",2021,"vehicle",73503
"BEV300","Car",2050,"stock","REF",2021,"vehicle",10657492
"CNG","Car",2050,"stock","REF",2021,"vehicle",49183
"FCV","Car",2050,"stock","REF",2021,"vehicle",19896
"FFV","Car",2050,"stock","REF",2021,"vehicle",1879378
"HEV","Car",2050,"stock","REF",2021,"vehicle",7747849
"ICEV-D","Car",2050,"stock","REF",2021,"vehicle",14444
"ICEV-G","Car",2050,"stock","REF",2021,"vehicle",92212616
"PHEV20","Car",2050,"stock","REF",2021,"vehicle",1476384
"PHEV40","Car",2050,"stock","REF",2021,"vehicle",153448
"BEV100","Light truck",2050,"stock","REF",2021,"vehicle",16
"BEV300","Light truck",2050,"stock","REF",2021,"vehicle",6424772
"CNG","Light truck",2050,"stock","REF",2021,"vehicle",94661
"FCV","Light truck",2050,"stock","REF",2021,"vehicle",3678
"FFV","Light truck",2050,"stock","REF",2021,"vehicle",12241311
"HEV","Light truck",2050,"stock","REF",2021,"vehicle",9664464
"ICEV-D","Light truck",2050,"stock","REF",2021,"vehicle",2146516
"ICEV-G","Light truck",2050,"stock","REF",2021,"vehicle",125632126
"PHEV20","Light truck",2050,"stock","REF",2021,"vehicle",410901
"PHEV40","Light truck",2050,"stock","REF",2021,"vehicle",2641524
"BEV100","Car",2020,"stock","HOP",2021,"vehicle",210976
"BEV300","Car",2020,"stock","HOP",2021,"vehicle",613915
"CNG","Car",2020,"stock","HOP",2021,"vehicle",61716
"FCV","Car",2020,"stock","HOP",2021,"vehicle",7784
"FFV","Car",2020,"stock","HOP",2021,"vehicle",4832654
"HEV","Car",2020,"stock","HOP",2021,"vehicle",3854113
"ICEV-D","Car",2020,"stock","HOP",2021,"vehicle",551560
"ICEV-G","Car",2020,"stock","HOP",2021,"vehicle",120134239
"PHEV20","Car",2020,"stock","HOP",2021,"vehicle",335828
"PHEV40","Car",2020,"stock","HOP",2021,"vehicle",180764
"BEV100","Light truck",2020,"stock","HOP",2021,"vehicle",668
"BEV300","Light truck",2020,"stock","HOP",2021,"vehicle",101838
"CNG","Light truck",2020,"stock","HOP",2021,"vehicle",118115
"FCV","Light truck",2020,"stock","HOP",2021,"vehicle",5
"FFV","Light truck",2020,"stock","HOP",2021,"vehicle",15718204
"HEV","Light truck",2020,"stock","HOP",2021,"vehicle",959773
"ICEV-D","Light truck",2020,"stock","HOP",2021,"vehicle",569605
"ICEV-G","Light truck",2020,"stock","HOP",2021,"vehicle",109060806
"PHEV20","Light truck",2020,"stock","HOP",2021,"vehicle",56302
"PHEV40","Light truck",2020,"stock","HOP",2021,"vehicle",48500
"BEV100","Car",2021,"stock","HOP",2021,"vehicle",210463
"BEV300","Car",2021,"stock","HOP",2021,"vehicle",743284
"CNG","Car",2021,"stock","HOP",2021,"vehicle",60003
"FCV","Car",2021,"stock","HOP",2021,"vehicle",7948
"FFV","Car",2021,"stock","HOP",2021,"vehicle",4773515
"HEV","Car",2021,"stock","HOP",2021,"vehicle",3900267
"ICEV-D","Car",2021,"stock","HOP",2021,"vehicle",515676
"ICEV-G","Car",2021,"stock","HOP",2021,"vehicle",118701561
"PHEV20","Car",2021,"stock","HOP",2021,"vehicle",369073
"PHEV40","Car",2021,"stock","HOP",2021,"vehicle",186739
"BEV100","Light truck",2021,"stock","HOP",2021,"vehicle",601
"BEV300","Light truck",2021,"stock","HOP",2021,"vehicle",150603
"CNG","Light truck",2021,"stock","HOP",2021,"vehicle",114235
"FCV","Light truck",2021,"stock","HOP",2021,"vehicle",12
"FFV","Light truck",2021,"stock","HOP",2021,"vehicle",15640764
"HEV","Light truck",2021,"stock","HOP",2021,"vehicle",1181023
"ICEV-D","Light truck",2021,"stock","HOP",2021,"vehicle",645593
"ICEV-G","Light truck",2021,"stock","HOP",2021,"vehicle",109107399
"PHEV20","Light truck",2021,"stock","HOP",2021,"vehicle",60088
"PHEV40","Light truck",2021,"stock","HOP",2021,"vehicle",75109
"BEV100","Car",2022,"stock","HOP",2021,"vehicle",209481
"BEV300","Car",2022,"stock","HOP",2021,"vehicle",893581
"CNG","Car",2022,"stock","HOP",2021,"vehicle",59204
"FCV","Car",2022,"stock","HOP",2021,"vehicle",8127
"FFV","Car",2022,"stock","HOP",2021,"vehicle",4705203
"HEV","Car",2022,"stock","HOP",2021,"vehicle",3961269
"ICEV-D","Car",2022,"stock","HOP",2021,"vehicle",481114
"ICEV-G","Car",2022,"stock","HOP",2021,"vehicle",117983788
"PHEV20","Car",2022,"stock","HOP",2021,"vehicle",409814
"PHEV40","Car",2022,"stock","HOP",2021,"vehicle",191705
"BEV100","Light truck",2022,"stock","HOP",2021,"vehicle",533
"BEV300","Light truck",2022,"stock","HOP",2021,"vehicle",207252
"CNG","Light truck",2022,"stock","HOP",2021,"vehicle",110560
"FCV","Light truck",2022,"stock","HOP",2021,"vehicle",21
"FFV","Light truck",2022,"stock","HOP",2021,"vehicle",15518383
"HEV","Light truck",2022,"stock","HOP",2021,"vehicle",1416526
"ICEV-D","Light truck",2022,"stock","HOP",2021,"vehicle",739754
"ICEV-G","Light truck",2022,"stock","HOP",2021,"vehicle",109402809
"PHEV20","Light truck",2022,"stock","HOP",2021,"vehicle",63736
"PHEV40","Light truck",2022,"stock","HOP",2021,"vehicle",102468
"BEV100","Car",2023,"stock","HOP",2021,"vehicle",207819
"BEV300","Car",2023,"stock","HOP",2021,"vehicle",1055473
"CNG","Car",2023,"stock","HOP",2021,"vehicle",58894
"FCV","Car",2023,"stock","HOP",2021,"vehicle",8319
"FFV","Car",2023,"stock","HOP",2021,"vehicle",4617576
"HEV","Car",2023,"stock","HOP",2021,"vehicle",4030172
"ICEV-D","Car",2023,"stock","HOP",2021,"vehicle",447656
"ICEV-G","Car",2023,"stock","HOP",2021,"vehicle",117640854
"PHEV20","Car",2023,"stock","HOP",2021,"vehicle",457850
"PHEV40","Car",2023,"stock","HOP",2021,"vehicle",195533
"BEV100","Light truck",2023,"stock","HOP",2021,"vehicle",432
"BEV300","Light truck",2023,"stock","HOP",2021,"vehicle",272638
"CNG","Light truck",2023,"stock","HOP",2021,"vehicle",107086
"FCV","Light truck",2023,"stock","HOP",2021,"vehicle",34
"FFV","Light truck",2023,"stock","HOP",2021,"vehicle",15354348
"HEV","Light truck",2023,"stock","HOP",2021,"vehicle",1663394
"ICEV-D","Light truck",2023,"stock","HOP",2021,"vehicle",827460
"ICEV-G","Light truck",2023,"stock","HOP",2021,"vehicle",109919022
"PHEV20","Light truck",2023,"stock","HOP",2021,"vehicle",67292
"PHEV40","Light truck",2023,"stock","HOP",2021,"vehicle",128595
"BEV100","Car",2024,"stock","HOP",2021,"vehicle",205403
"BEV300","Car",2024,"stock","HOP",2021,"vehicle",1228566
"CNG","Car",2024,"stock","HOP",2021,"vehicle",58788
"FCV","Car",2024,"stock","HOP",2021,"vehicle",8538
"FFV","Car",2024,"stock","HOP",2021,"vehicle",4508571
"HEV","Car",2024,"stock","HOP",2021,"vehicle",4103303
"ICEV-D","Car",2024,"stock","HOP",2021,"vehicle",415538
"ICEV-G","Car",2024,"stock","HOP",2021,"vehicle",117447983
"PHEV20","Car",2024,"stock","HOP",2021,"vehicle",512868
"PHEV40","Car",2024,"stock","HOP",2021,"vehicle",198294
"BEV100","Light truck",2024,"stock","HOP",2021,"vehicle",354
"BEV300","Light truck",2024,"stock","HOP",2021,"vehicle",347315
"CNG","Light truck",2024,"stock","HOP",2021,"vehicle",103507
"FCV","Light truck",2024,"stock","HOP",2021,"vehicle",50
"FFV","Light truck",2024,"stock","HOP",2021,"vehicle",15127385
"HEV","Light truck",2024,"stock","HOP",2021,"vehicle",1913416
"ICEV-D","Light truck",2024,"stock","HOP",2021,"vehicle",909506
"ICEV-G","Light truck",2024,"stock","HOP",2021,"vehicle",110448692
"PHEV20","Light truck",2024,"stock","HOP",2021,"vehicle",70688
"PHEV40","Light truck",2024,"stock","HOP",2021,"vehicle",152587
"BEV100","Car",2025,"stock","HOP",2021,"vehicle",202126
"BEV300","Car",2025,"stock","HOP",2021,"vehicle",1415082
"CNG","Car",2025,"stock","HOP",2021,"vehicle",58801
"FCV","Car",2025,"stock","HOP",2021,"vehicle",8808
"FFV","Car",2025,"stock","HOP",2021,"vehicle",4378471
"HEV","Car",2025,"stock","HOP",2021,"vehicle",4179274
"ICEV-D","Car",2025,"stock","HOP",2021,"vehicle",384271
"ICEV-G","Car",2025,"stock","HOP",2021,"vehicle",117491173
"PHEV20","Car",2025,"stock","HOP",2021,"vehicle",579580
"PHEV40","Car",2025,"stock","HOP",2021,"vehicle",200121
"BEV100","Light truck",2025,"stock","HOP",2021,"vehicle",299
"BEV300","Light truck",2025,"stock","HOP",2021,"vehicle",429115
"CNG","Light truck",2025,"stock","HOP",2021,"vehicle",100082
"FCV","Light truck",2025,"stock","HOP",2021,"vehicle",71
"FFV","Light truck",2025,"stock","HOP",2021,"vehicle",14863901
"HEV","Light truck",2025,"stock","HOP",2021,"vehicle",2173389
"ICEV-D","Light truck",2025,"stock","HOP",2021,"vehicle",988129
"ICEV-G","Light truck",2025,"stock","HOP",2021,"vehicle",111016708
"PHEV20","Light truck",2025,"stock","HOP",2021,"vehicle",73710
"PHEV40","Light truck",2025,"stock","HOP",2021,"vehicle",196892
"BEV100","Car",2026,"stock","HOP",2021,"vehicle",197640
"BEV300","Car",2026,"stock","HOP",2021,"vehicle",1615961
"CNG","Car",2026,"stock","HOP",2021,"vehicle",58890
"FCV","Car",2026,"stock","HOP",2021,"vehicle",9118
"FFV","Car",2026,"stock","HOP",2021,"vehicle",4225170
"HEV","Car",2026,"stock","HOP",2021,"vehicle",4261703
"ICEV-D","Car",2026,"stock","HOP",2021,"vehicle",353034
"ICEV-G","Car",2026,"stock","HOP",2021,"vehicle",117587288
"PHEV20","Car",2026,"stock","HOP",2021,"vehicle",656724
"PHEV40","Car",2026,"stock","HOP",2021,"vehicle",201028
"BEV100","Light truck",2026,"stock","HOP",2021,"vehicle",254
"BEV300","Light truck",2026,"stock","HOP",2021,"vehicle",516289
"CNG","Light truck",2026,"stock","HOP",2021,"vehicle",97029
"FCV","Light truck",2026,"stock","HOP",2021,"vehicle",99
"FFV","Light truck",2026,"stock","HOP",2021,"vehicle",14570481
"HEV","Light truck",2026,"stock","HOP",2021,"vehicle",2483671
"ICEV-D","Light truck",2026,"stock","HOP",2021,"vehicle",1059670
"ICEV-G","Light truck",2026,"stock","HOP",2021,"vehicle",111488365
"PHEV20","Light truck",2026,"stock","HOP",2021,"vehicle",76261
"PHEV40","Light truck",2026,"stock","HOP",2021,"vehicle",318991
"BEV100","Car",2027,"stock","HOP",2021,"vehicle",191475
"BEV300","Car",2027,"stock","HOP",2021,"vehicle",1830418
"CNG","Car",2027,"stock","HOP",2021,"vehicle",58850
"FCV","Car",2027,"stock","HOP",2021,"vehicle",9458
"FFV","Car",2027,"stock","HOP",2021,"vehicle",4043144
"HEV","Car",2027,"stock","HOP",2021,"vehicle",4345475
"ICEV-D","Car",2027,"stock","HOP",2021,"vehicle",321065
"ICEV-G","Car",2027,"stock","HOP",2021,"vehicle",117525146
"PHEV20","Car",2027,"stock","HOP",2021,"vehicle",745816
"PHEV40","Car",2027,"stock","HOP",2021,"vehicle",200789
"BEV100","Light truck",2027,"stock","HOP",2021,"vehicle",221
"BEV300","Light truck",2027,"stock","HOP",2021,"vehicle",610319
"CNG","Light truck",2027,"stock","HOP",2021,"vehicle",93982
"FCV","Light truck",2027,"stock","HOP",2021,"vehicle",133
"FFV","Light truck",2027,"stock","HOP",2021,"vehicle",14247865
"HEV","Light truck",2027,"stock","HOP",2021,"vehicle",2805417
"ICEV-D","Light truck",2027,"stock","HOP",2021,"vehicle",1124079
"ICEV-G","Light truck",2027,"stock","HOP",2021,"vehicle",111767982
"PHEV20","Light truck",2027,"stock","HOP",2021,"vehicle",78688
"PHEV40","Light truck",2027,"stock","HOP",2021,"vehicle",458061
"BEV100","Car",2028,"stock","HOP",2021,"vehicle",183684
"BEV300","Car",2028,"stock","HOP",2021,"vehicle",2066861
"CNG","Car",2028,"stock","HOP",2021,"vehicle",58837
"FCV","Car",2028,"stock","HOP",2021,"vehicle",9834
"FFV","Car",2028,"stock","HOP",2021,"vehicle",3844129
"HEV","Car",2028,"stock","HOP",2021,"vehicle",4441313
"ICEV-D","Car",2028,"stock","HOP",2021,"vehicle",288988
"ICEV-G","Car",2028,"stock","HOP",2021,"vehicle",117363655
"PHEV20","Car",2028,"stock","HOP",2021,"vehicle",851883
"PHEV40","Car",2028,"stock","HOP",2021,"vehicle",199474
"BEV100","Light truck",2028,"stock","HOP",2021,"vehicle",200
"BEV300","Light truck",2028,"stock","HOP",2021,"vehicle",715747
"CNG","Light truck",2028,"stock","HOP",2021,"vehicle",91239
"FCV","Light truck",2028,"stock","HOP",2021,"vehicle",174
"FFV","Light truck",2028,"stock","HOP",2021,"vehicle",13919467
"HEV","Light truck",2028,"stock","HOP",2021,"vehicle",3129032
"ICEV-D","Light truck",2028,"stock","HOP",2021,"vehicle",1185956
"ICEV-G","Light truck",2028,"stock","HOP",2021,"vehicle",111955093
"PHEV20","Light truck",2028,"stock","HOP",2021,"vehicle",81061
"PHEV40","Light truck",2028,"stock","HOP",2021,"vehicle",597954
"BEV100","Car",2029,"stock","HOP",2021,"vehicle",174509
"BEV300","Car",2029,"stock","HOP",2021,"vehicle",2328611
"CNG","Car",2029,"stock","HOP",2021,"vehicle",58790
"FCV","Car",2029,"stock","HOP",2021,"vehicle",10233
"FFV","Car",2029,"stock","HOP",2021,"vehicle",3632108
"HEV","Car",2029,"stock","HOP",2021,"vehicle",4544858
"ICEV-D","Car",2029,"stock","HOP",2021,"vehicle",256554
"ICEV-G","Car",2029,"stock","HOP",2021,"vehicle",117065536
"PHEV20","Car",2029,"stock","HOP",2021,"vehicle",960440
"PHEV40","Car",2029,"stock","HOP",2021,"vehicle",197348
"BEV100","Light truck",2029,"stock","HOP",2021,"vehicle",180
"BEV300","Light truck",2029,"stock","HOP",2021,"vehicle",834123
"CNG","Light truck",2029,"stock","HOP",2021,"vehicle",88677
"FCV","Light truck",2029,"stock","HOP",2021,"vehicle",225
"FFV","Light truck",2029,"stock","HOP",2021,"vehicle",13594195
"HEV","Light truck",2029,"stock","HOP",2021,"vehicle",3450035
"ICEV-D","Light truck",2029,"stock","HOP",2021,"vehicle",1243263
"ICEV-G","Light truck",2029,"stock","HOP",2021,"vehicle",111985481
"PHEV20","Light truck",2029,"stock","HOP",2021,"vehicle",83441
"PHEV40","Light truck",2029,"stock","HOP",2021,"vehicle",736295
"BEV100","Car",2030,"stock","HOP",2021,"vehicle",163720
"BEV300","Car",2030,"stock","HOP",2021,"vehicle",2625245
"CNG","Car",2030,"stock","HOP",2021,"vehicle",58810
"FCV","Car",2030,"stock","HOP",2021,"vehicle",10650
"FFV","Car",2030,"stock","HOP",2021,"vehicle",3422260
"HEV","Car",2030,"stock","HOP",2021,"vehicle",4664629
"ICEV-D","Car",2030,"stock","HOP",2021,"vehicle",224353
"ICEV-G","Car",2030,"stock","HOP",2021,"vehicle",116656288
"PHEV20","Car",2030,"stock","HOP",2021,"vehicle",1071193
"PHEV40","Car",2030,"stock","HOP",2021,"vehicle",195238
"BEV100","Light truck",2030,"stock","HOP",2021,"vehicle",162
"BEV300","Light truck",2030,"stock","HOP",2021,"vehicle",969463
"CNG","Light truck",2030,"stock","HOP",2021,"vehicle",86382
"FCV","Light truck",2030,"stock","HOP",2021,"vehicle",285
"FFV","Light truck",2030,"stock","HOP",2021,"vehicle",13274421
"HEV","Light truck",2030,"stock","HOP",2021,"vehicle",3767435
"ICEV-D","Light truck",2030,"stock","HOP",2021,"vehicle",1298848
"ICEV-G","Light truck",2030,"stock","HOP",2021,"vehicle",111832939
"PHEV20","Light truck",2030,"stock","HOP",2021,"vehicle",85941
"PHEV40","Light truck",2030,"stock","HOP",2021,"vehicle",874145
"BEV100","Car",2031,"stock","HOP",2021,"vehicle",152332
"BEV300","Car",2031,"stock","HOP",2021,"vehicle",2958571
"CNG","Car",2031,"stock","HOP",2021,"vehicle",58934
"FCV","Car",2031,"stock","HOP",2021,"vehicle",11063
"FFV","Car",2031,"stock","HOP",2021,"vehicle",3225758
"HEV","Car",2031,"stock","HOP",2021,"vehicle",4799397
