"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"ICEV-D","Car",2031,"stock","HOP",2021,"vehicle",194244
"ICEV-G","Car",2031,"stock","HOP",2021,"vehicle",116171928
"PHEV20","Car",2031,"stock","HOP",2021,"vehicle",1179132
"PHEV40","Car",2031,"stock","HOP",2021,"vehicle",193068
"BEV100","Light truck",2031,"stock","HOP",2021,"vehicle",144
"BEV300","Light truck",2031,"stock","HOP",2021,"vehicle",1122001
"CNG","Light truck",2031,"stock","HOP",2021,"vehicle",84401
"FCV","Light truck",2031,"stock","HOP",2021,"vehicle",357
"FFV","Light truck",2031,"stock","HOP",2021,"vehicle",12958108
"HEV","Light truck",2031,"stock","HOP",2021,"vehicle",4082066
"ICEV-D","Light truck",2031,"stock","HOP",2021,"vehicle",1349189
"ICEV-G","Light truck",2031,"stock","HOP",2021,"vehicle",111632339
"PHEV20","Light truck",2031,"stock","HOP",2021,"vehicle",88721
"PHEV40","Light truck",2031,"stock","HOP",2021,"vehicle",1012245
"BEV100","Car",2032,"stock","HOP",2021,"vehicle",140598
"BEV300","Car",2032,"stock","HOP",2021,"vehicle",3325981
"CNG","Car",2032,"stock","HOP",2021,"vehicle",59045
"FCV","Car",2032,"stock","HOP",2021,"vehicle",11410
"FFV","Car",2032,"stock","HOP",2021,"vehicle",3046268
"HEV","Car",2032,"stock","HOP",2021,"vehicle",4948606
"ICEV-D","Car",2032,"stock","HOP",2021,"vehicle",166655
"ICEV-G","Car",2032,"stock","HOP",2021,"vehicle",115553604
"PHEV20","Car",2032,"stock","HOP",2021,"vehicle",1285029
"PHEV40","Car",2032,"stock","HOP",2021,"vehicle",190542
"BEV100","Light truck",2032,"stock","HOP",2021,"vehicle",129
"BEV300","Light truck",2032,"stock","HOP",2021,"vehicle",1293371
"CNG","Light truck",2032,"stock","HOP",2021,"vehicle",82634
"FCV","Light truck",2032,"stock","HOP",2021,"vehicle",439
"FFV","Light truck",2032,"stock","HOP",2021,"vehicle",12640878
"HEV","Light truck",2032,"stock","HOP",2021,"vehicle",4390239
"ICEV-D","Light truck",2032,"stock","HOP",2021,"vehicle",1392707
"ICEV-G","Light truck",2032,"stock","HOP",2021,"vehicle",111269852
"PHEV20","Light truck",2032,"stock","HOP",2021,"vehicle",91892
"PHEV40","Light truck",2032,"stock","HOP",2021,"vehicle",1149808
"BEV100","Car",2033,"stock","HOP",2021,"vehicle",129491
"BEV300","Car",2033,"stock","HOP",2021,"vehicle",3734578
"CNG","Car",2033,"stock","HOP",2021,"vehicle",59254
"FCV","Car",2033,"stock","HOP",2021,"vehicle",11746
"FFV","Car",2033,"stock","HOP",2021,"vehicle",2884181
"HEV","Car",2033,"stock","HOP",2021,"vehicle",5116004
"ICEV-D","Car",2033,"stock","HOP",2021,"vehicle",142417
"ICEV-G","Car",2033,"stock","HOP",2021,"vehicle",114872116
"PHEV20","Car",2033,"stock","HOP",2021,"vehicle",1387549
"PHEV40","Car",2033,"stock","HOP",2021,"vehicle",188013
"BEV100","Light truck",2033,"stock","HOP",2021,"vehicle",114
"BEV300","Light truck",2033,"stock","HOP",2021,"vehicle",1484800
"CNG","Light truck",2033,"stock","HOP",2021,"vehicle",81093
"FCV","Light truck",2033,"stock","HOP",2021,"vehicle",531
"FFV","Light truck",2033,"stock","HOP",2021,"vehicle",12338851
"HEV","Light truck",2033,"stock","HOP",2021,"vehicle",4691994
"ICEV-D","Light truck",2033,"stock","HOP",2021,"vehicle",1427880
"ICEV-G","Light truck",2033,"stock","HOP",2021,"vehicle",110821098
"PHEV20","Light truck",2033,"stock","HOP",2021,"vehicle",95838
"PHEV40","Light truck",2033,"stock","HOP",2021,"vehicle",1286176
"BEV100","Car",2034,"stock","HOP",2021,"vehicle",119194
"BEV300","Car",2034,"stock","HOP",2021,"vehicle",4188216
"CNG","Car",2034,"stock","HOP",2021,"vehicle",59590
"FCV","Car",2034,"stock","HOP",2021,"vehicle",12064
"FFV","Car",2034,"stock","HOP",2021,"vehicle",2748296
"HEV","Car",2034,"stock","HOP",2021,"vehicle",5299079
"ICEV-D","Car",2034,"stock","HOP",2021,"vehicle",120668
"ICEV-G","Car",2034,"stock","HOP",2021,"vehicle",114175323
"PHEV20","Car",2034,"stock","HOP",2021,"vehicle",1487198
"PHEV40","Car",2034,"stock","HOP",2021,"vehicle",185225
"BEV100","Light truck",2034,"stock","HOP",2021,"vehicle",101
"BEV300","Light truck",2034,"stock","HOP",2021,"vehicle",1698880
"CNG","Light truck",2034,"stock","HOP",2021,"vehicle",80203
"FCV","Light truck",2034,"stock","HOP",2021,"vehicle",636
"FFV","Light truck",2034,"stock","HOP",2021,"vehicle",12060171
"HEV","Light truck",2034,"stock","HOP",2021,"vehicle",4989948
"ICEV-D","Light truck",2034,"stock","HOP",2021,"vehicle",1457231
"ICEV-G","Light truck",2034,"stock","HOP",2021,"vehicle",110333054
"PHEV20","Light truck",2034,"stock","HOP",2021,"vehicle",100823
"PHEV40","Light truck",2034,"stock","HOP",2021,"vehicle",1421533
"BEV100","Car",2035,"stock","HOP",2021,"vehicle",110484
"BEV300","Car",2035,"stock","HOP",2021,"vehicle",4685903
"CNG","Car",2035,"stock","HOP",2021,"vehicle",59949
"FCV","Car",2035,"stock","HOP",2021,"vehicle",12447
"FFV","Car",2035,"stock","HOP",2021,"vehicle",2633090
"HEV","Car",2035,"stock","HOP",2021,"vehicle",5498673
"ICEV-D","Car",2035,"stock","HOP",2021,"vehicle",101490
"ICEV-G","Car",2035,"stock","HOP",2021,"vehicle",113452705
"PHEV20","Car",2035,"stock","HOP",2021,"vehicle",1583392
"PHEV40","Car",2035,"stock","HOP",2021,"vehicle",183181
"BEV100","Light truck",2035,"stock","HOP",2021,"vehicle",90
"BEV300","Light truck",2035,"stock","HOP",2021,"vehicle",1934394
"CNG","Light truck",2035,"stock","HOP",2021,"vehicle",79294
"FCV","Light truck",2035,"stock","HOP",2021,"vehicle",750
"FFV","Light truck",2035,"stock","HOP",2021,"vehicle",11793486
"HEV","Light truck",2035,"stock","HOP",2021,"vehicle",5278104
"ICEV-D","Light truck",2035,"stock","HOP",2021,"vehicle",1482854
"ICEV-G","Light truck",2035,"stock","HOP",2021,"vehicle",109676804
"PHEV20","Light truck",2035,"stock","HOP",2021,"vehicle",106491
"PHEV40","Light truck",2035,"stock","HOP",2021,"vehicle",1553109
"BEV100","Car",2036,"stock","HOP",2021,"vehicle",103062
"BEV300","Car",2036,"stock","HOP",2021,"vehicle",5226584
"CNG","Car",2036,"stock","HOP",2021,"vehicle",60242
"FCV","Car",2036,"stock","HOP",2021,"vehicle",12889
"FFV","Car",2036,"stock","HOP",2021,"vehicle",2535056
"HEV","Car",2036,"stock","HOP",2021,"vehicle",5707534
"ICEV-D","Car",2036,"stock","HOP",2021,"vehicle",84353
"ICEV-G","Car",2036,"stock","HOP",2021,"vehicle",112679939
"PHEV20","Car",2036,"stock","HOP",2021,"vehicle",1673878
"PHEV40","Car",2036,"stock","HOP",2021,"vehicle",181860
"BEV100","Light truck",2036,"stock","HOP",2021,"vehicle",74
"BEV300","Light truck",2036,"stock","HOP",2021,"vehicle",2189163
"CNG","Light truck",2036,"stock","HOP",2021,"vehicle",78567
"FCV","Light truck",2036,"stock","HOP",2021,"vehicle",872
"FFV","Light truck",2036,"stock","HOP",2021,"vehicle",11541507
"HEV","Light truck",2036,"stock","HOP",2021,"vehicle",5553591
"ICEV-D","Light truck",2036,"stock","HOP",2021,"vehicle",1500532
"ICEV-G","Light truck",2036,"stock","HOP",2021,"vehicle",108854782
"PHEV20","Light truck",2036,"stock","HOP",2021,"vehicle",112765
"PHEV40","Light truck",2036,"stock","HOP",2021,"vehicle",1678483
"BEV100","Car",2037,"stock","HOP",2021,"vehicle",97081
"BEV300","Car",2037,"stock","HOP",2021,"vehicle",5812487
"CNG","Car",2037,"stock","HOP",2021,"vehicle",60476
"FCV","Car",2037,"stock","HOP",2021,"vehicle",13420
"FFV","Car",2037,"stock","HOP",2021,"vehicle",2459929
"HEV","Car",2037,"stock","HOP",2021,"vehicle",5929043
"ICEV-D","Car",2037,"stock","HOP",2021,"vehicle",70113
"ICEV-G","Car",2037,"stock","HOP",2021,"vehicle",111891869
"PHEV20","Car",2037,"stock","HOP",2021,"vehicle",1759554
"PHEV40","Car",2037,"stock","HOP",2021,"vehicle",181846
"BEV100","Light truck",2037,"stock","HOP",2021,"vehicle",61
"BEV300","Light truck",2037,"stock","HOP",2021,"vehicle",2465243
"CNG","Light truck",2037,"stock","HOP",2021,"vehicle",78050
"FCV","Light truck",2037,"stock","HOP",2021,"vehicle",1002
"FFV","Light truck",2037,"stock","HOP",2021,"vehicle",11308691
"HEV","Light truck",2037,"stock","HOP",2021,"vehicle",5819261
"ICEV-D","Light truck",2037,"stock","HOP",2021,"vehicle",1514205
"ICEV-G","Light truck",2037,"stock","HOP",2021,"vehicle",107921936
"PHEV20","Light truck",2037,"stock","HOP",2021,"vehicle",119812
"PHEV40","Light truck",2037,"stock","HOP",2021,"vehicle",1797413
"BEV100","Car",2038,"stock","HOP",2021,"vehicle",92467
"BEV300","Car",2038,"stock","HOP",2021,"vehicle",6441654
"CNG","Car",2038,"stock","HOP",2021,"vehicle",60729
"FCV","Car",2038,"stock","HOP",2021,"vehicle",13976
"FFV","Car",2038,"stock","HOP",2021,"vehicle",2400503
"HEV","Car",2038,"stock","HOP",2021,"vehicle",6158252
"ICEV-D","Car",2038,"stock","HOP",2021,"vehicle",58251
"ICEV-G","Car",2038,"stock","HOP",2021,"vehicle",111065697
"PHEV20","Car",2038,"stock","HOP",2021,"vehicle",1837851
"PHEV40","Car",2038,"stock","HOP",2021,"vehicle",182436
"BEV100","Light truck",2038,"stock","HOP",2021,"vehicle",55
"BEV300","Light truck",2038,"stock","HOP",2021,"vehicle",2761472
"CNG","Light truck",2038,"stock","HOP",2021,"vehicle",77763
"FCV","Light truck",2038,"stock","HOP",2021,"vehicle",1139
"FFV","Light truck",2038,"stock","HOP",2021,"vehicle",11092484
"HEV","Light truck",2038,"stock","HOP",2021,"vehicle",6075535
"ICEV-D","Light truck",2038,"stock","HOP",2021,"vehicle",1523202
"ICEV-G","Light truck",2038,"stock","HOP",2021,"vehicle",106948914
"PHEV20","Light truck",2038,"stock","HOP",2021,"vehicle",127866
"PHEV40","Light truck",2038,"stock","HOP",2021,"vehicle",1909064
"BEV100","Car",2039,"stock","HOP",2021,"vehicle",89095
"BEV300","Car",2039,"stock","HOP",2021,"vehicle",7105605
"CNG","Car",2039,"stock","HOP",2021,"vehicle",60880
"FCV","Car",2039,"stock","HOP",2021,"vehicle",14576
"FFV","Car",2039,"stock","HOP",2021,"vehicle",2351991
"HEV","Car",2039,"stock","HOP",2021,"vehicle",6389835
"ICEV-D","Car",2039,"stock","HOP",2021,"vehicle",49389
"ICEV-G","Car",2039,"stock","HOP",2021,"vehicle",110158958
"PHEV20","Car",2039,"stock","HOP",2021,"vehicle",1907398
"PHEV40","Car",2039,"stock","HOP",2021,"vehicle",183733
"BEV100","Light truck",2039,"stock","HOP",2021,"vehicle",49
"BEV300","Light truck",2039,"stock","HOP",2021,"vehicle",3075996
"CNG","Light truck",2039,"stock","HOP",2021,"vehicle",77570
"FCV","Light truck",2039,"stock","HOP",2021,"vehicle",1283
"FFV","Light truck",2039,"stock","HOP",2021,"vehicle",10896645
"HEV","Light truck",2039,"stock","HOP",2021,"vehicle",6321240
"ICEV-D","Light truck",2039,"stock","HOP",2021,"vehicle",1528168
"ICEV-G","Light truck",2039,"stock","HOP",2021,"vehicle",105935219
"PHEV20","Light truck",2039,"stock","HOP",2021,"vehicle",137087
"PHEV40","Light truck",2039,"stock","HOP",2021,"vehicle",2012023
"BEV100","Car",2040,"stock","HOP",2021,"vehicle",86769
"BEV300","Car",2040,"stock","HOP",2021,"vehicle",7799337
"CNG","Car",2040,"stock","HOP",2021,"vehicle",60929
"FCV","Car",2040,"stock","HOP",2021,"vehicle",15192
"FFV","Car",2040,"stock","HOP",2021,"vehicle",2310587
"HEV","Car",2040,"stock","HOP",2021,"vehicle",6619150
"ICEV-D","Car",2040,"stock","HOP",2021,"vehicle",43181
"ICEV-G","Car",2040,"stock","HOP",2021,"vehicle",109134293
"PHEV20","Car",2040,"stock","HOP",2021,"vehicle",1968194
"PHEV40","Car",2040,"stock","HOP",2021,"vehicle",185340
"BEV100","Light truck",2040,"stock","HOP",2021,"vehicle",45
"BEV300","Light truck",2040,"stock","HOP",2021,"vehicle",3405899
"CNG","Light truck",2040,"stock","HOP",2021,"vehicle",77462
"FCV","Light truck",2040,"stock","HOP",2021,"vehicle",1431
"FFV","Light truck",2040,"stock","HOP",2021,"vehicle",10721446
"HEV","Light truck",2040,"stock","HOP",2021,"vehicle",6552279
"ICEV-D","Light truck",2040,"stock","HOP",2021,"vehicle",1528453
"ICEV-G","Light truck",2040,"stock","HOP",2021,"vehicle",104850006
"PHEV20","Light truck",2040,"stock","HOP",2021,"vehicle",147572
"PHEV40","Light truck",2040,"stock","HOP",2021,"vehicle",2104230
"BEV100","Car",2041,"stock","HOP",2021,"vehicle",85351
"BEV300","Car",2041,"stock","HOP",2021,"vehicle",8509981
"CNG","Car",2041,"stock","HOP",2021,"vehicle",60925
"FCV","Car",2041,"stock","HOP",2021,"vehicle",15833
"FFV","Car",2041,"stock","HOP",2021,"vehicle",2273823
"HEV","Car",2041,"stock","HOP",2021,"vehicle",6849967
"ICEV-D","Car",2041,"stock","HOP",2021,"vehicle",38392
"ICEV-G","Car",2041,"stock","HOP",2021,"vehicle",108045609
"PHEV20","Car",2041,"stock","HOP",2021,"vehicle",2018587
"PHEV40","Car",2041,"stock","HOP",2021,"vehicle",187239
"BEV100","Light truck",2041,"stock","HOP",2021,"vehicle",40
"BEV300","Light truck",2041,"stock","HOP",2021,"vehicle",3742762
"CNG","Light truck",2041,"stock","HOP",2021,"vehicle",77374
"FCV","Light truck",2041,"stock","HOP",2021,"vehicle",1584
"FFV","Light truck",2041,"stock","HOP",2021,"vehicle",10557822
"HEV","Light truck",2041,"stock","HOP",2021,"vehicle",6770609
"ICEV-D","Light truck",2041,"stock","HOP",2021,"vehicle",1526750
"ICEV-G","Light truck",2041,"stock","HOP",2021,"vehicle",103769333
"PHEV20","Light truck",2041,"stock","HOP",2021,"vehicle",159602
"PHEV40","Light truck",2041,"stock","HOP",2021,"vehicle",2186025
"BEV100","Car",2042,"stock","HOP",2021,"vehicle",84619
"BEV300","Car",2042,"stock","HOP",2021,"vehicle",9251140
"CNG","Car",2042,"stock","HOP",2021,"vehicle",60963
"FCV","Car",2042,"stock","HOP",2021,"vehicle",16545
"FFV","Car",2042,"stock","HOP",2021,"vehicle",2240992
"HEV","Car",2042,"stock","HOP",2021,"vehicle",7087961
"ICEV-D","Car",2042,"stock","HOP",2021,"vehicle",34239
"ICEV-G","Car",2042,"stock","HOP",2021,"vehicle",106974663
"PHEV20","Car",2042,"stock","HOP",2021,"vehicle",2060911
"PHEV40","Car",2042,"stock","HOP",2021,"vehicle",189678
"BEV100","Light truck",2042,"stock","HOP",2021,"vehicle",36
"BEV300","Light truck",2042,"stock","HOP",2021,"vehicle",4092463
"CNG","Light truck",2042,"stock","HOP",2021,"vehicle",77334
"FCV","Light truck",2042,"stock","HOP",2021,"vehicle",1743
"FFV","Light truck",2042,"stock","HOP",2021,"vehicle",10412111
"HEV","Light truck",2042,"stock","HOP",2021,"vehicle",6986140
"ICEV-D","Light truck",2042,"stock","HOP",2021,"vehicle",1524117
"ICEV-G","Light truck",2042,"stock","HOP",2021,"vehicle",102755188
"PHEV20","Light truck",2042,"stock","HOP",2021,"vehicle",173415
"PHEV40","Light truck",2042,"stock","HOP",2021,"vehicle",2261680
"BEV100","Car",2043,"stock","HOP",2021,"vehicle",84255
"BEV300","Car",2043,"stock","HOP",2021,"vehicle",10009255
"CNG","Car",2043,"stock","HOP",2021,"vehicle",60988
"FCV","Car",2043,"stock","HOP",2021,"vehicle",17275
"FFV","Car",2043,"stock","HOP",2021,"vehicle",2209400
"HEV","Car",2043,"stock","HOP",2021,"vehicle",7323174
"ICEV-D","Car",2043,"stock","HOP",2021,"vehicle",30610
"ICEV-G","Car",2043,"stock","HOP",2021,"vehicle",105823029
"PHEV20","Car",2043,"stock","HOP",2021,"vehicle",2092499
"PHEV40","Car",2043,"stock","HOP",2021,"vehicle",192169
"BEV100","Light truck",2043,"stock","HOP",2021,"vehicle",33
"BEV300","Light truck",2043,"stock","HOP",2021,"vehicle",4447973
"CNG","Light truck",2043,"stock","HOP",2021,"vehicle",77800
"FCV","Light truck",2043,"stock","HOP",2021,"vehicle",1906
"FFV","Light truck",2043,"stock","HOP",2021,"vehicle",10275402
"HEV","Light truck",2043,"stock","HOP",2021,"vehicle",7193010
"ICEV-D","Light truck",2043,"stock","HOP",2021,"vehicle",1518881
"ICEV-G","Light truck",2043,"stock","HOP",2021,"vehicle",101743324
"PHEV20","Light truck",2043,"stock","HOP",2021,"vehicle",189223
"PHEV40","Light truck",2043,"stock","HOP",2021,"vehicle",2329558
"BEV100","Car",2044,"stock","HOP",2021,"vehicle",84077
"BEV300","Car",2044,"stock","HOP",2021,"vehicle",10781028
"CNG","Car",2044,"stock","HOP",2021,"vehicle",61061
"FCV","Car",2044,"stock","HOP",2021,"vehicle",18006
"FFV","Car",2044,"stock","HOP",2021,"vehicle",2178529
"HEV","Car",2044,"stock","HOP",2021,"vehicle",7556108
"ICEV-D","Car",2044,"stock","HOP",2021,"vehicle",27411
"ICEV-G","Car",2044,"stock","HOP",2021,"vehicle",104607491
"PHEV20","Car",2044,"stock","HOP",2021,"vehicle",2113272
"PHEV40","Car",2044,"stock","HOP",2021,"vehicle",194478
"BEV100","Light truck",2044,"stock","HOP",2021,"vehicle",30
"BEV300","Light truck",2044,"stock","HOP",2021,"vehicle",4808540
"CNG","Light truck",2044,"stock","HOP",2021,"vehicle",78195
"FCV","Light truck",2044,"stock","HOP",2021,"vehicle",2071
"FFV","Light truck",2044,"stock","HOP",2021,"vehicle",10146742
"HEV","Light truck",2044,"stock","HOP",2021,"vehicle",7392893
"ICEV-D","Light truck",2044,"stock","HOP",2021,"vehicle",1512060
"ICEV-G","Light truck",2044,"stock","HOP",2021,"vehicle",100757942
"PHEV20","Light truck",2044,"stock","HOP",2021,"vehicle",207161
"PHEV40","Light truck",2044,"stock","HOP",2021,"vehicle",2389793
"BEV100","Car",2045,"stock","HOP",2021,"vehicle",83985
"BEV300","Car",2045,"stock","HOP",2021,"vehicle",11575506
"CNG","Car",2045,"stock","HOP",2021,"vehicle",61177
"FCV","Car",2045,"stock","HOP",2021,"vehicle",18732
"FFV","Car",2045,"stock","HOP",2021,"vehicle",2148719
"HEV","Car",2045,"stock","HOP",2021,"vehicle",7790475
"ICEV-D","Car",2045,"stock","HOP",2021,"vehicle",24589
"ICEV-G","Car",2045,"stock","HOP",2021,"vehicle",103349586
"PHEV20","Car",2045,"stock","HOP",2021,"vehicle",2125118
"PHEV40","Car",2045,"stock","HOP",2021,"vehicle",196692
"BEV100","Light truck",2045,"stock","HOP",2021,"vehicle",27
"BEV300","Light truck",2045,"stock","HOP",2021,"vehicle",5178527
"CNG","Light truck",2045,"stock","HOP",2021,"vehicle",78742
"FCV","Light truck",2045,"stock","HOP",2021,"vehicle",2242
"FFV","Light truck",2045,"stock","HOP",2021,"vehicle",10027262
"HEV","Light truck",2045,"stock","HOP",2021,"vehicle",7590137
"ICEV-D","Light truck",2045,"stock","HOP",2021,"vehicle",1504801
"ICEV-G","Light truck",2045,"stock","HOP",2021,"vehicle",99808403
"PHEV20","Light truck",2045,"stock","HOP",2021,"vehicle",227725
"PHEV40","Light truck",2045,"stock","HOP",2021,"vehicle",2443625
"BEV100","Car",2046,"stock","HOP",2021,"vehicle",83895
"BEV300","Car",2046,"stock","HOP",2021,"vehicle",12381963
"CNG","Car",2046,"stock","HOP",2021,"vehicle",61237
"FCV","Car",2046,"stock","HOP",2021,"vehicle",19437
"FFV","Car",2046,"stock","HOP",2021,"vehicle",2119082
"HEV","Car",2046,"stock","HOP",2021,"vehicle",8021967
"ICEV-D","Car",2046,"stock","HOP",2021,"vehicle",22070
"ICEV-G","Car",2046,"stock","HOP",2021,"vehicle",102020470
"PHEV20","Car",2046,"stock","HOP",2021,"vehicle",2127419
"PHEV40","Car",2046,"stock","HOP",2021,"vehicle",198491
"BEV100","Light truck",2046,"stock","HOP",2021,"vehicle",24
"BEV300","Light truck",2046,"stock","HOP",2021,"vehicle",5553040
"CNG","Light truck",2046,"stock","HOP",2021,"vehicle",79287
"FCV","Light truck",2046,"stock","HOP",2021,"vehicle",2415
"FFV","Light truck",2046,"stock","HOP",2021,"vehicle",9912225
"HEV","Light truck",2046,"stock","HOP",2021,"vehicle",7781119
"ICEV-D","Light truck",2046,"stock","HOP",2021,"vehicle",1496493
"ICEV-G","Light truck",2046,"stock","HOP",2021,"vehicle",98860641
"PHEV20","Light truck",2046,"stock","HOP",2021,"vehicle",251125
"PHEV40","Light truck",2046,"stock","HOP",2021,"vehicle",2489813
"BEV100","Car",2047,"stock","HOP",2021,"vehicle",83804
"BEV300","Car",2047,"stock","HOP",2021,"vehicle",13201344
"CNG","Car",2047,"stock","HOP",2021,"vehicle",61260
"FCV","Car",2047,"stock","HOP",2021,"vehicle",20124
"FFV","Car",2047,"stock","HOP",2021,"vehicle",2090050
"HEV","Car",2047,"stock","HOP",2021,"vehicle",8253149
"ICEV-D","Car",2047,"stock","HOP",2021,"vehicle",19822
"ICEV-G","Car",2047,"stock","HOP",2021,"vehicle",100651482
"PHEV20","Car",2047,"stock","HOP",2021,"vehicle",2121410
"PHEV40","Car",2047,"stock","HOP",2021,"vehicle",199871
"BEV100","Light truck",2047,"stock","HOP",2021,"vehicle",22
"BEV300","Light truck",2047,"stock","HOP",2021,"vehicle",5933191
"CNG","Light truck",2047,"stock","HOP",2021,"vehicle",79872
"FCV","Light truck",2047,"stock","HOP",2021,"vehicle",2591
"FFV","Light truck",2047,"stock","HOP",2021,"vehicle",9802581
"HEV","Light truck",2047,"stock","HOP",2021,"vehicle",7967661
"ICEV-D","Light truck",2047,"stock","HOP",2021,"vehicle",1488044
"ICEV-G","Light truck",2047,"stock","HOP",2021,"vehicle",97927856
"PHEV20","Light truck",2047,"stock","HOP",2021,"vehicle",277883
"PHEV40","Light truck",2047,"stock","HOP",2021,"vehicle",2528816
"BEV100","Car",2048,"stock","HOP",2021,"vehicle",83699
"BEV300","Car",2048,"stock","HOP",2021,"vehicle",14033653
"CNG","Car",2048,"stock","HOP",2021,"vehicle",61258
"FCV","Car",2048,"stock","HOP",2021,"vehicle",20790
"FFV","Car",2048,"stock","HOP",2021,"vehicle",2061502
"HEV","Car",2048,"stock","HOP",2021,"vehicle",8484094
"ICEV-D","Car",2048,"stock","HOP",2021,"vehicle",17815
"ICEV-G","Car",2048,"stock","HOP",2021,"vehicle",99242973
"PHEV20","Car",2048,"stock","HOP",2021,"vehicle",2108268
"PHEV40","Car",2048,"stock","HOP",2021,"vehicle",200849
"BEV100","Light truck",2048,"stock","HOP",2021,"vehicle",20
"BEV300","Light truck",2048,"stock","HOP",2021,"vehicle",6318601
"CNG","Light truck",2048,"stock","HOP",2021,"vehicle",80480
"FCV","Light truck",2048,"stock","HOP",2021,"vehicle",2770
"FFV","Light truck",2048,"stock","HOP",2021,"vehicle",9695493
"HEV","Light truck",2048,"stock","HOP",2021,"vehicle",8148669
"ICEV-D","Light truck",2048,"stock","HOP",2021,"vehicle",1478773
"ICEV-G","Light truck",2048,"stock","HOP",2021,"vehicle",96983719
"PHEV20","Light truck",2048,"stock","HOP",2021,"vehicle",308393
"PHEV40","Light truck",2048,"stock","HOP",2021,"vehicle",2560838
"BEV100","Car",2049,"stock","HOP",2021,"vehicle",83548
"BEV300","Car",2049,"stock","HOP",2021,"vehicle",14869841
"CNG","Car",2049,"stock","HOP",2021,"vehicle",61218
"FCV","Car",2049,"stock","HOP",2021,"vehicle",21433
"FFV","Car",2049,"stock","HOP",2021,"vehicle",2033194
"HEV","Car",2049,"stock","HOP",2021,"vehicle",8712043
"ICEV-D","Car",2049,"stock","HOP",2021,"vehicle",16022
"ICEV-G","Car",2049,"stock","HOP",2021,"vehicle",97792961
"PHEV20","Car",2049,"stock","HOP",2021,"vehicle",2087367
"PHEV40","Car",2049,"stock","HOP",2021,"vehicle",201308
"BEV100","Light truck",2049,"stock","HOP",2021,"vehicle",18
"BEV300","Light truck",2049,"stock","HOP",2021,"vehicle",6705785
"CNG","Light truck",2049,"stock","HOP",2021,"vehicle",81105
"FCV","Light truck",2049,"stock","HOP",2021,"vehicle",2950
"FFV","Light truck",2049,"stock","HOP",2021,"vehicle",9591996
"HEV","Light truck",2049,"stock","HOP",2021,"vehicle",8324230
"ICEV-D","Light truck",2049,"stock","HOP",2021,"vehicle",1468319
"ICEV-G","Light truck",2049,"stock","HOP",2021,"vehicle",96044228
"PHEV20","Light truck",2049,"stock","HOP",2021,"vehicle",343073
"PHEV40","Light truck",2049,"stock","HOP",2021,"vehicle",2586514
"BEV100","Car",2050,"stock","HOP",2021,"vehicle",83323
"BEV300","Car",2050,"stock","HOP",2021,"vehicle",15698901
"CNG","Car",2050,"stock","HOP",2021,"vehicle",61103
"FCV","Car",2050,"stock","HOP",2021,"vehicle",22040
"FFV","Car",2050,"stock","HOP",2021,"vehicle",2004457
"HEV","Car",2050,"stock","HOP",2021,"vehicle",8934175
"ICEV-D","Car",2050,"stock","HOP",2021,"vehicle",14421
"ICEV-G","Car",2050,"stock","HOP",2021,"vehicle",96277390
"PHEV20","Car",2050,"stock","HOP",2021,"vehicle",2059901
"PHEV40","Car",2050,"stock","HOP",2021,"vehicle",201256
"BEV100","Light truck",2050,"stock","HOP",2021,"vehicle",16
"BEV300","Light truck",2050,"stock","HOP",2021,"vehicle",7091225
"CNG","Light truck",2050,"stock","HOP",2021,"vehicle",81687
"FCV","Light truck",2050,"stock","HOP",2021,"vehicle",3129
"FFV","Light truck",2050,"stock","HOP",2021,"vehicle",9487003
"HEV","Light truck",2050,"stock","HOP",2021,"vehicle",8490947
"ICEV-D","Light truck",2050,"stock","HOP",2021,"vehicle",1456848
"ICEV-G","Light truck",2050,"stock","HOP",2021,"vehicle",95060333
"PHEV20","Light truck",2050,"stock","HOP",2021,"vehicle",382155
"PHEV40","Light truck",2050,"stock","HOP",2021,"vehicle",2605226
"BEV100","Car",2020,"stock","LOP",2021,"vehicle",208416
"BEV300","Car",2020,"stock","LOP",2021,"vehicle",567422
"CNG","Car",2020,"stock","LOP",2021,"vehicle",61129
"FCV","Car",2020,"stock","LOP",2021,"vehicle",7579
"FFV","Car",2020,"stock","LOP",2021,"vehicle",4821367
"HEV","Car",2020,"stock","LOP",2021,"vehicle",3824912
"ICEV-D","Car",2020,"stock","LOP",2021,"vehicle",551267
"ICEV-G","Car",2020,"stock","LOP",2021,"vehicle",119594246
"PHEV20","Car",2020,"stock","LOP",2021,"vehicle",331779
"PHEV40","Car",2020,"stock","LOP",2021,"vehicle",176665
"BEV100","Light truck",2020,"stock","LOP",2021,"vehicle",668
"BEV300","Light truck",2020,"stock","LOP",2021,"vehicle",95231
"CNG","Light truck",2020,"stock","LOP",2021,"vehicle",118738
"FCV","Light truck",2020,"stock","LOP",2021,"vehicle",5
"FFV","Light truck",2020,"stock","LOP",2021,"vehicle",15780610
"HEV","Light truck",2020,"stock","LOP",2021,"vehicle",957147
"ICEV-D","Light truck",2020,"stock","LOP",2021,"vehicle",533707
"ICEV-G","Light truck",2020,"stock","LOP",2021,"vehicle",109685066
"PHEV20","Light truck",2020,"stock","LOP",2021,"vehicle",56102
"PHEV40","Light truck",2020,"stock","LOP",2021,"vehicle",45651
