"Year","Unit","Source","Region","Aeo_year","Aeo_case","Value","Mix"
2044,"BkWh","Petroleum","CANO",2021,"REF",0.001109,1.08494452323527e-05
2045,"BkWh","Petroleum","CANO",2021,"REF",0.001111,1.07036629447176e-05
2046,"BkWh","Petroleum","CANO",2021,"REF",0.001113,1.04217049750158e-05
2047,"BkWh","Petroleum","CANO",2021,"REF",0.001115,1.02946437845511e-05
2048,"BkWh","Petroleum","CANO",2021,"REF",0.001114,1.02330137139378e-05
2049,"BkWh","Petroleum","CANO",2021,"REF",0.001113,1.00726851476276e-05
2050,"BkWh","Petroleum","CANO",2021,"REF",0.001126,9.98553719977531e-06
2020,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.18021,-0.00168038795449874
2021,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.338054,-0.00324871394541987
2022,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.234405,-0.00223196938092794
2023,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.243858,-0.0023489883623847
2024,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.296934,-0.00292488718433711
2025,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.30217,-0.00328355322338554
2026,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.289028,-0.00335882106157028
2027,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.322393,-0.00374135780095203
2028,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.402804,-0.00463084000982584
2029,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.561429,-0.00610447633654134
2030,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.56675,-0.00670430985331621
2031,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.607503,-0.00732688121510183
2032,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.59827,-0.00720043765643428
2033,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.599463,-0.00706688266530745
2034,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.613985,-0.00702217216966037
2035,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.60329,-0.00674561775525221
2036,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.606383,-0.00669438725579029
2037,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.607739,-0.00668868997828016
2038,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.622638,-0.00674955501835104
2039,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.643037,-0.00689518112368022
2040,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.717496,-0.00748369208354054
2041,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.720715,-0.00737711073789256
2042,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.724903,-0.00732169807302572
2043,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.710177,-0.00709675912032032
2044,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.734939,-0.00718997333599642
2045,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.739562,-0.00712513265051414
2046,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.730124,-0.00683660100914502
2047,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.734772,-0.00678405022678223
2048,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.743325,-0.00682805648017305
2049,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.752673,-0.00681171441879629
2050,"BkWh","Pumped Storage/Other","CANO",2021,"REF",-0.784141,-0.00695388021791209
2020,"BkWh","Renewable Sources","CANO",2021,"REF",42.901104,0.4000360601315
2021,"BkWh","Renewable Sources","CANO",2021,"REF",45.943195,0.441516143260084
2022,"BkWh","Renewable Sources","CANO",2021,"REF",47.005428,0.447578661007285
2023,"BkWh","Renewable Sources","CANO",2021,"REF",47.499172,0.45754087317582
2024,"BkWh","Renewable Sources","CANO",2021,"REF",47.740448,0.470257446199197
2025,"BkWh","Renewable Sources","CANO",2021,"REF",47.982685,0.521407485847181
2026,"BkWh","Renewable Sources","CANO",2021,"REF",48.188801,0.560006503628088
2027,"BkWh","Renewable Sources","CANO",2021,"REF",48.719673,0.565389846052433
2028,"BkWh","Renewable Sources","CANO",2021,"REF",51.416805,0.591113786783183
2029,"BkWh","Renewable Sources","CANO",2021,"REF",58.130756,0.632061800204938
2030,"BkWh","Renewable Sources","CANO",2021,"REF",62.528324,0.739672269438991
2031,"BkWh","Renewable Sources","CANO",2021,"REF",63.660198,0.76778338358142
2032,"BkWh","Renewable Sources","CANO",2021,"REF",64.552711,0.776919737090811
2033,"BkWh","Renewable Sources","CANO",2021,"REF",66.296448,0.78154818419595
2034,"BkWh","Renewable Sources","CANO",2021,"REF",68.669167,0.785372140070459
2035,"BkWh","Renewable Sources","CANO",2021,"REF",70.342964,0.786531762362159
2036,"BkWh","Renewable Sources","CANO",2021,"REF",71.46804,0.788997607407052
2037,"BkWh","Renewable Sources","CANO",2021,"REF",72.758003,0.800764350330944
2038,"BkWh","Renewable Sources","CANO",2021,"REF",73.442009,0.796130143684985
2039,"BkWh","Renewable Sources","CANO",2021,"REF",74.651939,0.800480595422856
2040,"BkWh","Renewable Sources","CANO",2021,"REF",77.387177,0.807170777094856
2041,"BkWh","Renewable Sources","CANO",2021,"REF",79.58918,0.814660711096707
2042,"BkWh","Renewable Sources","CANO",2021,"REF",80.715446,0.815245799012574
2043,"BkWh","Renewable Sources","CANO",2021,"REF",81.707489,0.816498376826091
2044,"BkWh","Renewable Sources","CANO",2021,"REF",83.768532,0.819514968555979
2045,"BkWh","Renewable Sources","CANO",2021,"REF",85.602516,0.824716902325646
2046,"BkWh","Renewable Sources","CANO",2021,"REF",88.156906,0.825467444602154
2047,"BkWh","Renewable Sources","CANO",2021,"REF",89.675377,0.827960594134823
2048,"BkWh","Renewable Sources","CANO",2021,"REF",90.216293,0.82871145735155
2049,"BkWh","Renewable Sources","CANO",2021,"REF",91.63443,0.829294485240177
2050,"BkWh","Renewable Sources","CANO",2021,"REF",93.491348,0.829095322656429
2020,"BkWh","Coal","CASO",2021,"REF",7.256315,0.0875728078781017
2021,"BkWh","Coal","CASO",2021,"REF",9.062092,0.110995034167861
2022,"BkWh","Coal","CASO",2021,"REF",9.187735,0.114010273927387
2023,"BkWh","Coal","CASO",2021,"REF",9.260882,0.117582552167336
2024,"BkWh","Coal","CASO",2021,"REF",3.742429,0.0489870060695692
2025,"BkWh","Coal","CASO",2021,"REF",0,0
2026,"BkWh","Coal","CASO",2021,"REF",0,0
2027,"BkWh","Coal","CASO",2021,"REF",0,0
2028,"BkWh","Coal","CASO",2021,"REF",0,0
2029,"BkWh","Coal","CASO",2021,"REF",0,0
2030,"BkWh","Coal","CASO",2021,"REF",0,0
2031,"BkWh","Coal","CASO",2021,"REF",0,0
2032,"BkWh","Coal","CASO",2021,"REF",0,0
2033,"BkWh","Coal","CASO",2021,"REF",0,0
2034,"BkWh","Coal","CASO",2021,"REF",0,0
2035,"BkWh","Coal","CASO",2021,"REF",0,0
2036,"BkWh","Coal","CASO",2021,"REF",0,0
2037,"BkWh","Coal","CASO",2021,"REF",0,0
2038,"BkWh","Coal","CASO",2021,"REF",0,0
2039,"BkWh","Coal","CASO",2021,"REF",0,0
2040,"BkWh","Coal","CASO",2021,"REF",0,0
2041,"BkWh","Coal","CASO",2021,"REF",0,0
2042,"BkWh","Coal","CASO",2021,"REF",0,0
2043,"BkWh","Coal","CASO",2021,"REF",0,0
2044,"BkWh","Coal","CASO",2021,"REF",0,0
2045,"BkWh","Coal","CASO",2021,"REF",0,0
2046,"BkWh","Coal","CASO",2021,"REF",0,0
2047,"BkWh","Coal","CASO",2021,"REF",0,0
2048,"BkWh","Coal","CASO",2021,"REF",0,0
2049,"BkWh","Coal","CASO",2021,"REF",0,0
2050,"BkWh","Coal","CASO",2021,"REF",0,0
2020,"BkWh","Distributed Generation","CASO",2021,"REF",0,0
2021,"BkWh","Distributed Generation","CASO",2021,"REF",0,0
2022,"BkWh","Distributed Generation","CASO",2021,"REF",0.01596,0.000198047067300166
2023,"BkWh","Distributed Generation","CASO",2021,"REF",0.021246,0.000269753885574531
2024,"BkWh","Distributed Generation","CASO",2021,"REF",0.035918,0.000470153283871728
2025,"BkWh","Distributed Generation","CASO",2021,"REF",0.04933,0.000616785078857404
2026,"BkWh","Distributed Generation","CASO",2021,"REF",0.054876,0.000658258717843583
2027,"BkWh","Distributed Generation","CASO",2021,"REF",0.060975,0.000727504140241274
2028,"BkWh","Distributed Generation","CASO",2021,"REF",0.068836,0.00082332528519192
2029,"BkWh","Distributed Generation","CASO",2021,"REF",0.077057,0.000926480122542527
2030,"BkWh","Distributed Generation","CASO",2021,"REF",0.083191,0.00105603047018128
2031,"BkWh","Distributed Generation","CASO",2021,"REF",0.085866,0.00119409077342722
2032,"BkWh","Distributed Generation","CASO",2021,"REF",0.088784,0.00125038571069846
2033,"BkWh","Distributed Generation","CASO",2021,"REF",0.092105,0.00129393888708584
2034,"BkWh","Distributed Generation","CASO",2021,"REF",0.095941,0.00133307694726449
2035,"BkWh","Distributed Generation","CASO",2021,"REF",0.099827,0.0013733173897348
2036,"BkWh","Distributed Generation","CASO",2021,"REF",0.110897,0.00151166649613953
2037,"BkWh","Distributed Generation","CASO",2021,"REF",0.121839,0.00167247673160004
2038,"BkWh","Distributed Generation","CASO",2021,"REF",0.133465,0.00184041296735134
2039,"BkWh","Distributed Generation","CASO",2021,"REF",0.144882,0.00200748039387419
2040,"BkWh","Distributed Generation","CASO",2021,"REF",0.156666,0.00216946648124019
2041,"BkWh","Distributed Generation","CASO",2021,"REF",0.168682,0.00232923079846212
2042,"BkWh","Distributed Generation","CASO",2021,"REF",0.173622,0.00238896024131826
2043,"BkWh","Distributed Generation","CASO",2021,"REF",0.186449,0.00253753934993378
2044,"BkWh","Distributed Generation","CASO",2021,"REF",0.199929,0.00270983187166406
2045,"BkWh","Distributed Generation","CASO",2021,"REF",0.205088,0.00270529150232202
2046,"BkWh","Distributed Generation","CASO",2021,"REF",0.219263,0.00281288984838916
2047,"BkWh","Distributed Generation","CASO",2021,"REF",0.233789,0.00298342131245909
2048,"BkWh","Distributed Generation","CASO",2021,"REF",0.249447,0.00313490178081906
2049,"BkWh","Distributed Generation","CASO",2021,"REF",0.265266,0.00328061769791997
2050,"BkWh","Distributed Generation","CASO",2021,"REF",0.282222,0.00344010126712627
2020,"BkWh","Natural Gas","CASO",2021,"REF",32.510826,0.392356770517321
2021,"BkWh","Natural Gas","CASO",2021,"REF",25.501442,0.312348785039893
2022,"BkWh","Natural Gas","CASO",2021,"REF",24.025982,0.298137548502918
2023,"BkWh","Natural Gas","CASO",2021,"REF",22.645874,0.287527652439576
2024,"BkWh","Natural Gas","CASO",2021,"REF",25.196411,0.329811664720523
2025,"BkWh","Natural Gas","CASO",2021,"REF",26.674534,0.333518235489043
2026,"BkWh","Natural Gas","CASO",2021,"REF",26.800438,0.321481557612188
2027,"BkWh","Natural Gas","CASO",2021,"REF",26.771364,0.31941415580002
2028,"BkWh","Natural Gas","CASO",2021,"REF",26.074713,0.311871266735756
2029,"BkWh","Natural Gas","CASO",2021,"REF",24.69754,0.296946155257783
2030,"BkWh","Natural Gas","CASO",2021,"REF",19.328653,0.245358831070198
2031,"BkWh","Natural Gas","CASO",2021,"REF",13.075046,0.181827403055185
2032,"BkWh","Natural Gas","CASO",2021,"REF",12.683531,0.178627972648235
2033,"BkWh","Natural Gas","CASO",2021,"REF",12.689094,0.178262984294963
2034,"BkWh","Natural Gas","CASO",2021,"REF",12.927811,0.179628801270492
2035,"BkWh","Natural Gas","CASO",2021,"REF",13.28154,0.182713793307004
2036,"BkWh","Natural Gas","CASO",2021,"REF",13.405025,0.182727460367844
2037,"BkWh","Natural Gas","CASO",2021,"REF",12.191127,0.167346877760659
2038,"BkWh","Natural Gas","CASO",2021,"REF",11.950647,0.164793209508398
2039,"BkWh","Natural Gas","CASO",2021,"REF",11.472752,0.158966087600812
2040,"BkWh","Natural Gas","CASO",2021,"REF",11.527184,0.159625185497097
2041,"BkWh","Natural Gas","CASO",2021,"REF",11.444789,0.158034378420344
2042,"BkWh","Natural Gas","CASO",2021,"REF",11.331728,0.155919455238581
2043,"BkWh","Natural Gas","CASO",2021,"REF",11.112072,0.15123342018084
2044,"BkWh","Natural Gas","CASO",2021,"REF",11.299092,0.153147565498074
2045,"BkWh","Natural Gas","CASO",2021,"REF",11.479404,0.151423457700701
2046,"BkWh","Natural Gas","CASO",2021,"REF",11.68129,0.149857395260896
2047,"BkWh","Natural Gas","CASO",2021,"REF",11.988346,0.152985328469405
2048,"BkWh","Natural Gas","CASO",2021,"REF",12.227622,0.153669492850114
2049,"BkWh","Natural Gas","CASO",2021,"REF",12.844163,0.158847302152439
2050,"BkWh","Natural Gas","CASO",2021,"REF",13.037519,0.158918814380462
2020,"BkWh","Nuclear","CASO",2021,"REF",0,0
2021,"BkWh","Nuclear","CASO",2021,"REF",0,0
2022,"BkWh","Nuclear","CASO",2021,"REF",0,0
2023,"BkWh","Nuclear","CASO",2021,"REF",0,0
2024,"BkWh","Nuclear","CASO",2021,"REF",0,0
2025,"BkWh","Nuclear","CASO",2021,"REF",0,0
2026,"BkWh","Nuclear","CASO",2021,"REF",0,0
2027,"BkWh","Nuclear","CASO",2021,"REF",0,0
2028,"BkWh","Nuclear","CASO",2021,"REF",0,0
2029,"BkWh","Nuclear","CASO",2021,"REF",0,0
2030,"BkWh","Nuclear","CASO",2021,"REF",0,0
2031,"BkWh","Nuclear","CASO",2021,"REF",0,0
2032,"BkWh","Nuclear","CASO",2021,"REF",0,0
2033,"BkWh","Nuclear","CASO",2021,"REF",0,0
2034,"BkWh","Nuclear","CASO",2021,"REF",0,0
2035,"BkWh","Nuclear","CASO",2021,"REF",0,0
2036,"BkWh","Nuclear","CASO",2021,"REF",0,0
2037,"BkWh","Nuclear","CASO",2021,"REF",0,0
2038,"BkWh","Nuclear","CASO",2021,"REF",0,0
2039,"BkWh","Nuclear","CASO",2021,"REF",0,0
2040,"BkWh","Nuclear","CASO",2021,"REF",0,0
2041,"BkWh","Nuclear","CASO",2021,"REF",0,0
2042,"BkWh","Nuclear","CASO",2021,"REF",0,0
2043,"BkWh","Nuclear","CASO",2021,"REF",0,0
2044,"BkWh","Nuclear","CASO",2021,"REF",0,0
2045,"BkWh","Nuclear","CASO",2021,"REF",0,0
2046,"BkWh","Nuclear","CASO",2021,"REF",0,0
2047,"BkWh","Nuclear","CASO",2021,"REF",0,0
2048,"BkWh","Nuclear","CASO",2021,"REF",0,0
2049,"BkWh","Nuclear","CASO",2021,"REF",0,0
2050,"BkWh","Nuclear","CASO",2021,"REF",0,0
2020,"BkWh","Petroleum","CASO",2021,"REF",0.03247,0.000391864062103418
2021,"BkWh","Petroleum","CASO",2021,"REF",0.0399,0.000488706345433004
2022,"BkWh","Petroleum","CASO",2021,"REF",0.040426,0.000501644783375721
2023,"BkWh","Petroleum","CASO",2021,"REF",0.040868,0.00051888834583733
2024,"BkWh","Petroleum","CASO",2021,"REF",0.018566,0.000243022046560568
2025,"BkWh","Petroleum","CASO",2021,"REF",0.003541,4.42739907608771e-05
2026,"BkWh","Petroleum","CASO",2021,"REF",0.003691,4.42749640564302e-05
2027,"BkWh","Petroleum","CASO",2021,"REF",0.003694,4.40738055604964e-05
2028,"BkWh","Petroleum","CASO",2021,"REF",0.003625,4.33574606139333e-05
2029,"BkWh","Petroleum","CASO",2021,"REF",0.003659,4.3993287675138e-05
2030,"BkWh","Petroleum","CASO",2021,"REF",0.003383,4.29439612533e-05
2031,"BkWh","Petroleum","CASO",2021,"REF",0.003536,4.91731881634017e-05
2032,"BkWh","Petroleum","CASO",2021,"REF",0.004475,6.30234733214948e-05
2033,"BkWh","Petroleum","CASO",2021,"REF",0.004442,6.24035235485077e-05
2034,"BkWh","Petroleum","CASO",2021,"REF",0.004442,6.17205136463958e-05
2035,"BkWh","Petroleum","CASO",2021,"REF",0.004443,6.11222330891613e-05
2036,"BkWh","Petroleum","CASO",2021,"REF",0.004443,6.05637144588937e-05
2037,"BkWh","Petroleum","CASO",2021,"REF",0.004518,6.20183182180498e-05
2038,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.83734963433746e-05
2039,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.86067366664641e-05
2040,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.85777923492691e-05
2041,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.84399144010926e-05
2042,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.82684943529301e-05
2043,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.77432865800712e-05
2044,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.75473303312553e-05
2045,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.62736122549621e-05
2046,"BkWh","Petroleum","CASO",2021,"REF",0.003508,4.50035691755981e-05
2047,"BkWh","Petroleum","CASO",2021,"REF",0.003507,4.47534252800346e-05
2048,"BkWh","Petroleum","CASO",2021,"REF",0.003516,4.41870002900809e-05
2049,"BkWh","Petroleum","CASO",2021,"REF",0.00353,4.36564824502858e-05
2050,"BkWh","Petroleum","CASO",2021,"REF",0.003539,4.31380912344179e-05
2020,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.13305,-0.00160571338043917
2021,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.334492,-0.00409695145104202
2022,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.349829,-0.00434101550792918
2023,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.397801,-0.00505075616282754
2024,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.4041,-0.00528951896020283
2025,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.337878,-0.00422457143470874
2026,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.388707,-0.00466268990882764
2027,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.406961,-0.00485552787891315
2028,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.420914,-0.00503441715223534
2029,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.424096,-0.00509903725877981
2030,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.429217,-0.00544850080320948
2031,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.446043,-0.00620287227600911
2032,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.441224,-0.00621395955146441
2033,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.404533,-0.00568308973247376
2034,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.41782,-0.00580550765685212
2035,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.537391,-0.00739287372541469
2036,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.556446,-0.00758506339315632
2037,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.56335,-0.00773307206023426
2038,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.556413,-0.00767264601508156
2039,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.545089,-0.00755273588448867
2040,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.555565,-0.0076933070714144
2041,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.585222,-0.00808098733912094
2042,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.596842,-0.00821227614212986
2043,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.62,-0.0084380951196249
2044,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.650278,-0.00881384916566363
2045,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-0.722423,-0.0095293961761877
2046,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-1.027869,-0.0131863664894392
2047,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-1.060801,-0.0135370625293658
2048,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-1.122058,-0.0141013586949623
2049,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-1.175571,-0.0145386104052592
2050,"BkWh","Pumped Storage/Other","CASO",2021,"REF",-1.327247,-0.0161782713129719
2020,"BkWh","Renewable Sources","CASO",2021,"REF",43.193806,0.521284270922913
2021,"BkWh","Renewable Sources","CASO",2021,"REF",47.375179,0.580264425897855
2022,"BkWh","Renewable Sources","CASO",2021,"REF",47.66663,0.591493501226949
2023,"BkWh","Renewable Sources","CASO",2021,"REF",47.189613,0.599151909324503
2024,"BkWh","Renewable Sources","CASO",2021,"REF",47.807137,0.625777672839679
2025,"BkWh","Renewable Sources","CASO",2021,"REF",53.58971,0.670045276876047
2026,"BkWh","Renewable Sources","CASO",2021,"REF",56.8951,0.682478598614739
2027,"BkWh","Renewable Sources","CASO",2021,"REF",57.384884,0.684669794133092
2028,"BkWh","Renewable Sources","CASO",2021,"REF",57.881035,0.692296467670674
2029,"BkWh","Renewable Sources","CASO",2021,"REF",58.817619,0.707182408590779
2030,"BkWh","Renewable Sources","CASO",2021,"REF",59.791073,0.758990695301576
2031,"BkWh","Renewable Sources","CASO",2021,"REF",59.190701,0.823132205259234
2032,"BkWh","Renewable Sources","CASO",2021,"REF",58.669724,0.826272577719209
2033,"BkWh","Renewable Sources","CASO",2021,"REF",58.80077,0.826063763026876
2034,"BkWh","Renewable Sources","CASO",2021,"REF",59.359215,0.824781908925449
2035,"BkWh","Renewable Sources","CASO",2021,"REF",59.841988,0.823244640795587
2036,"BkWh","Renewable Sources","CASO",2021,"REF",60.396839,0.823285372814714
2037,"BkWh","Renewable Sources","CASO",2021,"REF",61.09531,0.838651699249757
2038,"BkWh","Renewable Sources","CASO",2021,"REF",60.987843,0.840990650042989
2039,"BkWh","Renewable Sources","CASO",2021,"REF",61.095013,0.846530561153136
2040,"BkWh","Renewable Sources","CASO",2021,"REF",61.082275,0.845850077300728
2041,"BkWh","Renewable Sources","CASO",2021,"REF",61.387859,0.847668938205914
2042,"BkWh","Renewable Sources","CASO",2021,"REF",61.76479,0.849855592167878
2043,"BkWh","Renewable Sources","CASO",2021,"REF",62.79427,0.854619392302271
2044,"BkWh","Renewable Sources","CASO",2021,"REF",62.926865,0.852908904465594
2045,"BkWh","Renewable Sources","CASO",2021,"REF",64.844368,0.855354373360909
2046,"BkWh","Renewable Sources","CASO",2021,"REF",67.073181,0.860471077810979
2047,"BkWh","Renewable Sources","CASO",2021,"REF",67.197876,0.857523559322222
2048,"BkWh","Renewable Sources","CASO",2021,"REF",68.212387,0.85725277706374
2049,"BkWh","Renewable Sources","CASO",2021,"REF",68.921165,0.85236703407245
2050,"BkWh","Renewable Sources","CASO",2021,"REF",70.042831,0.853776217574149
