"Technology","Year","Value","Scenario","Unit"
"water_td_elec_W",2085,0.00147707853,"SSP4_26","EJ"
"backup_electricity",2090,0.0006309847967,"SSP4_26","EJ"
"elec_biomass (conv CCS)",2090,4.92965,"SSP4_26","EJ"
"elec_biomass (conv)",2090,1.28515e-06,"SSP4_26","EJ"
"elec_biomass (IGCC CCS)",2090,1.10608,"SSP4_26","EJ"
"elec_biomass (IGCC)",2090,3.65775e-06,"SSP4_26","EJ"
"elec_coal (conv pul CCS)",2090,2.22394,"SSP4_26","EJ"
"elec_coal (conv pul)",2090,1.01226e-05,"SSP4_26","EJ"
"elec_coal (IGCC CCS)",2090,1.62903,"SSP4_26","EJ"
"elec_coal (IGCC)",2090,8.40465e-06,"SSP4_26","EJ"
"elec_CSP",2090,0.709264,"SSP4_26","EJ"
"elec_CSP_storage",2090,2.28161,"SSP4_26","EJ"
"elec_gas (CC CCS)",2090,3.83709,"SSP4_26","EJ"
"elec_gas (CC)",2090,0.000921523,"SSP4_26","EJ"
"elec_gas (steam/CT)",2090,2.46961e-06,"SSP4_26","EJ"
"elec_Gen_II_LWR",2090,0,"SSP4_26","EJ"
"elec_Gen_III",2090,12.5295,"SSP4_26","EJ"
"elec_geothermal",2090,1.15503,"SSP4_26","EJ"
"elec_refined liquids (CC CCS)",2090,0.135881,"SSP4_26","EJ"
"elec_refined liquids (CC)",2090,1.24207e-05,"SSP4_26","EJ"
"elec_refined liquids (steam/CT)",2090,5.16258e-07,"SSP4_26","EJ"
"global solar resource",2090,0.32962275,"SSP4_26","EJ"
"onshore wind resource",2090,6.08523447,"SSP4_26","EJ"
"water_td_elec_C",2090,4.92223228473,"SSP4_26","EJ"
"water_td_elec_W",2090,0.00183228473,"SSP4_26","EJ"
"backup_electricity",2095,0.0027847847249,"SSP4_26","EJ"
"elec_biomass (conv CCS)",2095,5.20442,"SSP4_26","EJ"
"elec_biomass (conv)",2095,2.04972e-07,"SSP4_26","EJ"
"elec_biomass (IGCC CCS)",2095,1.22315,"SSP4_26","EJ"
"elec_biomass (IGCC)",2095,6.45645e-07,"SSP4_26","EJ"
"elec_coal (conv pul CCS)",2095,1.82668,"SSP4_26","EJ"
"elec_coal (conv pul)",2095,1.5175e-06,"SSP4_26","EJ"
"elec_coal (IGCC CCS)",2095,1.42775,"SSP4_26","EJ"
"elec_coal (IGCC)",2095,1.45328e-06,"SSP4_26","EJ"
"elec_CSP",2095,0.817088,"SSP4_26","EJ"
"elec_CSP_storage",2095,2.60997,"SSP4_26","EJ"
"elec_gas (CC CCS)",2095,3.57375,"SSP4_26","EJ"
"elec_gas (CC)",2095,0.000119907,"SSP4_26","EJ"
"elec_gas (steam/CT)",2095,3.4932e-07,"SSP4_26","EJ"
"elec_Gen_II_LWR",2095,0,"SSP4_26","EJ"
"elec_Gen_III",2095,12.4667,"SSP4_26","EJ"
"elec_geothermal",2095,1.27215,"SSP4_26","EJ"
"elec_refined liquids (CC CCS)",2095,0.112181,"SSP4_26","EJ"
"elec_refined liquids (CC)",2095,2.2534e-06,"SSP4_26","EJ"
"elec_refined liquids (steam/CT)",2095,9.208e-08,"SSP4_26","EJ"
"global solar resource",2095,0.34103907,"SSP4_26","EJ"
"onshore wind resource",2095,6.7389596,"SSP4_26","EJ"
"water_td_elec_C",2095,4.9429373217,"SSP4_26","EJ"
"water_td_elec_W",2095,0.0019073217,"SSP4_26","EJ"
"backup_electricity",2100,0.008682212746,"SSP4_26","EJ"
"elec_biomass (conv CCS)",2100,5.49352,"SSP4_26","EJ"
"elec_biomass (conv)",2100,2.48144e-08,"SSP4_26","EJ"
"elec_biomass (IGCC CCS)",2100,1.32807,"SSP4_26","EJ"
"elec_biomass (IGCC)",2100,8.93211e-08,"SSP4_26","EJ"
"elec_coal (conv pul CCS)",2100,1.33087,"SSP4_26","EJ"
"elec_coal (conv pul)",2100,1.59031e-07,"SSP4_26","EJ"
"elec_coal (IGCC CCS)",2100,1.1114,"SSP4_26","EJ"
"elec_coal (IGCC)",2100,1.76696e-07,"SSP4_26","EJ"
"elec_CSP",2100,0.931806,"SSP4_26","EJ"
"elec_CSP_storage",2100,3.06748,"SSP4_26","EJ"
"elec_gas (CC CCS)",2100,3.19164,"SSP4_26","EJ"
"elec_gas (CC)",2100,1.16809e-05,"SSP4_26","EJ"
"elec_gas (steam/CT)",2100,3.79271e-08,"SSP4_26","EJ"
"elec_Gen_II_LWR",2100,0,"SSP4_26","EJ"
"elec_Gen_III",2100,11.9323,"SSP4_26","EJ"
"elec_geothermal",2100,1.39876,"SSP4_26","EJ"
"elec_refined liquids (CC CCS)",2100,0.0928523,"SSP4_26","EJ"
"elec_refined liquids (CC)",2100,3.13737e-07,"SSP4_26","EJ"
"elec_refined liquids (steam/CT)",2100,1.26013e-08,"SSP4_26","EJ"
"global solar resource",2100,0.32848996,"SSP4_26","EJ"
"onshore wind resource",2100,7.5283908,"SSP4_26","EJ"
"water_td_elec_C",2100,4.94289985811,"SSP4_26","EJ"
"water_td_elec_W",2100,0.00186985811,"SSP4_26","EJ"
"backup_electricity",1990,0,"SSP5","EJ"
"elec_biomass (conv)",1990,0.0791349,"SSP5","EJ"
"elec_biomass (IGCC)",1990,0,"SSP5","EJ"
"elec_coal (conv pul)",1990,6.02909,"SSP5","EJ"
"elec_coal (IGCC)",1990,0,"SSP5","EJ"
"elec_CSP",1990,0.0023869,"SSP5","EJ"
"elec_CSP_storage",1990,0,"SSP5","EJ"
"elec_gas (CC)",1990,0.5903,"SSP5","EJ"
"elec_gas (steam/CT)",1990,0.435995,"SSP5","EJ"
"elec_Gen_II_LWR",1990,2.20139,"SSP5","EJ"
"elec_Gen_III",1990,0,"SSP5","EJ"
"elec_geothermal",1990,0.0576456,"SSP5","EJ"
"elec_refined liquids (CC)",1990,0,"SSP5","EJ"
"elec_refined liquids (steam/CT)",1990,0.450767,"SSP5","EJ"
"global solar resource",1990,1.08004e-05,"SSP5","EJ"
"onshore wind resource",1990,0.0110381,"SSP5","EJ"
"water_td_elec_C",1990,4.643580060003,"SSP5","EJ"
"water_td_elec_W",1990,6.0003e-08,"SSP5","EJ"
"backup_electricity",2005,0,"SSP5","EJ"
"elec_biomass (conv)",2005,0.110634,"SSP5","EJ"
"elec_biomass (IGCC)",2005,0,"SSP5","EJ"
"elec_coal (conv pul)",2005,7.68047,"SSP5","EJ"
"elec_coal (IGCC)",2005,0,"SSP5","EJ"
"elec_CSP",2005,0.00214559,"SSP5","EJ"
"elec_CSP_storage",2005,0,"SSP5","EJ"
"elec_gas (CC)",2005,1.90249,"SSP5","EJ"
"elec_gas (steam/CT)",2005,0.666933,"SSP5","EJ"
"elec_Gen_II_LWR",2005,2.91859,"SSP5","EJ"
"elec_Gen_III",2005,0,"SSP5","EJ"
"elec_geothermal",2005,0.0604004,"SSP5","EJ"
"elec_refined liquids (CC)",2005,0,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2005,0.454965,"SSP5","EJ"
"global solar resource",2005,0.00188639,"SSP5","EJ"
"onshore wind resource",2005,0.0643712,"SSP5","EJ"
"water_td_elec_C",2005,4.63630048,"SSP5","EJ"
"water_td_elec_W",2005,1.048e-05,"SSP5","EJ"
"backup_electricity",2010,0,"SSP5","EJ"
"elec_biomass (conv)",2010,0.115436,"SSP5","EJ"
"elec_biomass (IGCC)",2010,0,"SSP5","EJ"
"elec_coal (conv pul)",2010,7.10527,"SSP5","EJ"
"elec_coal (IGCC)",2010,0,"SSP5","EJ"
"elec_CSP",2010,0.00316435,"SSP5","EJ"
"elec_CSP_storage",2010,0,"SSP5","EJ"
"elec_gas (CC)",2010,1.84213,"SSP5","EJ"
"elec_gas (steam/CT)",2010,1.54243,"SSP5","EJ"
"elec_Gen_II_LWR",2010,3.0201,"SSP5","EJ"
"elec_Gen_III",2010,0,"SSP5","EJ"
"elec_geothermal",2010,0.0632762,"SSP5","EJ"
"elec_refined liquids (CC)",2010,0,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2010,0.144545,"SSP5","EJ"
"global solar resource",2010,0.0109978,"SSP5","EJ"
"onshore wind resource",2010,0.342527,"SSP5","EJ"
"water_td_elec_C",2010,4.4640410995,"SSP5","EJ"
"water_td_elec_W",2010,6.10995e-05,"SSP5","EJ"
"backup_electricity",2015,0,"SSP5","EJ"
"elec_biomass (conv)",2015,0.0691634,"SSP5","EJ"
"elec_biomass (IGCC)",2015,0,"SSP5","EJ"
"elec_coal (conv pul)",2015,8.48066,"SSP5","EJ"
"elec_coal (IGCC)",2015,0,"SSP5","EJ"
"elec_CSP",2015,0.00342045,"SSP5","EJ"
"elec_CSP_storage",2015,0,"SSP5","EJ"
"elec_gas (CC)",2015,2.9753,"SSP5","EJ"
"elec_gas (steam/CT)",2015,1.23607,"SSP5","EJ"
"elec_Gen_II_LWR",2015,2.791,"SSP5","EJ"
"elec_Gen_III",2015,0.463329,"SSP5","EJ"
"elec_geothermal",2015,0.11981,"SSP5","EJ"
"elec_refined liquids (CC)",2015,0,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2015,0.0891838,"SSP5","EJ"
"global solar resource",2015,0.024619392,"SSP5","EJ"
"onshore wind resource",2015,0.460702925,"SSP5","EJ"
"water_td_elec_C",2015,4.505646747861,"SSP5","EJ"
"water_td_elec_W",2015,0.000136747861,"SSP5","EJ"
"backup_electricity",2020,0,"SSP5","EJ"
"elec_biomass (conv)",2020,0.0839261,"SSP5","EJ"
"elec_biomass (IGCC)",2020,0,"SSP5","EJ"
"elec_coal (conv pul)",2020,9.56421,"SSP5","EJ"
"elec_coal (IGCC)",2020,0,"SSP5","EJ"
"elec_CSP",2020,0.00382385,"SSP5","EJ"
"elec_CSP_storage",2020,0,"SSP5","EJ"
"elec_gas (CC)",2020,3.82001,"SSP5","EJ"
"elec_gas (steam/CT)",2020,1.20699,"SSP5","EJ"
"elec_Gen_II_LWR",2020,2.66009,"SSP5","EJ"
"elec_Gen_III",2020,0.783582,"SSP5","EJ"
"elec_geothermal",2020,0.17866,"SSP5","EJ"
"elec_refined liquids (CC)",2020,0.0630186,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2020,0.0697191,"SSP5","EJ"
"global solar resource",2020,0.040393762,"SSP5","EJ"
"onshore wind resource",2020,0.570159042,"SSP5","EJ"
"water_td_elec_C",2020,4.552734351542,"SSP5","EJ"
"water_td_elec_W",2020,0.000224351542,"SSP5","EJ"
"backup_electricity",2025,0,"SSP5","EJ"
"elec_biomass (conv)",2025,0.0972951,"SSP5","EJ"
"elec_biomass (IGCC)",2025,0.0118922,"SSP5","EJ"
"elec_coal (conv pul)",2025,10.3153,"SSP5","EJ"
"elec_coal (IGCC)",2025,0.15649,"SSP5","EJ"
"elec_CSP",2025,0.00449099,"SSP5","EJ"
"elec_CSP_storage",2025,0.00226382,"SSP5","EJ"
"elec_gas (CC)",2025,4.69184,"SSP5","EJ"
"elec_gas (steam/CT)",2025,1.17055,"SSP5","EJ"
"elec_Gen_II_LWR",2025,2.46915,"SSP5","EJ"
"elec_Gen_III",2025,1.13468,"SSP5","EJ"
"elec_geothermal",2025,0.250536,"SSP5","EJ"
"elec_refined liquids (CC)",2025,0.0808302,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2025,0.066102,"SSP5","EJ"
"global solar resource",2025,0.060742207,"SSP5","EJ"
"onshore wind resource",2025,0.71023176,"SSP5","EJ"
"water_td_elec_C",2025,4.599837357252,"SSP5","EJ"
"water_td_elec_W",2025,0.000337357252,"SSP5","EJ"
"backup_electricity",2030,0,"SSP5","EJ"
"elec_biomass (conv)",2030,0.122634,"SSP5","EJ"
"elec_biomass (IGCC)",2030,0.0273004,"SSP5","EJ"
"elec_coal (conv pul)",2030,11.0739,"SSP5","EJ"
"elec_coal (IGCC)",2030,0.372054,"SSP5","EJ"
"elec_CSP",2030,0.00556966,"SSP5","EJ"
"elec_CSP_storage",2030,0.00906068,"SSP5","EJ"
"elec_gas (CC)",2030,5.68021,"SSP5","EJ"
"elec_gas (steam/CT)",2030,1.09316,"SSP5","EJ"
"elec_Gen_II_LWR",2030,2.20787,"SSP5","EJ"
"elec_Gen_III",2030,1.56183,"SSP5","EJ"
"elec_geothermal",2030,0.337391,"SSP5","EJ"
"elec_refined liquids (CC)",2030,0.106596,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2030,0.0599491,"SSP5","EJ"
"global solar resource",2030,0.088003908,"SSP5","EJ"
"onshore wind resource",2030,0.903841011,"SSP5","EJ"
"water_td_elec_C",2030,4.646978756332,"SSP5","EJ"
"water_td_elec_W",2030,0.000488756332,"SSP5","EJ"
"backup_electricity",2035,0,"SSP5","EJ"
"elec_biomass (conv)",2035,0.148751,"SSP5","EJ"
"elec_biomass (IGCC)",2035,0.0464964,"SSP5","EJ"
"elec_coal (conv pul)",2035,11.7214,"SSP5","EJ"
"elec_coal (IGCC)",2035,0.630688,"SSP5","EJ"
"elec_CSP",2035,0.00701175,"SSP5","EJ"
"elec_CSP_storage",2035,0.0219337,"SSP5","EJ"
"elec_gas (CC)",2035,6.6552,"SSP5","EJ"
"elec_gas (steam/CT)",2035,0.980576,"SSP5","EJ"
"elec_Gen_II_LWR",2035,1.87989,"SSP5","EJ"
"elec_Gen_III",2035,2.02935,"SSP5","EJ"
"elec_geothermal",2035,0.426325,"SSP5","EJ"
"elec_refined liquids (CC)",2035,0.131764,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2035,0.0544086,"SSP5","EJ"
"global solar resource",2035,0.119819042,"SSP5","EJ"
"onshore wind resource",2035,1.137722911,"SSP5","EJ"
"water_td_elec_C",2035,4.694155442992,"SSP5","EJ"
"water_td_elec_W",2035,0.000665442992,"SSP5","EJ"
"backup_electricity",2040,0,"SSP5","EJ"
"elec_biomass (conv)",2040,0.170944,"SSP5","EJ"
"elec_biomass (IGCC)",2040,0.0713734,"SSP5","EJ"
"elec_coal (conv pul)",2040,12.4436,"SSP5","EJ"
"elec_coal (IGCC)",2040,0.962746,"SSP5","EJ"
"elec_CSP",2040,0.00596146,"SSP5","EJ"
"elec_CSP_storage",2040,0.0419332,"SSP5","EJ"
"elec_gas (CC)",2040,7.7273,"SSP5","EJ"
"elec_gas (steam/CT)",2040,0.852925,"SSP5","EJ"
"elec_Gen_II_LWR",2040,1.51004,"SSP5","EJ"
"elec_Gen_III",2040,2.54694,"SSP5","EJ"
"elec_geothermal",2040,0.471219,"SSP5","EJ"
"elec_refined liquids (CC)",2040,0.17168,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2040,0.04905,"SSP5","EJ"
"global solar resource",2040,0.150626625,"SSP5","EJ"
"onshore wind resource",2040,1.103324411,"SSP5","EJ"
"water_td_elec_C",2040,4.714946510952,"SSP5","EJ"
"water_td_elec_W",2040,0.000836510952,"SSP5","EJ"
"backup_electricity",2045,0,"SSP5","EJ"
"elec_biomass (conv)",2045,0.191526,"SSP5","EJ"
"elec_biomass (IGCC)",2045,0.0970515,"SSP5","EJ"
"elec_coal (conv pul)",2045,13.0388,"SSP5","EJ"
"elec_coal (IGCC)",2045,1.29968,"SSP5","EJ"
"elec_CSP",2045,0.00807934,"SSP5","EJ"
"elec_CSP_storage",2045,0.0659526,"SSP5","EJ"
"elec_gas (CC)",2045,8.64915,"SSP5","EJ"
"elec_gas (steam/CT)",2045,0.723424,"SSP5","EJ"
"elec_Gen_II_LWR",2045,1.14021,"SSP5","EJ"
"elec_Gen_III",2045,3.01428,"SSP5","EJ"
"elec_geothermal",2045,0.516062,"SSP5","EJ"
"elec_refined liquids (CC)",2045,0.201372,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2045,0.0434081,"SSP5","EJ"
"global solar resource",2045,0.181069964,"SSP5","EJ"
"onshore wind resource",2045,1.304839766,"SSP5","EJ"
"water_td_elec_C",2045,4.735745579041,"SSP5","EJ"
"water_td_elec_W",2045,0.001005579041,"SSP5","EJ"
"backup_electricity",2050,0,"SSP5","EJ"
"elec_biomass (conv)",2050,0.216401,"SSP5","EJ"
"elec_biomass (IGCC)",2050,0.124675,"SSP5","EJ"
"elec_coal (conv pul)",2050,13.6461,"SSP5","EJ"
"elec_coal (IGCC)",2050,1.64323,"SSP5","EJ"
"elec_CSP",2050,0.010296,"SSP5","EJ"
"elec_CSP_storage",2050,0.0942374,"SSP5","EJ"
"elec_gas (CC)",2050,9.47621,"SSP5","EJ"
"elec_gas (steam/CT)",2050,0.611533,"SSP5","EJ"
"elec_Gen_II_LWR",2050,0.812224,"SSP5","EJ"
"elec_Gen_III",2050,3.44449,"SSP5","EJ"
"elec_geothermal",2050,0.554609,"SSP5","EJ"
"elec_refined liquids (CC)",2050,0.236961,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2050,0.0384953,"SSP5","EJ"
"global solar resource",2050,0.211343138,"SSP5","EJ"
"onshore wind resource",2050,1.526983669,"SSP5","EJ"
"water_td_elec_C",2050,4.75654370215,"SSP5","EJ"
"water_td_elec_W",2050,0.00117370215,"SSP5","EJ"
"backup_electricity",2055,0,"SSP5","EJ"
"elec_biomass (conv)",2055,0.242273,"SSP5","EJ"
"elec_biomass (IGCC)",2055,0.153276,"SSP5","EJ"
"elec_coal (conv pul)",2055,14.316,"SSP5","EJ"
"elec_coal (IGCC)",2055,1.98623,"SSP5","EJ"
"elec_CSP",2055,0.0124629,"SSP5","EJ"
"elec_CSP_storage",2055,0.122315,"SSP5","EJ"
"elec_gas (CC)",2055,10.2226,"SSP5","EJ"
"elec_gas (steam/CT)",2055,0.52927,"SSP5","EJ"
"elec_Gen_II_LWR",2055,0.550938,"SSP5","EJ"
"elec_Gen_III",2055,3.83558,"SSP5","EJ"
"elec_geothermal",2055,0.579159,"SSP5","EJ"
"elec_refined liquids (CC)",2055,0.275698,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2055,0.0348207,"SSP5","EJ"
"global solar resource",2055,0.23998298,"SSP5","EJ"
"onshore wind resource",2055,1.723992611,"SSP5","EJ"
"water_td_elec_C",2055,4.77733275512,"SSP5","EJ"
"water_td_elec_W",2055,0.00133275512,"SSP5","EJ"
"backup_electricity",2060,0,"SSP5","EJ"
"elec_biomass (conv)",2060,0.28659,"SSP5","EJ"
"elec_biomass (IGCC)",2060,0.194437,"SSP5","EJ"
"elec_coal (conv pul)",2060,15.5094,"SSP5","EJ"
"elec_coal (IGCC)",2060,2.44798,"SSP5","EJ"
"elec_CSP",2060,0.0155049,"SSP5","EJ"
"elec_CSP_storage",2060,0.159282,"SSP5","EJ"
"elec_gas (CC)",2060,9.96544,"SSP5","EJ"
"elec_gas (steam/CT)",2060,0.460822,"SSP5","EJ"
"elec_Gen_II_LWR",2060,0.36,"SSP5","EJ"
"elec_Gen_III",2060,4.32275,"SSP5","EJ"
"elec_geothermal",2060,0.61549,"SSP5","EJ"
"elec_refined liquids (CC)",2060,0.350299,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2060,0.0208042,"SSP5","EJ"
"global solar resource",2060,0.282667593,"SSP5","EJ"
"onshore wind resource",2060,1.994056,"SSP5","EJ"
"water_td_elec_C",2060,4.79819980521,"SSP5","EJ"
"water_td_elec_W",2060,0.00156980521,"SSP5","EJ"
"backup_electricity",2065,0,"SSP5","EJ"
"elec_biomass (conv)",2065,0.322653,"SSP5","EJ"
"elec_biomass (IGCC)",2065,0.23193,"SSP5","EJ"
"elec_coal (conv pul)",2065,16.6252,"SSP5","EJ"
"elec_coal (IGCC)",2065,2.86172,"SSP5","EJ"
"elec_CSP",2065,0.0179911,"SSP5","EJ"
"elec_CSP_storage",2065,0.188218,"SSP5","EJ"
"elec_gas (CC)",2065,9.92283,"SSP5","EJ"
"elec_gas (steam/CT)",2065,0.42293,"SSP5","EJ"
"elec_Gen_II_LWR",2065,0.229095,"SSP5","EJ"
"elec_Gen_III",2065,4.73434,"SSP5","EJ"
"elec_geothermal",2065,0.633979,"SSP5","EJ"
"elec_refined liquids (CC)",2065,0.379641,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2065,0.0184682,"SSP5","EJ"
"global solar resource",2065,0.317477501,"SSP5","EJ"
"onshore wind resource",2065,2.18852328,"SSP5","EJ"
"water_td_elec_C",2065,4.81902312253,"SSP5","EJ"
"water_td_elec_W",2065,0.00176312253,"SSP5","EJ"
"backup_electricity",2070,0,"SSP5","EJ"
"elec_biomass (conv)",2070,0.367878,"SSP5","EJ"
"elec_biomass (IGCC)",2070,0.276435,"SSP5","EJ"
"elec_coal (conv pul)",2070,17.639,"SSP5","EJ"
"elec_coal (IGCC)",2070,3.32354,"SSP5","EJ"
"elec_CSP",2070,0.020485,"SSP5","EJ"
"elec_CSP_storage",2070,0.217592,"SSP5","EJ"
"elec_gas (CC)",2070,9.87321,"SSP5","EJ"
"elec_gas (steam/CT)",2070,0.358908,"SSP5","EJ"
"elec_Gen_II_LWR",2070,0,"SSP5","EJ"
"elec_Gen_III",2070,5.17136,"SSP5","EJ"
"elec_geothermal",2070,0.650199,"SSP5","EJ"
"elec_refined liquids (CC)",2070,0.421128,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2070,0.0140557,"SSP5","EJ"
"global solar resource",2070,0.355174115,"SSP5","EJ"
"onshore wind resource",2070,2.37132361,"SSP5","EJ"
"water_td_elec_C",2070,4.83986247355,"SSP5","EJ"
"water_td_elec_W",2070,0.00197247355,"SSP5","EJ"
"backup_electricity",2075,0,"SSP5","EJ"
"elec_biomass (conv)",2075,0.42197,"SSP5","EJ"
"elec_biomass (IGCC)",2075,0.339234,"SSP5","EJ"
"elec_coal (conv pul)",2075,17.7816,"SSP5","EJ"
"elec_coal (IGCC)",2075,3.94509,"SSP5","EJ"
"elec_CSP",2075,0.0246201,"SSP5","EJ"
"elec_CSP_storage",2075,0.263465,"SSP5","EJ"
"elec_gas (CC)",2075,10.1621,"SSP5","EJ"
"elec_gas (steam/CT)",2075,0.39869,"SSP5","EJ"
"elec_Gen_II_LWR",2075,0,"SSP5","EJ"
"elec_Gen_III",2075,5.27019,"SSP5","EJ"
"elec_geothermal",2075,0.69284,"SSP5","EJ"
"elec_refined liquids (CC)",2075,0.492664,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2075,0.0164801,"SSP5","EJ"
"global solar resource",2075,0.424004804,"SSP5","EJ"
"onshore wind resource",2075,2.72604124,"SSP5","EJ"
"water_td_elec_C",2075,4.8608747261,"SSP5","EJ"
"water_td_elec_W",2075,0.0023547261,"SSP5","EJ"
"backup_electricity",2080,0,"SSP5","EJ"
"elec_biomass (conv)",2080,0.465624,"SSP5","EJ"
"elec_biomass (IGCC)",2080,0.394327,"SSP5","EJ"
"elec_coal (conv pul)",2080,18.1496,"SSP5","EJ"
"elec_coal (IGCC)",2080,4.47727,"SSP5","EJ"
"elec_CSP",2080,0.0278223,"SSP5","EJ"
"elec_CSP_storage",2080,0.298195,"SSP5","EJ"
"elec_gas (CC)",2080,10.1814,"SSP5","EJ"
"elec_gas (steam/CT)",2080,0.421822,"SSP5","EJ"
"elec_Gen_II_LWR",2080,0,"SSP5","EJ"
"elec_Gen_III",2080,5.41387,"SSP5","EJ"
"elec_geothermal",2080,0.713524,"SSP5","EJ"
"elec_refined liquids (CC)",2080,0.58978,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2080,0.0196252,"SSP5","EJ"
"global solar resource",2080,0.480597731,"SSP5","EJ"
"onshore wind resource",2080,2.9909212,"SSP5","EJ"
"water_td_elec_C",2080,4.8818090182,"SSP5","EJ"
"water_td_elec_W",2080,0.0026690182,"SSP5","EJ"
"backup_electricity",2085,0,"SSP5","EJ"
"elec_biomass (conv)",2085,0.522469,"SSP5","EJ"
"elec_biomass (IGCC)",2085,0.447117,"SSP5","EJ"
"elec_coal (conv pul)",2085,18.8272,"SSP5","EJ"
"elec_coal (IGCC)",2085,4.8822,"SSP5","EJ"
"elec_CSP",2085,0.0314142,"SSP5","EJ"
"elec_CSP_storage",2085,0.337879,"SSP5","EJ"
"elec_gas (CC)",2085,10.0929,"SSP5","EJ"
"elec_gas (steam/CT)",2085,0.440825,"SSP5","EJ"
"elec_Gen_II_LWR",2085,0,"SSP5","EJ"
"elec_Gen_III",2085,5.53956,"SSP5","EJ"
"elec_geothermal",2085,0.74072,"SSP5","EJ"
"elec_refined liquids (CC)",2085,0.638826,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2085,0.0217758,"SSP5","EJ"
"global solar resource",2085,0.547415704,"SSP5","EJ"
"onshore wind resource",2085,3.30128667,"SSP5","EJ"
"water_td_elec_C",2085,4.9028100936,"SSP5","EJ"
"water_td_elec_W",2085,0.0030400936,"SSP5","EJ"
"backup_electricity",2090,0,"SSP5","EJ"
"elec_biomass (conv)",2090,0.580078,"SSP5","EJ"
"elec_biomass (IGCC)",2090,0.498939,"SSP5","EJ"
"elec_coal (conv pul)",2090,19.3914,"SSP5","EJ"
"elec_coal (IGCC)",2090,5.24784,"SSP5","EJ"
"elec_CSP",2090,0.0341794,"SSP5","EJ"
"elec_CSP_storage",2090,0.369655,"SSP5","EJ"
"elec_gas (CC)",2090,10.1593,"SSP5","EJ"
"elec_gas (steam/CT)",2090,0.466318,"SSP5","EJ"
"elec_Gen_II_LWR",2090,0,"SSP5","EJ"
"elec_Gen_III",2090,5.58872,"SSP5","EJ"
"elec_geothermal",2090,0.755209,"SSP5","EJ"
"elec_refined liquids (CC)",2090,0.688146,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2090,0.0240828,"SSP5","EJ"
"global solar resource",2090,0.60219181,"SSP5","EJ"
"onshore wind resource",2090,3.5233869,"SSP5","EJ"
"water_td_elec_C",2090,4.92374429604,"SSP5","EJ"
"water_td_elec_W",2090,0.00334429604,"SSP5","EJ"
"backup_electricity",2095,5.80376e-10,"SSP5","EJ"
"elec_biomass (conv)",2095,0.623988,"SSP5","EJ"
"elec_biomass (IGCC)",2095,0.540905,"SSP5","EJ"
"elec_coal (conv pul)",2095,19.7483,"SSP5","EJ"
"elec_coal (IGCC)",2095,5.50821,"SSP5","EJ"
"elec_CSP",2095,0.0366814,"SSP5","EJ"
"elec_CSP_storage",2095,0.398799,"SSP5","EJ"
"elec_gas (CC)",2095,10.311,"SSP5","EJ"
"elec_gas (steam/CT)",2095,0.503725,"SSP5","EJ"
"elec_Gen_II_LWR",2095,0,"SSP5","EJ"
"elec_Gen_III",2095,5.54063,"SSP5","EJ"
"elec_geothermal",2095,0.763003,"SSP5","EJ"
"elec_refined liquids (CC)",2095,0.718423,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2095,0.0259851,"SSP5","EJ"
"global solar resource",2095,0.654606368,"SSP5","EJ"
"onshore wind resource",2095,3.73325255,"SSP5","EJ"
"water_td_elec_C",2095,4.94466538395,"SSP5","EJ"
"water_td_elec_W",2095,0.00363538395,"SSP5","EJ"
"backup_electricity",2100,9.50703e-10,"SSP5","EJ"
"elec_biomass (conv)",2100,0.666294,"SSP5","EJ"
"elec_biomass (IGCC)",2100,0.577616,"SSP5","EJ"
"elec_coal (conv pul)",2100,19.9156,"SSP5","EJ"
"elec_coal (IGCC)",2100,5.677,"SSP5","EJ"
"elec_CSP",2100,0.0385447,"SSP5","EJ"
"elec_CSP_storage",2100,0.421432,"SSP5","EJ"
"elec_gas (CC)",2100,10.6259,"SSP5","EJ"
"elec_gas (steam/CT)",2100,0.551255,"SSP5","EJ"
"elec_Gen_II_LWR",2100,0,"SSP5","EJ"
"elec_Gen_III",2100,5.42306,"SSP5","EJ"
"elec_geothermal",2100,0.766335,"SSP5","EJ"
"elec_refined liquids (CC)",2100,0.750843,"SSP5","EJ"
"elec_refined liquids (steam/CT)",2100,0.0279593,"SSP5","EJ"
"global solar resource",2100,0.696813681,"SSP5","EJ"
"onshore wind resource",2100,3.8828929,"SSP5","EJ"
