"Technology","Year","Value","Scenario","Unit"
"elec_CSP_storage",2025,0.00160969,"SSP2","EJ"
"elec_gas (CC)",2025,3.78431,"SSP2","EJ"
"elec_gas (steam/CT)",2025,1.08169,"SSP2","EJ"
"elec_Gen_II_LWR",2025,2.46916,"SSP2","EJ"
"elec_Gen_III",2025,0.92152,"SSP2","EJ"
"elec_geothermal",2025,0.217982,"SSP2","EJ"
"elec_refined liquids (CC)",2025,0.0509417,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2025,0.0626388,"SSP2","EJ"
"global solar resource",2025,0.050147404,"SSP2","EJ"
"onshore wind resource",2025,0.636463492,"SSP2","EJ"
"water_td_elec_C",2025,4.599778518239,"SSP2","EJ"
"water_td_elec_W",2025,0.000278518239,"SSP2","EJ"
"backup_electricity",2030,0,"SSP2","EJ"
"elec_biomass (conv)",2030,0.113706,"SSP2","EJ"
"elec_biomass (IGCC)",2030,0.020097,"SSP2","EJ"
"elec_coal (conv pul)",2030,9.46877,"SSP2","EJ"
"elec_coal (IGCC)",2030,0.254187,"SSP2","EJ"
"elec_CSP",2030,0.00497947,"SSP2","EJ"
"elec_CSP_storage",2030,0.00661155,"SSP2","EJ"
"elec_gas (CC)",2030,4.26502,"SSP2","EJ"
"elec_gas (steam/CT)",2030,0.969734,"SSP2","EJ"
"elec_Gen_II_LWR",2030,2.20787,"SSP2","EJ"
"elec_Gen_III",2030,1.23647,"SSP2","EJ"
"elec_geothermal",2030,0.289337,"SSP2","EJ"
"elec_refined liquids (CC)",2030,0.0646384,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2030,0.054657,"SSP2","EJ"
"global solar resource",2030,0.070209504,"SSP2","EJ"
"onshore wind resource",2030,0.780835079,"SSP2","EJ"
"water_td_elec_C",2030,4.646879933982,"SSP2","EJ"
"water_td_elec_W",2030,0.000389933982,"SSP2","EJ"
"backup_electricity",2035,0,"SSP2","EJ"
"elec_biomass (conv)",2035,0.138701,"SSP2","EJ"
"elec_biomass (IGCC)",2035,0.0355827,"SSP2","EJ"
"elec_coal (conv pul)",2035,9.57362,"SSP2","EJ"
"elec_coal (IGCC)",2035,0.43668,"SSP2","EJ"
"elec_CSP",2035,0.00609505,"SSP2","EJ"
"elec_CSP_storage",2035,0.01657,"SSP2","EJ"
"elec_gas (CC)",2035,4.70748,"SSP2","EJ"
"elec_gas (steam/CT)",2035,0.825142,"SSP2","EJ"
"elec_Gen_II_LWR",2035,1.87989,"SSP2","EJ"
"elec_Gen_III",2035,1.59951,"SSP2","EJ"
"elec_geothermal",2035,0.368699,"SSP2","EJ"
"elec_refined liquids (CC)",2035,0.077003,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2035,0.0471557,"SSP2","EJ"
"global solar resource",2035,0.094821288,"SSP2","EJ"
"onshore wind resource",2035,0.964699084,"SSP2","EJ"
"water_td_elec_C",2035,4.694016616712,"SSP2","EJ"
"water_td_elec_W",2035,0.000526616712,"SSP2","EJ"
"backup_electricity",2040,0,"SSP2","EJ"
"elec_biomass (conv)",2040,0.163411,"SSP2","EJ"
"elec_biomass (IGCC)",2040,0.0585013,"SSP2","EJ"
"elec_coal (conv pul)",2040,9.76723,"SSP2","EJ"
"elec_coal (IGCC)",2040,0.694609,"SSP2","EJ"
"elec_CSP",2040,0.00477366,"SSP2","EJ"
"elec_CSP_storage",2040,0.0340048,"SSP2","EJ"
"elec_gas (CC)",2040,5.22198,"SSP2","EJ"
"elec_gas (steam/CT)",2040,0.665458,"SSP2","EJ"
"elec_Gen_II_LWR",2040,1.51005,"SSP2","EJ"
"elec_Gen_III",2040,2.05356,"SSP2","EJ"
"elec_geothermal",2040,0.41364,"SSP2","EJ"
"elec_refined liquids (CC)",2040,0.101431,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2040,0.0405485,"SSP2","EJ"
"global solar resource",2040,0.12026784,"SSP2","EJ"
"onshore wind resource",2040,0.896330144,"SSP2","EJ"
"water_td_elec_C",2040,4.714777911902,"SSP2","EJ"
"water_td_elec_W",2040,0.000667911902,"SSP2","EJ"
"backup_electricity",2045,0,"SSP2","EJ"
"elec_biomass (conv)",2045,0.184756,"SSP2","EJ"
"elec_biomass (IGCC)",2045,0.0818455,"SSP2","EJ"
"elec_coal (conv pul)",2045,9.82745,"SSP2","EJ"
"elec_coal (IGCC)",2045,0.947412,"SSP2","EJ"
"elec_CSP",2045,0.00658613,"SSP2","EJ"
"elec_CSP_storage",2045,0.0547085,"SSP2","EJ"
"elec_gas (CC)",2045,5.58666,"SSP2","EJ"
"elec_gas (steam/CT)",2045,0.51169,"SSP2","EJ"
"elec_Gen_II_LWR",2045,1.14021,"SSP2","EJ"
"elec_Gen_III",2045,2.46012,"SSP2","EJ"
"elec_geothermal",2045,0.462536,"SSP2","EJ"
"elec_refined liquids (CC)",2045,0.111624,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2045,0.034077,"SSP2","EJ"
"global solar resource",2045,0.145814119,"SSP2","EJ"
"onshore wind resource",2045,1.069618788,"SSP2","EJ"
"water_td_elec_C",2045,4.735549784598,"SSP2","EJ"
"water_td_elec_W",2045,0.000809784598,"SSP2","EJ"
"backup_electricity",2050,0,"SSP2","EJ"
"elec_biomass (conv)",2050,0.207746,"SSP2","EJ"
"elec_biomass (IGCC)",2050,0.105966,"SSP2","EJ"
"elec_coal (conv pul)",2050,9.87764,"SSP2","EJ"
"elec_coal (IGCC)",2050,1.19275,"SSP2","EJ"
"elec_CSP",2050,0.00847466,"SSP2","EJ"
"elec_CSP_storage",2050,0.0784767,"SSP2","EJ"
"elec_gas (CC)",2050,5.84953,"SSP2","EJ"
"elec_gas (steam/CT)",2050,0.38095,"SSP2","EJ"
"elec_Gen_II_LWR",2050,0.812228,"SSP2","EJ"
"elec_Gen_III",2050,2.82619,"SSP2","EJ"
"elec_geothermal",2050,0.509028,"SSP2","EJ"
"elec_refined liquids (CC)",2050,0.122807,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2050,0.0284497,"SSP2","EJ"
"global solar resource",2050,0.172263604,"SSP2","EJ"
"onshore wind resource",2050,1.268660489,"SSP2","EJ"
"water_td_elec_C",2050,4.756326672858,"SSP2","EJ"
"water_td_elec_W",2050,0.000956672858,"SSP2","EJ"
"backup_electricity",2055,0,"SSP2","EJ"
"elec_biomass (conv)",2055,0.23033,"SSP2","EJ"
"elec_biomass (IGCC)",2055,0.130166,"SSP2","EJ"
"elec_coal (conv pul)",2055,9.98503,"SSP2","EJ"
"elec_coal (IGCC)",2055,1.42683,"SSP2","EJ"
"elec_CSP",2055,0.0103313,"SSP2","EJ"
"elec_CSP_storage",2055,0.101823,"SSP2","EJ"
"elec_gas (CC)",2055,6.02833,"SSP2","EJ"
"elec_gas (steam/CT)",2055,0.280132,"SSP2","EJ"
"elec_Gen_II_LWR",2055,0.550942,"SSP2","EJ"
"elec_Gen_III",2055,3.15303,"SSP2","EJ"
"elec_geothermal",2055,0.542479,"SSP2","EJ"
"elec_refined liquids (CC)",2055,0.134647,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2055,0.0241687,"SSP2","EJ"
"global solar resource",2055,0.198087813,"SSP2","EJ"
"onshore wind resource",2055,1.450977672,"SSP2","EJ"
"water_td_elec_C",2055,4.777100088213,"SSP2","EJ"
"water_td_elec_W",2055,0.001100088213,"SSP2","EJ"
"backup_electricity",2060,0,"SSP2","EJ"
"elec_biomass (conv)",2060,0.270451,"SSP2","EJ"
"elec_biomass (IGCC)",2060,0.166905,"SSP2","EJ"
"elec_coal (conv pul)",2060,10.4933,"SSP2","EJ"
"elec_coal (IGCC)",2060,1.75811,"SSP2","EJ"
"elec_CSP",2060,0.0131837,"SSP2","EJ"
"elec_CSP_storage",2060,0.135545,"SSP2","EJ"
"elec_gas (CC)",2060,5.30252,"SSP2","EJ"
"elec_gas (steam/CT)",2060,0.200037,"SSP2","EJ"
"elec_Gen_II_LWR",2060,0.360003,"SSP2","EJ"
"elec_Gen_III",2060,3.59227,"SSP2","EJ"
"elec_geothermal",2060,0.591238,"SSP2","EJ"
"elec_refined liquids (CC)",2060,0.168731,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2060,0.0130463,"SSP2","EJ"
"global solar resource",2060,0.239916905,"SSP2","EJ"
"onshore wind resource",2060,1.724192395,"SSP2","EJ"
"water_td_elec_C",2060,4.79796238758,"SSP2","EJ"
"water_td_elec_W",2060,0.00133238758,"SSP2","EJ"
"backup_electricity",2065,0,"SSP2","EJ"
"elec_biomass (conv)",2065,0.300642,"SSP2","EJ"
"elec_biomass (IGCC)",2065,0.197567,"SSP2","EJ"
"elec_coal (conv pul)",2065,10.9199,"SSP2","EJ"
"elec_coal (IGCC)",2065,2.0247,"SSP2","EJ"
"elec_CSP",2065,0.0152587,"SSP2","EJ"
"elec_CSP_storage",2065,0.159545,"SSP2","EJ"
"elec_gas (CC)",2065,4.89779,"SSP2","EJ"
"elec_gas (steam/CT)",2065,0.148285,"SSP2","EJ"
"elec_Gen_II_LWR",2065,0.229098,"SSP2","EJ"
"elec_Gen_III",2065,3.93112,"SSP2","EJ"
"elec_geothermal",2065,0.610887,"SSP2","EJ"
"elec_refined liquids (CC)",2065,0.169792,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2065,0.0104359,"SSP2","EJ"
"global solar resource",2065,0.269419413,"SSP2","EJ"
"onshore wind resource",2065,1.8946069,"SSP2","EJ"
"water_td_elec_C",2065,4.81875623016,"SSP2","EJ"
"water_td_elec_W",2065,0.00149623016,"SSP2","EJ"
"backup_electricity",2070,0,"SSP2","EJ"
"elec_biomass (conv)",2070,0.339609,"SSP2","EJ"
"elec_biomass (IGCC)",2070,0.235834,"SSP2","EJ"
"elec_coal (conv pul)",2070,11.2009,"SSP2","EJ"
"elec_coal (IGCC)",2070,2.33318,"SSP2","EJ"
"elec_CSP",2070,0.017385,"SSP2","EJ"
"elec_CSP_storage",2070,0.184641,"SSP2","EJ"
"elec_gas (CC)",2070,4.52755,"SSP2","EJ"
"elec_gas (steam/CT)",2070,0.0923305,"SSP2","EJ"
"elec_Gen_II_LWR",2070,0,"SSP2","EJ"
"elec_Gen_III",2070,4.31339,"SSP2","EJ"
"elec_geothermal",2070,0.624571,"SSP2","EJ"
"elec_refined liquids (CC)",2070,0.187173,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2070,0.00622729,"SSP2","EJ"
"global solar resource",2070,0.301458816,"SSP2","EJ"
"onshore wind resource",2070,2.05131526,"SSP2","EJ"
"water_td_elec_C",2070,4.83956416386,"SSP2","EJ"
"water_td_elec_W",2070,0.00167416386,"SSP2","EJ"
"backup_electricity",2075,2.362729e-09,"SSP2","EJ"
"elec_biomass (conv)",2075,0.38446,"SSP2","EJ"
"elec_biomass (IGCC)",2075,0.294143,"SSP2","EJ"
"elec_coal (conv pul)",2075,10.6572,"SSP2","EJ"
"elec_coal (IGCC)",2075,2.77832,"SSP2","EJ"
"elec_CSP",2075,0.0214723,"SSP2","EJ"
"elec_CSP_storage",2075,0.229797,"SSP2","EJ"
"elec_gas (CC)",2075,4.34666,"SSP2","EJ"
"elec_gas (steam/CT)",2075,0.0907961,"SSP2","EJ"
"elec_Gen_II_LWR",2075,0,"SSP2","EJ"
"elec_Gen_III",2075,4.42906,"SSP2","EJ"
"elec_geothermal",2075,0.682288,"SSP2","EJ"
"elec_refined liquids (CC)",2075,0.222524,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2075,0.00729101,"SSP2","EJ"
"global solar resource",2075,0.369858769,"SSP2","EJ"
"onshore wind resource",2075,2.41585186,"SSP2","EJ"
"water_td_elec_C",2075,4.8605740223,"SSP2","EJ"
"water_td_elec_W",2075,0.0020540223,"SSP2","EJ"
"backup_electricity",2080,8.645338e-09,"SSP2","EJ"
"elec_biomass (conv)",2080,0.414374,"SSP2","EJ"
"elec_biomass (IGCC)",2080,0.338693,"SSP2","EJ"
"elec_coal (conv pul)",2080,10.4994,"SSP2","EJ"
"elec_coal (IGCC)",2080,3.10931,"SSP2","EJ"
"elec_CSP",2080,0.0241354,"SSP2","EJ"
"elec_CSP_storage",2080,0.258681,"SSP2","EJ"
"elec_gas (CC)",2080,4.02511,"SSP2","EJ"
"elec_gas (steam/CT)",2080,0.0834401,"SSP2","EJ"
"elec_Gen_II_LWR",2080,0,"SSP2","EJ"
"elec_Gen_III",2080,4.57499,"SSP2","EJ"
"elec_geothermal",2080,0.706211,"SSP2","EJ"
"elec_refined liquids (CC)",2080,0.220551,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2080,0.00762937,"SSP2","EJ"
"global solar resource",2080,0.416925693,"SSP2","EJ"
"onshore wind resource",2080,2.63853855,"SSP2","EJ"
"water_td_elec_C",2080,4.88145541052,"SSP2","EJ"
"water_td_elec_W",2080,0.00231541052,"SSP2","EJ"
"backup_electricity",2085,2.744993e-08,"SSP2","EJ"
"elec_biomass (conv)",2085,0.446753,"SSP2","EJ"
"elec_biomass (IGCC)",2085,0.373559,"SSP2","EJ"
"elec_coal (conv pul)",2085,10.4911,"SSP2","EJ"
"elec_coal (IGCC)",2085,3.29479,"SSP2","EJ"
"elec_CSP",2085,0.0263712,"SSP2","EJ"
"elec_CSP_storage",2085,0.28349,"SSP2","EJ"
"elec_gas (CC)",2085,3.61536,"SSP2","EJ"
"elec_gas (steam/CT)",2085,0.0796918,"SSP2","EJ"
"elec_Gen_II_LWR",2085,0,"SSP2","EJ"
"elec_Gen_III",2085,4.67025,"SSP2","EJ"
"elec_geothermal",2085,0.72543,"SSP2","EJ"
"elec_refined liquids (CC)",2085,0.218366,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2085,0.00778225,"SSP2","EJ"
"global solar resource",2085,0.458932109,"SSP2","EJ"
"onshore wind resource",2085,2.82612814,"SSP2","EJ"
"water_td_elec_C",2085,4.90231869656,"SSP2","EJ"
"water_td_elec_W",2085,0.00254869656,"SSP2","EJ"
"backup_electricity",2090,5.2246625e-08,"SSP2","EJ"
"elec_biomass (conv)",2090,0.479678,"SSP2","EJ"
"elec_biomass (IGCC)",2090,0.407997,"SSP2","EJ"
"elec_coal (conv pul)",2090,10.3973,"SSP2","EJ"
"elec_coal (IGCC)",2090,3.44797,"SSP2","EJ"
"elec_CSP",2090,0.0277015,"SSP2","EJ"
"elec_CSP_storage",2090,0.299359,"SSP2","EJ"
"elec_gas (CC)",2090,3.3703,"SSP2","EJ"
"elec_gas (steam/CT)",2090,0.0820843,"SSP2","EJ"
"elec_Gen_II_LWR",2090,0,"SSP2","EJ"
"elec_Gen_III",2090,4.70589,"SSP2","EJ"
"elec_geothermal",2090,0.728438,"SSP2","EJ"
"elec_refined liquids (CC)",2090,0.218566,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2090,0.0079889,"SSP2","EJ"
"global solar resource",2090,0.487173991,"SSP2","EJ"
"onshore wind resource",2090,2.91789933,"SSP2","EJ"
"water_td_elec_C",2090,4.92310554388,"SSP2","EJ"
"water_td_elec_W",2090,0.00270554388,"SSP2","EJ"
"backup_electricity",2095,1.32487354e-07,"SSP2","EJ"
"elec_biomass (conv)",2095,0.506024,"SSP2","EJ"
"elec_biomass (IGCC)",2095,0.436383,"SSP2","EJ"
"elec_coal (conv pul)",2095,10.1991,"SSP2","EJ"
"elec_coal (IGCC)",2095,3.53581,"SSP2","EJ"
"elec_CSP",2095,0.0292493,"SSP2","EJ"
"elec_CSP_storage",2095,0.317685,"SSP2","EJ"
"elec_gas (CC)",2095,3.20781,"SSP2","EJ"
"elec_gas (steam/CT)",2095,0.0853815,"SSP2","EJ"
"elec_Gen_II_LWR",2095,0,"SSP2","EJ"
"elec_Gen_III",2095,4.65747,"SSP2","EJ"
"elec_geothermal",2095,0.740111,"SSP2","EJ"
"elec_refined liquids (CC)",2095,0.225575,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2095,0.00839431,"SSP2","EJ"
"global solar resource",2095,0.520772826,"SSP2","EJ"
"onshore wind resource",2095,3.04820497,"SSP2","EJ"
"water_td_elec_C",2095,4.94392213681,"SSP2","EJ"
"water_td_elec_W",2095,0.00289213681,"SSP2","EJ"
"backup_electricity",2100,3.31896857e-07,"SSP2","EJ"
"elec_biomass (conv)",2100,0.534046,"SSP2","EJ"
"elec_biomass (IGCC)",2100,0.46341,"SSP2","EJ"
"elec_coal (conv pul)",2100,9.86644,"SSP2","EJ"
"elec_coal (IGCC)",2100,3.56529,"SSP2","EJ"
"elec_CSP",2100,0.0306111,"SSP2","EJ"
"elec_CSP_storage",2100,0.334476,"SSP2","EJ"
"elec_gas (CC)",2100,3.19048,"SSP2","EJ"
"elec_gas (steam/CT)",2100,0.0942417,"SSP2","EJ"
"elec_Gen_II_LWR",2100,0,"SSP2","EJ"
"elec_Gen_III",2100,4.53849,"SSP2","EJ"
"elec_geothermal",2100,0.748463,"SSP2","EJ"
"elec_refined liquids (CC)",2100,0.239623,"SSP2","EJ"
"elec_refined liquids (steam/CT)",2100,0.0089992,"SSP2","EJ"
"global solar resource",2100,0.552541044,"SSP2","EJ"
"onshore wind resource",2100,3.16152353,"SSP2","EJ"
"water_td_elec_C",2100,4.94409856145,"SSP2","EJ"
"water_td_elec_W",2100,0.00306856145,"SSP2","EJ"
"backup_electricity",1990,0,"SSP2_26","EJ"
"elec_biomass (conv CCS)",1990,0,"SSP2_26","EJ"
"elec_biomass (conv)",1990,0.0791349,"SSP2_26","EJ"
"elec_biomass (IGCC CCS)",1990,0,"SSP2_26","EJ"
"elec_biomass (IGCC)",1990,0,"SSP2_26","EJ"
"elec_coal (conv pul CCS)",1990,0,"SSP2_26","EJ"
"elec_coal (conv pul)",1990,6.02909,"SSP2_26","EJ"
"elec_coal (IGCC CCS)",1990,0,"SSP2_26","EJ"
"elec_coal (IGCC)",1990,0,"SSP2_26","EJ"
"elec_CSP",1990,0.0023869,"SSP2_26","EJ"
"elec_CSP_storage",1990,0,"SSP2_26","EJ"
"elec_gas (CC CCS)",1990,0,"SSP2_26","EJ"
"elec_gas (CC)",1990,0.5903,"SSP2_26","EJ"
"elec_gas (steam/CT)",1990,0.435995,"SSP2_26","EJ"
"elec_Gen_II_LWR",1990,2.20139,"SSP2_26","EJ"
"elec_Gen_III",1990,0,"SSP2_26","EJ"
"elec_geothermal",1990,0.0576456,"SSP2_26","EJ"
"elec_refined liquids (CC CCS)",1990,0,"SSP2_26","EJ"
"elec_refined liquids (CC)",1990,0,"SSP2_26","EJ"
"elec_refined liquids (steam/CT)",1990,0.450767,"SSP2_26","EJ"
"global solar resource",1990,1.08004e-05,"SSP2_26","EJ"
"onshore wind resource",1990,0.0110381,"SSP2_26","EJ"
"water_td_elec_C",1990,4.643580060003,"SSP2_26","EJ"
"water_td_elec_W",1990,6.0003e-08,"SSP2_26","EJ"
"backup_electricity",2005,0,"SSP2_26","EJ"
"elec_biomass (conv CCS)",2005,0,"SSP2_26","EJ"
"elec_biomass (conv)",2005,0.110634,"SSP2_26","EJ"
"elec_biomass (IGCC CCS)",2005,0,"SSP2_26","EJ"
"elec_biomass (IGCC)",2005,0,"SSP2_26","EJ"
"elec_coal (conv pul CCS)",2005,0,"SSP2_26","EJ"
"elec_coal (conv pul)",2005,7.68047,"SSP2_26","EJ"
"elec_coal (IGCC CCS)",2005,0,"SSP2_26","EJ"
"elec_coal (IGCC)",2005,0,"SSP2_26","EJ"
"elec_CSP",2005,0.00214559,"SSP2_26","EJ"
"elec_CSP_storage",2005,0,"SSP2_26","EJ"
"elec_gas (CC CCS)",2005,0,"SSP2_26","EJ"
"elec_gas (CC)",2005,1.90249,"SSP2_26","EJ"
"elec_gas (steam/CT)",2005,0.666933,"SSP2_26","EJ"
"elec_Gen_II_LWR",2005,2.91859,"SSP2_26","EJ"
"elec_Gen_III",2005,0,"SSP2_26","EJ"
"elec_geothermal",2005,0.0604004,"SSP2_26","EJ"
"elec_refined liquids (CC CCS)",2005,0,"SSP2_26","EJ"
"elec_refined liquids (CC)",2005,0,"SSP2_26","EJ"
"elec_refined liquids (steam/CT)",2005,0.454965,"SSP2_26","EJ"
"global solar resource",2005,0.00188639,"SSP2_26","EJ"
"onshore wind resource",2005,0.0643712,"SSP2_26","EJ"
"water_td_elec_C",2005,4.63630048,"SSP2_26","EJ"
"water_td_elec_W",2005,1.048e-05,"SSP2_26","EJ"
"backup_electricity",2010,0,"SSP2_26","EJ"
"elec_biomass (conv CCS)",2010,0,"SSP2_26","EJ"
"elec_biomass (conv)",2010,0.115436,"SSP2_26","EJ"
"elec_biomass (IGCC CCS)",2010,0,"SSP2_26","EJ"
"elec_biomass (IGCC)",2010,0,"SSP2_26","EJ"
"elec_coal (conv pul CCS)",2010,0,"SSP2_26","EJ"
"elec_coal (conv pul)",2010,7.10527,"SSP2_26","EJ"
"elec_coal (IGCC CCS)",2010,0,"SSP2_26","EJ"
"elec_coal (IGCC)",2010,0,"SSP2_26","EJ"
"elec_CSP",2010,0.00316435,"SSP2_26","EJ"
"elec_CSP_storage",2010,0,"SSP2_26","EJ"
"elec_gas (CC CCS)",2010,0,"SSP2_26","EJ"
"elec_gas (CC)",2010,1.84213,"SSP2_26","EJ"
"elec_gas (steam/CT)",2010,1.54243,"SSP2_26","EJ"
"elec_Gen_II_LWR",2010,3.0201,"SSP2_26","EJ"
"elec_Gen_III",2010,0,"SSP2_26","EJ"
"elec_geothermal",2010,0.0632762,"SSP2_26","EJ"
"elec_refined liquids (CC CCS)",2010,0,"SSP2_26","EJ"
"elec_refined liquids (CC)",2010,0,"SSP2_26","EJ"
"elec_refined liquids (steam/CT)",2010,0.144545,"SSP2_26","EJ"
"global solar resource",2010,0.0109978,"SSP2_26","EJ"
"onshore wind resource",2010,0.342527,"SSP2_26","EJ"
"water_td_elec_C",2010,4.4640410995,"SSP2_26","EJ"
"water_td_elec_W",2010,6.10995e-05,"SSP2_26","EJ"
"backup_electricity",2015,0,"SSP2_26","EJ"
"elec_biomass (conv CCS)",2015,0,"SSP2_26","EJ"
"elec_biomass (conv)",2015,0.0657442,"SSP2_26","EJ"
"elec_biomass (IGCC CCS)",2015,0,"SSP2_26","EJ"
"elec_biomass (IGCC)",2015,0,"SSP2_26","EJ"
"elec_coal (conv pul CCS)",2015,0,"SSP2_26","EJ"
"elec_coal (conv pul)",2015,8.25666,"SSP2_26","EJ"
"elec_coal (IGCC CCS)",2015,0,"SSP2_26","EJ"
"elec_coal (IGCC)",2015,0,"SSP2_26","EJ"
"elec_CSP",2015,0.00339816,"SSP2_26","EJ"
"elec_CSP_storage",2015,0,"SSP2_26","EJ"
"elec_gas (CC CCS)",2015,0,"SSP2_26","EJ"
"elec_gas (CC)",2015,2.79034,"SSP2_26","EJ"
"elec_gas (steam/CT)",2015,1.2097,"SSP2_26","EJ"
"elec_Gen_II_LWR",2015,2.791,"SSP2_26","EJ"
"elec_Gen_III",2015,0.423023,"SSP2_26","EJ"
"elec_geothermal",2015,0.115447,"SSP2_26","EJ"
"elec_refined liquids (CC CCS)",2015,0,"SSP2_26","EJ"
"elec_refined liquids (CC)",2015,0,"SSP2_26","EJ"
"elec_refined liquids (steam/CT)",2015,0.0854521,"SSP2_26","EJ"
"global solar resource",2015,0.023433623,"SSP2_26","EJ"
"onshore wind resource",2015,0.450584646,"SSP2_26","EJ"
"water_td_elec_C",2015,4.505640162364,"SSP2_26","EJ"
"water_td_elec_W",2015,0.000130162364,"SSP2_26","EJ"
"backup_electricity",2020,0,"SSP2_26","EJ"
"elec_biomass (conv CCS)",2020,0,"SSP2_26","EJ"
"elec_biomass (conv)",2020,0.0906519,"SSP2_26","EJ"
"elec_biomass (IGCC CCS)",2020,0,"SSP2_26","EJ"
"elec_biomass (IGCC)",2020,0,"SSP2_26","EJ"
"elec_coal (conv pul CCS)",2020,0,"SSP2_26","EJ"
"elec_coal (conv pul)",2020,8.20566,"SSP2_26","EJ"
"elec_coal (IGCC CCS)",2020,0,"SSP2_26","EJ"
"elec_coal (IGCC)",2020,0,"SSP2_26","EJ"
"elec_CSP",2020,0.00358901,"SSP2_26","EJ"
"elec_CSP_storage",2020,0,"SSP2_26","EJ"
"elec_gas (CC CCS)",2020,0,"SSP2_26","EJ"
"elec_gas (CC)",2020,2.9727,"SSP2_26","EJ"
"elec_gas (steam/CT)",2020,1.13792,"SSP2_26","EJ"
"elec_Gen_II_LWR",2020,2.6601,"SSP2_26","EJ"
"elec_Gen_III",2020,0.574591,"SSP2_26","EJ"
"elec_geothermal",2020,0.145593,"SSP2_26","EJ"
"elec_refined liquids (CC CCS)",2020,0,"SSP2_26","EJ"
"elec_refined liquids (CC)",2020,0.0215863,"SSP2_26","EJ"
"elec_refined liquids (steam/CT)",2020,0.0800084,"SSP2_26","EJ"
"global solar resource",2020,0.0308966919,"SSP2_26","EJ"
"onshore wind resource",2020,0.502862944,"SSP2_26","EJ"
"water_td_elec_C",2020,4.552681608808,"SSP2_26","EJ"
"water_td_elec_W",2020,0.000171608808,"SSP2_26","EJ"
"backup_electricity",2025,0,"SSP2_26","EJ"
"elec_biomass (conv CCS)",2025,0.00259537,"SSP2_26","EJ"
"elec_biomass (conv)",2025,0.112685,"SSP2_26","EJ"
"elec_biomass (IGCC CCS)",2025,0.00180192,"SSP2_26","EJ"
"elec_biomass (IGCC)",2025,0.00879968,"SSP2_26","EJ"
"elec_coal (conv pul CCS)",2025,0.0200909,"SSP2_26","EJ"
"elec_coal (conv pul)",2025,8.1622,"SSP2_26","EJ"
"elec_coal (IGCC CCS)",2025,0.00885315,"SSP2_26","EJ"
"elec_coal (IGCC)",2025,0.0901339,"SSP2_26","EJ"
"elec_CSP",2025,0.00421278,"SSP2_26","EJ"
"elec_CSP_storage",2025,0.00211666,"SSP2_26","EJ"
"elec_gas (CC CCS)",2025,0.0480062,"SSP2_26","EJ"
"elec_gas (CC)",2025,3.33376,"SSP2_26","EJ"
"elec_gas (steam/CT)",2025,1.07844,"SSP2_26","EJ"
"elec_Gen_II_LWR",2025,2.46916,"SSP2_26","EJ"
"elec_Gen_III",2025,0.903145,"SSP2_26","EJ"
"elec_geothermal",2025,0.21808,"SSP2_26","EJ"
"elec_refined liquids (CC CCS)",2025,0.00458482,"SSP2_26","EJ"
"elec_refined liquids (CC)",2025,0.0419449,"SSP2_26","EJ"
"elec_refined liquids (steam/CT)",2025,0.0765883,"SSP2_26","EJ"
"global solar resource",2025,0.0499223539,"SSP2_26","EJ"
"onshore wind resource",2025,0.635032241,"SSP2_26","EJ"
"water_td_elec_C",2025,4.599777268013,"SSP2_26","EJ"
"water_td_elec_W",2025,0.000277268013,"SSP2_26","EJ"
"backup_electricity",2030,0,"SSP2_26","EJ"
"elec_biomass (conv CCS)",2030,0.00718686,"SSP2_26","EJ"
"elec_biomass (conv)",2030,0.139504,"SSP2_26","EJ"
"elec_biomass (IGCC CCS)",2030,0.00502952,"SSP2_26","EJ"
"elec_biomass (IGCC)",2030,0.0227272,"SSP2_26","EJ"
"elec_coal (conv pul CCS)",2030,0.0517725,"SSP2_26","EJ"
"elec_coal (conv pul)",2030,8.05515,"SSP2_26","EJ"
"elec_coal (IGCC CCS)",2030,0.0237985,"SSP2_26","EJ"
"elec_coal (IGCC)",2030,0.226138,"SSP2_26","EJ"
"elec_CSP",2030,0.00538729,"SSP2_26","EJ"
"elec_CSP_storage",2030,0.00951743,"SSP2_26","EJ"
"elec_gas (CC CCS)",2030,0.123987,"SSP2_26","EJ"
"elec_gas (CC)",2030,3.75329,"SSP2_26","EJ"
"elec_gas (steam/CT)",2030,0.96284,"SSP2_26","EJ"
"elec_Gen_II_LWR",2030,2.20787,"SSP2_26","EJ"
"elec_Gen_III",2030,1.36904,"SSP2_26","EJ"
"elec_geothermal",2030,0.317543,"SSP2_26","EJ"
