"Year","Region","Source","Mix"
2002,"TRE","Renewable",0.0126288288083438
2003,"TRE","Coal",0.38393990412162
2003,"TRE","Natural Gas",0.475880619094693
2003,"TRE","Nuclear",0.111401783829318
2003,"TRE","Other",0.0172111958808674
2003,"TRE","Renewable",0.0115664970735017
2004,"TRE","Coal",0.37238169190052
2004,"TRE","Natural Gas",0.470855079545672
2004,"TRE","Nuclear",0.127983817442754
2004,"TRE","Other",0.0144192304994593
2004,"TRE","Renewable",0.0143601806115948
2005,"TRE","Coal",0.365486667542375
2005,"TRE","Natural Gas",0.48531294241367
2005,"TRE","Nuclear",0.117428143597289
2005,"TRE","Other",0.0142531487899877
2005,"TRE","Renewable",0.0175190976566783
2006,"TRE","Coal",0.35423288620552
2006,"TRE","Natural Gas",0.480967338041208
2006,"TRE","Nuclear",0.125005395586207
2006,"TRE","Other",0.0169587550842278
2006,"TRE","Renewable",0.0228356250828379
2007,"TRE","Coal",0.352689888310812
2007,"TRE","Natural Gas",0.477561311860921
2007,"TRE","Nuclear",0.122888039689554
2007,"TRE","Other",0.0147171609635037
2007,"TRE","Renewable",0.0321435991752088
2008,"TRE","Coal",0.349481762121142
2008,"TRE","Natural Gas",0.466758484327484
2008,"TRE","Nuclear",0.121813069903366
2008,"TRE","Other",0.0111950745175364
2008,"TRE","Renewable",0.0507516091304715
2009,"TRE","Coal",0.337799976589372
2009,"TRE","Natural Gas",0.461817162244049
2009,"TRE","Nuclear",0.127038987517198
2009,"TRE","Other",0.0130908031775735
2009,"TRE","Renewable",0.0602530704718071
2010,"TRE","Coal",0.35441726911949
2010,"TRE","Natural Gas",0.437224229616271
2010,"TRE","Nuclear",0.121761974974326
2010,"TRE","Other",0.0103080443520756
2010,"TRE","Renewable",0.0762884819378372
2011,"TRE","Coal",0.359459361818689
2011,"TRE","Natural Gas",0.437553376389236
2011,"TRE","Nuclear",0.110661138700805
2011,"TRE","Other",0.00936633151245194
2011,"TRE","Renewable",0.0829597915788167
2012,"TRE","Coal",0.312916258991638
2012,"TRE","Natural Gas",0.47707037686347
2012,"TRE","Nuclear",0.109562457588422
2012,"TRE","Other",0.0117749702549198
2012,"TRE","Renewable",0.0886759363015492
2013,"TRE","Coal",0.340779789887026
2013,"TRE","Natural Gas",0.448275895680109
2013,"TRE","Nuclear",0.107059457094576
2013,"TRE","Other",0.00853886093731946
2013,"TRE","Renewable",0.0953459964009699
2014,"TRE","Coal",0.334315755405545
2014,"TRE","Natural Gas",0.449304023352617
2014,"TRE","Nuclear",0.106971184929174
2014,"TRE","Other",0.00585209722733205
2014,"TRE","Renewable",0.103556939085333
2015,"TRE","Coal",0.260274502878562
2015,"TRE","Natural Gas",0.515760854580718
2015,"TRE","Nuclear",0.104920830590438
2015,"TRE","Other",0.00731750876153727
2015,"TRE","Renewable",0.111726303188745
2016,"TRE","Coal",0.262844684404984
2016,"TRE","Natural Gas",0.474024617716074
2016,"TRE","Nuclear",0.109501330382879
2016,"TRE","Other",0.00723249370602864
2016,"TRE","Renewable",0.146396873790034
2017,"TRE","Coal",0.298401692806371
2017,"TRE","Natural Gas",0.423522120599379
2017,"TRE","Nuclear",0.100074056519176
2017,"TRE","Other",0.00675644186206598
2017,"TRE","Renewable",0.171245688213008
2001,"WECC","Coal",0.361882623269447
2001,"WECC","Natural Gas",0.266433162665983
2001,"WECC","Nuclear",0.109869117717139
2001,"WECC","Other",0.0106548279362859
2001,"WECC","Renewable",0.251160268411146
2002,"WECC","Coal",0.343530865319738
2002,"WECC","Natural Gas",0.224045041241513
2002,"WECC","Nuclear",0.11420129397789
2002,"WECC","Other",0.00811583472326372
2002,"WECC","Renewable",0.310106964737595
2003,"WECC","Coal",0.353293810659814
2003,"WECC","Natural Gas",0.230675960933874
2003,"WECC","Nuclear",0.109016474316818
2003,"WECC","Other",0.00870953020208283
2003,"WECC","Renewable",0.298304223887411
2004,"WECC","Coal",0.3480003133723
2004,"WECC","Natural Gas",0.257117782230575
2004,"WECC","Nuclear",0.0990775591001181
2004,"WECC","Other",0.00960902751329073
2004,"WECC","Renewable",0.286195317783717
2005,"WECC","Coal",0.339947617962655
2005,"WECC","Natural Gas",0.257485969862281
2005,"WECC","Nuclear",0.100605771548937
2005,"WECC","Other",0.0102486260172131
2005,"WECC","Renewable",0.291712014608915
2006,"WECC","Coal",0.303669621443479
2006,"WECC","Natural Gas",0.27507678640938
2006,"WECC","Nuclear",0.0895127690912397
2006,"WECC","Other",0.00902634172354531
2006,"WECC","Renewable",0.322714481332356
2007,"WECC","Coal",0.305457704447452
2007,"WECC","Natural Gas",0.310193615584889
2007,"WECC","Nuclear",0.0956723346573768
2007,"WECC","Other",0.00849693455056386
2007,"WECC","Renewable",0.280179410759718
2008,"WECC","Coal",0.302872289346039
2008,"WECC","Natural Gas",0.317314495659644
2008,"WECC","Nuclear",0.0940626676561735
2008,"WECC","Other",0.00756593100887525
2008,"WECC","Renewable",0.278184616329268
2009,"WECC","Coal",0.292402536289021
2009,"WECC","Natural Gas",0.314754731725771
2009,"WECC","Nuclear",0.0944764362803858
2009,"WECC","Other",0.00784589794463452
2009,"WECC","Renewable",0.290520397760187
2010,"WECC","Coal",0.305094606703187
2010,"WECC","Natural Gas",0.292770196809855
2010,"WECC","Nuclear",0.100228440215912
2010,"WECC","Other",0.00747473520625091
2010,"WECC","Renewable",0.294432021064796
2011,"WECC","Coal",0.285045745515525
2011,"WECC","Natural Gas",0.231003782753347
2011,"WECC","Nuclear",0.0988345850149327
2011,"WECC","Other",0.00743466799090156
2011,"WECC","Renewable",0.377681218725294
2012,"WECC","Coal",0.269106438843601
2012,"WECC","Natural Gas",0.29575649422345
2012,"WECC","Nuclear",0.0806427589958533
2012,"WECC","Other",0.00607993957583068
2012,"WECC","Renewable",0.348414368361265
2013,"WECC","Coal",0.284982971699484
2013,"WECC","Natural Gas",0.305682644614044
2013,"WECC","Nuclear",0.077228565371192
2013,"WECC","Other",0.00559289787672913
2013,"WECC","Renewable",0.326512920438551
2014,"WECC","Coal",0.275190940155965
2014,"WECC","Natural Gas",0.301385817893749
2014,"WECC","Nuclear",0.0789479321555398
2014,"WECC","Other",0.00536783083290238
2014,"WECC","Renewable",0.339107478961843
2015,"WECC","Coal",0.259663881117706
2015,"WECC","Natural Gas",0.320958824792234
2015,"WECC","Nuclear",0.0814987493426376
2015,"WECC","Other",0.00613416087013481
2015,"WECC","Renewable",0.331744383877288
2016,"WECC","Coal",0.229266711896805
2016,"WECC","Natural Gas",0.300567670133926
2016,"WECC","Nuclear",0.0832716415110245
2016,"WECC","Other",0.00588546611938513
2016,"WECC","Renewable",0.38100851033886
2017,"WECC","Coal",0.236703250371897
2017,"WECC","Natural Gas",0.274389042635459
2017,"WECC","Nuclear",0.0818309170928347
2017,"WECC","Other",0.00583493319830216
2017,"WECC","Renewable",0.401241856701507
2001,"United States","Coal",0.511292551474884
2001,"United States","Natural Gas",0.168697463066179
2001,"United States","Nuclear",0.207504953628556
2001,"United States","Other",0.0402940835721091
2001,"United States","Renewable",0.0697201884522988
2002,"United States","Coal",0.502309005934656
2002,"United States","Natural Gas",0.177046282719741
2002,"United States","Nuclear",0.203275960273919
2002,"United States","Other",0.032871283313682
2002,"United States","Renewable",0.0849625638034008
2003,"United States","Coal",0.514837118045386
2003,"United States","Natural Gas",0.161629474235009
2003,"United States","Nuclear",0.193609357461544
2003,"United States","Other",0.036825099024168
2003,"United States","Renewable",0.0830606613376889
2004,"United States","Coal",0.500360823638949
2004,"United States","Natural Gas",0.17224838851337
2004,"United States","Nuclear",0.194781959860709
2004,"United States","Other",0.0382023177097559
2004,"United States","Renewable",0.0816260190115013
2005,"United States","Coal",0.495099906575323
2005,"United States","Natural Gas",0.186323848165971
2005,"United States","Nuclear",0.192427299306757
2005,"United States","Other",0.0384542747654592
2005,"United States","Renewable",0.0820242444599034
2006,"United States","Coal",0.479025476572085
2006,"United States","Natural Gas",0.196280185005611
2006,"United States","Nuclear",0.189450006729714
2006,"United States","Other",0.0221717355183999
2006,"United States","Renewable",0.0920651620425532
2007,"United States","Coal",0.489597476082514
2007,"United States","Natural Gas",0.217382588235184
2007,"United States","Nuclear",0.204184347038534
2007,"United States","Other",0.0231357545126117
2007,"United States","Renewable",0.0875347097323038
2008,"United States","Coal",0.502798964675846
2008,"United States","Natural Gas",0.214000235048674
2008,"United States","Nuclear",0.195536244550093
2008,"United States","Other",0.0168933900009163
2008,"United States","Renewable",0.0908547534281062
2009,"United States","Coal",0.429223717442755
2009,"United States","Natural Gas",0.225013237622684
2009,"United States","Nuclear",0.195276783510745
2009,"United States","Other",0.015032682918062
2009,"United States","Renewable",0.102047231723825
2010,"United States","Coal",0.456736089236442
2010,"United States","Natural Gas",0.243822146667307
2010,"United States","Nuclear",0.199520102511389
2010,"United States","Other",0.0150665240670082
2010,"United States","Renewable",0.103700709098924
2011,"United States","Coal",0.426357867534263
2011,"United States","Natural Gas",0.247963473406113
2011,"United States","Nuclear",0.193304264477387
2011,"United States","Other",0.013405582175026
2011,"United States","Renewable",0.123663199108359
2012,"United States","Coal",0.370208915043282
2012,"United States","Natural Gas",0.30232560488526
2012,"United States","Nuclear",0.18985029124994
2012,"United States","Other",0.0120441002464223
2012,"United States","Renewable",0.120406569127533
2013,"United States","Coal",0.387234796449636
2013,"United States","Natural Gas",0.27495660980501
2013,"United States","Nuclear",0.193242050839397
2013,"United States","Other",0.0131118044005466
2013,"United States","Renewable",0.1305656820368
2014,"United States","Coal",0.398833432331173
2014,"United States","Natural Gas",0.283248426345347
2014,"United States","Nuclear",0.201100400192862
2014,"United States","Other",0.0149181630026165
2014,"United States","Renewable",0.143492354577171
2015,"United States","Coal",0.363486839398746
2015,"United States","Natural Gas",0.354984747230044
2015,"United States","Nuclear",0.215156995382884
2015,"United States","Other",0.0143159733487125
2015,"United States","Renewable",0.140244161861074
2016,"United States","Coal",0.322908254410584
2016,"United States","Natural Gas",0.35917134278384
2016,"United States","Nuclear",0.209954814862006
2016,"United States","Other",0.0131995500501237
2016,"United States","Renewable",0.15944389773734
2017,"United States","Coal",0.315909467641632
2017,"United States","Natural Gas",0.331951766412301
2017,"United States","Nuclear",0.210592072601533
2017,"United States","Other",0.0118281395001454
2017,"United States","Renewable",0.161249061442497
2018,"FRCC","Coal",0.165622004846833
2019,"FRCC","Coal",0.132230187768219
2018,"FRCC","Natural Gas",0.673163369136391
2019,"FRCC","Natural Gas",0.698956053925649
2018,"FRCC","Nuclear",0.12999854224452
2019,"FRCC","Nuclear",0.133513980358982
2018,"FRCC","Other",0.00182891596917222
2019,"FRCC","Other",0.00178444851394801
2018,"FRCC","Renewable",0.0293871678030839
2019,"FRCC","Renewable",0.0335153294332013
2018,"MRO","Coal",0.47713205852738
2019,"MRO","Coal",0.309399377449546
2018,"MRO","Natural Gas",0.103045457630444
2019,"MRO","Natural Gas",0.354704266521642
2018,"MRO","Nuclear",0.106011083387262
2019,"MRO","Nuclear",0.176362603571318
2018,"MRO","Other",0.00260891840580358
2019,"MRO","Other",0.00951642970655061
2018,"MRO","Renewable",0.31120248204911
2019,"MRO","Renewable",0.150017322750943
2018,"NPCC","Coal",0.0267752623819596
2019,"NPCC","Coal",0.0240686076144163
2018,"NPCC","Natural Gas",0.419586743931221
2019,"NPCC","Natural Gas",0.415410211611138
2018,"NPCC","Nuclear",0.325868753783634
2019,"NPCC","Nuclear",0.31852823797717
2018,"NPCC","Other",0.00270089577459342
2019,"NPCC","Other",0.00274279268595004
2018,"NPCC","Renewable",0.225068344128592
2019,"NPCC","Renewable",0.239250150111326
2018,"RFC","Coal",0.386148717739658
2019,"RFC","Coal",0.280650017049478
2018,"RFC","Natural Gas",0.261139234083198
2019,"RFC","Natural Gas",0.319672511018311
2018,"RFC","Nuclear",0.300370371697752
2019,"RFC","Nuclear",0.34456942007925
2018,"RFC","Other",0.00158519585874621
2019,"RFC","Other",0.00124308390601999
2018,"RFC","Renewable",0.0507564806206456
2019,"RFC","Renewable",0.0538649679469408
2018,"SERC","Coal",0.307331800775009
2019,"SERC","Coal",0.232254738786109
2018,"SERC","Natural Gas",0.353627045408918
2019,"SERC","Natural Gas",0.379756688404196
2018,"SERC","Nuclear",0.284797500720219
2019,"SERC","Nuclear",0.318542373393381
2018,"SERC","Other",0.00217419162038019
2019,"SERC","Other",0.00277574624509624
2018,"SERC","Renewable",0.0520694614754739
2019,"SERC","Renewable",0.0666704531712187
2018,"SPP","Coal",0.341141048694146
2019,"SPP","Coal",0.374502650261984
2018,"SPP","Natural Gas",0.288226913880155
2019,"SPP","Natural Gas",0.244369608612913
2018,"SPP","Nuclear",0.0382941747057922
2019,"SPP","Nuclear",0.0590739790111884
2018,"SPP","Other",0.016744730964534
2019,"SPP","Other",0.00151318621494904
2018,"SPP","Renewable",0.315593131755372
2019,"SPP","Renewable",0.320540575898965
2018,"TRE","Coal",0.242761712962231
2019,"TRE","Coal",0.185419444637101
2018,"TRE","Natural Gas",0.494168592917317
2019,"TRE","Natural Gas",0.498182350768396
2018,"TRE","Nuclear",0.107183681666757
2019,"TRE","Nuclear",0.107976079658464
2018,"TRE","Other",0.0010090701706656
2019,"TRE","Other",0.0007785759841894
2018,"TRE","Renewable",0.15487694228303
2019,"TRE","Renewable",0.20764354895185
2018,"United States","Coal",0.290315643245892
2019,"United States","Coal",0.246965637556203
2018,"United States","Natural Gas",0.335040834573149
2019,"United States","Natural Gas",0.36789082623255
2018,"United States","Nuclear",0.203800000365759
2019,"United States","Nuclear",0.204927231665815
2018,"United States","Other",0.00273692866927376
2019,"United States","Other",0.00280168103461565
2018,"United States","Renewable",0.168106593145927
2019,"United States","Renewable",0.177414623510817
2018,"WECC","Coal",0.212982175825714
2019,"WECC","Coal",0.139216770660788
2018,"WECC","Natural Gas",0.281550692263768
2019,"WECC","Natural Gas",0.290324294768921
2018,"WECC","Nuclear",0.0831773564430079
2019,"WECC","Nuclear",0.100749608471742
2018,"WECC","Other",0.00149340029932352
2019,"WECC","Other",0.00138432107235317
2018,"WECC","Renewable",0.420796375168186
2019,"WECC","Renewable",0.468325005026196
