"Units","scenario","region","sector","mode","technology","input","year","value"
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2020,0.00117096
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2025,0.003860525
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2030,0.007294995
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2035,0.011466665
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2040,0.015370436
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2045,0.019816235
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2050,0.024600023
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2055,0.02985177
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2060,0.03585374
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2065,0.04303413
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2070,0.05142767
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2075,0.06159862
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2080,0.07436838
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2085,0.0912006
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2090,0.11255761
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2095,0.13397696
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2100,0.15179378
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2015,0.0827249
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2020,0.2363038
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2025,0.3879317
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2030,0.4790907
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2035,0.5280026
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2040,0.5146183
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2045,0.4856571
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2050,0.4536273
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2055,0.4287129
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2060,0.4090118
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2065,0.39255
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2070,0.3765732
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2075,0.3597174
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2080,0.3399099
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2085,0.3168704
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2090,0.2910851
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2095,0.2593176
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2100,0.2245359
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",1975,1.04176
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",1990,1.21552
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2005,1.63151
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2010,1.5433
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2015,1.46503
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2020,1.270225
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2025,1.028824
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2030,0.8368189
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2035,0.6698377
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2040,0.6206619
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2045,0.5802877
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2050,0.5389772
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2055,0.506793
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2060,0.4806169
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2065,0.4574376
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2070,0.4343376
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2075,0.4101465
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2080,0.3829619
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2085,0.3526414
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2090,0.3201213
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2095,0.2805207
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2100,0.2374306
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2015,0.0121546
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2020,0.03045664
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2025,0.05949709
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2030,0.08744299
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2035,0.11441527
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2040,0.13139386
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2045,0.14673418
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2050,0.15894581
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2055,0.1709151
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2060,0.18279271
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2065,0.19352929
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2070,0.2027338
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2075,0.2093282
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2080,0.2114196
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2085,0.2082791
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2090,0.1995341
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2095,0.1887182
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Large Car","NG","delivered gas",2100,0.1780992
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2015,0.000692698
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2020,0.009218145
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2025,0.024581666
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2030,0.043197481
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2035,0.066225283
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2040,0.08850248
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2045,0.11573917
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2050,0.14802709
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2055,0.17814255
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2060,0.20760717
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2065,0.23682873
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2070,0.2686284
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2075,0.3037688
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2080,0.3417316
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2085,0.3819346
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2090,0.4245797
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2095,0.4760354
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV","elect_td_trn",2100,0.526549
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2020,0.00389047
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2025,0.01287842
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2030,0.0244849
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2035,0.03866824
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2040,0.052091797
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2045,0.06752091
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2050,0.0843239
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2055,0.10279671
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2060,0.1239824
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2065,0.14913387
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2070,0.17842999
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2075,0.21360308
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2080,0.25722276
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2085,0.3137553
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2090,0.3845109
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2095,0.4556283
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV","H2 enduse",2100,0.5150566
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2015,0.245758
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2020,0.692655
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2025,1.147701
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2030,1.4365581
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2035,1.6104442
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2040,1.5907238
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2045,1.519957
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2050,1.432325
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2055,1.362956
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2060,1.3082779
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2065,1.2642339
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2070,1.2219417
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2075,1.1766272
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2080,1.1206468
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2085,1.0536797
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2090,0.9770484
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2095,0.8799023
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids","refined liquids enduse",2100,0.7716438
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",1975,3.46803
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",1990,4.04645
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2005,5.4313
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2010,5.13766
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2015,4.956315
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2020,4.290644
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2025,3.452016
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2030,2.827611
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2035,2.343975
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2040,2.183543
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2045,2.050125
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2050,1.911572
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2055,1.80422
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2060,1.717478
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2065,1.641377
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2070,1.56564
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2075,1.485857
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2080,1.3951777
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2085,1.2927444
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2090,1.181625
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2095,1.0449852
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2100,0.8954907
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2015,0.0384954
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2020,0.0979808
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2025,0.1929898
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2030,0.2852825
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2035,0.37525464
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2040,0.4332688
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2045,0.4864563
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2050,0.5295929
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2055,0.5720935
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2060,0.6144577
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2065,0.6534207
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2070,0.6876979
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2075,0.7136308
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2080,0.7249995
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2085,0.7191416
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2090,0.6946015
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2095,0.6625778
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2100,0.6310449
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2015,0.000989958
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2020,0.009314787
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2025,0.023514841
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2030,0.039818016
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2035,0.058850318
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2040,0.07606389
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2045,0.09612286
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2050,0.11914444
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2055,0.1399286
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2060,0.1596647
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2065,0.17889555
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2070,0.19979099
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2075,0.22265186
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2080,0.2470718
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2085,0.272033
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2090,0.2974853
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2095,0.3296075
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2100,0.3670348
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2020,0.00235569
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2025,0.00765952
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2030,0.01430534
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2035,0.022203234
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2040,0.029453164
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2045,0.03754259
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2050,0.04613856
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2055,0.0555452
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2060,0.0664635
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2065,0.07972138
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2070,0.0955304
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2075,0.11506368
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2080,0.14013194
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2085,0.17442638
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2090,0.21892161
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2095,0.26383817
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2100,0.3023207
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2015,0.167718
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2020,0.461148
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2025,0.7454916
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2030,0.912644
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2035,0.9976397
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2040,0.964588
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2045,0.9040138
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2050,0.8393377
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2055,0.7900288
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2060,0.7524308
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2065,0.7215606
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2070,0.69165
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2075,0.6598744
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2080,0.6215895
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2085,0.5765871
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2090,0.5262677
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2095,0.4643987
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2100,0.3970488
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",1975,2.07769
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",1990,2.42422
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2005,3.25387
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2010,3.07796
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2015,2.916402
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2020,2.518533
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2025,2.021766
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2030,1.624363
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2035,1.2786678
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2040,1.1746741
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2045,1.0909714
