"Units","scenario","region","sector","mode","technology","input","year","value"
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2035,0.070078822
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2040,0.09496895
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2045,0.12637435
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2050,0.16511047
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2055,0.2029738
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2060,0.24122138
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2065,0.2785508
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2070,0.3188105
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2075,0.373927
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2080,0.4474164
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2085,0.5383615
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2090,0.6379987
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2095,0.7250196
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2100,0.7764376
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2020,0.00264787
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2025,0.00887304
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2030,0.01723728
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2035,0.028008295
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2040,0.038868854
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2045,0.05244902
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2050,0.06963318
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2055,0.09363484
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2060,0.12953886
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2065,0.18005926
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2070,0.24174927
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2075,0.3093923
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2080,0.3796959
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2085,0.441684
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2090,0.4862203
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2095,0.514312
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2100,0.5321451
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2015,0.174743
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2020,0.493946
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2025,0.820262
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2030,1.036096
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2035,1.1723288
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2040,1.167728
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2045,1.1214263
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2050,1.0563417
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2055,0.9912907
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2060,0.9249001
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2065,0.859066
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2070,0.7883273
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2075,0.690674
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2080,0.5739778
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2085,0.4452411
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2090,0.3173405
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2095,0.2039373
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2100,0.11797296
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",1975,2.07769
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",1990,2.42422
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2005,3.25387
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2010,3.07795
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2015,2.966082
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2020,2.63042
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2025,2.182624
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2030,1.816344
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2035,1.4847254
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2040,1.3709545
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2045,1.2679756
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2050,1.1582866
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2055,1.0589226
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2060,0.9626563
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2065,0.8712735
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2070,0.778009
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2075,0.6519529
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2080,0.5096358
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2085,0.3659202
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2090,0.2375775
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2095,0.1367835
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2100,0.07016488
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2015,0.0319612
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2020,0.0848479
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2025,0.1700848
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2030,0.2560877
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2035,0.34237282
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2040,0.4001711
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2045,0.4522588
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2050,0.4916473
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2055,0.5200135
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2060,0.5352023
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2065,0.5291505
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2070,0.5020282
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2075,0.4736469
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2080,0.4341874
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2085,0.3770103
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2090,0.3019993
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2095,0.2175439
"EJ","SSP4_26","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2100,0.1388095
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2015,0.00122042
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2020,0.011170574
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2025,0.028123152
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2030,0.04822518
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2035,0.071856519
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2040,0.09500989
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2045,0.12270997
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2050,0.15515945
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2055,0.18566891
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2060,0.21502253
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2065,0.24359072
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2070,0.2724181
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2075,0.302656
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2080,0.3324516
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2085,0.3639285
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2090,0.3966974
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2095,0.4303584
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2100,0.451522
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2020,0.00254823
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2025,0.0082053
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2030,0.01554134
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2035,0.024316718
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2040,0.032884142
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2045,0.04269554
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2050,0.05347231
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2055,0.06573547
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2060,0.07965576
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2065,0.09499008
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2070,0.11186195
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2075,0.12989983
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2080,0.1477772
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2085,0.16624567
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2090,0.1850892
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2095,0.20379255
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2100,0.2201016
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",1975,0.00609142
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",1990,0.00710739
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2005,0.00953982
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2010,0.00902409
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2015,0.22356257
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2020,0.61340792
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2025,0.99808965
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2030,1.25632113
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2035,1.4177419
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2040,1.4314876
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2045,1.4051481
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2050,1.3673
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2055,1.3482973
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2060,1.3447131
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2065,1.3505785
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2070,1.3587426
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2075,1.3639517
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2080,1.3640791
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2085,1.3542036
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2090,1.3346355
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2095,1.304961
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2100,1.278047
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",1975,2.62916
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",1990,3.06767
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2005,4.11754
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2010,3.89493
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2015,3.77397
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2020,3.385429
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2025,2.852596
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2030,2.426206
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2035,2.039957
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2040,1.94284
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2045,1.869405
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2050,1.799314
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2055,1.765994
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2060,1.75815
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2065,1.762303
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2070,1.766851
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2075,1.7676
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2080,1.76368
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2085,1.746542
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2090,1.718693
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2095,1.677468
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2100,1.64111
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2015,0.0421003
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2020,0.1091403
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2025,0.2115784
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2030,0.3121787
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2035,0.40762423
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2040,0.4748968
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2045,0.5386007
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2050,0.5948616
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2055,0.6575813
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2060,0.7273265
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2065,0.8008326
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2070,0.876879
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2075,0.9524256
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2080,1.016378
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2085,1.0719133
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2090,1.1198191
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2095,1.160278
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2100,1.2068224
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2015,0.000266106
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2020,0.003119886
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2025,0.008193368
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2030,0.0145480153
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2035,0.0224571125
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2040,0.030645548
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2045,0.04080818
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2050,0.05314749
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2055,0.0650882
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2060,0.07710761
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2065,0.089206
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2070,0.10198038
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2075,0.11575005
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2080,0.13023836
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2085,0.14602212
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2090,0.16309415
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2095,0.18123905
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2100,0.19328919
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2020,0.00212848
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2025,0.00691718
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2030,0.01320565
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2035,0.020853989
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2040,0.028379155
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2045,0.036942735
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2050,0.04630541
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2055,0.05674434
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2060,0.06853719
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2065,0.0814446
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2070,0.0954657
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2075,0.11053962
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2080,0.12567972
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2085,0.14109698
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2090,0.15680385
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2095,0.17250986
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2100,0.18662018
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2015,0.0858351
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2020,0.2515672
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2025,0.4175803
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2030,0.5313308
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2035,0.6052757
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2040,0.616139
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2045,0.6091194
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2050,0.5970026
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2055,0.592304
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2060,0.5932473
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2065,0.5978173
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2070,0.6030348
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2075,0.6070598
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2080,0.609521
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2085,0.607767
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2090,0.6024745
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2095,0.5934209
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Hybrid Liquids","refined liquids enduse",2100,0.5854072
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",1975,1.04176
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",1990,1.21552
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2005,1.63151
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2010,1.5433
"EJ","SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids","refined liquids enduse",2015,1.494671
