"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"BEV100","Light truck",2041,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2041,"sales","REF",2021,"vehicle",387110
"CNG","Light truck",2041,"sales","REF",2021,"vehicle",11717
"FCV","Light truck",2041,"sales","REF",2021,"vehicle",221
"FFV","Light truck",2041,"sales","REF",2021,"vehicle",650315
"HEV","Light truck",2041,"sales","REF",2021,"vehicle",557540
"ICEV-D","Light truck",2041,"sales","REF",2021,"vehicle",123145
"ICEV-G","Light truck",2041,"sales","REF",2021,"vehicle",6744354
"PHEV20","Light truck",2041,"sales","REF",2021,"vehicle",18958
"PHEV40","Light truck",2041,"sales","REF",2021,"vehicle",160774
"BEV100","Car",2042,"sales","REF",2021,"vehicle",4145
"BEV300","Car",2042,"sales","REF",2021,"vehicle",667304
"CNG","Car",2042,"sales","REF",2021,"vehicle",5043
"FCV","Car",2042,"sales","REF",2021,"vehicle",1229
"FFV","Car",2042,"sales","REF",2021,"vehicle",102817
"HEV","Car",2042,"sales","REF",2021,"vehicle",461139
"ICEV-D","Car",2042,"sales","REF",2021,"vehicle",94
"ICEV-G","Car",2042,"sales","REF",2021,"vehicle",5135754
"PHEV20","Car",2042,"sales","REF",2021,"vehicle",88352
"PHEV40","Car",2042,"sales","REF",2021,"vehicle",9239
"BEV100","Light truck",2042,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2042,"sales","REF",2021,"vehicle",406992
"CNG","Light truck",2042,"sales","REF",2021,"vehicle",11806
"FCV","Light truck",2042,"sales","REF",2021,"vehicle",233
"FFV","Light truck",2042,"sales","REF",2021,"vehicle",651754
"HEV","Light truck",2042,"sales","REF",2021,"vehicle",571433
"ICEV-D","Light truck",2042,"sales","REF",2021,"vehicle",123713
"ICEV-G","Light truck",2042,"sales","REF",2021,"vehicle",6748469
"PHEV20","Light truck",2042,"sales","REF",2021,"vehicle",20939
"PHEV40","Light truck",2042,"sales","REF",2021,"vehicle",161117
"BEV100","Car",2043,"sales","REF",2021,"vehicle",4142
"BEV300","Car",2043,"sales","REF",2021,"vehicle",696665
"CNG","Car",2043,"sales","REF",2021,"vehicle",5025
"FCV","Car",2043,"sales","REF",2021,"vehicle",1253
"FFV","Car",2043,"sales","REF",2021,"vehicle",101877
"HEV","Car",2043,"sales","REF",2021,"vehicle",473842
"ICEV-D","Car",2043,"sales","REF",2021,"vehicle",92
"ICEV-G","Car",2043,"sales","REF",2021,"vehicle",5069750
"PHEV20","Car",2043,"sales","REF",2021,"vehicle",85744
"PHEV40","Car",2043,"sales","REF",2021,"vehicle",9153
"BEV100","Light truck",2043,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2043,"sales","REF",2021,"vehicle",424428
"CNG","Light truck",2043,"sales","REF",2021,"vehicle",11804
"FCV","Light truck",2043,"sales","REF",2021,"vehicle",243
"FFV","Light truck",2043,"sales","REF",2021,"vehicle",648144
"HEV","Light truck",2043,"sales","REF",2021,"vehicle",581238
"ICEV-D","Light truck",2043,"sales","REF",2021,"vehicle",122120
"ICEV-G","Light truck",2043,"sales","REF",2021,"vehicle",6700851
"PHEV20","Light truck",2043,"sales","REF",2021,"vehicle",23056
"PHEV40","Light truck",2043,"sales","REF",2021,"vehicle",160284
"BEV100","Car",2044,"sales","REF",2021,"vehicle",4143
"BEV300","Car",2044,"sales","REF",2021,"vehicle",727272
"CNG","Car",2044,"sales","REF",2021,"vehicle",5020
"FCV","Car",2044,"sales","REF",2021,"vehicle",1281
"FFV","Car",2044,"sales","REF",2021,"vehicle",101219
"HEV","Car",2044,"sales","REF",2021,"vehicle",487941
"ICEV-D","Car",2044,"sales","REF",2021,"vehicle",92
"ICEV-G","Car",2044,"sales","REF",2021,"vehicle",5018383
"PHEV20","Car",2044,"sales","REF",2021,"vehicle",83058
"PHEV40","Car",2044,"sales","REF",2021,"vehicle",9061
"BEV100","Light truck",2044,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2044,"sales","REF",2021,"vehicle",443074
"CNG","Light truck",2044,"sales","REF",2021,"vehicle",11863
"FCV","Light truck",2044,"sales","REF",2021,"vehicle",255
"FFV","Light truck",2044,"sales","REF",2021,"vehicle",647927
"HEV","Light truck",2044,"sales","REF",2021,"vehicle",593518
"ICEV-D","Light truck",2044,"sales","REF",2021,"vehicle",122760
"ICEV-G","Light truck",2044,"sales","REF",2021,"vehicle",6688710
"PHEV20","Light truck",2044,"sales","REF",2021,"vehicle",25580
"PHEV40","Light truck",2044,"sales","REF",2021,"vehicle",159799
"BEV100","Car",2045,"sales","REF",2021,"vehicle",4160
"BEV300","Car",2045,"sales","REF",2021,"vehicle",760051
"CNG","Car",2045,"sales","REF",2021,"vehicle",5036
"FCV","Car",2045,"sales","REF",2021,"vehicle",1315
"FFV","Car",2045,"sales","REF",2021,"vehicle",101028
"HEV","Car",2045,"sales","REF",2021,"vehicle",504388
"ICEV-D","Car",2045,"sales","REF",2021,"vehicle",90
"ICEV-G","Car",2045,"sales","REF",2021,"vehicle",4990969
"PHEV20","Car",2045,"sales","REF",2021,"vehicle",80520
"PHEV40","Car",2045,"sales","REF",2021,"vehicle",8985
"BEV100","Light truck",2045,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2045,"sales","REF",2021,"vehicle",464630
"CNG","Light truck",2045,"sales","REF",2021,"vehicle",12025
"FCV","Light truck",2045,"sales","REF",2021,"vehicle",268
"FFV","Light truck",2045,"sales","REF",2021,"vehicle",653584
"HEV","Light truck",2045,"sales","REF",2021,"vehicle",610524
"ICEV-D","Light truck",2045,"sales","REF",2021,"vehicle",122474
"ICEV-G","Light truck",2045,"sales","REF",2021,"vehicle",6739075
"PHEV20","Light truck",2045,"sales","REF",2021,"vehicle",28748
"PHEV40","Light truck",2045,"sales","REF",2021,"vehicle",160213
"BEV100","Car",2046,"sales","REF",2021,"vehicle",4180
"BEV300","Car",2046,"sales","REF",2021,"vehicle",794622
"CNG","Car",2046,"sales","REF",2021,"vehicle",5047
"FCV","Car",2046,"sales","REF",2021,"vehicle",1347
"FFV","Car",2046,"sales","REF",2021,"vehicle",100738
"HEV","Car",2046,"sales","REF",2021,"vehicle",522378
"ICEV-D","Car",2046,"sales","REF",2021,"vehicle",89
"ICEV-G","Car",2046,"sales","REF",2021,"vehicle",4957329
"PHEV20","Car",2046,"sales","REF",2021,"vehicle",78944
"PHEV40","Car",2046,"sales","REF",2021,"vehicle",8966
"BEV100","Light truck",2046,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2046,"sales","REF",2021,"vehicle",487229
"CNG","Light truck",2046,"sales","REF",2021,"vehicle",12103
"FCV","Light truck",2046,"sales","REF",2021,"vehicle",280
"FFV","Light truck",2046,"sales","REF",2021,"vehicle",653074
"HEV","Light truck",2046,"sales","REF",2021,"vehicle",625593
"ICEV-D","Light truck",2046,"sales","REF",2021,"vehicle",123046
"ICEV-G","Light truck",2046,"sales","REF",2021,"vehicle",6720875
"PHEV20","Light truck",2046,"sales","REF",2021,"vehicle",32390
"PHEV40","Light truck",2046,"sales","REF",2021,"vehicle",160214
"BEV100","Car",2047,"sales","REF",2021,"vehicle",4176
"BEV300","Car",2047,"sales","REF",2021,"vehicle",830568
"CNG","Car",2047,"sales","REF",2021,"vehicle",5046
"FCV","Car",2047,"sales","REF",2021,"vehicle",1377
"FFV","Car",2047,"sales","REF",2021,"vehicle",100063
"HEV","Car",2047,"sales","REF",2021,"vehicle",538023
"ICEV-D","Car",2047,"sales","REF",2021,"vehicle",88
"ICEV-G","Car",2047,"sales","REF",2021,"vehicle",4902340
"PHEV20","Car",2047,"sales","REF",2021,"vehicle",76118
"PHEV40","Car",2047,"sales","REF",2021,"vehicle",8860
"BEV100","Light truck",2047,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2047,"sales","REF",2021,"vehicle",508162
"CNG","Light truck",2047,"sales","REF",2021,"vehicle",12167
"FCV","Light truck",2047,"sales","REF",2021,"vehicle",291
"FFV","Light truck",2047,"sales","REF",2021,"vehicle",652774
"HEV","Light truck",2047,"sales","REF",2021,"vehicle",638917
"ICEV-D","Light truck",2047,"sales","REF",2021,"vehicle",121727
"ICEV-G","Light truck",2047,"sales","REF",2021,"vehicle",6707844
"PHEV20","Light truck",2047,"sales","REF",2021,"vehicle",36532
"PHEV40","Light truck",2047,"sales","REF",2021,"vehicle",159499
"BEV100","Car",2048,"sales","REF",2021,"vehicle",4169
"BEV300","Car",2048,"sales","REF",2021,"vehicle",863967
"CNG","Car",2048,"sales","REF",2021,"vehicle",5033
"FCV","Car",2048,"sales","REF",2021,"vehicle",1404
"FFV","Car",2048,"sales","REF",2021,"vehicle",99266
"HEV","Car",2048,"sales","REF",2021,"vehicle",553645
"ICEV-D","Car",2048,"sales","REF",2021,"vehicle",87
"ICEV-G","Car",2048,"sales","REF",2021,"vehicle",4842546
"PHEV20","Car",2048,"sales","REF",2021,"vehicle",73600
"PHEV40","Car",2048,"sales","REF",2021,"vehicle",8759
"BEV100","Light truck",2048,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2048,"sales","REF",2021,"vehicle",530101
"CNG","Light truck",2048,"sales","REF",2021,"vehicle",12236
"FCV","Light truck",2048,"sales","REF",2021,"vehicle",302
"FFV","Light truck",2048,"sales","REF",2021,"vehicle",651837
"HEV","Light truck",2048,"sales","REF",2021,"vehicle",652749
"ICEV-D","Light truck",2048,"sales","REF",2021,"vehicle",123278
"ICEV-G","Light truck",2048,"sales","REF",2021,"vehicle",6686332
"PHEV20","Light truck",2048,"sales","REF",2021,"vehicle",41343
"PHEV40","Light truck",2048,"sales","REF",2021,"vehicle",158724
"BEV100","Car",2049,"sales","REF",2021,"vehicle",4129
"BEV300","Car",2049,"sales","REF",2021,"vehicle",892251
"CNG","Car",2049,"sales","REF",2021,"vehicle",4985
"FCV","Car",2049,"sales","REF",2021,"vehicle",1421
"FFV","Car",2049,"sales","REF",2021,"vehicle",97735
"HEV","Car",2049,"sales","REF",2021,"vehicle",564758
"ICEV-D","Car",2049,"sales","REF",2021,"vehicle",85
"ICEV-G","Car",2049,"sales","REF",2021,"vehicle",4746433
"PHEV20","Car",2049,"sales","REF",2021,"vehicle",70239
"PHEV40","Car",2049,"sales","REF",2021,"vehicle",8575
"BEV100","Light truck",2049,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2049,"sales","REF",2021,"vehicle",549153
"CNG","Light truck",2049,"sales","REF",2021,"vehicle",12249
"FCV","Light truck",2049,"sales","REF",2021,"vehicle",312
"FFV","Light truck",2049,"sales","REF",2021,"vehicle",648635
"HEV","Light truck",2049,"sales","REF",2021,"vehicle",663158
"ICEV-D","Light truck",2049,"sales","REF",2021,"vehicle",120612
"ICEV-G","Light truck",2049,"sales","REF",2021,"vehicle",6643910
"PHEV20","Light truck",2049,"sales","REF",2021,"vehicle",46651
"PHEV40","Light truck",2049,"sales","REF",2021,"vehicle",156914
"BEV100","Car",2050,"sales","REF",2021,"vehicle",4087
"BEV300","Car",2050,"sales","REF",2021,"vehicle",918785
"CNG","Car",2050,"sales","REF",2021,"vehicle",4931
"FCV","Car",2050,"sales","REF",2021,"vehicle",1435
"FFV","Car",2050,"sales","REF",2021,"vehicle",96153
"HEV","Car",2050,"sales","REF",2021,"vehicle",575785
"ICEV-D","Car",2050,"sales","REF",2021,"vehicle",83
"ICEV-G","Car",2050,"sales","REF",2021,"vehicle",4648758
"PHEV20","Car",2050,"sales","REF",2021,"vehicle",67172
"PHEV40","Car",2050,"sales","REF",2021,"vehicle",8400
"BEV100","Light truck",2050,"sales","REF",2021,"vehicle",0
"BEV300","Light truck",2050,"sales","REF",2021,"vehicle",568592
"CNG","Light truck",2050,"sales","REF",2021,"vehicle",12254
"FCV","Light truck",2050,"sales","REF",2021,"vehicle",320
"FFV","Light truck",2050,"sales","REF",2021,"vehicle",644456
"HEV","Light truck",2050,"sales","REF",2021,"vehicle",673537
"ICEV-D","Light truck",2050,"sales","REF",2021,"vehicle",119847
"ICEV-G","Light truck",2050,"sales","REF",2021,"vehicle",6590101
"PHEV20","Light truck",2050,"sales","REF",2021,"vehicle",52716
"PHEV40","Light truck",2050,"sales","REF",2021,"vehicle",154915
"BEV100","Car",2020,"sales","HOP",2021,"vehicle",2453
"BEV300","Car",2020,"sales","HOP",2021,"vehicle",134196
"CNG","Car",2020,"sales","HOP",2021,"vehicle",4045
"FCV","Car",2020,"sales","HOP",2021,"vehicle",198
"FFV","Car",2020,"sales","HOP",2021,"vehicle",91266
"HEV","Car",2020,"sales","HOP",2021,"vehicle",138295
"ICEV-D","Car",2020,"sales","HOP",2021,"vehicle",129
"ICEV-G","Car",2020,"sales","HOP",2021,"vehicle",4870702
"PHEV20","Car",2020,"sales","HOP",2021,"vehicle",25339
"PHEV40","Car",2020,"sales","HOP",2021,"vehicle",7186
"BEV100","Light truck",2020,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2020,"sales","HOP",2021,"vehicle",40436
"CNG","Light truck",2020,"sales","HOP",2021,"vehicle",9073
"FCV","Light truck",2020,"sales","HOP",2021,"vehicle",4
"FFV","Light truck",2020,"sales","HOP",2021,"vehicle",613591
"HEV","Light truck",2020,"sales","HOP",2021,"vehicle",215335
"ICEV-D","Light truck",2020,"sales","HOP",2021,"vehicle",67019
"ICEV-G","Light truck",2020,"sales","HOP",2021,"vehicle",6036541
"PHEV20","Light truck",2020,"sales","HOP",2021,"vehicle",3700
"PHEV40","Light truck",2020,"sales","HOP",2021,"vehicle",21944
"BEV100","Car",2021,"sales","HOP",2021,"vehicle",2622
"BEV300","Car",2021,"sales","HOP",2021,"vehicle",131247
"CNG","Car",2021,"sales","HOP",2021,"vehicle",4278
"FCV","Car",2021,"sales","HOP",2021,"vehicle",207
"FFV","Car",2021,"sales","HOP",2021,"vehicle",99143
"HEV","Car",2021,"sales","HOP",2021,"vehicle",163064
"ICEV-D","Car",2021,"sales","HOP",2021,"vehicle",111
"ICEV-G","Car",2021,"sales","HOP",2021,"vehicle",5298271
"PHEV20","Car",2021,"sales","HOP",2021,"vehicle",36106
"PHEV40","Car",2021,"sales","HOP",2021,"vehicle",7962
"BEV100","Light truck",2021,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2021,"sales","HOP",2021,"vehicle",48890
"CNG","Light truck",2021,"sales","HOP",2021,"vehicle",9638
"FCV","Light truck",2021,"sales","HOP",2021,"vehicle",6
"FFV","Light truck",2021,"sales","HOP",2021,"vehicle",591123
"HEV","Light truck",2021,"sales","HOP",2021,"vehicle",247602
"ICEV-D","Light truck",2021,"sales","HOP",2021,"vehicle",90199
"ICEV-G","Light truck",2021,"sales","HOP",2021,"vehicle",6370470
"PHEV20","Light truck",2021,"sales","HOP",2021,"vehicle",3947
"PHEV40","Light truck",2021,"sales","HOP",2021,"vehicle",26665
"BEV100","Car",2022,"sales","HOP",2021,"vehicle",2757
"BEV300","Car",2022,"sales","HOP",2021,"vehicle",153939
"CNG","Car",2022,"sales","HOP",2021,"vehicle",4996
"FCV","Car",2022,"sales","HOP",2021,"vehicle",251
"FFV","Car",2022,"sales","HOP",2021,"vehicle",112034
"HEV","Car",2022,"sales","HOP",2021,"vehicle",198931
"ICEV-D","Car",2022,"sales","HOP",2021,"vehicle",114
"ICEV-G","Car",2022,"sales","HOP",2021,"vehicle",5961699
"PHEV20","Car",2022,"sales","HOP",2021,"vehicle",44740
"PHEV40","Car",2022,"sales","HOP",2021,"vehicle",7480
"BEV100","Light truck",2022,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2022,"sales","HOP",2021,"vehicle",56881
"CNG","Light truck",2022,"sales","HOP",2021,"vehicle",9858
"FCV","Light truck",2022,"sales","HOP",2021,"vehicle",9
"FFV","Light truck",2022,"sales","HOP",2021,"vehicle",600833
"HEV","Light truck",2022,"sales","HOP",2021,"vehicle",262402
"ICEV-D","Light truck",2022,"sales","HOP",2021,"vehicle",109798
"ICEV-G","Light truck",2022,"sales","HOP",2021,"vehicle",6452665
"PHEV20","Light truck",2022,"sales","HOP",2021,"vehicle",4024
"PHEV40","Light truck",2022,"sales","HOP",2021,"vehicle",27371
"BEV100","Car",2023,"sales","HOP",2021,"vehicle",2813
"BEV300","Car",2023,"sales","HOP",2021,"vehicle",168158
"CNG","Car",2023,"sales","HOP",2021,"vehicle",5401
"FCV","Car",2023,"sales","HOP",2021,"vehicle",296
"FFV","Car",2023,"sales","HOP",2021,"vehicle",118095
"HEV","Car",2023,"sales","HOP",2021,"vehicle",225844
"ICEV-D","Car",2023,"sales","HOP",2021,"vehicle",115
"ICEV-G","Car",2023,"sales","HOP",2021,"vehicle",6268634
"PHEV20","Car",2023,"sales","HOP",2021,"vehicle",53171
"PHEV40","Car",2023,"sales","HOP",2021,"vehicle",7086
"BEV100","Light truck",2023,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2023,"sales","HOP",2021,"vehicle",65893
"CNG","Light truck",2023,"sales","HOP",2021,"vehicle",10038
"FCV","Light truck",2023,"sales","HOP",2021,"vehicle",12
"FFV","Light truck",2023,"sales","HOP",2021,"vehicle",607005
"HEV","Light truck",2023,"sales","HOP",2021,"vehicle",274809
"ICEV-D","Light truck",2023,"sales","HOP",2021,"vehicle",105232
"ICEV-G","Light truck",2023,"sales","HOP",2021,"vehicle",6506596
"PHEV20","Light truck",2023,"sales","HOP",2021,"vehicle",4165
"PHEV40","Light truck",2023,"sales","HOP",2021,"vehicle",26259
"BEV100","Car",2024,"sales","HOP",2021,"vehicle",2819
"BEV300","Car",2024,"sales","HOP",2021,"vehicle",181920
"CNG","Car",2024,"sales","HOP",2021,"vehicle",5610
"FCV","Car",2024,"sales","HOP",2021,"vehicle",340
"FFV","Car",2024,"sales","HOP",2021,"vehicle",119754
"HEV","Car",2024,"sales","HOP",2021,"vehicle",247580
"ICEV-D","Car",2024,"sales","HOP",2021,"vehicle",114
"ICEV-G","Car",2024,"sales","HOP",2021,"vehicle",6337616
"PHEV20","Car",2024,"sales","HOP",2021,"vehicle",61384
"PHEV40","Car",2024,"sales","HOP",2021,"vehicle",6756
"BEV100","Light truck",2024,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2024,"sales","HOP",2021,"vehicle",75647
"CNG","Light truck",2024,"sales","HOP",2021,"vehicle",9967
"FCV","Light truck",2024,"sales","HOP",2021,"vehicle",16
"FFV","Light truck",2024,"sales","HOP",2021,"vehicle",598324
"HEV","Light truck",2024,"sales","HOP",2021,"vehicle",279913
"ICEV-D","Light truck",2024,"sales","HOP",2021,"vehicle",102073
"ICEV-G","Light truck",2024,"sales","HOP",2021,"vehicle",6398503
"PHEV20","Light truck",2024,"sales","HOP",2021,"vehicle",4285
"PHEV40","Light truck",2024,"sales","HOP",2021,"vehicle",24325
"BEV100","Car",2025,"sales","HOP",2021,"vehicle",2931
"BEV300","Car",2025,"sales","HOP",2021,"vehicle",198048
"CNG","Car",2025,"sales","HOP",2021,"vehicle",5857
"FCV","Car",2025,"sales","HOP",2021,"vehicle",408
"FFV","Car",2025,"sales","HOP",2021,"vehicle",122959
"HEV","Car",2025,"sales","HOP",2021,"vehicle",269116
"ICEV-D","Car",2025,"sales","HOP",2021,"vehicle",117
"ICEV-G","Car",2025,"sales","HOP",2021,"vehicle",6497935
"PHEV20","Car",2025,"sales","HOP",2021,"vehicle",74601
"PHEV40","Car",2025,"sales","HOP",2021,"vehicle",6688
"BEV100","Light truck",2025,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2025,"sales","HOP",2021,"vehicle",83447
"CNG","Light truck",2025,"sales","HOP",2021,"vehicle",10072
"FCV","Light truck",2025,"sales","HOP",2021,"vehicle",21
"FFV","Light truck",2025,"sales","HOP",2021,"vehicle",598574
"HEV","Light truck",2025,"sales","HOP",2021,"vehicle",293425
"ICEV-D","Light truck",2025,"sales","HOP",2021,"vehicle",101789
"ICEV-G","Light truck",2025,"sales","HOP",2021,"vehicle",6386718
"PHEV20","Light truck",2025,"sales","HOP",2021,"vehicle",4269
"PHEV40","Light truck",2025,"sales","HOP",2021,"vehicle",44948
"BEV100","Car",2026,"sales","HOP",2021,"vehicle",3046
"BEV300","Car",2026,"sales","HOP",2021,"vehicle",215674
"CNG","Car",2026,"sales","HOP",2021,"vehicle",5973
"FCV","Car",2026,"sales","HOP",2021,"vehicle",474
"FFV","Car",2026,"sales","HOP",2021,"vehicle",124085
"HEV","Car",2026,"sales","HOP",2021,"vehicle",290863
"ICEV-D","Car",2026,"sales","HOP",2021,"vehicle",118
"ICEV-G","Car",2026,"sales","HOP",2021,"vehicle",6536959
"PHEV20","Car",2026,"sales","HOP",2021,"vehicle",86938
"PHEV40","Car",2026,"sales","HOP",2021,"vehicle",6835
"BEV100","Light truck",2026,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2026,"sales","HOP",2021,"vehicle",89821
"CNG","Light truck",2026,"sales","HOP",2021,"vehicle",10107
"FCV","Light truck",2026,"sales","HOP",2021,"vehicle",27
"FFV","Light truck",2026,"sales","HOP",2021,"vehicle",589799
"HEV","Light truck",2026,"sales","HOP",2021,"vehicle",348886
"ICEV-D","Light truck",2026,"sales","HOP",2021,"vehicle",98274
"ICEV-G","Light truck",2026,"sales","HOP",2021,"vehicle",6255737
"PHEV20","Light truck",2026,"sales","HOP",2021,"vehicle",4237
"PHEV40","Light truck",2026,"sales","HOP",2021,"vehicle",123211
"BEV100","Car",2027,"sales","HOP",2021,"vehicle",3150
"BEV300","Car",2027,"sales","HOP",2021,"vehicle",233407
"CNG","Car",2027,"sales","HOP",2021,"vehicle",5947
"FCV","Car",2027,"sales","HOP",2021,"vehicle",539
"FFV","Car",2027,"sales","HOP",2021,"vehicle",122623
"HEV","Car",2027,"sales","HOP",2021,"vehicle",309510
"ICEV-D","Car",2027,"sales","HOP",2021,"vehicle",115
"ICEV-G","Car",2027,"sales","HOP",2021,"vehicle",6436975
"PHEV20","Car",2027,"sales","HOP",2021,"vehicle",101547
"PHEV40","Car",2027,"sales","HOP",2021,"vehicle",7103
"BEV100","Light truck",2027,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2027,"sales","HOP",2021,"vehicle",98130
"CNG","Light truck",2027,"sales","HOP",2021,"vehicle",9899
"FCV","Light truck",2027,"sales","HOP",2021,"vehicle",34
"FFV","Light truck",2027,"sales","HOP",2021,"vehicle",572028
"HEV","Light truck",2027,"sales","HOP",2021,"vehicle",367856
"ICEV-D","Light truck",2027,"sales","HOP",2021,"vehicle",94565
"ICEV-G","Light truck",2027,"sales","HOP",2021,"vehicle",6047073
"PHEV20","Light truck",2027,"sales","HOP",2021,"vehicle",4644
"PHEV40","Light truck",2027,"sales","HOP",2021,"vehicle",140791
"BEV100","Car",2028,"sales","HOP",2021,"vehicle",3352
"BEV300","Car",2028,"sales","HOP",2021,"vehicle",260721
"CNG","Car",2028,"sales","HOP",2021,"vehicle",6050
"FCV","Car",2028,"sales","HOP",2021,"vehicle",620
"FFV","Car",2028,"sales","HOP",2021,"vehicle",123558
"HEV","Car",2028,"sales","HOP",2021,"vehicle",337025
"ICEV-D","Car",2028,"sales","HOP",2021,"vehicle",116
"ICEV-G","Car",2028,"sales","HOP",2021,"vehicle",6457526
"PHEV20","Car",2028,"sales","HOP",2021,"vehicle",121743
"PHEV40","Car",2028,"sales","HOP",2021,"vehicle",7652
"BEV100","Light truck",2028,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2028,"sales","HOP",2021,"vehicle",111471
"CNG","Light truck",2028,"sales","HOP",2021,"vehicle",9892
"FCV","Light truck",2028,"sales","HOP",2021,"vehicle",42
"FFV","Light truck",2028,"sales","HOP",2021,"vehicle",567619
"HEV","Light truck",2028,"sales","HOP",2021,"vehicle",378463
"ICEV-D","Light truck",2028,"sales","HOP",2021,"vehicle",95702
"ICEV-G","Light truck",2028,"sales","HOP",2021,"vehicle",5985043
"PHEV20","Light truck",2028,"sales","HOP",2021,"vehicle",5222
"PHEV40","Light truck",2028,"sales","HOP",2021,"vehicle",142392
"BEV100","Car",2029,"sales","HOP",2021,"vehicle",3548
"BEV300","Car",2029,"sales","HOP",2021,"vehicle",292813
"CNG","Car",2029,"sales","HOP",2021,"vehicle",6094
"FCV","Car",2029,"sales","HOP",2021,"vehicle",701
"FFV","Car",2029,"sales","HOP",2021,"vehicle",123526
"HEV","Car",2029,"sales","HOP",2021,"vehicle",356697
"ICEV-D","Car",2029,"sales","HOP",2021,"vehicle",116
"ICEV-G","Car",2029,"sales","HOP",2021,"vehicle",6429747
"PHEV20","Car",2029,"sales","HOP",2021,"vehicle",128041
"PHEV40","Car",2029,"sales","HOP",2021,"vehicle",8382
"BEV100","Light truck",2029,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2029,"sales","HOP",2021,"vehicle",126951
"CNG","Light truck",2029,"sales","HOP",2021,"vehicle",9814
"FCV","Light truck",2029,"sales","HOP",2021,"vehicle",51
"FFV","Light truck",2029,"sales","HOP",2021,"vehicle",559442
"HEV","Light truck",2029,"sales","HOP",2021,"vehicle",385740
"ICEV-D","Light truck",2029,"sales","HOP",2021,"vehicle",95176
"ICEV-G","Light truck",2029,"sales","HOP",2021,"vehicle",5884238
"PHEV20","Light truck",2029,"sales","HOP",2021,"vehicle",5816
"PHEV40","Light truck",2029,"sales","HOP",2021,"vehicle",142056
"BEV100","Car",2030,"sales","HOP",2021,"vehicle",3789
"BEV300","Car",2030,"sales","HOP",2021,"vehicle",335856
"CNG","Car",2030,"sales","HOP",2021,"vehicle",6130
"FCV","Car",2030,"sales","HOP",2021,"vehicle",786
"FFV","Car",2030,"sales","HOP",2021,"vehicle",123575
"HEV","Car",2030,"sales","HOP",2021,"vehicle",378585
"ICEV-D","Car",2030,"sales","HOP",2021,"vehicle",118
"ICEV-G","Car",2030,"sales","HOP",2021,"vehicle",6400189
"PHEV20","Car",2030,"sales","HOP",2021,"vehicle",134104
"PHEV40","Car",2030,"sales","HOP",2021,"vehicle",9497
"BEV100","Light truck",2030,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2030,"sales","HOP",2021,"vehicle",147151
"CNG","Light truck",2030,"sales","HOP",2021,"vehicle",9688
"FCV","Light truck",2030,"sales","HOP",2021,"vehicle",62
"FFV","Light truck",2030,"sales","HOP",2021,"vehicle",547047
"HEV","Light truck",2030,"sales","HOP",2021,"vehicle",395269
"ICEV-D","Light truck",2030,"sales","HOP",2021,"vehicle",96978
"ICEV-G","Light truck",2030,"sales","HOP",2021,"vehicle",5732877
"PHEV20","Light truck",2030,"sales","HOP",2021,"vehicle",6416
"PHEV40","Light truck",2030,"sales","HOP",2021,"vehicle",143497
"BEV100","Car",2031,"sales","HOP",2021,"vehicle",3974
"BEV300","Car",2031,"sales","HOP",2021,"vehicle",382537
"CNG","Car",2031,"sales","HOP",2021,"vehicle",6176
"FCV","Car",2031,"sales","HOP",2021,"vehicle",868
"FFV","Car",2031,"sales","HOP",2021,"vehicle",123388
"HEV","Car",2031,"sales","HOP",2021,"vehicle",395237
"ICEV-D","Car",2031,"sales","HOP",2021,"vehicle",117
"ICEV-G","Car",2031,"sales","HOP",2021,"vehicle",6359150
"PHEV20","Car",2031,"sales","HOP",2021,"vehicle",135217
"PHEV40","Car",2031,"sales","HOP",2021,"vehicle",10168
"BEV100","Light truck",2031,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2031,"sales","HOP",2021,"vehicle",168287
"CNG","Light truck",2031,"sales","HOP",2021,"vehicle",9711
"FCV","Light truck",2031,"sales","HOP",2021,"vehicle",73
"FFV","Light truck",2031,"sales","HOP",2021,"vehicle",545753
"HEV","Light truck",2031,"sales","HOP",2021,"vehicle",406751
"ICEV-D","Light truck",2031,"sales","HOP",2021,"vehicle",95099
