"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"ICEV-G","Light truck",2031,"sales","HOP",2021,"vehicle",5706184
"PHEV20","Light truck",2031,"sales","HOP",2021,"vehicle",7107
"PHEV40","Light truck",2031,"sales","HOP",2021,"vehicle",146183
"BEV100","Car",2032,"sales","HOP",2021,"vehicle",4138
"BEV300","Car",2032,"sales","HOP",2021,"vehicle",428093
"CNG","Car",2032,"sales","HOP",2021,"vehicle",6130
"FCV","Car",2032,"sales","HOP",2021,"vehicle",936
"FFV","Car",2032,"sales","HOP",2021,"vehicle",121736
"HEV","Car",2032,"sales","HOP",2021,"vehicle",408519
"ICEV-D","Car",2032,"sales","HOP",2021,"vehicle",113
"ICEV-G","Car",2032,"sales","HOP",2021,"vehicle",6244061
"PHEV20","Car",2032,"sales","HOP",2021,"vehicle",137749
"PHEV40","Car",2032,"sales","HOP",2021,"vehicle",10715
"BEV100","Light truck",2032,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2032,"sales","HOP",2021,"vehicle",191551
"CNG","Light truck",2032,"sales","HOP",2021,"vehicle",9637
"FCV","Light truck",2032,"sales","HOP",2021,"vehicle",85
"FFV","Light truck",2032,"sales","HOP",2021,"vehicle",537190
"HEV","Light truck",2032,"sales","HOP",2021,"vehicle",415793
"ICEV-D","Light truck",2032,"sales","HOP",2021,"vehicle",92655
"ICEV-G","Light truck",2032,"sales","HOP",2021,"vehicle",5598520
"PHEV20","Light truck",2032,"sales","HOP",2021,"vehicle",7768
"PHEV40","Light truck",2032,"sales","HOP",2021,"vehicle",148755
"BEV100","Car",2033,"sales","HOP",2021,"vehicle",4288
"BEV300","Car",2033,"sales","HOP",2021,"vehicle",483659
"CNG","Car",2033,"sales","HOP",2021,"vehicle",6131
"FCV","Car",2033,"sales","HOP",2021,"vehicle",1004
"FFV","Car",2033,"sales","HOP",2021,"vehicle",120758
"HEV","Car",2033,"sales","HOP",2021,"vehicle",422886
"ICEV-D","Car",2033,"sales","HOP",2021,"vehicle",110
"ICEV-G","Car",2033,"sales","HOP",2021,"vehicle",6161175
"PHEV20","Car",2033,"sales","HOP",2021,"vehicle",138769
"PHEV40","Car",2033,"sales","HOP",2021,"vehicle",11159
"BEV100","Light truck",2033,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2033,"sales","HOP",2021,"vehicle",216584
"CNG","Light truck",2033,"sales","HOP",2021,"vehicle",9628
"FCV","Light truck",2033,"sales","HOP",2021,"vehicle",97
"FFV","Light truck",2033,"sales","HOP",2021,"vehicle",532848
"HEV","Light truck",2033,"sales","HOP",2021,"vehicle",426572
"ICEV-D","Light truck",2033,"sales","HOP",2021,"vehicle",89652
"ICEV-G","Light truck",2033,"sales","HOP",2021,"vehicle",5538370
"PHEV20","Light truck",2033,"sales","HOP",2021,"vehicle",8459
"PHEV40","Light truck",2033,"sales","HOP",2021,"vehicle",151595
"BEV100","Car",2034,"sales","HOP",2021,"vehicle",4443
"BEV300","Car",2034,"sales","HOP",2021,"vehicle",544463
"CNG","Car",2034,"sales","HOP",2021,"vehicle",6157
"FCV","Car",2034,"sales","HOP",2021,"vehicle",1071
"FFV","Car",2034,"sales","HOP",2021,"vehicle",120376
"HEV","Car",2034,"sales","HOP",2021,"vehicle",438865
"ICEV-D","Car",2034,"sales","HOP",2021,"vehicle",107
"ICEV-G","Car",2034,"sales","HOP",2021,"vehicle",6111451
"PHEV20","Car",2034,"sales","HOP",2021,"vehicle",139876
"PHEV40","Car",2034,"sales","HOP",2021,"vehicle",11611
"BEV100","Light truck",2034,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2034,"sales","HOP",2021,"vehicle",244801
"CNG","Light truck",2034,"sales","HOP",2021,"vehicle",9698
"FCV","Light truck",2034,"sales","HOP",2021,"vehicle",110
"FFV","Light truck",2034,"sales","HOP",2021,"vehicle",532481
"HEV","Light truck",2034,"sales","HOP",2021,"vehicle",440607
"ICEV-D","Light truck",2034,"sales","HOP",2021,"vehicle",88984
"ICEV-G","Light truck",2034,"sales","HOP",2021,"vehicle",5517676
"PHEV20","Light truck",2034,"sales","HOP",2021,"vehicle",9281
"PHEV40","Light truck",2034,"sales","HOP",2021,"vehicle",155115
"BEV100","Car",2035,"sales","HOP",2021,"vehicle",4533
"BEV300","Car",2035,"sales","HOP",2021,"vehicle",604176
"CNG","Car",2035,"sales","HOP",2021,"vehicle",6125
"FCV","Car",2035,"sales","HOP",2021,"vehicle",1119
"FFV","Car",2035,"sales","HOP",2021,"vehicle",118499
"HEV","Car",2035,"sales","HOP",2021,"vehicle",450498
"ICEV-D","Car",2035,"sales","HOP",2021,"vehicle",107
"ICEV-G","Car",2035,"sales","HOP",2021,"vehicle",5981969
"PHEV20","Car",2035,"sales","HOP",2021,"vehicle",139785
"PHEV40","Car",2035,"sales","HOP",2021,"vehicle",11949
"BEV100","Light truck",2035,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2035,"sales","HOP",2021,"vehicle",272133
"CNG","Light truck",2035,"sales","HOP",2021,"vehicle",9633
"FCV","Light truck",2035,"sales","HOP",2021,"vehicle",122
"FFV","Light truck",2035,"sales","HOP",2021,"vehicle",522309
"HEV","Light truck",2035,"sales","HOP",2021,"vehicle",448174
"ICEV-D","Light truck",2035,"sales","HOP",2021,"vehicle",89979
"ICEV-G","Light truck",2035,"sales","HOP",2021,"vehicle",5394561
"PHEV20","Light truck",2035,"sales","HOP",2021,"vehicle",10079
"PHEV40","Light truck",2035,"sales","HOP",2021,"vehicle",156342
"BEV100","Car",2036,"sales","HOP",2021,"vehicle",4570
"BEV300","Car",2036,"sales","HOP",2021,"vehicle",662510
"CNG","Car",2036,"sales","HOP",2021,"vehicle",6067
"FCV","Car",2036,"sales","HOP",2021,"vehicle",1157
"FFV","Car",2036,"sales","HOP",2021,"vehicle",116190
"HEV","Car",2036,"sales","HOP",2021,"vehicle",458446
"ICEV-D","Car",2036,"sales","HOP",2021,"vehicle",102
"ICEV-G","Car",2036,"sales","HOP",2021,"vehicle",5831705
"PHEV20","Car",2036,"sales","HOP",2021,"vehicle",137191
"PHEV40","Car",2036,"sales","HOP",2021,"vehicle",12065
"BEV100","Light truck",2036,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2036,"sales","HOP",2021,"vehicle",297805
"CNG","Light truck",2036,"sales","HOP",2021,"vehicle",9545
"FCV","Light truck",2036,"sales","HOP",2021,"vehicle",132
"FFV","Light truck",2036,"sales","HOP",2021,"vehicle",513097
"HEV","Light truck",2036,"sales","HOP",2021,"vehicle",452873
"ICEV-D","Light truck",2036,"sales","HOP",2021,"vehicle",86304
"ICEV-G","Light truck",2036,"sales","HOP",2021,"vehicle",5282722
"PHEV20","Light truck",2036,"sales","HOP",2021,"vehicle",10930
"PHEV40","Light truck",2036,"sales","HOP",2021,"vehicle",156489
"BEV100","Car",2037,"sales","HOP",2021,"vehicle",4621
"BEV300","Car",2037,"sales","HOP",2021,"vehicle",722725
"CNG","Car",2037,"sales","HOP",2021,"vehicle",6035
"FCV","Car",2037,"sales","HOP",2021,"vehicle",1196
"FFV","Car",2037,"sales","HOP",2021,"vehicle",114644
"HEV","Car",2037,"sales","HOP",2021,"vehicle",469315
"ICEV-D","Car",2037,"sales","HOP",2021,"vehicle",100
"ICEV-G","Car",2037,"sales","HOP",2021,"vehicle",5721501
"PHEV20","Car",2037,"sales","HOP",2021,"vehicle",135833
"PHEV40","Car",2037,"sales","HOP",2021,"vehicle",12209
"BEV100","Light truck",2037,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2037,"sales","HOP",2021,"vehicle",326162
"CNG","Light truck",2037,"sales","HOP",2021,"vehicle",9534
"FCV","Light truck",2037,"sales","HOP",2021,"vehicle",144
"FFV","Light truck",2037,"sales","HOP",2021,"vehicle",507646
"HEV","Light truck",2037,"sales","HOP",2021,"vehicle",461138
"ICEV-D","Light truck",2037,"sales","HOP",2021,"vehicle",85242
"ICEV-G","Light truck",2037,"sales","HOP",2021,"vehicle",5211339
"PHEV20","Light truck",2037,"sales","HOP",2021,"vehicle",11965
"PHEV40","Light truck",2037,"sales","HOP",2021,"vehicle",157623
"BEV100","Car",2038,"sales","HOP",2021,"vehicle",4656
"BEV300","Car",2038,"sales","HOP",2021,"vehicle",781672
"CNG","Car",2038,"sales","HOP",2021,"vehicle",6007
"FCV","Car",2038,"sales","HOP",2021,"vehicle",1233
"FFV","Car",2038,"sales","HOP",2021,"vehicle",113354
"HEV","Car",2038,"sales","HOP",2021,"vehicle",479835
"ICEV-D","Car",2038,"sales","HOP",2021,"vehicle",96
"ICEV-G","Car",2038,"sales","HOP",2021,"vehicle",5626338
"PHEV20","Car",2038,"sales","HOP",2021,"vehicle",133313
"PHEV40","Car",2038,"sales","HOP",2021,"vehicle",12246
"BEV100","Light truck",2038,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2038,"sales","HOP",2021,"vehicle",354209
"CNG","Light truck",2038,"sales","HOP",2021,"vehicle",9564
"FCV","Light truck",2038,"sales","HOP",2021,"vehicle",155
"FFV","Light truck",2038,"sales","HOP",2021,"vehicle",505813
"HEV","Light truck",2038,"sales","HOP",2021,"vehicle",470218
"ICEV-D","Light truck",2038,"sales","HOP",2021,"vehicle",82511
"ICEV-G","Light truck",2038,"sales","HOP",2021,"vehicle",5180229
"PHEV20","Light truck",2038,"sales","HOP",2021,"vehicle",13166
"PHEV40","Light truck",2038,"sales","HOP",2021,"vehicle",158605
"BEV100","Car",2039,"sales","HOP",2021,"vehicle",4663
"BEV300","Car",2039,"sales","HOP",2021,"vehicle",834524
"CNG","Car",2039,"sales","HOP",2021,"vehicle",5950
"FCV","Car",2039,"sales","HOP",2021,"vehicle",1261
"FFV","Car",2039,"sales","HOP",2021,"vehicle",111647
"HEV","Car",2039,"sales","HOP",2021,"vehicle",488511
"ICEV-D","Car",2039,"sales","HOP",2021,"vehicle",92
"ICEV-G","Car",2039,"sales","HOP",2021,"vehicle",5513155
"PHEV20","Car",2039,"sales","HOP",2021,"vehicle",130112
"PHEV40","Car",2039,"sales","HOP",2021,"vehicle",12212
"BEV100","Light truck",2039,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2039,"sales","HOP",2021,"vehicle",381241
"CNG","Light truck",2039,"sales","HOP",2021,"vehicle",9572
"FCV","Light truck",2039,"sales","HOP",2021,"vehicle",165
"FFV","Light truck",2039,"sales","HOP",2021,"vehicle",502562
"HEV","Light truck",2039,"sales","HOP",2021,"vehicle",478057
"ICEV-D","Light truck",2039,"sales","HOP",2021,"vehicle",80750
"ICEV-G","Light truck",2039,"sales","HOP",2021,"vehicle",5135242
"PHEV20","Light truck",2039,"sales","HOP",2021,"vehicle",14487
"PHEV40","Light truck",2039,"sales","HOP",2021,"vehicle",158880
"BEV100","Car",2040,"sales","HOP",2021,"vehicle",4645
"BEV300","Car",2040,"sales","HOP",2021,"vehicle",884394
"CNG","Car",2040,"sales","HOP",2021,"vehicle",5876
"FCV","Car",2040,"sales","HOP",2021,"vehicle",1280
"FFV","Car",2040,"sales","HOP",2021,"vehicle",109440
"HEV","Car",2040,"sales","HOP",2021,"vehicle",495695
"ICEV-D","Car",2040,"sales","HOP",2021,"vehicle",88
"ICEV-G","Car",2040,"sales","HOP",2021,"vehicle",5374108
"PHEV20","Car",2040,"sales","HOP",2021,"vehicle",127058
"PHEV40","Car",2040,"sales","HOP",2021,"vehicle",12152
"BEV100","Light truck",2040,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2040,"sales","HOP",2021,"vehicle",406222
"CNG","Light truck",2040,"sales","HOP",2021,"vehicle",9514
"FCV","Light truck",2040,"sales","HOP",2021,"vehicle",174
"FFV","Light truck",2040,"sales","HOP",2021,"vehicle",494511
"HEV","Light truck",2040,"sales","HOP",2021,"vehicle",482335
"ICEV-D","Light truck",2040,"sales","HOP",2021,"vehicle",78366
"ICEV-G","Light truck",2040,"sales","HOP",2021,"vehicle",5039641
"PHEV20","Light truck",2040,"sales","HOP",2021,"vehicle",15882
"PHEV40","Light truck",2040,"sales","HOP",2021,"vehicle",157959
"BEV100","Car",2041,"sales","HOP",2021,"vehicle",4610
"BEV300","Car",2041,"sales","HOP",2021,"vehicle",921771
"CNG","Car",2041,"sales","HOP",2021,"vehicle",5831
"FCV","Car",2041,"sales","HOP",2021,"vehicle",1304
"FFV","Car",2041,"sales","HOP",2021,"vehicle",107905
"HEV","Car",2041,"sales","HOP",2021,"vehicle",507790
"ICEV-D","Car",2041,"sales","HOP",2021,"vehicle",87
"ICEV-G","Car",2041,"sales","HOP",2021,"vehicle",5272963
"PHEV20","Car",2041,"sales","HOP",2021,"vehicle",122744
"PHEV40","Car",2041,"sales","HOP",2021,"vehicle",11953
"BEV100","Light truck",2041,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2041,"sales","HOP",2021,"vehicle",424048
"CNG","Light truck",2041,"sales","HOP",2021,"vehicle",9505
"FCV","Light truck",2041,"sales","HOP",2021,"vehicle",184
"FFV","Light truck",2041,"sales","HOP",2021,"vehicle",490644
"HEV","Light truck",2041,"sales","HOP",2021,"vehicle",487986
"ICEV-D","Light truck",2041,"sales","HOP",2021,"vehicle",78234
"ICEV-G","Light truck",2041,"sales","HOP",2021,"vehicle",4990895
"PHEV20","Light truck",2041,"sales","HOP",2021,"vehicle",17478
"PHEV40","Light truck",2041,"sales","HOP",2021,"vehicle",156654
"BEV100","Car",2042,"sales","HOP",2021,"vehicle",4670
"BEV300","Car",2042,"sales","HOP",2021,"vehicle",973988
"CNG","Car",2042,"sales","HOP",2021,"vehicle",5886
"FCV","Car",2042,"sales","HOP",2021,"vehicle",1349
"FFV","Car",2042,"sales","HOP",2021,"vehicle",108127
"HEV","Car",2042,"sales","HOP",2021,"vehicle",526875
"ICEV-D","Car",2042,"sales","HOP",2021,"vehicle",86
"ICEV-G","Car",2042,"sales","HOP",2021,"vehicle",5260014
"PHEV20","Car",2042,"sales","HOP",2021,"vehicle",121228
"PHEV40","Car",2042,"sales","HOP",2021,"vehicle",11995
"BEV100","Light truck",2042,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2042,"sales","HOP",2021,"vehicle",448826
"CNG","Light truck",2042,"sales","HOP",2021,"vehicle",9643
"FCV","Light truck",2042,"sales","HOP",2021,"vehicle",196
"FFV","Light truck",2042,"sales","HOP",2021,"vehicle",493040
"HEV","Light truck",2042,"sales","HOP",2021,"vehicle",501373
"ICEV-D","Light truck",2042,"sales","HOP",2021,"vehicle",78824
"ICEV-G","Light truck",2042,"sales","HOP",2021,"vehicle",5004748
"PHEV20","Light truck",2042,"sales","HOP",2021,"vehicle",19579
"PHEV40","Light truck",2042,"sales","HOP",2021,"vehicle",157702
"BEV100","Car",2043,"sales","HOP",2021,"vehicle",4655
"BEV300","Car",2043,"sales","HOP",2021,"vehicle",1014725
"CNG","Car",2043,"sales","HOP",2021,"vehicle",5857
"FCV","Car",2043,"sales","HOP",2021,"vehicle",1375
"FFV","Car",2043,"sales","HOP",2021,"vehicle",106770
"HEV","Car",2043,"sales","HOP",2021,"vehicle",538118
"ICEV-D","Car",2043,"sales","HOP",2021,"vehicle",84
"ICEV-G","Car",2043,"sales","HOP",2021,"vehicle",5169087
"PHEV20","Car",2043,"sales","HOP",2021,"vehicle",117391
"PHEV40","Car",2043,"sales","HOP",2021,"vehicle",11825
"BEV100","Light truck",2043,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2043,"sales","HOP",2021,"vehicle",467772
"CNG","Light truck",2043,"sales","HOP",2021,"vehicle",9655
"FCV","Light truck",2043,"sales","HOP",2021,"vehicle",206
"FFV","Light truck",2043,"sales","HOP",2021,"vehicle",489314
"HEV","Light truck",2043,"sales","HOP",2021,"vehicle",507986
"ICEV-D","Light truck",2043,"sales","HOP",2021,"vehicle",77848
"ICEV-G","Light truck",2043,"sales","HOP",2021,"vehicle",4957219
"PHEV20","Light truck",2043,"sales","HOP",2021,"vehicle",21709
"PHEV40","Light truck",2043,"sales","HOP",2021,"vehicle",156573
"BEV100","Car",2044,"sales","HOP",2021,"vehicle",4637
"BEV300","Car",2044,"sales","HOP",2021,"vehicle",1054426
"CNG","Car",2044,"sales","HOP",2021,"vehicle",5829
"FCV","Car",2044,"sales","HOP",2021,"vehicle",1400
"FFV","Car",2044,"sales","HOP",2021,"vehicle",105446
"HEV","Car",2044,"sales","HOP",2021,"vehicle",549898
"ICEV-D","Car",2044,"sales","HOP",2021,"vehicle",82
"ICEV-G","Car",2044,"sales","HOP",2021,"vehicle",5080327
"PHEV20","Car",2044,"sales","HOP",2021,"vehicle",113655
"PHEV40","Car",2044,"sales","HOP",2021,"vehicle",11650
"BEV100","Light truck",2044,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2044,"sales","HOP",2021,"vehicle",487108
"CNG","Light truck",2044,"sales","HOP",2021,"vehicle",9682
"FCV","Light truck",2044,"sales","HOP",2021,"vehicle",216
"FFV","Light truck",2044,"sales","HOP",2021,"vehicle",485870
"HEV","Light truck",2044,"sales","HOP",2021,"vehicle",515120
"ICEV-D","Light truck",2044,"sales","HOP",2021,"vehicle",77132
"ICEV-G","Light truck",2044,"sales","HOP",2021,"vehicle",4912431
"PHEV20","Light truck",2044,"sales","HOP",2021,"vehicle",24158
"PHEV40","Light truck",2044,"sales","HOP",2021,"vehicle",155418
"BEV100","Car",2045,"sales","HOP",2021,"vehicle",4661
"BEV300","Car",2045,"sales","HOP",2021,"vehicle",1107093
"CNG","Car",2045,"sales","HOP",2021,"vehicle",5856
"FCV","Car",2045,"sales","HOP",2021,"vehicle",1438
"FFV","Car",2045,"sales","HOP",2021,"vehicle",105023
"HEV","Car",2045,"sales","HOP",2021,"vehicle",567409
"ICEV-D","Car",2045,"sales","HOP",2021,"vehicle",81
"ICEV-G","Car",2045,"sales","HOP",2021,"vehicle",5032860
"PHEV20","Car",2045,"sales","HOP",2021,"vehicle",111255
"PHEV40","Car",2045,"sales","HOP",2021,"vehicle",11604
"BEV100","Light truck",2045,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2045,"sales","HOP",2021,"vehicle",511928
"CNG","Light truck",2045,"sales","HOP",2021,"vehicle",9783
"FCV","Light truck",2045,"sales","HOP",2021,"vehicle",228
"FFV","Light truck",2045,"sales","HOP",2021,"vehicle",485208
"HEV","Light truck",2045,"sales","HOP",2021,"vehicle",526340
"ICEV-D","Light truck",2045,"sales","HOP",2021,"vehicle",77117
"ICEV-G","Light truck",2045,"sales","HOP",2021,"vehicle",4894427
"PHEV20","Light truck",2045,"sales","HOP",2021,"vehicle",27221
"PHEV40","Light truck",2045,"sales","HOP",2021,"vehicle",155504
"BEV100","Car",2046,"sales","HOP",2021,"vehicle",4643
"BEV300","Car",2046,"sales","HOP",2021,"vehicle",1152301
"CNG","Car",2046,"sales","HOP",2021,"vehicle",5837
"FCV","Car",2046,"sales","HOP",2021,"vehicle",1466
"FFV","Car",2046,"sales","HOP",2021,"vehicle",103754
"HEV","Car",2046,"sales","HOP",2021,"vehicle",580388
"ICEV-D","Car",2046,"sales","HOP",2021,"vehicle",79
"ICEV-G","Car",2046,"sales","HOP",2021,"vehicle",4944148
"PHEV20","Car",2046,"sales","HOP",2021,"vehicle",107583
"PHEV40","Car",2046,"sales","HOP",2021,"vehicle",11433
"BEV100","Light truck",2046,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2046,"sales","HOP",2021,"vehicle",532919
"CNG","Light truck",2046,"sales","HOP",2021,"vehicle",9813
"FCV","Light truck",2046,"sales","HOP",2021,"vehicle",239
"FFV","Light truck",2046,"sales","HOP",2021,"vehicle",480992
"HEV","Light truck",2046,"sales","HOP",2021,"vehicle",533389
"ICEV-D","Light truck",2046,"sales","HOP",2021,"vehicle",76221
"ICEV-G","Light truck",2046,"sales","HOP",2021,"vehicle",4841282
"PHEV20","Light truck",2046,"sales","HOP",2021,"vehicle",30555
"PHEV40","Light truck",2046,"sales","HOP",2021,"vehicle",154192
"BEV100","Car",2047,"sales","HOP",2021,"vehicle",4637
"BEV300","Car",2047,"sales","HOP",2021,"vehicle",1201227
"CNG","Car",2047,"sales","HOP",2021,"vehicle",5832
"FCV","Car",2047,"sales","HOP",2021,"vehicle",1498
"FFV","Car",2047,"sales","HOP",2021,"vehicle",102766
"HEV","Car",2047,"sales","HOP",2021,"vehicle",595320
"ICEV-D","Car",2047,"sales","HOP",2021,"vehicle",78
"ICEV-G","Car",2047,"sales","HOP",2021,"vehicle",4868667
"PHEV20","Car",2047,"sales","HOP",2021,"vehicle",104299
"PHEV40","Car",2047,"sales","HOP",2021,"vehicle",11294
"BEV100","Light truck",2047,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2047,"sales","HOP",2021,"vehicle",555980
"CNG","Light truck",2047,"sales","HOP",2021,"vehicle",9869
"FCV","Light truck",2047,"sales","HOP",2021,"vehicle",250
"FFV","Light truck",2047,"sales","HOP",2021,"vehicle",477848
"HEV","Light truck",2047,"sales","HOP",2021,"vehicle",541937
"ICEV-D","Light truck",2047,"sales","HOP",2021,"vehicle",75900
"ICEV-G","Light truck",2047,"sales","HOP",2021,"vehicle",4798245
"PHEV20","Light truck",2047,"sales","HOP",2021,"vehicle",34472
"PHEV40","Light truck",2047,"sales","HOP",2021,"vehicle",153166
"BEV100","Car",2048,"sales","HOP",2021,"vehicle",4627
"BEV300","Car",2048,"sales","HOP",2021,"vehicle",1252895
"CNG","Car",2048,"sales","HOP",2021,"vehicle",5822
"FCV","Car",2048,"sales","HOP",2021,"vehicle",1527
"FFV","Car",2048,"sales","HOP",2021,"vehicle",101528
"HEV","Car",2048,"sales","HOP",2021,"vehicle",609623
"ICEV-D","Car",2048,"sales","HOP",2021,"vehicle",76
"ICEV-G","Car",2048,"sales","HOP",2021,"vehicle",4778472
"PHEV20","Car",2048,"sales","HOP",2021,"vehicle",101268
"PHEV40","Car",2048,"sales","HOP",2021,"vehicle",11176
"BEV100","Light truck",2048,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2048,"sales","HOP",2021,"vehicle",579589
"CNG","Light truck",2048,"sales","HOP",2021,"vehicle",9902
"FCV","Light truck",2048,"sales","HOP",2021,"vehicle",261
"FFV","Light truck",2048,"sales","HOP",2021,"vehicle",472055
"HEV","Light truck",2048,"sales","HOP",2021,"vehicle",548922
"ICEV-D","Light truck",2048,"sales","HOP",2021,"vehicle",74831
"ICEV-G","Light truck",2048,"sales","HOP",2021,"vehicle",4726551
"PHEV20","Light truck",2048,"sales","HOP",2021,"vehicle",38861
"PHEV40","Light truck",2048,"sales","HOP",2021,"vehicle",151725
"BEV100","Car",2049,"sales","HOP",2021,"vehicle",4591
"BEV300","Car",2049,"sales","HOP",2021,"vehicle",1298211
"CNG","Car",2049,"sales","HOP",2021,"vehicle",5787
"FCV","Car",2049,"sales","HOP",2021,"vehicle",1553
"FFV","Car",2049,"sales","HOP",2021,"vehicle",100032
"HEV","Car",2049,"sales","HOP",2021,"vehicle",620779
"ICEV-D","Car",2049,"sales","HOP",2021,"vehicle",74
"ICEV-G","Car",2049,"sales","HOP",2021,"vehicle",4678184
"PHEV20","Car",2049,"sales","HOP",2021,"vehicle",96944
"PHEV40","Car",2049,"sales","HOP",2021,"vehicle",10934
"BEV100","Light truck",2049,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2049,"sales","HOP",2021,"vehicle",600577
"CNG","Light truck",2049,"sales","HOP",2021,"vehicle",9918
"FCV","Light truck",2049,"sales","HOP",2021,"vehicle",271
"FFV","Light truck",2049,"sales","HOP",2021,"vehicle",467612
"HEV","Light truck",2049,"sales","HOP",2021,"vehicle",555128
"ICEV-D","Light truck",2049,"sales","HOP",2021,"vehicle",73389
"ICEV-G","Light truck",2049,"sales","HOP",2021,"vehicle",4670934
"PHEV20","Light truck",2049,"sales","HOP",2021,"vehicle",43753
"PHEV40","Light truck",2049,"sales","HOP",2021,"vehicle",149786
"BEV100","Car",2050,"sales","HOP",2021,"vehicle",4532
"BEV300","Car",2050,"sales","HOP",2021,"vehicle",1334852
"CNG","Car",2050,"sales","HOP",2021,"vehicle",5713
"FCV","Car",2050,"sales","HOP",2021,"vehicle",1565
"FFV","Car",2050,"sales","HOP",2021,"vehicle",97830
"HEV","Car",2050,"sales","HOP",2021,"vehicle",628593
"ICEV-D","Car",2050,"sales","HOP",2021,"vehicle",72
"ICEV-G","Car",2050,"sales","HOP",2021,"vehicle",4545015
"PHEV20","Car",2050,"sales","HOP",2021,"vehicle",92888
"PHEV40","Car",2050,"sales","HOP",2021,"vehicle",10685
"BEV100","Light truck",2050,"sales","HOP",2021,"vehicle",0
"BEV300","Light truck",2050,"sales","HOP",2021,"vehicle",618629
"CNG","Light truck",2050,"sales","HOP",2021,"vehicle",9876
"FCV","Light truck",2050,"sales","HOP",2021,"vehicle",279
"FFV","Light truck",2050,"sales","HOP",2021,"vehicle",458451
"HEV","Light truck",2050,"sales","HOP",2021,"vehicle",557477
"ICEV-D","Light truck",2050,"sales","HOP",2021,"vehicle",71986
"ICEV-G","Light truck",2050,"sales","HOP",2021,"vehicle",4566536
"PHEV20","Light truck",2050,"sales","HOP",2021,"vehicle",48973
"PHEV40","Light truck",2050,"sales","HOP",2021,"vehicle",146736
"BEV100","Car",2020,"sales","LOP",2021,"vehicle",2160
"BEV300","Car",2020,"sales","LOP",2021,"vehicle",111596
"CNG","Car",2020,"sales","LOP",2021,"vehicle",3725
"FCV","Car",2020,"sales","LOP",2021,"vehicle",182
"FFV","Car",2020,"sales","LOP",2021,"vehicle",85526
"HEV","Car",2020,"sales","LOP",2021,"vehicle",125804
"ICEV-D","Car",2020,"sales","LOP",2021,"vehicle",97
"ICEV-G","Car",2020,"sales","LOP",2021,"vehicle",4578886
"PHEV20","Car",2020,"sales","LOP",2021,"vehicle",22508
"PHEV40","Car",2020,"sales","LOP",2021,"vehicle",5915
"BEV100","Light truck",2020,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2020,"sales","LOP",2021,"vehicle",36861
"CNG","Light truck",2020,"sales","LOP",2021,"vehicle",9458
"FCV","Light truck",2020,"sales","LOP",2021,"vehicle",5
"FFV","Light truck",2020,"sales","LOP",2021,"vehicle",644577
"HEV","Light truck",2020,"sales","LOP",2021,"vehicle",216151
"ICEV-D","Light truck",2020,"sales","LOP",2021,"vehicle",51195
"ICEV-G","Light truck",2020,"sales","LOP",2021,"vehicle",6362576
"PHEV20","Light truck",2020,"sales","LOP",2021,"vehicle",3714
"PHEV40","Light truck",2020,"sales","LOP",2021,"vehicle",20582
"BEV100","Car",2021,"sales","LOP",2021,"vehicle",2053
"BEV300","Car",2021,"sales","LOP",2021,"vehicle",102919
"CNG","Car",2021,"sales","LOP",2021,"vehicle",3873
"FCV","Car",2021,"sales","LOP",2021,"vehicle",188
"FFV","Car",2021,"sales","LOP",2021,"vehicle",90575
"HEV","Car",2021,"sales","LOP",2021,"vehicle",138894
"ICEV-D","Car",2021,"sales","LOP",2021,"vehicle",102
"ICEV-G","Car",2021,"sales","LOP",2021,"vehicle",4857665
"PHEV20","Car",2021,"sales","LOP",2021,"vehicle",27130
"PHEV40","Car",2021,"sales","LOP",2021,"vehicle",5242
"BEV100","Light truck",2021,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2021,"sales","LOP",2021,"vehicle",43442
"CNG","Light truck",2021,"sales","LOP",2021,"vehicle",11236
"FCV","Light truck",2021,"sales","LOP",2021,"vehicle",8
"FFV","Light truck",2021,"sales","LOP",2021,"vehicle",695618
"HEV","Light truck",2021,"sales","LOP",2021,"vehicle",261662
"ICEV-D","Light truck",2021,"sales","LOP",2021,"vehicle",100299
